gene,condition,n_downstream,ontarget_significant,donor_corr_hits_mean,donor_corr_all_mean,donor_corr_hits_min,n_cells,rank_n_downstream,donor_robust
DCK,Stim48hr,499,True,0.7758843488771227,0.1172219096178425,0.6323385793846678,99.0,548,True
ID2,Stim48hr,498,True,0.7273582668350679,0.1466832180824283,0.6340431071574093,196.0,550,True
L3MBTL2,Stim48hr,496,True,0.8896823134433252,0.3733920321636044,0.8779640779596471,1440.0,551,True
INO80C,Stim8hr,495,True,0.7265275640136591,0.2072213633465542,0.692985316678273,468.0,552,True
GZMB,Stim8hr,495,True,0.2823587759654729,0.0534025207656894,0.2266434408535187,421.0,552,False
WAS,Stim8hr,494,True,0.6661347574943269,0.1051187479909728,0.6145789143636964,522.0,554,True
ZNF512B,Rest,492,True,0.8004978561339023,0.113964814865598,0.7870118703564327,358.0,555,True
XBP1,Stim48hr,491,True,0.7595115579701169,0.0763130402083673,0.7194533309926953,1048.0,556,True
PGK1,Stim8hr,491,True,0.7665412487189993,0.2512386739411121,0.7391347555235084,114.0,556,True
TTC4,Rest,490,True,0.6765332754729716,0.156222897863669,0.6469304381249289,142.0,558,True
PGP,Stim48hr,489,True,0.8406620698150786,0.1477184692571677,0.798775513488825,647.0,559,True
CREB1,Stim48hr,488,True,0.7868754853293743,0.1348907108977029,0.7689827967902296,797.0,560,True
NLRX1,Rest,488,True,0.8041866451400096,0.2131159187012616,0.7904650915409998,606.0,560,True
SHLD1,Stim8hr,486,True,0.8329348190900498,0.2881915052297379,0.750711467672034,1878.0,562,True
PSIP1,Stim48hr,486,True,0.7678795840231469,0.2210164998729228,0.7316426108875764,395.0,562,True
COX19,Stim48hr,483,True,0.6667514212493693,0.0894481155234869,0.5333569880999999,150.0,565,True
RO60,Stim8hr,483,True,0.8884431994347756,0.1619094300384114,0.8721716384904412,959.0,565,True
COX4I1,Stim8hr,483,True,0.6794034416330798,0.1290059029320917,0.6427241004823426,131.0,565,True
CYC1,Stim8hr,481,True,0.7152386420474234,0.2442332514363622,0.6625799154673464,188.0,567,True
PCNX4,Rest,479,True,0.7946046862250119,0.1603585923460944,0.7007849147949476,664.0,568,True
ZNF142,Stim8hr,478,True,0.6846108265067955,0.1394139822730427,0.6747042786782123,394.0,569,True
RHOF,Rest,475,True,0.5021463992457883,0.1001369368173473,0.4434787070032559,380.0,570,False
GPS2,Stim8hr,474,True,0.8330649928709865,0.1624414732396836,0.8201837123908533,683.0,571,True
PPHLN1,Rest,474,True,0.8274908947076675,0.2518265134709848,0.8084860016891837,736.0,571,True
TFAP4,Stim48hr,471,True,0.8115959005522598,0.2414305997064376,0.7966572262275228,298.0,574,True
DCLRE1A,Stim48hr,471,True,0.7598304257883829,0.1149215650897336,0.7128187659219839,307.0,574,True
ZSWIM4,Rest,471,True,0.475093238929333,0.1181452711106257,0.3875847140019806,904.0,574,False
SMAD3,Stim8hr,470,True,0.0244706041586254,-0.0190120475093679,-0.0013370827266194,1758.0,576,False
TMEM167A,Stim48hr,468,True,0.8122929737620413,0.154516153581272,0.7974261812425767,742.0,578,True
EHMT1,Rest,468,True,0.7894254935991553,0.2006427737362768,0.7469100479340908,1623.0,578,True
MEAF6,Stim8hr,468,True,0.7491001600121893,0.2701451362844807,0.7372128117057024,64.0,578,True
ZCCHC4,Rest,465,True,0.6973633096365505,0.0618536866678715,0.5597125527822318,160.0,580,True
EMC2,Stim48hr,465,True,0.5561436071277593,0.0591502445195124,0.355745595813736,64.0,580,False
DNAJC24,Stim48hr,463,True,0.736104314571386,0.1589000126642163,0.6654809222770459,284.0,582,True
TSTD2,Stim8hr,461,True,0.7543362816855339,0.185533141058114,0.7353217216725926,106.0,583,True
KMT2C,Stim48hr,461,True,0.7539054738673662,0.2429856206089679,0.7484768528926627,1137.0,583,True
COPRS,Stim48hr,460,True,0.3617404898567824,0.0340205298291219,0.2278988555649081,885.0,585,False
MICOS10,Stim48hr,460,True,0.7551078128317328,0.176122852945436,0.7393514133147416,62.0,585,True
VPS29,Stim8hr,459,True,0.8475370023490255,0.1263666929945102,0.8249847409004604,171.0,588,True
APPL2,Stim8hr,459,True,0.6610485469782462,0.3256986709349813,0.6302557861901107,769.0,588,True
ADPRM,Stim48hr,459,True,0.8039192798642146,0.1109073869831592,0.7912991405457027,736.0,588,True
PIGF,Rest,457,True,0.6929977451886634,0.1267225868861753,0.5659160102238859,182.0,590,True
GAS2L1,Stim48hr,456,True,0.8410481168398332,0.1546227016496683,0.795217022642826,340.0,591,True
TCEAL3,Rest,453,True,0.7494732982995256,0.1367993017172276,0.6856375519471817,333.0,592,True
BLZF1,Rest,453,True,0.8134590268539066,0.2024623704805568,0.8039267008812099,360.0,592,True
DRAP1,Stim8hr,452,True,0.4763609048648584,-0.0119214097120054,0.4324470354799881,626.0,594,False
RNF19B,Stim8hr,451,True,0.6307763075386444,0.0886528255949203,0.5626822000799454,757.0,595,True
RBM12,Stim8hr,449,True,0.7792496466908858,0.2600439364417535,0.6910169562000813,531.0,596,True
WRAP53,Stim48hr,448,True,0.8193854139126948,0.15274053400609,0.7983928826732836,520.0,597,True
ADAM19,Stim48hr,448,True,0.3306918683727339,0.0129698449637035,0.1287776133900023,161.0,597,False
XRN1,Stim8hr,447,True,0.5819237261054712,0.0566607778201319,0.5549653223036821,237.0,599,True
LRRC8A,Stim48hr,447,True,0.4209132771974783,0.0271021262661734,0.2379836133577321,1553.0,599,False
ABHD12,Rest,446,True,0.6089177451965021,0.0932153495524261,0.4976301971983364,362.0,601,False
FRS3,Stim48hr,446,True,0.7459968788644556,0.0622534324635999,0.7246974792576216,1155.0,601,True
DDA1,Stim8hr,443,True,0.8384977069553742,0.2183944041095872,0.830314464875999,363.0,604,True
ZNF644,Stim48hr,443,True,0.8192441284766271,0.1311729520163365,0.7247247206077774,591.0,604,True
EPC1,Stim8hr,443,True,0.7568908024579711,0.1435083199366426,0.7236331852336565,607.0,604,True
H2AZ1,Stim48hr,441,True,0.7827224298682163,0.1561053813775429,0.764337271248417,323.0,606,True
CKAP4,Rest,440,True,0.5694703988982782,0.076938269548958,0.3641988162862923,412.0,607,False
TMEM126B,Stim48hr,440,True,0.6511542109077224,0.1078529677107469,0.5779962610680623,532.0,607,True
TFDP1,Stim8hr,439,True,0.6775812795261732,0.1161161398810337,0.6363965371455695,203.0,610,True
ING5,Stim8hr,439,True,0.5557338841068724,0.0769046455698309,0.5014197693418229,119.0,610,True
MTERF3,Stim48hr,439,True,0.772170831776763,0.1833301851862121,0.7479708574618232,145.0,610,True
URM1,Stim8hr,437,True,0.8468362546894168,0.2635427664458336,0.8209534910984645,297.0,613,True
RIPK1,Rest,437,True,0.8020250545296458,0.2634888156123045,0.757036632114979,312.0,613,True
INPP5K,Rest,437,True,0.7166467303662708,0.1345964558550985,0.6505685471998064,138.0,613,True
FAM161A,Stim8hr,436,True,0.3798881983097557,0.0131826259321529,0.3417088878893605,575.0,615,False
DOT1L,Stim48hr,435,True,0.6810374160581882,-0.0116225846370469,0.5973758529406433,282.0,616,True
TFG,Stim8hr,433,True,0.8561178021597454,0.1703299622913566,0.8375025646000754,505.0,617,True
TPD52,Rest,433,True,0.5769112740289168,0.1255908362139178,0.2779906155462774,281.0,617,False
STXBP4,Stim8hr,432,True,0.8278001688467674,0.177421425244959,0.7807603699339809,239.0,619,True
SS18L2,Stim48hr,431,True,0.68980204562406,0.1128085303390383,0.6684401662361478,280.0,620,True
EIF3J,Rest,429,True,0.6509315377603807,0.2222794634974032,0.6308202213029358,75.0,621,True
MAU2,Rest,427,True,0.7698391558518912,0.0924820889371605,0.7641004229459203,978.0,623,True
INO80B,Stim8hr,427,True,0.8364546345433489,0.1457407501424784,0.8224559018823838,225.0,623,True
AMD1,Stim48hr,427,True,0.7839051296990114,0.1289780962078027,0.7450171788277082,329.0,623,True
RFT1,Stim8hr,427,True,0.7996999665303409,0.3298949492202646,0.7726981788635786,96.0,623,True
PSMF1,Stim8hr,426,True,0.8304503994371285,0.1191985250373031,0.8262205141858621,1477.0,627,True
TBL1XR1,Stim48hr,426,True,0.8574749438005199,0.2717298041148203,0.8362228244672886,712.0,627,True
KCTD21,Stim8hr,426,True,0.6706780257397856,0.1932728376620295,0.6347028968577935,554.0,627,True
ATP5F1E,Stim48hr,425,True,0.6796047148568022,0.087646963426576,0.6633477449211603,249.0,629,True
EXOC7,Rest,424,True,0.7156124764138886,0.2591531723759572,0.7121876179874994,150.0,630,True
PHOSPHO2,Stim8hr,424,True,0.7805060511925541,0.1498341322950677,0.7649854762799659,803.0,630,True
FBXL3,Stim8hr,423,True,0.4635663177131454,0.0638777797430142,0.2872643661682936,533.0,633,False
GSS,Stim48hr,423,True,0.7788409573394581,0.1332792324777298,0.7067805414755967,104.0,633,True
ZRSR2,Stim8hr,423,True,0.760144339039754,0.1360491165727369,0.7016590027642163,196.0,633,True
FARS2,Stim48hr,423,True,0.684071422729677,0.1537037781557527,0.5767854303731458,239.0,633,True
NABP1,Stim8hr,422,True,0.0748938223641043,-0.0120435158577176,0.0208868385377706,784.0,636,False
CASP3,Stim8hr,421,True,0.8715415076422359,0.1608491806320592,0.8322504960476685,1597.0,637,True
RXRB,Stim48hr,421,True,0.7815809316269648,0.0995008796117123,0.7522686873934351,470.0,637,True
IPO9,Stim8hr,417,True,0.7047096922737053,0.1431964443059353,0.6388250879642173,147.0,639,True
CCDC28B,Rest,417,True,0.6219264396432331,-0.0698704641670324,0.5377446586793918,54.0,639,True
SARS2,Stim8hr,416,True,0.7707415264179399,0.1989340939168444,0.727873436567667,442.0,641,True
HEATR3,Stim8hr,416,True,0.764751330074218,0.2114262398527232,0.7328830284734441,82.0,641,True
ZEB1,Stim48hr,415,True,0.921861637085786,0.2869338144115224,0.914486082374374,1158.0,643,True
ERCC1,Stim48hr,415,True,0.664505661182022,0.0690556213154351,0.6294022032905325,653.0,643,True
PTPN2,Rest,413,True,0.4551096803882535,0.17919539490237,0.398953392777877,288.0,645,False
RNFT1,Stim8hr,413,True,0.1251159510058683,0.0254740003697573,-0.0363928513748209,1762.0,645,False
NAA25,Stim8hr,409,True,0.643064296602997,0.3550661867305528,0.6028563294016618,55.0,647,True
EARS2,Stim48hr,407,True,0.6884681652016788,0.1442391363625013,0.6698477635877524,239.0,648,True
FLCN,Stim48hr,407,True,0.8477679697392877,0.1886054085318224,0.8394472055165211,376.0,648,True
EZH2,Stim8hr,406,True,0.6541812565021895,0.2280927531816174,0.6049624594292481,153.0,652,True
SP1,Stim48hr,406,True,0.796376276044085,0.2100730607413306,0.7503941694406527,505.0,652,True
CARD11,Stim8hr,406,True,0.7304389848618147,0.3569465931880118,0.6933926817078844,64.0,652,True
UBA2,Rest,406,True,0.4397077311338379,0.1006451087567313,0.4017158090274037,80.0,652,False
SNAP29,Stim8hr,406,True,0.7098722572797583,0.0642582949846012,0.6917724499803706,166.0,652,True
FLAD1,Stim48hr,402,True,0.6381740210168586,0.2013402283219758,0.4757951199831792,102.0,656,False
TBX21,Stim48hr,402,True,0.8513105699056497,0.2229654992779546,0.8426530704931263,382.0,656,True
CCDC93,Stim48hr,402,True,0.7713913351237845,0.1135946070120174,0.7335280994663711,245.0,656,True
ACYP2,Stim48hr,401,True,0.7137084291091442,0.0222040717771609,0.6900145894848573,639.0,658,True
KIF16B,Stim8hr,400,True,-0.0628323000475112,0.047056598013918,-0.1356375482225126,469.0,659,False
SCO1,Stim8hr,400,True,0.6931558472804716,0.0703729340212054,0.6443460452404005,397.0,659,True
ALG1,Stim8hr,399,True,0.7231916186073128,0.1993360085916856,0.6693282042143823,73.0,661,True
COX18,Stim48hr,397,True,0.8013783894424465,0.1677171619201936,0.7777382131852623,599.0,662,True
EXT2,Rest,397,True,0.8159466407459961,0.1434954923719435,0.79978677937141,458.0,662,True
NR4A3,Stim48hr,395,True,0.7852732498266097,0.1410085817907071,0.7389557905284501,216.0,664,True
ZNF710,Rest,393,True,0.7774283563094139,0.1922821868512396,0.7519954173900444,189.0,665,True
BAHD1,Stim48hr,392,True,0.6774540497814919,0.2629661592475138,0.6291465006854999,420.0,666,True
CYB561D2,Rest,392,True,0.8544644005012474,0.0652192152467011,0.8197030944059167,901.0,666,True
ITPR1,Stim48hr,391,True,0.8039460423500856,0.1185185425240616,0.7355063311779678,279.0,668,True
E2F1,Stim48hr,389,True,0.7101890925314406,0.1411063559333194,0.6889595247707399,125.0,669,True
HP1BP3,Rest,388,True,0.6907301124010049,0.0912008021189698,0.6395398253365259,391.0,670,True
CYB5RL,Stim48hr,388,True,0.7967405819224037,0.138696074130072,0.761893449445385,366.0,670,True
DIS3,Stim8hr,386,True,0.7869382701713926,0.2949143750943546,0.768320238918682,69.0,672,True
SLC16A1,Stim48hr,386,True,0.77678110158893,0.1823143391479362,0.7298985287074525,314.0,672,True
LETM2,Stim48hr,385,True,0.5358231485203646,0.1487347553088253,0.5147158539624268,491.0,674,True
PDSS1,Stim8hr,384,True,0.792082874240703,0.1295346400546225,0.7256851433806826,379.0,675,True
PTPN1,Rest,383,True,0.3091835363707529,0.0128689401590018,0.2450543356456754,143.0,676,False
RBM18,Stim48hr,382,True,0.7225603046255361,0.1353230404199459,0.6425842677574267,199.0,677,True
EFHC1,Rest,381,True,0.7328032141793459,0.0611327952812971,0.6004293346719578,276.0,678,True
ZC3H10,Rest,380,True,0.8386908012998254,0.2117018963546039,0.7833271268045507,869.0,679,True
HNRNPA2B1,Stim8hr,379,True,0.635382709892982,0.0864017399885493,0.5511216360786486,731.0,680,True
NAF1,Stim8hr,378,True,0.4215673699547697,0.3116264084136402,0.4035048856925441,116.0,681,False
CARM1,Stim48hr,378,True,0.8589263427978993,-0.0276791042797991,0.8391467703324944,442.0,681,True
RMND5A,Stim8hr,377,True,0.6823424892995221,0.0359293533086517,0.6368168799050096,591.0,683,True
SLC25A1,Stim48hr,376,True,0.820787511161237,0.1370563378858336,0.7717180532769045,521.0,686,True
PPP1R13L,Stim8hr,376,True,0.8373766914162063,0.1969966562104311,0.8113288881760481,455.0,686,True
IMMP1L,Rest,376,True,0.6670285076673889,0.1831241282394635,0.5572701621976909,458.0,686,True
WNK1,Stim8hr,376,True,0.5532543498042806,0.0975516530936742,0.4918067131893479,566.0,686,False
MAN1A2,Rest,376,True,0.4669674831051709,0.007625888981449,0.354851204866544,384.0,686,False
UBE2T,Stim8hr,376,True,0.2740965078350001,0.1192559838091213,0.2010626423505986,85.0,686,False
CDIPT,Stim8hr,375,True,0.5770371161695705,0.0989351036886657,0.5303169403579864,336.0,690,True
TLN1,Stim8hr,375,True,0.8127748219888876,0.1724677340012209,0.8021300489359846,297.0,690,True
NRAS,Stim8hr,374,True,0.0115138381633922,-0.0484891810114533,-0.0174212240441469,1539.0,692,False
FBXO42,Stim48hr,374,True,0.6475748149761343,0.1450150644621388,0.5969842427594909,197.0,692,True
MOB1A,Rest,373,True,0.7326232789674917,0.0485564486549084,0.6499482410702964,793.0,695,True
BCKDHA,Stim8hr,373,True,0.6170413831944844,0.2720206621176788,0.5235943937764131,61.0,695,True
COX11,Stim8hr,373,True,0.6159046005306816,0.1789258982873274,0.590858647433308,133.0,695,True
TASOR,Stim8hr,373,True,0.7635223595190087,0.1624867092384146,0.7020536490746472,1435.0,695,True
ORMDL2,Rest,371,True,0.8359268705625679,0.1331187866315743,0.8229721450729282,270.0,698,True
GNS,Rest,369,True,0.4031324584680393,0.0400898743204431,0.3242052793085989,221.0,699,False
SCO2,Stim8hr,368,True,0.8292246771593833,0.1157688314014865,0.7671985080564405,732.0,700,True
HEXD,Rest,367,True,0.6491206701097015,0.1363105957706015,0.570536897391257,917.0,701,True
CRTC2,Rest,366,True,0.818812743836414,0.098627536060073,0.7795541565976742,265.0,704,True
MED14,Stim8hr,366,True,0.6652747183113019,0.0416958282581343,0.6336681007187323,170.0,704,True
SENP1,Stim48hr,366,True,0.8727359860846503,0.219014807320001,0.8592238715916236,840.0,704,True
NUBPL,Stim48hr,366,True,0.8374369699629769,0.15707624783428,0.8119532943082646,603.0,704,True
TSFM,Stim48hr,366,True,0.8000812633192221,0.1278588846583764,0.7775816808712054,540.0,704,True
EXOSC1,Rest,365,True,0.6942293761456607,0.2885301775702966,0.6757898929087095,70.0,707,True
ALKBH2,Rest,364,True,0.2379871769921911,0.0255400104698171,0.1376875477683853,452.0,708,False
TIPARP,Rest,363,True,0.7946449280797584,0.1536595608789945,0.7361616100690462,232.0,710,True
PTCH1,Rest,363,True,0.5949898543990358,0.0238353443644285,0.384167284806685,376.0,710,False
THOC6,Stim48hr,363,True,0.8240917257370342,0.1596789637048529,0.8097671305450256,483.0,710,True
SND1,Stim48hr,362,True,0.7204494235812433,0.069919139079826,0.6469407652194361,350.0,713,True
GNE,Stim48hr,362,True,0.7849522052972567,0.1617514290175096,0.7740650893302385,546.0,713,True
ECHS1,Stim8hr,362,True,0.7016471419838832,0.0988024623329445,0.6615974915747648,947.0,713,True
CLASRP,Stim48hr,361,True,0.8226523926530045,0.1689300842632912,0.8052897147487963,137.0,715,True
GALNT6,Stim48hr,361,True,0.7893299141450411,0.1096928784822732,0.7780754495829804,473.0,715,True
COQ2,Stim8hr,360,True,0.5945852404614292,0.2379969498633772,0.5798551475810491,54.0,717,True
ENO1,Stim48hr,358,True,0.7679041461984352,0.2158539826679336,0.7093044913970222,70.0,718,True
ACSS1,Rest,356,True,0.8605666217548286,0.0658177679690266,0.8349381946938638,964.0,719,True
MCM8,Stim48hr,355,True,0.8353849155316656,0.0986362351648144,0.8229492654290242,273.0,720,True
ZNF470,Rest,354,True,0.6088509909582752,0.0596598143737112,0.4146878065986031,368.0,721,False
RRM2B,Stim48hr,353,True,0.3397314118916615,0.236076348429697,-0.0573362707801162,249.0,722,False
EIF3K,Stim8hr,352,True,0.822726113399789,0.1223987737145613,0.7337250840151776,659.0,723,True
UCHL5,Stim8hr,350,True,0.7136212563131736,0.1766836007855919,0.6989294764657727,179.0,724,True
UBE3D,Stim8hr,349,True,0.7464381548051785,0.2054055218669909,0.7011455103251678,196.0,726,True
DAPK2,Stim48hr,349,True,0.7336950315114191,0.0833369950787859,0.6699148028132302,107.0,726,True
PAN3,Stim48hr,349,True,0.8401517299043868,0.1599149423081134,0.8310219280856701,757.0,726,True
FAM118B,Stim48hr,347,True,0.8365206575011745,0.170641497998751,0.8001600358914599,319.0,728,True
CDK2,Stim48hr,346,True,0.8449430586195916,0.1433709371945489,0.8169280391876337,598.0,729,True
LAMTOR5,Stim48hr,345,True,0.6986246018753013,0.0938697289464331,0.634740285778148,181.0,730,True
EML2,Stim8hr,342,True,0.4235507808915306,0.0477100270009261,0.3989598113740271,357.0,732,False
SLTM,Stim48hr,342,True,0.7713069901960665,0.1377043551744032,0.7385868510673201,563.0,732,True
PARL,Stim48hr,342,True,0.7735848396188665,0.1218868663340535,0.7402779325398192,517.0,732,True
TRMT10C,Stim48hr,341,True,0.7096844137036961,0.1353968573563772,0.6406735272482841,305.0,734,True
ZNF92,Stim8hr,341,True,0.1917894279193341,0.0181169646748263,0.0262781129187247,870.0,734,False
INO80,Rest,340,True,0.5257793620576624,0.1958026769371335,0.5018487088579157,193.0,737,True
RC3H1,Stim48hr,340,True,0.7983145226246812,0.1932633721206657,0.7796565341857884,757.0,737,True
HMGN5,Stim48hr,340,True,0.4073553630299995,-0.0042910919962278,0.3102236282775387,634.0,737,False
APC,Rest,336,True,0.618705862714675,0.1620230098182709,0.4802339955315755,128.0,739,False
THRA,Rest,336,True,0.84242816405028,0.2441355477351626,0.8054138214073355,154.0,739,True
KAT7,Stim48hr,334,True,0.4109477029564594,0.0139139329638628,0.1104624583306424,147.0,741,False
SMAD7,Rest,334,True,0.6859924401154979,0.0403730578593591,0.6207476797376699,1322.0,741,True
VHL,Stim48hr,333,True,0.7416799946960569,0.1508817057137887,0.7049808642715721,767.0,743,True
MFHAS1,Stim8hr,333,True,0.172540240221593,-0.0034122275328375,-0.1209141986018638,651.0,743,False
ALG6,Stim48hr,332,True,0.8300999731789055,0.1054046119112789,0.8199222085729014,653.0,745,True
TTC39C,Rest,332,True,0.7496579314898767,0.0744267918903422,0.7435007785118439,260.0,745,True
KCNA2,Rest,331,True,0.571474755871603,0.1309792326646647,0.5176558960851032,911.0,747,True
LZTS1,Stim8hr,331,True,0.0075395884443809,0.0382152996602218,-0.0215571513957765,1275.0,747,False
FANCL,Stim48hr,328,True,0.5586638872810833,0.148309165156949,0.4960098740839525,127.0,750,False
ENTR1,Stim48hr,328,True,0.7551559523268151,0.1047750413652234,0.7452069801127745,181.0,750,True
ATP1B3,Rest,328,True,0.6131525964604082,0.1493125916841158,0.5390445736731012,206.0,750,True
SOS2,Stim8hr,326,True,0.3691928949494177,0.0554169237049575,0.3118310232870552,627.0,752,False
RPE,Stim48hr,325,True,0.7219605384507933,0.1136383501890183,0.6941226376316185,249.0,755,True
PHF12,Stim8hr,325,True,0.8189553672983038,0.1687614149021395,0.792594310015987,281.0,755,True
UBE2N,Stim8hr,325,True,0.6679566334939828,0.1992387732521556,0.6461598869499368,107.0,755,True
PRPF39,Stim8hr,325,True,0.7964642743078517,0.1019375624712344,0.7240838013033932,770.0,755,True
CPOX,Rest,325,True,0.6704148588890643,0.0794539045561846,0.5577205530170166,291.0,755,True
COLGALT1,Stim48hr,325,True,0.7619253365605537,0.1238021804993935,0.7253080446286415,446.0,755,True
RCOR3,Rest,324,True,0.6892590494845793,0.1808610794921911,0.6572773026863168,237.0,759,True
SH3GL1,Rest,324,True,0.8426268444794033,0.2210782409311608,0.8090612063563801,243.0,759,True
AK3,Rest,323,True,0.2223106761769994,0.0330235572552511,-0.0487501348134887,1002.0,761,False
FLT1,Rest,323,True,0.6180899459367083,0.0364936616119,0.3039046336786922,340.0,761,False
NSUN6,Stim48hr,321,True,0.6073507865399662,-0.005507240729638,0.3088173426546652,1336.0,763,False
MSL2,Rest,320,True,0.8022064276911788,0.170503372284368,0.7664410024227892,593.0,765,True
GPR15,Stim8hr,320,True,0.1854940759995771,0.0318736872025525,0.1280362873403474,1341.0,765,False
FASTKD5,Stim48hr,320,True,0.6461668791038212,0.1286841510148665,0.6035299517906795,556.0,765,True
GLS,Stim8hr,319,True,0.7187838069666711,0.2020292116971358,0.6104167597156318,381.0,767,True
SZRD1,Stim48hr,318,True,0.7831713802876513,0.1239842288233759,0.7595972851711761,413.0,768,True
RNF111,Rest,318,True,0.7734749536646444,0.145856813423578,0.7141346645276428,210.0,768,True
DDIT4,Stim48hr,317,True,0.8632233765328619,0.1816964170968081,0.8453050265891311,490.0,770,True
DENND2D,Rest,316,True,0.7804684652942209,0.0878948405944505,0.717411033613547,626.0,771,True
GIGYF2,Stim48hr,315,True,0.6697195569835953,0.204829400651349,0.5976997813830613,356.0,772,True
PHF8,Stim48hr,314,True,0.7815812619613686,0.1417492474263487,0.7360508532516509,307.0,774,True
KDM2A,Stim8hr,314,True,0.7749996714265248,0.245363635615461,0.7629074217791199,664.0,774,True
FLI1,Rest,314,True,0.8286797178834676,0.117937503499011,0.792653493444595,310.0,774,True
RHOC,Rest,312,True,0.7486049470313523,0.1955377591684355,0.6980651483852102,275.0,776,True
PPP1R3B,Rest,311,True,0.6149712242399185,0.1548205519269647,0.564810134216235,1585.0,777,True
MTIF2,Stim48hr,310,True,0.4895053714044731,0.0831011094879144,0.4621750923188887,391.0,778,False
BEX3,Rest,310,True,0.7988636590241951,0.1757063818228308,0.761281277276612,497.0,778,True
PDIA3,Stim8hr,309,True,-0.1146310095574233,-0.0145964580593882,-0.1756851335605934,498.0,781,False
RHBDD3,Stim8hr,309,True,0.7838917349779684,0.1234820097404319,0.7574372795509048,449.0,781,True
PDPK1,Stim48hr,309,True,0.8229150551055607,0.302098233569697,0.7922217386181863,111.0,781,True
MBIP,Stim48hr,307,True,0.7913279570747158,0.1070432571024169,0.7392385003584322,239.0,783,True
RBM5,Stim48hr,306,True,0.8130872489081873,0.1623054263628264,0.8046739415299066,482.0,785,True
SP100,Stim8hr,306,True,0.7686003337611771,0.1260591050130658,0.7230018288874422,756.0,785,True
TRAPPC3,Rest,306,True,-0.0090259658563761,-0.0119768650962308,-0.0422021722126364,121.0,785,False
SLC4A1AP,Rest,306,True,0.8499704832250511,0.1312199615215916,0.8282917981189827,952.0,785,True
OTUB1,Rest,304,True,0.5031925290757872,0.1664052897125756,0.2567750401933944,403.0,788,False
VPS41,Stim48hr,303,True,0.7232621965784786,0.0453484280108027,0.6377515331366218,120.0,789,True
COA5,Stim8hr,302,True,0.8285988683451526,0.2017547023489597,0.8264358463301914,403.0,791,True
AIP,Stim8hr,302,True,0.8585118797940862,0.155013185011265,0.8218517854466879,499.0,791,True
HPS1,Stim8hr,302,True,0.0899473770068903,-0.1041394816687348,-0.0621302742898432,2666.0,791,False
FBXO28,Rest,301,True,0.8656274331991426,0.1872629222691144,0.8451193710274112,553.0,794,True
NAB2,Stim8hr,301,True,0.8848241496679661,0.213691101832341,0.8815493002572539,763.0,794,True
FAF2,Stim8hr,301,True,0.5737408299127257,0.0964452985807381,0.498152503008814,86.0,794,False
SMARCA4,Stim48hr,300,True,0.7259871045022513,0.1194648615729105,0.6831413320193511,222.0,797,True
NDUFS5,Stim48hr,300,True,0.823082275258237,0.2021416141752396,0.8080810857554931,386.0,797,True
FOXN2,Stim8hr,300,True,0.7377259706096083,0.1580451788897871,0.7090372261001682,1048.0,797,True
ETNK1,Rest,299,True,0.8118458098458404,0.1728793344030866,0.7822428490986617,473.0,799,True
CBFA2T2,Rest,299,True,0.7810865657204831,0.2011764142407545,0.7687271393759162,310.0,799,True
PHF19,Stim8hr,298,True,0.1598481324199148,0.0452025295782954,-0.0336658162019371,139.0,801,False
ARID2,Rest,297,True,0.6004112615283517,0.0370619211497775,0.5419111290513955,790.0,803,True
PPP6C,Stim8hr,297,True,0.6830072107444343,0.1689613477227981,0.6321525518510606,286.0,803,True
PDCD10,Stim48hr,297,True,0.795348425422524,0.1939157489244875,0.7261579916634285,291.0,803,True
MRRF,Stim48hr,296,True,0.8065472622933836,0.0845980970183721,0.8025066612532056,375.0,806,True
CTU1,Stim8hr,296,True,0.7359428559728727,0.1761599864719042,0.6883346159200575,255.0,806,True
IL4I1,Stim48hr,296,True,0.2809698136251763,-0.019947843251727,0.2115042764561414,1708.0,806,False
UBL7,Stim8hr,295,True,0.0182398834468921,-0.0156864040538071,-0.1392048951117482,853.0,809,False
CSNK2A1,Rest,295,True,0.6605156426737256,0.1121723322289181,0.579414072337624,608.0,809,True
VEZT,Stim8hr,295,True,0.7912258519780925,0.3026224530121181,0.776883429750969,127.0,809,True
INTS15,Stim8hr,295,True,0.7883813485306681,0.1133912992400186,0.7357167992434144,201.0,809,True
GATB,Stim48hr,294,True,0.7173976993457131,0.0409505516625563,0.6158313990795119,184.0,812,True
LRP5,Stim48hr,294,True,0.7778036033896342,0.1278233983472112,0.7349172337874732,941.0,812,True
RFX1,Stim8hr,293,True,0.7966811673003836,0.1662137284409999,0.7282497974167798,555.0,814,True
IKBKB,Stim48hr,292,True,0.875853974596426,0.1565689213736613,0.8531420004817251,724.0,815,True
GNB1L,Rest,291,True,0.7302842900533818,0.0712031974383512,0.6802007185617185,160.0,817,True
ANKAR,Rest,291,True,-0.0203034359882632,-0.0184928617123232,-0.356197606610698,364.0,817,False
BRD1,Stim8hr,291,True,0.8298627179372614,0.2953753639839431,0.8122098130979422,187.0,817,True
ZNF71,Rest,291,True,0.3895775440210689,0.1112962400610804,0.181714950793686,91.0,817,False
ACSL6,Rest,289,True,0.7627121656008717,0.0922500031270748,0.694446394023161,99.0,820,True
SLC39A6,Stim8hr,288,True,0.7176917960648388,0.0981956830475031,0.6302336384595483,1340.0,821,True
ENDOG,Rest,286,True,-0.2318511569583557,-0.0712977748749211,-0.3920769667550888,666.0,822,False
