gene,condition,n_downstream,ontarget_significant,donor_corr_hits_mean,donor_corr_all_mean,donor_corr_hits_min,n_cells,rank_n_downstream,donor_robust
TADA2B,Stim8hr,5919,True,0.8451168354079335,0.5740695567249081,0.8266845700082824,1489.0,1,True
CD3E,Stim8hr,5710,True,0.8517264903032252,0.7110312283591241,0.8122635596359719,234.0,2,True
LAT,Stim8hr,5535,True,0.7968807493559554,0.5544444557197409,0.7142171165934726,469.0,3,True
SENP5,Stim8hr,5171,True,0.7657609693192629,0.479426059474805,0.738648453950823,2188.0,4,True
PLCG1,Stim8hr,5032,True,0.8257517206780517,0.6209546567078746,0.7915987432551054,421.0,5,True
ZAP70,Stim8hr,5021,True,0.8491573129118457,0.6577043518700229,0.8054267606763026,144.0,6,True
CD3D,Stim8hr,4983,True,0.8404035529464132,0.6694156449842966,0.8221888591557934,185.0,7,True
LCP2,Stim8hr,4981,True,0.8425286515873669,0.6643664643266683,0.8149045461785116,153.0,8,True
CD3G,Stim8hr,4965,True,0.8352030828561569,0.6681163546725385,0.784803899239728,230.0,9,True
VAV1,Stim8hr,4897,True,0.7763124671986135,0.4979697329058627,0.7114374374949585,504.0,10,True
SGF29,Stim48hr,4868,True,0.8499779996754208,0.5178090110201525,0.8187470864893297,993.0,11,True
TAF6L,Stim8hr,4638,True,0.8509574254017558,0.5078514896429356,0.8348930824286863,806.0,12,True
UBXN1,Rest,4439,True,0.2758789736365695,0.0906728640598066,0.2058990388304903,592.0,13,False
SUPT7L,Stim8hr,4330,True,0.6834597423315899,0.3515583197897425,0.6682647111342173,2511.0,14,True
CD247,Stim8hr,4329,True,0.8224811519182627,0.55181021522921,0.8036216147090709,412.0,15,True
ELOF1,Stim48hr,4257,True,0.7233466337207931,0.3724045803964239,0.6681310315880465,1723.0,16,True
MED12,Stim8hr,4141,True,0.8287922165059164,0.58333216447569,0.8121322780028447,219.0,17,True
CCNC,Stim48hr,4090,True,0.6555516208690544,0.310098660000816,0.6073298754355817,3051.0,18,True
SUPT20H,Stim8hr,3947,True,0.8109203478342618,0.4117227561103463,0.7785413910576663,934.0,19,True
MED19,Stim8hr,3868,True,0.7283223013662887,0.3640930167876264,0.6940800661656304,977.0,20,True
ATAD5,Rest,3790,True,0.8118954145972411,0.5634531747148622,0.7993072128420612,1342.0,21,True
BRD8,Stim8hr,3692,True,0.6980317533390408,0.3999752444030102,0.687971217907155,372.0,22,True
BCAT2,Stim8hr,3677,True,0.7847017767061941,0.5284375322102681,0.7826385331504413,198.0,23,True
TADA1,Stim8hr,3648,True,0.7816227256711904,0.4016378981154587,0.7725222723126571,510.0,24,True
DENR,Stim8hr,3636,True,0.6948710265696668,0.2616408561956487,0.6873504361608536,806.0,25,True
PMVK,Stim48hr,3527,True,0.8113265914810733,0.4414430155652041,0.7519835138449189,212.0,26,True
ATP2A2,Rest,3518,True,0.7867744594895628,0.510297971979574,0.7576572272145693,268.0,27,True
BCL10,Stim8hr,3455,True,0.7107279712771969,0.2643774578511376,0.5672868214637314,687.0,28,True
ITK,Stim8hr,3392,True,0.7232012655459906,0.354922629272158,0.6871768152648572,517.0,29,True
TAF13,Stim8hr,3341,True,0.8111665817417123,0.4191635351540169,0.7997627303876554,533.0,30,True
SMARCE1,Stim8hr,3266,True,0.7826997353792698,0.4612493983640282,0.7706357343827016,142.0,31,True
DOP1B,Stim48hr,3240,True,0.3625909869262427,0.1395596078751294,0.212373384112202,2517.0,32,False
PTPRC,Stim48hr,3225,True,0.8031098945220377,0.4493754527825692,0.7975903900585314,301.0,33,True
ELOB,Stim8hr,3051,True,0.6992483948159566,0.4090471541794031,0.652763784229413,1093.0,34,True
NFRKB,Rest,3019,True,0.8345639980256337,0.4202701273957589,0.8234993110493538,1665.0,35,True
LEO1,Rest,3014,True,0.7511791874034467,0.4245311063207311,0.7014134431925292,347.0,36,True
PGGT1B,Stim8hr,3013,True,0.7184690121149688,0.4318933538387033,0.6044990129871067,102.0,37,True
LRBA,Stim8hr,2992,True,0.7735173302864103,0.4490168456782797,0.7589688458274385,376.0,38,True
CREBBP,Stim8hr,2968,True,0.7938773408557531,0.3237735627382006,0.7777230697422245,1150.0,39,True
TFAM,Stim48hr,2960,True,0.8074432447205003,0.4175543634212995,0.8017359273298703,414.0,40,True
NCKAP1L,Rest,2946,True,0.7437867902365772,0.3412642194014316,0.6380756961013772,867.0,41,True
ARNT,Stim48hr,2946,True,0.8681507876085462,0.4993852322234113,0.8372040290288618,795.0,41,True
TAF11,Stim8hr,2929,True,0.7994830706296626,0.3192820224716616,0.7918819364693265,1067.0,43,True
PTEN,Rest,2928,True,0.8593451920032229,0.5055072753700925,0.8530391638561475,1624.0,44,True
KDM1A,Stim48hr,2912,True,0.8494166658177731,0.544959287416368,0.8423649206722434,559.0,45,True
UBE2L3,Stim8hr,2873,True,0.4251293016786488,0.1226392120559582,0.328714632287845,1930.0,46,False
MED15,Rest,2806,True,0.7673375573422087,0.2640531930703752,0.7200867617001216,1294.0,47,True
MED24,Stim8hr,2794,True,0.831166403687666,0.426256927568653,0.7960259379536796,700.0,48,True
AHR,Rest,2789,True,0.7947426330302801,0.3807581166857712,0.7327206109196869,1214.0,49,True
SMARCA5,Rest,2785,True,0.7904642466889337,0.3661377105099914,0.7696428678055602,223.0,50,True
RPRD2,Stim48hr,2754,True,0.7118001362680758,0.3320680079008657,0.6579209458170364,612.0,51,True
ATF7IP2,Stim8hr,2730,True,0.3567729952902163,0.2178745149320171,0.2727177079324157,2412.0,52,False
DNTTIP1,Stim8hr,2724,True,0.7790501314865258,0.2951002559453717,0.7637649567861057,1450.0,53,True
DOLPP1,Stim8hr,2717,True,0.7972700256970126,0.2646350758934249,0.7786041748255053,2042.0,54,True
SMG1,Stim8hr,2683,True,0.4529692394633701,0.1682928084813874,0.3705626284632232,454.0,55,False
YTHDF2,Stim48hr,2617,True,0.7575787534082398,0.3135657431653714,0.7157678779614448,434.0,56,True
FITM2,Stim8hr,2606,True,0.7729868186773027,0.3503834388713281,0.7645959929685127,457.0,57,True
TMED9,Stim8hr,2576,True,0.7670123425448242,0.4432532310144793,0.7160382035148085,229.0,58,True
EIF1AX,Stim8hr,2576,True,0.0880523536830049,0.03525190951178,-0.0182022446937554,535.0,58,False
CARMIL2,Stim8hr,2544,True,0.6016208178272419,0.1776839739661858,0.5067465438524148,512.0,60,True
EIF4G2,Stim8hr,2529,True,0.6486365773350847,0.3025480240276844,0.6390126297606576,298.0,61,True
SLC3A2,Stim8hr,2491,True,0.7875251673096363,0.3287047347119661,0.6901897072024159,1296.0,62,True
CPSF6,Stim8hr,2486,True,0.7678832655214379,0.4127481250289607,0.740974925418453,217.0,63,True
POGLUT3,Stim8hr,2476,True,0.7673835302331368,0.3591520708301983,0.7632950870425457,238.0,64,True
WAC,Stim8hr,2475,True,0.8078018710438757,0.3516763589747668,0.7972894931281025,412.0,65,True
EWSR1,Rest,2451,True,0.8261006893840271,0.3089335130113246,0.8132840145062923,892.0,66,True
ACLY,Stim48hr,2431,True,0.7842797689239841,0.3477412556833494,0.7746815188486184,282.0,67,True
NPC2,Stim48hr,2419,True,0.7645726425926166,0.3680277012151334,0.7020204839413816,192.0,68,True
LCK,Stim8hr,2413,True,0.7268440676038862,0.376667040794659,0.7063252335033394,116.0,69,True
SKIC8,Stim48hr,2399,True,0.7535997897472582,0.3630852649401541,0.727482883174115,64.0,70,True
USP22,Stim8hr,2380,True,0.7993855045225224,0.338848135552904,0.7801252888033148,1371.0,71,True
CALCOCO2,Stim8hr,2351,True,0.6828117742313982,0.3573146486973983,0.5932569912019868,488.0,72,True
TMX1,Stim8hr,2346,True,0.8068572365131571,0.3022742987386224,0.7961192842085714,544.0,73,True
DHX36,Rest,2326,True,0.814151859576619,0.4356932429491889,0.7904788496647642,208.0,74,True
MPI,Stim8hr,2294,True,0.8431535713454948,0.4290957976610857,0.822308362137867,211.0,75,True
SETDB1,Rest,2290,True,0.8775725901001054,0.5810384098896028,0.8719532670677503,4563.0,76,True
RTRAF,Stim8hr,2286,True,0.7927708301303262,0.5363230811783394,0.7807310544459337,163.0,77,True
UFM1,Stim8hr,2278,True,0.8105759708793204,0.2859014264317639,0.7938256470437135,712.0,78,True
CHD7,Stim8hr,2277,True,0.7460391564165336,0.3158632820966531,0.6958969685651272,569.0,79,True
TSPYL5,Stim8hr,2232,True,0.7362960918909248,0.2827784946376768,0.6543838333476387,278.0,80,True
PDSS2,Stim8hr,2226,True,0.739773502570715,0.2568571487293415,0.7377746923847006,339.0,81,True
MAX,Stim8hr,2222,True,0.7476455877825782,0.1319507549703607,0.7359052361289832,1309.0,82,True
ZMYM2,Rest,2177,True,0.3784869052827156,0.1101856416088353,0.3076810666317998,580.0,83,False
NSD1,Stim48hr,2174,True,0.8003342667044792,0.4565189602432414,0.7666719348918525,683.0,84,True
ELAVL1,Stim8hr,2169,True,0.7964183277618555,0.3381848203141466,0.7480469689054807,1041.0,85,True
MEN1,Stim48hr,2156,True,0.7247540309879392,0.367192046354948,0.6554821167216188,128.0,86,True
MIPEP,Stim48hr,2143,True,0.7817898599902101,0.2690131982009546,0.7646301645792334,496.0,87,True
NUDCD1,Stim48hr,2135,True,0.8007876198922884,0.2530566591516796,0.795950504384359,525.0,88,True
SMARCB1,Rest,2129,True,0.7558514337518668,0.4244465191724403,0.7362138999980633,278.0,89,True
XRRA1,Stim8hr,2123,True,0.714021130180371,0.2741435581703453,0.552213398122459,466.0,90,True
NAA30,Stim8hr,2084,True,0.6304530363550023,0.3260900517044744,0.5964834571224756,126.0,91,True
INTS10,Stim48hr,2075,True,0.7343793672317197,0.22750105773788,0.7289795937862382,292.0,92,True
LAMTOR2,Stim48hr,2062,True,0.748553345955249,0.315720907563067,0.7159919139187083,204.0,93,True
EFR3A,Stim8hr,2029,True,0.6963282591076897,0.3226412410963084,0.6333779766488495,69.0,94,True
TRIP12,Rest,2012,True,0.8108995442010597,0.380374488818227,0.7891904721023418,1816.0,95,True
NCOR1,Stim48hr,2006,True,0.8284919359315204,0.3645456034992972,0.8147871992928416,961.0,96,True
BHLHE40,Stim8hr,1996,True,0.8397832143867467,0.3572446637313806,0.8366251348016195,972.0,97,True
TESPA1,Stim8hr,1974,True,0.3519202539039925,0.1172263564136658,-0.0002079623525468,1139.0,98,False
ATXN7L3,Stim8hr,1941,True,0.6814738166139285,0.3045518179764062,0.6415950306428354,1174.0,99,True
LRPPRC,Stim48hr,1925,True,0.779999322736937,0.3072798848709193,0.7601304257015484,197.0,100,True
NDUFAF3,Stim48hr,1922,True,0.8144266353989965,0.2797563282825179,0.8128943561002857,886.0,101,True
MTG1,Stim48hr,1893,True,0.8171302883626409,0.2476986822418083,0.8094643158583699,399.0,102,True
TP53,Rest,1848,True,0.8811319192374997,0.1805412345798146,0.8677401868710991,2839.0,103,True
GRSF1,Stim48hr,1848,True,0.8074760393504689,0.1870952293498556,0.8012878754468142,869.0,103,True
PKM,Stim8hr,1840,True,0.7849348720273216,0.2984520918281212,0.7609675315155469,504.0,105,True
ARHGAP30,Rest,1839,True,0.7914509063257068,0.206888628605428,0.7594050527624147,1107.0,106,True
TARS2,Stim8hr,1823,True,0.7096093774673138,0.2369746493501617,0.7018609384202787,436.0,107,True
DNAJC8,Stim48hr,1817,True,0.7364175208246739,0.2924173489144617,0.709098279265355,421.0,108,True
CSDE1,Rest,1813,True,0.7218254693044729,0.2418540973786326,0.5910664570223753,676.0,109,True
SIK3,Stim48hr,1809,True,0.7804090766871113,0.3128633156880871,0.7543385272864271,324.0,110,True
CD28,Stim48hr,1797,True,0.8252975231983356,0.3138770976595654,0.8174452014763419,514.0,111,True
WDR82,Stim8hr,1791,True,0.8330098064829762,0.46518088651018,0.8153695917441458,394.0,112,True
BRPF1,Stim8hr,1787,True,0.786363395176657,0.3551130499571658,0.7706705275544717,670.0,113,True
GPI,Stim48hr,1779,True,0.8007747184415631,0.2266355453445743,0.7853380270534261,284.0,114,True
KIF20A,Stim8hr,1779,True,0.7268706849912908,0.3305547080845442,0.6860976038265058,127.0,114,True
SMG7,Stim8hr,1764,True,0.7616587083732108,0.2740757343318289,0.7262076041422404,198.0,116,True
MOSPD2,Stim8hr,1755,True,0.3957051352540615,0.1242392915628142,0.3237058851622185,1635.0,117,False
ARF1,Rest,1753,True,0.7133140931841345,0.1627608733850886,0.6321812048085834,476.0,118,True
RRAGA,Stim48hr,1731,True,0.8513382513371504,0.3368540055261667,0.8424606568802318,268.0,119,True
CLCC1,Stim48hr,1731,True,0.7765518038953562,0.1917099376330313,0.7516677680216755,911.0,119,True
MTA2,Stim8hr,1728,True,0.7149126996660321,0.3799379756063457,0.6982266555127601,205.0,121,True
FBXL15,Rest,1708,True,0.0357089591518926,-0.0332899558474528,0.0064425146077661,1357.0,122,False
DDRGK1,Stim8hr,1705,True,0.7749450590475058,0.2427416848841664,0.766550138663834,573.0,123,True
UBR5,Stim8hr,1705,True,0.7736349671548904,0.2036572496126335,0.745979707804859,1075.0,123,True
STRAP,Rest,1699,True,0.7942614950561895,0.3376885474071669,0.7590385506906512,242.0,125,True
NCAPG2,Stim8hr,1696,True,0.4914671182241867,0.1435529577989343,0.3318302272069613,421.0,126,False
TP53INP2,Stim48hr,1692,True,0.7562187820889678,0.273440784997055,0.728002943998069,945.0,127,True
EIF4G1,Stim8hr,1678,True,0.7699789838178033,0.5776559542238654,0.7457192737554056,69.0,128,True
TSC1,Rest,1675,True,0.8277579350958063,0.3186616402212374,0.8049606641140287,492.0,129,True
CYB5R4,Stim8hr,1674,True,0.7521497104726821,0.2976095290753118,0.7383320333324674,211.0,130,True
SP2,Stim8hr,1670,True,0.825186421000699,0.2891596598319048,0.8204370375656321,713.0,131,True
BRMS1,Stim48hr,1662,True,0.7810786448366166,0.1975445807754149,0.7587650498551318,934.0,132,True
MAEA,Rest,1650,True,0.6634350725759518,0.1883369704433815,0.635571502026199,391.0,133,True
FAM89B,Rest,1641,True,0.6404420724820411,0.2411478603594616,0.6368019119089345,134.0,134,True
MALT1,Stim8hr,1639,True,0.7871141213605357,0.2697653380002376,0.7762676334976808,391.0,135,True
TRAF3,Stim8hr,1625,True,0.785359150072145,0.5133183796725522,0.7584475433610622,5560.0,136,True
NFAT5,Rest,1623,True,0.8109920775801163,0.3532632295129157,0.7843465055636332,394.0,137,True
ZNF613,Stim8hr,1620,True,0.1101116944600211,-0.0433083703001712,-0.0068294121067043,845.0,138,False
SIN3B,Stim48hr,1613,True,0.7797372172801708,0.2642319178766439,0.7701803691690942,696.0,139,True
POLG,Stim48hr,1600,True,0.7742264674037346,0.2599217641498411,0.7501920360543175,316.0,140,True
STAT3,Stim48hr,1592,True,0.805107936440649,0.3644745464585224,0.7833109846986264,241.0,141,True
KIFAP3,Rest,1584,True,0.7879089950740982,0.2633865274435997,0.7676725709352463,797.0,142,True
GABPB1,Stim8hr,1581,True,0.8012589018328855,0.3185256026156737,0.7907869072193926,221.0,143,True
MIA2,Stim48hr,1565,True,0.8331738447360538,0.1944401232291943,0.8201054240887505,567.0,144,True
DOHH,Stim8hr,1562,True,0.697756004861051,0.245902639822386,0.6219455097858781,420.0,145,True
THAP11,Rest,1546,True,0.5204191064965843,0.1558021933603927,0.5045523374233223,629.0,146,True
TNRC6A,Stim48hr,1546,True,0.8259641110528624,0.2635852137282362,0.810820188150936,387.0,146,True
SLC35B1,Stim8hr,1541,True,0.7997262089048002,0.3548572763742283,0.7856219779493394,156.0,148,True
OXA1L,Stim48hr,1541,True,0.7732194274569523,0.2943395859320121,0.7434584739938774,310.0,148,True
USP7,Stim8hr,1536,True,0.6856720416090455,0.250791042158895,0.6384019773159203,178.0,150,True
UBE2E2,Stim8hr,1523,True,0.5615608968424498,0.1920016655891316,0.5564899999007694,353.0,151,True
CHD4,Stim8hr,1516,True,0.7899880794714221,0.3561941792739174,0.779466445601645,246.0,152,True
RBM10,Stim48hr,1504,True,0.78667566143223,0.2439907934720666,0.7778034558079003,436.0,153,True
PDCL,Stim48hr,1501,True,0.7294792157681904,0.2450023879360583,0.7240333560338132,440.0,154,True
ISCA2,Stim48hr,1500,True,0.7071527060450357,0.2322958761261508,0.643403573524256,92.0,155,True
DCAKD,Stim8hr,1497,True,-0.0443500298544313,-0.0468596396214571,-0.0743535391871005,775.0,156,False
SEL1L,Rest,1496,True,0.8433303674895846,0.355147371669912,0.8311911375080226,115.0,157,True
COX6C,Stim8hr,1493,True,0.67740314800215,0.1737388511251031,0.6514702811886796,255.0,158,True
BTAF1,Stim8hr,1492,True,0.7936375705406563,0.225881262123487,0.7751808183556048,702.0,159,True
TNPO1,Stim48hr,1448,True,0.8225818211682542,0.2728029434956868,0.790110833238164,557.0,160,True
STIP1,Stim48hr,1445,True,0.8087270816512396,0.278613794158965,0.7826403948276177,616.0,161,True
UBE2V2,Stim48hr,1443,True,0.6636242649555791,0.042237757505602,0.5494388812727551,2879.0,162,True
CASC3,Stim8hr,1430,True,0.7057294241012456,0.1895409514498418,0.700174416002405,287.0,163,True
EHMT2,Rest,1428,True,0.8598732339745276,0.3738355797895016,0.8556400794812911,673.0,164,True
FAM98B,Stim48hr,1427,True,0.7694121097791425,0.2435219528794462,0.7549434842979684,284.0,165,True
CFAP298,Stim8hr,1424,True,0.1642164432884856,0.2379590902133169,-0.0250817208407361,455.0,166,False
MOV10,Stim48hr,1424,True,0.4094546148274787,0.0820765223891208,0.378714007543892,639.0,166,False
HACD2,Stim48hr,1423,True,0.8521280740565064,0.1460765502222353,0.8245928447863742,998.0,168,True
FZD6,Stim8hr,1394,True,0.617738688988814,0.3364192218511246,0.6011248463271445,75.0,169,True
PRKAR1A,Stim8hr,1390,True,0.6886482134307998,0.3543514761435366,0.6725968102640215,94.0,170,True
PPM1D,Rest,1389,True,0.8140987490293939,0.2251928074981306,0.7957889427687869,726.0,171,True
USO1,Stim8hr,1381,True,0.7505495009576754,0.2429745048982231,0.7330423561803069,144.0,172,True
ATXN10,Rest,1376,True,0.6980056526811976,0.2644530021700667,0.6695302607587468,90.0,173,True
HCCS,Stim8hr,1372,True,0.6423155059443095,0.2262340937824813,0.6232350389661394,204.0,174,True
INSR,Rest,1365,True,0.7896099251626123,0.141596655434245,0.7647089652452572,1576.0,175,True
TEP1,Rest,1362,True,0.7019803634554816,0.3061702135587176,0.6199251772777402,156.0,176,True
MCTS1,Stim8hr,1360,True,0.7158542292217444,0.1185354233259834,0.6633023731203573,1231.0,177,True
GLIPR2,Stim8hr,1360,True,0.253335313606239,0.0167166173748246,0.1214054298843272,1490.0,177,False
TENT2,Stim8hr,1357,True,0.0969203750295336,-0.0094304979397243,-0.0555399535123758,984.0,179,False
HEXIM1,Stim48hr,1357,True,0.7591555069116328,0.1783381025474071,0.7468129901515308,370.0,179,True
ZNF148,Rest,1354,True,0.4575166517687011,0.0019178657497147,0.3953676708736219,996.0,181,False
FBXO32,Rest,1354,True,0.5242715745874553,0.1374403366605621,0.4273807328124292,808.0,181,False
MRC2,Stim48hr,1350,True,0.6502936505444452,0.1812971593579496,0.4620580738616363,794.0,183,False
NFKB2,Stim8hr,1349,True,0.6505124786837853,0.1457806424641688,0.6242333966426669,2152.0,184,True
SLC31A1,Rest,1343,True,0.6411815304337437,0.186146671293035,0.6233573547883164,273.0,185,True
BCS1L,Stim48hr,1337,True,0.7217539794348548,0.2345110542487521,0.6616911377369361,105.0,186,True
CXXC1,Stim8hr,1337,True,0.7431695013630729,0.2378553302199956,0.7208562250600793,124.0,186,True
PARP14,Stim8hr,1328,True,0.1935553141108714,-0.0101159367790571,0.101547855200082,1815.0,188,False
FOXO1,Rest,1327,True,0.7994272722624175,0.3975330926013777,0.754165195498451,679.0,189,True
THAP12,Stim8hr,1326,True,0.5306691619788402,0.1152622774628357,0.3998132084867354,1156.0,190,False
MYB,Rest,1324,True,0.7149820361698568,0.2626793352262866,0.6885820270661345,1242.0,191,True
UFL1,Stim8hr,1320,True,0.7768923351377325,0.1594729462610044,0.6890777994246842,284.0,192,True
CCND2,Stim8hr,1320,True,0.762442871764474,0.1626589061128281,0.7218379391515873,707.0,192,True
RRAGC,Stim48hr,1318,True,0.8210785323118448,0.1716017772931483,0.8099568335475555,304.0,194,True
CFAP20,Stim48hr,1292,True,0.7936772689090787,0.3655962995506802,0.7491656106968664,177.0,195,True
TIPRL,Stim8hr,1289,True,0.7844661995999509,0.2056241561644998,0.7704294056000268,572.0,196,True
WDR59,Stim48hr,1286,True,0.7824798919794308,0.2737430076696776,0.7586757419959362,214.0,197,True
DLG4,Rest,1285,True,0.7446519841959827,0.1107012746323765,0.708764382715213,753.0,198,True
METTL1,Stim48hr,1282,True,0.7254830818907733,0.242053092279992,0.7025063761516127,182.0,199,True
BRK1,Stim8hr,1276,True,0.687455762075759,0.1861835766533811,0.6561879995567154,421.0,200,True
UBC,Rest,1271,True,0.7816420991919711,0.3049424949480704,0.7542793832844902,274.0,201,True
SLC5A6,Stim8hr,1271,True,-0.0785718420114174,-0.0207361865872396,-0.1978565634246574,532.0,201,False
MBTPS1,Stim48hr,1270,True,0.7424796672793977,0.2092287574674175,0.7093099222411433,115.0,203,True
TRRAP,Stim8hr,1256,True,0.698884590991876,0.2224055089678768,0.6254873060918165,302.0,204,True
CDC25B,Rest,1255,True,0.7014190244480026,0.249762566112505,0.6499355159324595,428.0,205,True
DPH5,Stim48hr,1253,True,0.8023383511824793,0.2777603007140492,0.7965220792786626,180.0,206,True
GATA3,Stim48hr,1252,True,0.8428686386780688,0.2891063754246704,0.8291551934722068,784.0,207,True
FUBP1,Stim48hr,1252,True,0.7638896424068413,0.2329016376751061,0.7216076196331033,281.0,207,True
ORAI1,Stim8hr,1249,True,0.6336035437354689,0.2017471729153999,0.6057302521950971,333.0,209,True
PAXIP1,Stim48hr,1240,True,0.8249451746553081,0.2799970912493577,0.8027102855775484,472.0,210,True
DUSP12,Rest,1238,True,0.7776728797409033,0.3255874282469666,0.738142093357049,120.0,211,True
PNPT1,Stim8hr,1237,True,0.701704508253008,0.216634685546186,0.690160952586584,245.0,212,True
RPUSD3,Stim48hr,1237,True,0.80538394180597,0.1548853308858779,0.7817141170798514,568.0,212,True
CRYZL1,Rest,1211,True,-0.2106718067665871,-0.0038703933436286,-0.307322526233816,456.0,214,False
SINHCAF,Stim8hr,1210,True,0.5702254499470386,0.1344116078567818,0.535998639940373,615.0,215,True
UBR4,Rest,1208,True,0.7897203131325262,0.3152411063334935,0.7780700545004211,337.0,216,True
CD5,Stim48hr,1200,True,0.830082200611466,0.2536481515484428,0.8170998317599573,1112.0,217,True
THRAP3,Rest,1199,True,0.81245936010244,0.2473464889087658,0.7833982899179245,609.0,218,True
UVRAG,Rest,1195,True,0.6982165699902468,0.1672312078961838,0.6245109747239542,110.0,219,True
TM2D1,Stim48hr,1184,True,0.3003363417896357,-0.0227780632917225,0.0227018193217133,719.0,220,False
DOCK2,Rest,1179,True,0.7498149326508727,0.2090175758061031,0.5959822705439235,1015.0,221,True
ANKRD61,Stim48hr,1176,True,0.5711227551362597,0.028862939844094,0.550342009778779,1001.0,222,True
LIG3,Stim48hr,1176,True,0.714094461668824,0.2169452047139839,0.6787864239410016,300.0,222,True
ZNF649,Stim48hr,1173,True,0.6270038708841063,0.0662840320260658,0.5865991881076893,798.0,224,True
STK11,Stim8hr,1170,True,0.7005370022505497,0.3402106561142703,0.6367098539986958,218.0,225,True
SP140L,Rest,1169,True,0.6874129028733833,0.1978971132256059,0.6061282143101387,281.0,226,True
RCC1L,Stim48hr,1166,True,0.8380061810072639,0.1768939991426931,0.8300855553193671,539.0,227,True
RBFA,Stim48hr,1165,True,0.6162937257967603,0.1804896488381685,0.5840226531180717,224.0,228,True
SAMD4B,Rest,1163,True,0.836559727560766,0.2317003207692554,0.8333275965415693,604.0,229,True
COG6,Stim8hr,1161,True,0.509635059279851,0.0342667469542814,0.4512505931825608,159.0,230,False
CAND1,Stim8hr,1158,True,0.7760884215459942,0.2152723425702231,0.7090730392745411,862.0,231,True
ATP5PO,Stim48hr,1156,True,0.7999338392020934,0.2791092718948766,0.7750374834082163,302.0,232,True
DDX6,Stim48hr,1154,True,0.7144794284335063,0.2339534557872311,0.6946726511254939,174.0,233,True
HAPSTR1,Stim48hr,1152,True,0.7929506866122334,0.1819855452370981,0.7732313835998469,894.0,234,True
INTS12,Stim8hr,1147,True,0.7289148114299112,0.2258656491647136,0.6903828625782218,629.0,235,True
VARS2,Stim48hr,1146,True,0.8005248804762437,0.4048899338862144,0.7935053793887317,146.0,236,True
SRSF10,Stim8hr,1146,True,0.6597847212806892,0.1830588696160483,0.639098495548849,334.0,236,True
ERCC4,Stim48hr,1144,True,0.6256310943731528,0.1513906964456201,0.578545375559897,107.0,239,True
STX16,Stim8hr,1144,True,0.3378866417095263,0.003659296971565,0.2632697022935274,805.0,239,False
IMPA2,Rest,1144,True,0.5815732981801224,0.1042596942835244,0.4662983602972734,360.0,239,False
PPDPF,Stim8hr,1141,True,-0.1648133210570937,-0.0558086661343225,-0.3442817306110673,1143.0,241,False
SEC14L2,Rest,1140,True,0.6502910037219782,0.1229755767677425,0.5264591437174587,647.0,242,True
STAT5B,Rest,1134,True,0.7148140865698708,0.1923576189655063,0.6816670841785862,110.0,243,True
CBFB,Stim48hr,1132,True,0.6291783282013989,0.2521796831932638,0.5346797347061019,115.0,244,True
STAT6,Stim48hr,1127,True,0.8067133595503574,0.2839966414544922,0.7645391604991943,779.0,245,True
ZBTB9,Rest,1116,True,0.5969693523688243,0.0283871461886396,0.4893348221281037,440.0,246,False
UBAP2L,Stim8hr,1116,True,0.7377887442996017,0.2587751582431744,0.7261186842929271,765.0,246,True
DLAT,Stim48hr,1115,True,0.7945575150848673,0.1701927781221894,0.7766010837273872,372.0,248,True
GEN1,Rest,1114,True,0.6909103845774042,0.1079519269777302,0.6161557302011634,420.0,249,True
GGA3,Rest,1112,True,0.7449683900026501,0.1555800111994228,0.7098290205649747,195.0,250,True
OTUD1,Rest,1109,True,0.7724264301227454,0.040744286905675,0.760413708135015,1209.0,251,True
PTPA,Stim48hr,1104,True,0.773459012850452,0.1797284893550385,0.7485200341011147,442.0,252,True
RNFT2,Stim48hr,1103,True,0.8224373199973399,0.1911831356236147,0.8102333002699899,775.0,253,True
TSC2,Rest,1100,True,0.8265285056242601,0.2754808621194239,0.8158624590915021,631.0,254,True
MTMR3,Stim8hr,1099,True,0.0563427493589916,0.0032471372559758,-0.0413900902692217,453.0,255,False
ELP2,Stim8hr,1097,True,0.7497604223012885,0.2442492115763358,0.7376968555343422,210.0,256,True
RAC2,Stim48hr,1094,True,0.6881614048064949,0.196310976881216,0.5756696271025938,519.0,257,True
PCGF1,Stim48hr,1078,True,0.8677457363391176,0.3480325430812924,0.8558544490044175,1576.0,258,True
INTS13,Stim48hr,1072,True,0.73168043036397,0.1845538960784223,0.7061459644707707,273.0,259,True
IL2RB,Stim48hr,1069,True,0.788153126506825,0.3844615686461965,0.7030037961689727,80.0,260,True
ATF4,Stim8hr,1061,True,0.7792552107581425,0.2018723359494655,0.7579787024876673,175.0,261,True
CARS2,Stim48hr,1058,True,0.7600240099646721,0.1994072452595921,0.6385665960284069,156.0,262,True
LIG1,Rest,1056,True,0.6392447849583555,0.2557186552134222,0.4792961092666772,83.0,263,False
TIMM10,Stim8hr,1055,True,0.3016540332089135,-0.0146957301655289,0.2134683785219404,245.0,264,False
IMPDH2,Stim48hr,1054,True,0.7053076631816725,0.3579088733202599,0.6726084379862904,51.0,265,True
MTA3,Stim8hr,1052,True,0.6292430290068306,0.1993257668148713,0.4903816203965695,358.0,266,False
ACTR2,Stim48hr,1048,True,0.6460058213844712,0.1698717678498759,0.6137126512057038,164.0,267,True
HMBS,Stim8hr,1046,True,0.2039169788805925,0.1222970782025695,0.1797584612668452,464.0,268,False
