gene,old_rank,new_rank,rank_shift,regpower_eb_mean,guide_corr,donor_corr,single_guide_frac,repro_weight,reweighted_score,donor_metadata,n_guides_med,peak_condition
CPTP,1167,1326,-159,-0.2841,,0.737,0.0,0.651,-0.1849,presente,2.0,Stim48hr
TNKS1BP1,1211,1327,-116,-0.3234,,0.525,0.0,0.572,-0.185,presente,2.0,Stim48hr
PFDN5,1315,1328,-13,-0.4365,0.057,0.603,0.0,0.424,-0.1851,presente,2.0,Rest
MFSD6,1264,1329,-65,-0.3819,0.086,0.791,0.0,0.486,-0.1856,presente,2.0,Stim48hr
MIB2,1169,1330,-161,-0.2866,,0.729,0.0,0.648,-0.1857,presente,2.0,Stim8hr
ARL5B,1328,1331,-3,-0.4518,0.007,0.64,0.0,0.413,-0.1866,presente,2.0,Stim48hr
ILVBL,1649,1332,317,-0.7379,0.015,-0.469,0.0,0.254,-0.1874,presente,2.0,Rest
RAD23A,1342,1333,9,-0.4636,0.025,0.582,0.0,0.405,-0.1878,presente,2.0,Rest
SEPSECS,1155,1334,-179,-0.2738,,0.837,0.0,0.689,-0.1886,presente,2.0,Stim48hr
TMEM217,1388,1335,53,-0.5034,-0.092,,0.0,0.375,-0.1888,ausente (peso neutral),2.0,Rest
ZBP1,1390,1336,54,-0.5034,-0.004,,0.0,0.375,-0.1888,ausente (peso neutral),2.0,Rest
SBDS,1587,1337,250,-0.6856,0.101,0.672,1.0,0.276,-0.1892,presente,1.0,Stim48hr
SMG6,1450,1338,112,-0.5616,,,1.0,0.337,-0.1893,ausente (peso neutral),1.0,Stim8hr
SHMT2,1413,1339,74,-0.5276,0.076,0.348,0.0,0.363,-0.1915,presente,2.0,Stim48hr
KLF16,1172,1340,-168,-0.2866,,0.792,0.0,0.672,-0.1926,presente,2.0,Stim8hr
NARS2,1294,1341,-47,-0.4137,0.027,0.814,0.0,0.466,-0.1928,presente,2.0,Stim48hr
NHERF2,1408,1342,66,-0.5225,-0.004,,0.0,0.375,-0.1959,ausente (peso neutral),2.0,Stim8hr
BEX3,1298,1343,-45,-0.4192,0.041,0.799,0.0,0.468,-0.1962,presente,2.0,Rest
MAD2L2,1238,1344,-106,-0.3495,,,0.0,0.562,-0.1964,ausente (peso neutral),2.0,Stim8hr
EPAS1,1371,1345,26,-0.4899,0.072,,0.0,0.402,-0.1969,ausente (peso neutral),2.0,Stim48hr
INIP,1314,1346,-32,-0.4321,0.022,0.784,0.0,0.456,-0.197,presente,2.0,Rest
ZNF43,1631,1347,284,-0.7223,0.098,-0.115,0.0,0.274,-0.1979,presente,2.0,Rest
ZNF410,1705,1348,357,-0.7861,-0.044,0.007,0.0,0.252,-0.1981,presente,2.0,Rest
TMEM205,1429,1349,80,-0.5434,0.144,0.275,0.0,0.365,-0.1983,presente,2.0,Stim8hr
STT3B,1244,1350,-106,-0.3538,,,0.0,0.562,-0.1988,ausente (peso neutral),2.0,Rest
PRIMPOL,1341,1351,-10,-0.4633,0.169,0.473,0.0,0.43,-0.1992,presente,2.0,Rest
HNRNPA3,1825,1352,473,-0.8862,-0.021,,1.0,0.225,-0.1994,ausente (peso neutral),1.0,Stim48hr
TXNIP,1306,1353,-47,-0.4279,0.065,0.753,0.0,0.467,-0.1998,presente,2.0,Stim48hr
DHRS1,1370,1354,16,-0.4899,0.088,,0.0,0.408,-0.1999,ausente (peso neutral),2.0,Stim48hr
NFATC2IP,1721,1355,366,-0.802,-0.013,-0.723,0.0,0.25,-0.2005,presente,2.0,Rest
RABGEF1,1283,1356,-73,-0.3993,0.086,0.854,0.0,0.503,-0.2008,presente,2.0,Stim48hr
MAN2A2,1670,1357,313,-0.7497,-0.029,0.071,0.0,0.268,-0.2009,presente,2.0,Stim8hr
ASAP2,1415,1358,57,-0.5289,0.014,,0.0,0.38,-0.201,ausente (peso neutral),2.0,Stim48hr
SRSF6,1300,1359,-59,-0.4216,0.046,0.829,0.0,0.478,-0.2015,presente,2.0,Stim48hr
DPM1,1267,1360,-93,-0.3838,0.15,0.829,0.0,0.526,-0.2019,presente,2.0,Stim8hr
VPS9D1,1422,1361,61,-0.5389,-0.02,,0.0,0.375,-0.2021,ausente (peso neutral),2.0,Rest
CDCA2,1626,1362,264,-0.7197,0.015,0.107,0.0,0.281,-0.2022,presente,2.0,Stim8hr
TRIM25,1311,1363,-52,-0.4303,0.08,0.747,0.0,0.471,-0.2027,presente,2.0,Stim8hr
ABI3,1266,1364,-98,-0.3831,0.137,0.869,0.0,0.531,-0.2034,presente,2.0,Rest
CMAS,1295,1365,-70,-0.414,0.076,0.83,0.0,0.493,-0.2041,presente,2.0,Rest
EOLA1,1724,1366,358,-0.8039,-0.022,0.021,0.0,0.255,-0.205,presente,2.0,Rest
LETM1,1171,1367,-196,-0.2866,,0.914,0.0,0.718,-0.2058,presente,2.0,Stim8hr
ELF4,1284,1368,-84,-0.4017,0.109,0.85,0.0,0.513,-0.2061,presente,2.0,Rest
PCBP4,1389,1369,20,-0.5034,0.055,0.556,0.0,0.41,-0.2064,presente,2.0,Rest
MRRF,1262,1370,-108,-0.3811,0.163,0.862,0.0,0.542,-0.2066,presente,2.0,Stim48hr
ZNF70,1363,1371,-8,-0.4826,0.054,0.623,0.0,0.428,-0.2066,presente,2.0,Rest
TBC1D31,1684,1372,312,-0.7711,-0.002,0.074,0.0,0.268,-0.2067,presente,2.0,Stim8hr
WRN,1547,1373,174,-0.6482,0.102,0.164,0.0,0.321,-0.2081,presente,2.0,Rest
TMEM185A,1301,1374,-73,-0.4218,0.056,0.878,0.0,0.496,-0.2092,presente,2.0,Rest
GTF3C4,1263,1375,-112,-0.3814,,0.831,0.5,0.549,-0.2094,presente,1.5,Stim8hr
PQBP1,1308,1376,-68,-0.4285,0.113,0.759,0.0,0.489,-0.2095,presente,2.0,Stim8hr
KCTD5,1256,1377,-121,-0.3732,,,0.0,0.562,-0.2097,ausente (peso neutral),2.0,Stim8hr
ZNF559,1527,1378,149,-0.6225,,,1.0,0.337,-0.2098,ausente (peso neutral),1.0,Stim48hr
BCOR,1358,1379,-21,-0.4771,0.094,0.614,0.0,0.441,-0.2104,presente,2.0,Stim48hr
KMT5A,1741,1380,361,-0.8193,,0.143,1.0,0.257,-0.2106,presente,1.0,Rest
STK25,1728,1381,347,-0.8085,0.045,-0.229,0.0,0.261,-0.211,presente,2.0,Rest
PRDM15,1276,1382,-106,-0.3954,0.122,0.904,0.0,0.534,-0.2111,presente,2.0,Stim8hr
METTL23,1321,1383,-62,-0.4446,0.085,0.752,0.0,0.475,-0.2112,presente,2.0,Stim48hr
AGRN,1457,1384,73,-0.5649,0.057,0.417,0.0,0.374,-0.2113,presente,2.0,Stim8hr
GEN1,1336,1385,-49,-0.4606,0.085,0.691,0.0,0.459,-0.2114,presente,2.0,Rest
TRMT6,1446,1386,60,-0.5604,-0.063,0.512,0.0,0.378,-0.2118,presente,2.0,Stim8hr
ADNP,1333,1387,-54,-0.4566,0.069,0.741,0.0,0.465,-0.2123,presente,2.0,Stim8hr
PDS5B,1310,1388,-78,-0.4303,0.08,0.832,0.0,0.495,-0.213,presente,2.0,Stim8hr
XIAP,1213,1389,-176,-0.3263,,0.741,0.0,0.653,-0.2131,presente,2.0,Stim48hr
ZCCHC18,1260,1390,-130,-0.3792,,,0.0,0.562,-0.2131,ausente (peso neutral),2.0,Stim48hr
SESTD1,1227,1391,-164,-0.3382,,0.681,0.0,0.63,-0.2131,presente,2.0,Rest
DDOST,1259,1392,-133,-0.3792,,,0.0,0.562,-0.2131,ausente (peso neutral),2.0,Stim48hr
PHF6,1312,1393,-81,-0.4315,,0.798,0.67,0.494,-0.2132,presente,1.0,Stim48hr
LRRC8B,1334,1394,-60,-0.4588,0.091,0.706,0.0,0.465,-0.2133,presente,2.0,Stim48hr
PLEKHJ1,1269,1395,-126,-0.3856,,,0.0,0.562,-0.2167,ausente (peso neutral),2.0,Stim8hr
PTPMT1,1430,1396,34,-0.5434,0.063,,0.0,0.399,-0.2168,ausente (peso neutral),2.0,Rest
ZDHHC12,1337,1397,-60,-0.4608,0.087,0.738,0.0,0.472,-0.2175,presente,2.0,Rest
GRSF1,1299,1398,-99,-0.4211,0.144,0.807,0.0,0.517,-0.2177,presente,2.0,Stim48hr
CDADC1,1538,1399,139,-0.6355,-0.072,0.371,0.0,0.343,-0.218,presente,2.0,Rest
GTF3C3,1270,1400,-130,-0.3883,,,0.0,0.562,-0.2182,ausente (peso neutral),2.0,Stim8hr
PPIF,1356,1401,-45,-0.4723,0.035,0.785,0.0,0.462,-0.2182,presente,2.0,Rest
L3MBTL3,1316,1402,-86,-0.4367,0.161,0.723,0.0,0.5,-0.2184,presente,2.0,Stim48hr
UXS1,1335,1403,-68,-0.46,0.112,0.707,0.0,0.475,-0.2185,presente,2.0,Rest
TIMM50,1215,1404,-189,-0.3273,,0.781,0.0,0.668,-0.2186,presente,2.0,Stim8hr
AMBRA1,1327,1405,-78,-0.4506,0.062,0.832,0.0,0.486,-0.219,presente,2.0,Stim48hr
PLXNA4,1449,1406,43,-0.5616,0.039,,0.0,0.39,-0.219,ausente (peso neutral),2.0,Stim8hr
SSR3,1296,1407,-111,-0.4165,0.07,0.966,0.0,0.526,-0.2191,presente,2.0,Rest
SOS2,2069,1408,661,-1.0701,-0.051,0.369,1.0,0.205,-0.2194,presente,1.0,Stim8hr
MTRES1,1192,1409,-217,-0.3064,,0.914,0.0,0.718,-0.22,presente,2.0,Stim8hr
KDM4A,1676,1410,266,-0.7664,0.04,0.105,0.0,0.287,-0.22,presente,2.0,Rest
ZNF655,1364,1411,-47,-0.4832,-0.008,0.826,0.0,0.456,-0.2203,presente,2.0,Stim48hr
RNF181,1325,1412,-87,-0.4483,0.164,0.689,0.0,0.492,-0.2206,presente,2.0,Rest
CARNS1,1273,1413,-140,-0.3931,,,0.0,0.562,-0.2209,ausente (peso neutral),2.0,Stim48hr
PRKDC,1318,1414,-96,-0.4418,,0.826,0.67,0.502,-0.2218,presente,1.0,Stim48hr
MOSMO,1344,1415,-71,-0.467,,0.732,0.67,0.476,-0.2223,presente,1.0,Rest
ANAPC11,1962,1416,546,-0.9893,,-0.089,1.0,0.225,-0.2226,presente,1.0,Stim48hr
CCDC134,1459,1417,42,-0.566,0.071,0.471,0.0,0.394,-0.223,presente,2.0,Stim48hr
MYL5,1791,1418,373,-0.8579,-0.037,0.041,0.0,0.26,-0.2231,presente,2.0,Stim48hr
ZNF658,1279,1419,-140,-0.3971,,,0.0,0.562,-0.2232,ausente (peso neutral),2.0,Rest
TASP1,1324,1420,-96,-0.4482,0.076,0.853,0.0,0.498,-0.2232,presente,2.0,Stim48hr
RDH13,1394,1421,-27,-0.5067,-0.004,0.764,0.0,0.441,-0.2235,presente,2.0,Stim8hr
UBIAD1,1343,1422,-79,-0.4662,0.103,0.746,0.0,0.481,-0.2242,presente,2.0,Stim48hr
FANCF,1340,1423,-83,-0.4625,0.082,0.792,0.0,0.485,-0.2243,presente,2.0,Rest
ZNF34,1382,1424,-42,-0.4989,,,0.5,0.45,-0.2245,ausente (peso neutral),1.5,Stim48hr
PCGF6,1338,1425,-87,-0.4615,0.132,0.728,0.0,0.489,-0.2257,presente,2.0,Stim8hr
ZSCAN18,1478,1426,52,-0.5828,0.034,,0.0,0.388,-0.2261,ausente (peso neutral),2.0,Stim8hr
ZNF507,1385,1427,-42,-0.5024,-0.003,0.803,0.0,0.451,-0.2266,presente,2.0,Stim48hr
DNAJB11,1596,1428,168,-0.6911,0.059,0.24,0.0,0.328,-0.2267,presente,2.0,Rest
RBM18,1375,1429,-54,-0.4915,0.057,0.75,0.0,0.462,-0.2271,presente,2.0,Stim48hr
SF3B5,1581,1430,151,-0.6804,,,1.0,0.337,-0.2293,ausente (peso neutral),1.0,Stim48hr
FAM20B,1317,1431,-114,-0.4391,0.13,0.853,0.0,0.524,-0.2301,presente,2.0,Stim8hr
COQ4,1323,1432,-109,-0.4477,0.168,0.785,0.0,0.521,-0.2333,presente,2.0,Stim8hr
MTRR,1359,1433,-74,-0.4787,0.103,0.771,0.0,0.488,-0.2336,presente,2.0,Stim48hr
CYLD,1819,1434,385,-0.8849,-0.01,0.055,0.0,0.264,-0.2336,presente,2.0,Rest
TMEM230,1531,1435,96,-0.6248,-0.045,,0.0,0.375,-0.2343,ausente (peso neutral),2.0,Rest
RBMS2,1500,1436,64,-0.5968,0.051,,0.0,0.394,-0.2351,ausente (peso neutral),2.0,Stim48hr
RELT,1398,1437,-39,-0.5129,0.108,0.658,0.0,0.459,-0.2354,presente,2.0,Stim48hr
CDYL,1282,1438,-156,-0.3982,,0.583,0.0,0.593,-0.2361,presente,2.0,Stim48hr
TMEM245,1858,1439,419,-0.9096,0.04,-0.091,0.0,0.26,-0.2365,presente,2.0,Rest
EBAG9,2040,1440,600,-1.0515,-0.035,,1.0,0.225,-0.2366,ausente (peso neutral),1.0,Stim8hr
SLAMF7,1799,1441,358,-0.8648,0.097,-0.162,0.0,0.274,-0.237,presente,2.0,Stim8hr
TTYH3,1541,1442,99,-0.6389,,0.647,1.0,0.371,-0.237,presente,1.0,Stim8hr
PUDP,1253,1443,-190,-0.3668,,0.726,0.0,0.647,-0.2373,presente,2.0,Stim8hr
CLIP2,1505,1444,61,-0.6007,0.053,,0.0,0.395,-0.2373,ausente (peso neutral),2.0,Rest
RNASEH2B,1303,1445,-142,-0.4226,,,0.0,0.562,-0.2375,ausente (peso neutral),2.0,Stim48hr
NSG1,1302,1446,-144,-0.4226,,,0.0,0.562,-0.2375,ausente (peso neutral),2.0,Stim48hr
UBE2F,1548,1447,101,-0.6482,-0.05,0.473,0.0,0.368,-0.2385,presente,2.0,Stim8hr
IL21R,1472,1448,24,-0.5812,,0.827,1.0,0.411,-0.2389,presente,1.0,Stim48hr
HACD2,1346,1449,-103,-0.4695,0.104,0.852,0.0,0.511,-0.2399,presente,2.0,Stim48hr
COPS9,1404,1450,-46,-0.5187,0.071,0.731,0.0,0.464,-0.2407,presente,2.0,Stim48hr
DBF4,1507,1451,56,-0.6021,,0.778,1.0,0.4,-0.2408,presente,1.0,Rest
ULK4,1730,1452,278,-0.8085,-0.007,0.191,0.0,0.298,-0.2409,presente,2.0,Stim8hr
NFATC2,1756,1453,303,-0.8289,0.092,0.783,1.0,0.292,-0.242,presente,1.0,Stim8hr
HIRIP3,1386,1454,-68,-0.5025,0.053,0.83,0.0,0.482,-0.2422,presente,2.0,Stim8hr
PRR12,1361,1455,-94,-0.481,0.089,0.851,0.0,0.504,-0.2424,presente,2.0,Rest
ERCC6L2,1425,1456,-31,-0.5413,0.055,0.714,0.0,0.452,-0.2447,presente,2.0,Stim8hr
AKAP10,1559,1457,102,-0.655,,-0.086,0.0,0.375,-0.2456,presente,2.0,Stim8hr
CNIH4,1672,1458,214,-0.7612,0.07,0.209,0.0,0.323,-0.2459,presente,2.0,Stim8hr
ZBTB21,1504,1459,45,-0.5987,0.086,0.515,0.0,0.411,-0.2461,presente,2.0,Stim48hr
IRF9,1347,1460,-113,-0.4705,0.139,0.839,0.0,0.524,-0.2465,presente,2.0,Rest
CWC27,1409,1461,-52,-0.5227,0.054,0.793,0.0,0.473,-0.2472,presente,2.0,Stim8hr
YARS1,1646,1462,184,-0.7338,,,1.0,0.337,-0.2473,ausente (peso neutral),1.0,Stim48hr
SPSB2,1934,1463,471,-0.9653,0.028,-0.323,0.0,0.257,-0.2481,presente,2.0,Rest
FANCE,1258,1464,-206,-0.3792,,0.747,0.0,0.655,-0.2484,presente,2.0,Rest
MXRA7,2148,1465,683,-1.1095,-0.057,,1.0,0.225,-0.2496,ausente (peso neutral),1.0,Stim48hr
PRR5L,1530,1466,64,-0.6248,0.07,,0.0,0.401,-0.2505,ausente (peso neutral),2.0,Rest
ROMO1,1659,1467,192,-0.7458,,,1.0,0.337,-0.2513,ausente (peso neutral),1.0,Stim8hr
RAB11FIP3,1561,1468,93,-0.6552,0.025,,0.0,0.384,-0.2516,ausente (peso neutral),2.0,Stim8hr
TMEM131,1423,1469,-46,-0.5399,0.049,0.782,0.0,0.467,-0.2521,presente,2.0,Rest
IGFBP4,1560,1470,90,-0.6552,0.029,,0.0,0.386,-0.2529,ausente (peso neutral),2.0,Stim8hr
CALHM6,1543,1471,72,-0.6413,0.079,0.464,0.0,0.395,-0.2533,presente,2.0,Rest
ACYP2,1275,1472,-197,-0.3943,,0.714,0.0,0.643,-0.2535,presente,2.0,Stim48hr
CCDC22,1414,1473,-59,-0.5284,0.156,0.66,0.0,0.48,-0.2536,presente,2.0,Stim48hr
CKAP4,1514,1474,40,-0.6127,0.056,0.569,0.0,0.414,-0.2537,presente,2.0,Rest
GDAP1,1999,1475,524,-1.0176,-0.01,-0.094,0.0,0.25,-0.2544,presente,2.0,Stim48hr
PAPOLA,1471,1476,-5,-0.5787,0.07,0.643,0.0,0.44,-0.2546,presente,2.0,Stim8hr
ALG12,1428,1477,-49,-0.5431,0.042,0.804,0.0,0.47,-0.2553,presente,2.0,Stim8hr
SAP30,1329,1478,-149,-0.453,0.214,0.859,0.0,0.564,-0.2555,presente,2.0,Stim48hr
NAPB,1519,1479,40,-0.6163,0.084,0.531,0.0,0.415,-0.2558,presente,2.0,Rest
STAT5A,1383,1480,-97,-0.4997,0.141,0.795,0.0,0.512,-0.2558,presente,2.0,Stim48hr
ZNF311,1557,1481,76,-0.6549,0.043,,0.0,0.391,-0.2561,ausente (peso neutral),2.0,Rest
COX20,1467,1482,-15,-0.577,,0.483,0.5,0.445,-0.2568,presente,1.5,Rest
ADGRG5,1513,1483,30,-0.6125,0.029,0.63,0.0,0.42,-0.2573,presente,2.0,Stim8hr
ISCA1,1360,1484,-124,-0.4791,0.171,0.841,0.0,0.539,-0.2582,presente,2.0,Rest
ZHX2,2170,1485,685,-1.119,0.028,,1.0,0.231,-0.2585,ausente (peso neutral),1.0,Stim8hr
DAPK1,1582,1486,96,-0.6804,0.015,,0.0,0.381,-0.2592,ausente (peso neutral),2.0,Stim48hr
WDFY1,1854,1487,367,-0.9077,0.073,0.066,0.0,0.286,-0.2596,presente,2.0,Stim48hr
KIF5C,1455,1488,-33,-0.5646,0.064,0.728,0.0,0.46,-0.2597,presente,2.0,Stim48hr
ENO1,1257,1489,-232,-0.3775,,0.838,0.0,0.689,-0.2601,presente,2.0,Stim48hr
RHBDF2,1305,1490,-185,-0.4278,,0.624,0.0,0.609,-0.2605,presente,2.0,Stim48hr
FEM1A,1517,1491,26,-0.6149,0.018,0.669,0.0,0.425,-0.2613,presente,2.0,Stim8hr
ABCA5,1965,1492,473,-0.9912,0.056,0.001,0.0,0.264,-0.2617,presente,2.0,Stim48hr
RAP1A,1544,1493,51,-0.6421,0.088,,0.0,0.408,-0.262,ausente (peso neutral),2.0,Stim8hr
BCL6,1463,1494,-31,-0.5738,0.143,0.6,0.0,0.457,-0.2622,presente,2.0,Stim48hr
RAB2B,1381,1495,-114,-0.4977,0.137,0.853,0.0,0.527,-0.2623,presente,2.0,Stim48hr
TMED3,2035,1496,539,-1.0497,-0.02,-0.387,0.0,0.25,-0.2624,presente,2.0,Stim8hr
ZHX3,1402,1497,-95,-0.5166,0.165,0.748,0.0,0.509,-0.2629,presente,2.0,Rest
CCDC9,1923,1498,425,-0.9538,-0.017,0.106,0.0,0.276,-0.2632,presente,2.0,Stim48hr
IRS1,1698,1499,199,-0.7819,,,1.0,0.337,-0.2635,ausente (peso neutral),1.0,Stim8hr
NDUFA9,1456,1500,-44,-0.5646,0.044,0.789,0.0,0.467,-0.2637,presente,2.0,Stim48hr
IRF8,1540,1501,39,-0.6373,-0.077,0.658,0.0,0.414,-0.2638,presente,2.0,Stim8hr
THAP5,1494,1502,-8,-0.592,0.075,0.659,0.0,0.446,-0.264,presente,2.0,Rest
UFC1,1395,1503,-108,-0.5088,0.174,0.769,0.0,0.519,-0.2641,presente,2.0,Rest
ZSCAN2,1644,1504,140,-0.7322,0.03,0.401,0.0,0.361,-0.2643,presente,2.0,Rest
COMMD4,1460,1505,-45,-0.5691,0.119,0.663,0.0,0.465,-0.2646,presente,2.0,Stim48hr
FASTKD5,1484,1506,-22,-0.5844,0.102,0.646,0.0,0.453,-0.2647,presente,2.0,Stim48hr
DHX30,1440,1507,-67,-0.5533,0.138,0.685,0.0,0.479,-0.265,presente,2.0,Stim48hr
SLX4,1352,1508,-156,-0.4718,,,0.0,0.562,-0.2652,ausente (peso neutral),2.0,Stim48hr
TOR4A,1351,1509,-158,-0.4718,,,0.0,0.562,-0.2652,ausente (peso neutral),2.0,Stim48hr
ZNF396,1350,1510,-160,-0.4718,,,0.0,0.562,-0.2652,ausente (peso neutral),2.0,Stim48hr
SUN1,1353,1511,-158,-0.4718,,,0.0,0.562,-0.2652,ausente (peso neutral),2.0,Stim48hr
TRIM14,1433,1512,-79,-0.5473,0.109,0.75,0.0,0.485,-0.2654,presente,2.0,Rest
GPAA1,1593,1513,80,-0.6897,0.06,0.459,0.0,0.387,-0.2669,presente,2.0,Stim8hr
VPS26B,1521,1514,7,-0.6186,0.044,0.656,0.0,0.432,-0.2672,presente,2.0,Stim8hr
NDUFB4,1387,1515,-128,-0.5033,0.174,0.809,0.0,0.531,-0.2673,presente,2.0,Stim48hr
INSM1,1617,1516,101,-0.713,-0.055,,0.0,0.375,-0.2674,ausente (peso neutral),2.0,Stim8hr
MECR,1576,1517,59,-0.6786,0.057,,0.0,0.396,-0.2687,ausente (peso neutral),2.0,Rest
CSNK2A2,1468,1518,-50,-0.577,0.05,0.775,0.0,0.466,-0.2689,presente,2.0,Rest
CARNMT1,1427,1519,-92,-0.5424,0.084,0.832,0.0,0.496,-0.269,presente,2.0,Stim48hr
QRICH1,1309,1520,-211,-0.429,,0.673,0.0,0.627,-0.269,presente,2.0,Stim8hr
PRDM5,1556,1521,35,-0.6549,0.095,,0.0,0.411,-0.2692,ausente (peso neutral),2.0,Rest
ZFP82,1779,1522,257,-0.8464,0.046,0.225,0.0,0.32,-0.2708,presente,2.0,Stim8hr
ATG14,1485,1523,-38,-0.5862,0.023,0.805,0.0,0.462,-0.2708,presente,2.0,Stim48hr
HDGFL3,1520,1524,-4,-0.6181,0.045,0.679,0.0,0.439,-0.2713,presente,2.0,Stim48hr
MIGA2,1803,1525,278,-0.8673,0.103,0.137,0.0,0.313,-0.2715,presente,2.0,Stim48hr
ARID4B,1441,1526,-85,-0.5535,0.079,0.82,0.0,0.491,-0.2718,presente,2.0,Stim8hr
ZNF790,1629,1527,102,-0.721,0.048,0.446,0.0,0.379,-0.2733,presente,2.0,Stim8hr
GEMIN7,1448,1528,-80,-0.5614,,0.623,0.5,0.487,-0.2734,presente,1.5,Stim8hr
WTAP,1537,1529,8,-0.6305,-0.058,0.738,0.0,0.434,-0.2736,presente,2.0,Rest
SETD7,1332,1530,-198,-0.4552,,0.603,0.0,0.601,-0.2736,presente,2.0,Stim48hr
ANKS3,1369,1531,-162,-0.4873,,,0.0,0.562,-0.2739,ausente (peso neutral),2.0,Stim8hr
HIPK1,1436,1532,-96,-0.5488,0.091,0.831,0.0,0.499,-0.2739,presente,2.0,Stim8hr
ALG2,1462,1533,-71,-0.5707,0.07,0.796,0.0,0.48,-0.2739,presente,2.0,Stim8hr
RAB33A,2102,1534,568,-1.0847,0.013,-0.378,0.0,0.253,-0.2744,presente,2.0,Stim8hr
GTF2IRD1,1550,1535,15,-0.6503,0.127,,0.0,0.423,-0.2751,ausente (peso neutral),2.0,Stim48hr
XCL1,1614,1536,78,-0.713,0.028,,0.0,0.386,-0.2752,ausente (peso neutral),2.0,Stim8hr
KYAT1,1373,1537,-164,-0.4899,,,0.0,0.562,-0.2753,ausente (peso neutral),2.0,Stim48hr
RNF122,1618,1538,80,-0.7132,0.028,,0.0,0.386,-0.2753,ausente (peso neutral),2.0,Stim48hr
IL3,1528,1539,-11,-0.6226,,0.97,1.0,0.443,-0.2758,presente,1.0,Stim8hr
EMB,1522,1540,-18,-0.6206,0.004,0.774,0.0,0.445,-0.2762,presente,2.0,Stim8hr
YES1,1511,1541,-30,-0.6099,0.061,0.707,0.0,0.453,-0.2763,presente,2.0,Stim8hr
PGM1,1674,1542,132,-0.7633,0.055,0.374,0.0,0.362,-0.2763,presente,2.0,Rest
GNPAT,1720,1543,177,-0.801,0.069,0.614,0.5,0.345,-0.2763,presente,1.5,Stim8hr
HMGB3,1506,1544,-38,-0.6019,0.063,0.729,0.0,0.459,-0.2763,presente,2.0,Stim48hr
GLRX3,1410,1545,-135,-0.5235,0.226,0.723,0.0,0.528,-0.2764,presente,2.0,Stim8hr
SAMD4B,1434,1546,-112,-0.5479,0.099,0.837,0.0,0.505,-0.2767,presente,2.0,Rest
CA11,1580,1547,33,-0.6804,0.085,,0.0,0.407,-0.2769,ausente (peso neutral),2.0,Stim48hr
ELMO2,1744,1548,196,-0.8221,,,1.0,0.337,-0.277,ausente (peso neutral),1.0,Stim8hr
METTL2A,1745,1549,196,-0.8221,,,1.0,0.337,-0.277,ausente (peso neutral),1.0,Stim8hr
RRAGD,2320,1550,770,-1.2309,-0.023,,1.0,0.225,-0.277,ausente (peso neutral),1.0,Stim48hr
TOPBP1,1447,1551,-104,-0.5608,,0.65,0.5,0.495,-0.2776,presente,1.5,Stim8hr
ZNF200,1464,1552,-88,-0.5742,0.054,0.838,0.0,0.484,-0.2779,presente,2.0,Stim48hr
FRA10AC1,1632,1553,79,-0.7245,0.137,0.35,0.0,0.384,-0.2782,presente,2.0,Stim48hr
LAGE3,1435,1554,-119,-0.5479,0.139,0.786,0.0,0.508,-0.2783,presente,2.0,Stim8hr
ZNF12,1287,1555,-268,-0.4072,,0.825,0.0,0.684,-0.2785,presente,2.0,Rest
PA2G4,1421,1556,-135,-0.5386,,0.59,0.33,0.517,-0.2785,presente,2.0,Rest
ATP5F1B,1623,1557,66,-0.715,0.065,0.467,0.0,0.391,-0.2796,presente,2.0,Rest
IMPA2,1573,1558,15,-0.6717,0.056,0.582,0.0,0.417,-0.2801,presente,2.0,Rest
PIGN,1664,1559,105,-0.7473,,-0.114,0.0,0.375,-0.2802,presente,2.0,Stim8hr
MAP1LC3B,1609,1560,49,-0.7087,-0.002,0.583,0.0,0.396,-0.2806,presente,2.0,Rest
CLDND1,1760,1561,199,-0.8333,-0.04,0.352,0.0,0.338,-0.2817,presente,2.0,Stim48hr
C2CD2L,1834,1562,272,-0.8911,,0.152,0.67,0.317,-0.2825,presente,1.0,Stim8hr
NUDT13,1392,1563,-171,-0.5034,,,0.0,0.562,-0.2829,ausente (peso neutral),2.0,Rest
SUPV3L1,1510,1564,-54,-0.6099,0.128,0.647,0.0,0.464,-0.283,presente,2.0,Stim48hr
EMILIN2,1669,1565,104,-0.7493,0.011,,0.0,0.379,-0.284,ausente (peso neutral),2.0,Stim48hr
TBPL1,1420,1566,-146,-0.536,0.143,0.854,0.0,0.53,-0.2841,presente,2.0,Stim48hr
FANCM,1515,1567,-52,-0.6133,0.102,0.682,0.0,0.464,-0.2846,presente,2.0,Stim8hr
PRCC,1437,1568,-131,-0.5499,0.17,0.772,0.0,0.518,-0.2848,presente,2.0,Stim8hr
MRGBP,1673,1569,104,-0.7613,-0.006,,0.0,0.375,-0.2855,ausente (peso neutral),2.0,Stim8hr
TIMP1,1555,1570,-15,-0.654,0.111,0.572,0.0,0.437,-0.2858,presente,2.0,Stim48hr
TRMT13,1396,1571,-175,-0.5089,,,0.0,0.562,-0.286,ausente (peso neutral),2.0,Stim48hr
PHOSPHO2,1498,1572,-74,-0.5958,0.093,0.758,0.0,0.48,-0.286,presente,2.0,Stim8hr
EXOG,1591,1573,18,-0.6877,0.11,,0.0,0.416,-0.2861,ausente (peso neutral),2.0,Rest
ALG5,1545,1574,-29,-0.6447,0.152,0.54,0.0,0.444,-0.2862,presente,2.0,Rest
