,TADA2B,CD3E,LAT,SENP5,PLCG1,ZAP70,CD3D,LCP2,CD3G,VAV1,SGF29,TAF6L,UBXN1,SUPT7L,CD247,ELOF1,MED12,CCNC,SUPT20H,MED19,ATAD5,BRD8,BCAT2,TADA1,DENR,PMVK,ATP2A2,BCL10,ITK,TAF13,SMARCE1,DOP1B,PTPRC,ELOB,NFRKB,LEO1,PGGT1B,LRBA,CREBBP,TFAM,ARNT,NCKAP1L,TAF11,PTEN,KDM1A,UBE2L3,MED15,MED24,AHR,SMARCA5,RPRD2,ATF7IP2,DNTTIP1,DOLPP1,SMG1,YTHDF2,FITM2,EIF1AX,TMED9,CARMIL2,EIF4G2,SLC3A2,CPSF6,POGLUT3,WAC,EWSR1,ACLY,NPC2,LCK,SKIC8,USP22,CALCOCO2,TMX1,DHX36,MPI,SETDB1,RTRAF,UFM1,CHD7,TSPYL5,PDSS2,MAX,ZMYM2,NSD1,ELAVL1,MEN1,MIPEP,NUDCD1,SMARCB1,XRRA1,NAA30,INTS10,LAMTOR2,EFR3A,TRIP12,NCOR1,BHLHE40,TESPA1,ATXN7L3,LRPPRC,NDUFAF3,MTG1,GRSF1,TP53,PKM,ARHGAP30,TARS2,DNAJC8,CSDE1,SIK3,CD28,WDR82,BRPF1,GPI,KIF20A,SMG7,MOSPD2,ARF1,RRAGA,CLCC1,MTA2,FBXL15,DDRGK1,UBR5,STRAP,NCAPG2,TP53INP2,EIF4G1,TSC1,CYB5R4,SP2,BRMS1,MAEA,FAM89B,MALT1,TRAF3,NFAT5,ZNF613,SIN3B,POLG,STAT3,KIFAP3,GABPB1,MIA2,DOHH,TNRC6A,THAP11,SLC35B1,OXA1L,USP7,UBE2E2,CHD4,RBM10,PDCL,ISCA2,DCAKD,SEL1L,COX6C,BTAF1,TNPO1,STIP1,UBE2V2,CASC3,EHMT2,FAM98B,CFAP298,MOV10,HACD2,FZD6,PRKAR1A,PPM1D,USO1,ATXN10,HCCS,INSR,TEP1,GLIPR2,MCTS1,TENT2,HEXIM1,ZNF148,FBXO32,MRC2,NFKB2,SLC31A1,BCS1L,CXXC1,PARP14,FOXO1,THAP12,MYB,CCND2,UFL1,RRAGC,CFAP20,TIPRL,WDR59,DLG4,METTL1,BRK1,MED23,MED1,MED13,TAF5L,SUPT3H,CARD11,MED14,SMARCA4,ARID2,TADA2A,TADA3,SMARCC1,PRKCQ,MED10,ARID1A,SMARCD1,ENY2,SMARCD2,KAT2B,PIK3CD
TADA2B,0.9999983,0.38792524,0.36622348,0.6185865,0.42787483,0.38957638,0.39402473,0.4100837,0.40034562,0.3708663,0.43890062,0.80408263,0.06409843,0.68300354,0.40784577,0.086489886,0.6266976,0.28808203,0.7251847,0.4988046,0.33992204,0.18114313,0.4160578,0.682608,0.3534932,0.16414446,0.15413399,0.33373967,0.35882264,0.2444216,0.11837246,0.008007926,0.21438414,0.4170624,-0.116254434,-0.006490658,0.38086885,0.29864663,0.21954307,0.10625083,0.067492954,0.029055478,0.11780983,0.14930183,0.21443863,0.51770586,0.20454,-0.016359782,0.075467385,0.14605865,0.10152472,0.35401446,-0.11498374,0.24259266,0.07204392,-0.016071308,0.316278,0.40671808,0.38134375,0.2872442,0.19580485,0.3334573,0.09476065,0.27322435,-0.13902265,0.0040804646,0.11767176,0.14884974,0.26732266,-0.19244215,0.39398158,0.30975,0.27371898,0.035220824,0.11037253,0.15831122,0.1253597,-0.067181006,0.6886939,0.65983826,-0.021481168,0.21608132,0.057511117,-0.03504282,-0.19070467,0.3136397,0.066359274,0.18194881,0.051774237,0.3524091,0.30677173,0.16875646,0.28899938,0.27923527,0.120226674,0.039105944,-0.17187762,0.43070155,0.24898912,0.0833973,0.042069122,0.06283635,0.06276566,-0.11224885,0.021901581,-0.047375295,0.016879551,0.16320963,-0.0660726,0.18986033,0.14461967,0.22336686,0.092230916,0.00962448,0.051180635,0.10445455,0.5150252,-0.1113295,0.08236262,0.16350448,0.28139353,0.01787052,-0.10563209,0.0071396814,-0.043851595,0.3391868,0.09460124,0.18398488,-0.07545733,0.11624405,0.13453592,-0.13144977,0.11799006,-0.11583628,0.25054377,0.31116125,-0.103931755,0.50759476,0.00820086,0.062037922,-0.03977358,0.052202657,-0.0054684323,-0.0009717639,-0.17773378,0.13861006,0.046262037,0.16956416,0.045234095,0.20872635,0.33990398,0.2627699,-0.029029781,-0.14798222,0.12527777,0.2264249,0.096454695,0.014593421,0.1373813,-0.12283915,0.1475535,-0.1253887,0.11144669,0.028682856,0.1374735,-0.010603077,-0.01791411,0.13490258,0.25893214,0.19369714,0.09286091,0.21310675,0.19348396,0.17919874,-0.021402946,-0.13864765,0.384113,0.13619103,0.26795483,0.0791247,0.024602486,0.023921583,0.2029412,0.029846596,0.15558285,0.09390249,0.28698346,0.35284626,0.18540955,0.2725707,0.21557729,-0.008942713,-0.038750626,0.11703348,0.12243205,-0.049131867,0.11503039,-0.043933697,0.15617925,0.20859359,-0.020562368,0.1821978,0.32836908,0.4196029,-0.02957449,0.18219613,0.21583891,-0.104846336,-0.024855949,-0.062214408,0.25361583,-0.10141399,0.19827867,0.105579175,-0.034734376,0.094536476,0.15449336,-0.093295485,0.13849008,0.067839794
CD3E,0.38792524,1.0000004,0.8318278,0.30737534,0.83111924,0.8229515,0.8447791,0.83781546,0.8368372,0.79621875,-0.00161151,0.33888733,-0.3604242,0.3036951,0.80122465,0.24013282,0.3763198,0.019175934,0.30842665,0.2865273,0.0539964,0.11233596,0.75992566,0.2677792,0.24859157,0.36994234,-0.021737615,0.42160776,0.6480598,0.17024638,0.16773798,-0.19638431,0.45638326,0.27665603,0.008538399,0.037276413,0.68080616,0.7252111,0.32162735,0.2187915,-0.013195189,-0.35962304,0.0585751,0.09959995,0.26518658,0.21647437,0.19785494,-0.044311218,-0.24532728,0.109391704,0.0024917189,0.35081574,0.09431766,0.3694493,0.08560218,-0.20178705,0.68136626,0.3310023,0.3888462,0.56206274,0.23403826,0.6773698,-0.15560111,0.19536008,-0.11386554,0.24500209,0.16203783,0.31163582,0.66832143,-0.17534329,0.2940759,0.68426025,0.56106836,0.16518743,0.26468426,0.15840447,0.032972187,-0.07686333,0.28241873,0.2630731,-0.105299965,0.2527719,-0.276658,0.09020178,-0.11670039,0.31357282,0.2085336,0.31923124,-0.1684317,0.53850603,0.08548105,0.1211429,0.27956793,0.43281582,0.28831047,0.1301313,-0.18980488,0.2958673,0.2824053,0.22609612,0.16729268,0.19202653,0.2054618,-0.15982693,0.1704375,-0.31467918,-0.055274144,0.34728816,0.08171506,0.30649087,0.38075823,0.13480474,0.15744539,0.120335035,0.0165256,0.10019867,0.31119365,-0.32593298,0.18207857,0.31270245,0.13551567,-0.26828238,-0.104370475,0.043411177,0.11599888,0.3038734,0.054827597,0.14032407,0.15919319,0.24100433,0.13171306,-0.08815653,0.17705518,-0.31693062,0.47427452,0.16578439,-0.24901927,0.22314125,0.051339205,0.18805769,0.06591171,0.11903162,-0.017423458,0.1523214,-0.07430528,0.18841897,-0.1918038,0.19433136,0.17926124,0.10862128,0.57035846,0.0993578,0.15009962,-0.21303058,0.21248731,0.23986124,-0.04275631,-0.065946035,0.0039138794,-0.01639703,0.017915292,-0.31438068,0.05104055,0.16622227,0.30598828,-0.19858558,-0.21157838,0.2003954,0.6336799,0.09780994,0.21059069,0.33815137,0.03681656,0.087305725,-0.23765256,-0.33944902,0.13266681,0.01106334,0.35979006,0.07870987,-0.09943723,-0.21114168,0.26185143,-0.05433771,0.25847235,0.16590697,0.0724246,0.3052358,0.0037513438,0.38122237,-0.06920128,-0.01017723,-0.06225843,0.2071086,0.23523417,-0.08499323,0.16151802,-0.19879241,0.22636291,0.054410256,0.16631687,0.07759631,0.17753541,0.15919548,-0.2659909,0.26156464,0.16115649,-0.060305025,-0.023481065,-0.008282778,0.009504464,0.0011327253,0.24949057,0.085047126,0.06543348,0.16145916,0.10302399,-0.017511453,0.19623055,0.18319784
LAT,0.36622348,0.8318278,1.0,0.30708057,0.8273103,0.8133652,0.8241222,0.8276034,0.8314449,0.8128975,0.015819008,0.32644978,-0.34460676,0.2761152,0.79736584,0.22788692,0.35207644,0.031008251,0.29315475,0.26014942,0.04609785,0.102474205,0.75382835,0.26684466,0.25037843,0.34436813,-0.06571919,0.37064305,0.6808674,0.15198137,0.16792998,-0.1464147,0.40730792,0.26030105,0.03977139,0.03170113,0.66199034,0.7135278,0.33176464,0.19604906,-0.038843185,-0.32579914,0.05331331,0.06063354,0.27137566,0.18611322,0.18138817,-0.040111475,-0.23173226,0.08550145,-0.005803917,0.32446185,0.12751949,0.37911418,0.107516624,-0.18772222,0.6980553,0.2892633,0.36020643,0.5608156,0.2219193,0.70879704,-0.14054409,0.1702822,-0.11689779,0.23155107,0.19312473,0.27049622,0.6666965,-0.18111691,0.2864006,0.65855026,0.577715,0.14356528,0.2727193,0.15083316,0.05431449,-0.071742184,0.2724429,0.25389358,-0.10573512,0.22468637,-0.24265282,0.08356527,-0.1004536,0.28031224,0.20261787,0.27896816,-0.1312558,0.5526403,0.08191372,0.09785718,0.24609914,0.44535458,0.2765335,0.11985866,-0.14512017,0.27494258,0.30004165,0.20886958,0.16103373,0.18164158,0.19398618,-0.13787423,0.18612517,-0.25643197,-0.04308866,0.32000577,0.08607316,0.25151488,0.3676018,0.15097587,0.14409406,0.12647678,0.006776343,0.12243707,0.28279033,-0.26293558,0.16501038,0.27801624,0.112611115,-0.29158223,-0.091871396,0.010251655,0.114006795,0.2711676,0.018142477,0.110445745,0.13463448,0.26711398,0.12509465,-0.104904845,0.15509264,-0.2823891,0.4711736,0.15003392,-0.2034482,0.18245836,0.013778112,0.1600561,0.09326707,0.10941798,-0.049986888,0.15011618,-0.070924096,0.15445498,-0.17510703,0.21113111,0.12859948,0.10844727,0.55841786,0.07790113,0.14403504,-0.19652635,0.20140506,0.21563932,-0.013350787,-0.07856886,-0.0048389877,0.01633406,0.016500887,-0.26236778,0.08138844,0.14402226,0.3182518,-0.21871097,-0.1617844,0.1721303,0.6181789,0.07823155,0.15701325,0.34319094,0.04596424,0.0988519,-0.20382427,-0.2884141,0.107285984,0.02948076,0.34816042,0.051863752,-0.059131213,-0.19177417,0.21512191,-0.05376478,0.21644051,0.13287172,0.08353089,0.27422586,0.0023430071,0.40163866,-0.060190387,-0.00290956,-0.059665367,0.19868557,0.22557692,-0.07151369,0.12564963,-0.16639893,0.20391963,0.027016247,0.17039505,0.05977086,0.16371326,0.12173837,-0.24963526,0.23426028,0.14746748,-0.041373078,-0.014982283,-0.043283664,0.01716341,0.04239393,0.24830574,0.07706453,0.07192348,0.13335544,0.10499713,0.0063183946,0.16471179,0.1853513
SENP5,0.6185865,0.30737534,0.30708057,0.99999833,0.3360209,0.33652708,0.319319,0.32193238,0.31895167,0.2787248,0.20514105,0.5681449,0.06712261,0.5284965,0.31451598,0.040384,0.63097024,0.33325496,0.5049826,0.5207461,0.3590545,0.19766667,0.33658156,0.43833697,0.38075104,0.13568689,0.1912523,0.23789287,0.2709813,0.22360909,0.037603818,0.05850534,0.116609305,0.41506696,-0.13641384,0.045705583,0.32121077,0.25094485,0.13482158,0.061320446,0.05468925,0.09184052,0.13929877,0.06753836,0.1642238,0.6536188,0.21001644,0.08371211,0.12650172,0.17768334,0.07248015,0.27086076,-0.02226768,0.20571335,0.093391895,-0.007153804,0.2580092,0.33932352,0.2955641,0.2013731,0.20809332,0.33851036,0.04754283,0.27286026,-0.09368729,0.018802151,0.08346002,0.0761622,0.22818191,-0.096381746,0.2708192,0.21191752,0.1645143,0.013885977,0.14405492,0.19235055,0.21108149,0.023709353,0.47685048,0.46841443,-0.014259181,0.1916036,0.037286997,-0.06960212,-0.11370277,0.20598406,0.017495323,0.010264002,-0.0064819963,0.2932864,0.3210907,0.10519166,0.18431923,0.22480497,0.12717414,-0.028785473,-0.1710807,0.45641047,0.13830604,0.055964284,0.0064647957,-0.0015703914,0.037567865,-0.05804686,-0.00020041957,0.010125666,0.046594817,0.08130072,-0.06163733,0.06296373,0.07643414,0.14090139,0.013585548,-0.058507487,0.095814995,0.05449837,0.53112394,-0.054485336,0.026815875,0.06773006,0.1919649,-0.07384965,-0.035899825,0.0049835425,-0.08398516,0.28254902,0.08318251,0.18185215,-0.092225395,0.036749538,0.10898531,-0.12824279,0.08634362,-0.1124421,0.15156806,0.30652276,-0.09206143,0.41677943,0.0002625298,0.008414672,0.005482699,-0.013414256,-0.046672635,-0.010337714,-0.14354594,0.03660963,0.008461725,0.1991734,0.022379799,0.1905462,0.25438964,0.15559085,-0.058940444,-0.12894762,0.09698719,0.12971243,0.14419548,0.054094397,0.07132212,-0.13987866,0.060743913,-0.056290973,0.09817814,0.027615255,0.10801474,0.0054655215,0.085188545,0.13807055,0.20421717,0.16910943,0.04774409,0.17313047,0.15724002,0.16819106,0.006935655,-0.06666551,0.4817425,0.0841754,0.22099797,0.04549527,0.086726464,0.035407715,0.093405165,0.049351532,0.078148685,0.05032328,0.24875242,0.39939097,0.15907939,0.24903579,0.19558069,-0.007480948,-0.005906677,0.06579166,0.017495401,-0.08162816,0.015624627,0.012985033,0.07486325,0.1897682,0.08175363,0.20893413,0.27913305,0.27466136,-0.013718392,0.11309613,0.21953595,-0.13772032,-0.015166394,-0.094726354,0.15623477,-0.1506431,0.16587542,0.15374579,-0.06038058,0.0338669,0.15492918,-0.1472285,0.03653338,0.010125241
PLCG1,0.42787483,0.83111924,0.8273103,0.3360209,1.0000046,0.8071584,0.8228966,0.8225601,0.8173842,0.786638,0.039984796,0.3644812,-0.2569056,0.3086386,0.824051,0.24858567,0.37985447,0.03664457,0.33567807,0.28717673,0.14396761,0.1421234,0.7718899,0.25769672,0.29624587,0.3118295,-0.0356575,0.43923622,0.67534566,0.1651818,0.12316231,-0.16563818,0.4459877,0.3364715,-0.02143602,0.039993003,0.69773924,0.71035117,0.28876677,0.1861125,-0.004871064,-0.24917278,0.071570456,0.052744925,0.26126283,0.25719807,0.20208068,-0.06785907,-0.1506626,0.15874797,0.019057427,0.36821926,0.1100871,0.34762248,0.09391559,-0.17351763,0.6826646,0.32589212,0.43102896,0.5431874,0.2407709,0.7001869,-0.10189989,0.16495624,-0.13047685,0.20740007,0.15838721,0.2645813,0.6611584,-0.1567942,0.30733776,0.66869634,0.56753486,0.15507922,0.2252236,0.15314275,0.065760866,-0.09330799,0.33231953,0.27855247,-0.08800925,0.23286548,-0.1897447,0.019709624,-0.105786934,0.34042978,0.15368026,0.2899593,-0.11537887,0.5565831,0.123996295,0.111043416,0.26660907,0.48362377,0.25048196,0.12353976,-0.16915153,0.3291408,0.32289284,0.19264142,0.16703679,0.18293175,0.17175718,-0.15452485,0.13334991,-0.26419723,-0.057580464,0.32888067,0.05990024,0.2449049,0.36166772,0.16976753,0.1476125,0.09621763,0.03176024,0.097236425,0.33159694,-0.27740327,0.12987325,0.28248394,0.17298518,-0.20371191,-0.11078302,0.06590657,0.06905792,0.32981673,0.064569406,0.1665328,0.11948656,0.29204002,0.12659769,-0.08740237,0.19892736,-0.28202415,0.4757301,0.19396897,-0.21353202,0.24096835,-0.005954419,0.1545541,0.01169454,0.07437579,-0.033816915,0.11236634,-0.10704218,0.14802611,-0.17053972,0.1946139,0.14791794,0.14586502,0.59051955,0.14435433,0.105738536,-0.2042359,0.19987962,0.24105756,-0.020928862,-0.06525729,0.006068328,-0.032877486,0.040818475,-0.2583158,0.094685845,0.112863906,0.2717555,-0.17428967,-0.17009251,0.17604731,0.62112874,0.11838384,0.20317225,0.321021,0.061042372,0.10474489,-0.18476392,-0.2839223,0.1363944,0.053341035,0.36708462,0.07063656,-0.038478807,-0.13213587,0.23173383,-0.060900226,0.20589553,0.123271815,0.105427295,0.30946198,0.0065298425,0.39703718,0.013856802,0.0022681796,-0.07050426,0.19194238,0.21008627,-0.054032207,0.11095931,-0.13368675,0.24339549,0.099786885,0.14054519,0.06164875,0.16260147,0.16799022,-0.22338481,0.27069828,0.14043984,-0.0998848,-0.00854826,-0.045807727,0.05636584,-0.014336216,0.2722895,0.081085056,0.04028095,0.11302982,0.10153481,-0.037571352,0.17908248,0.15003057
ZAP70,0.38957638,0.8229515,0.8133652,0.33652708,0.8071584,0.9999982,0.8281694,0.83264697,0.8203553,0.77391815,0.042874146,0.35825747,-0.34581104,0.29272136,0.77755,0.23567173,0.39525682,0.06764698,0.30854917,0.2817339,0.06458355,0.12163979,0.74524975,0.28835267,0.25899237,0.36942685,-0.039151657,0.3817322,0.6520305,0.15750001,0.20238401,-0.10604924,0.39362276,0.28071576,0.06496406,0.06828788,0.66909105,0.6702525,0.31875777,0.21211743,-0.0034078187,-0.3380743,0.058825273,0.0038281966,0.261725,0.21534394,0.2518705,-0.02507591,-0.22411563,0.14611039,0.0132735185,0.30849412,0.098636515,0.3443338,0.10601698,-0.16733034,0.65740836,0.29621947,0.3450734,0.559763,0.21932861,0.68308383,-0.14980671,0.20536467,-0.116036646,0.24856669,0.17806187,0.30130336,0.651235,-0.1495487,0.27225924,0.63510424,0.5251934,0.16445279,0.2697832,0.14412007,0.058872826,-0.063248195,0.2768358,0.27914768,-0.11305419,0.22405802,-0.2963442,0.10395037,-0.089299634,0.27024448,0.21173331,0.26115733,-0.098657206,0.52999187,0.10416727,0.12001332,0.2476252,0.42676964,0.28045675,0.09479542,-0.12506737,0.2995138,0.29392853,0.23487279,0.17592648,0.20178562,0.15237707,-0.15041728,0.14762647,-0.27821642,-0.06994004,0.30049005,0.1497831,0.22404915,0.36202455,0.14364791,0.11899785,0.10967145,0.02554264,0.10712778,0.3361393,-0.2818646,0.14639431,0.25501117,0.10384981,-0.2741759,-0.075274326,0.011209334,0.13937196,0.2859302,0.060174752,0.13173835,0.18177009,0.26316485,0.11169961,-0.07670078,0.1968121,-0.30866638,0.46083677,0.17137249,-0.24006285,0.22140418,0.06000928,0.17304824,0.1054296,0.056831263,-0.060095944,0.15653327,-0.06567756,0.15645981,-0.19747792,0.20206724,0.14766212,0.11196599,0.52932614,0.076926775,0.12394564,-0.14884108,0.21391034,0.18836078,-0.021078985,-0.09576863,0.003749001,0.010161479,0.026821846,-0.24955752,0.10381581,0.1890653,0.30196798,-0.21112978,-0.14127186,0.20685849,0.6234469,0.07110123,0.1960696,0.34106123,0.03367712,0.087917395,-0.2080152,-0.2978243,0.12560745,0.012819826,0.31777245,0.05738706,-0.05108852,-0.18807839,0.21996559,-0.07891388,0.22115123,0.1637865,0.09953562,0.28417733,-0.050177053,0.35604015,-0.034922488,0.0299048,-0.054385066,0.19001772,0.21612915,-0.08228198,0.11336473,-0.14036427,0.20203042,0.055133507,0.15823464,0.086496525,0.17580687,0.13968194,-0.2573774,0.24986035,0.18000764,-0.023757074,-0.010733101,-0.032612197,0.0014477506,0.038742397,0.25789905,0.10375427,0.09227781,0.12045091,0.12238074,0.016084598,0.15919802,0.18865961
CD3D,0.39402473,0.8447791,0.8241222,0.319319,0.8228966,0.8281694,0.9999996,0.85111517,0.83895755,0.7931498,0.0027883276,0.35359314,-0.33628657,0.30396754,0.80710477,0.21895567,0.36426637,0.024837425,0.31057474,0.25882572,0.07814582,0.1442817,0.76937574,0.2751113,0.26028952,0.34409055,-0.015695293,0.40167344,0.6450456,0.16151239,0.16565356,-0.16345096,0.42600352,0.29750445,0.0120199835,0.056706104,0.69492656,0.7316033,0.32344234,0.21269071,-0.017908854,-0.31921166,0.050050616,0.07435983,0.25813913,0.22070247,0.18506394,-0.063841715,-0.22709855,0.10729299,0.040302802,0.3593399,0.12872075,0.36502007,0.09111436,-0.17073599,0.6834345,0.32624412,0.38824737,0.5666749,0.22866277,0.70367783,-0.12261456,0.15915905,-0.13431758,0.24122362,0.14831418,0.29709738,0.674564,-0.1773628,0.3062826,0.668447,0.5473819,0.16945525,0.26227045,0.176614,0.076938376,-0.08994585,0.2935312,0.27056083,-0.09763402,0.2579161,-0.24339667,0.0679312,-0.097991034,0.30971918,0.1949468,0.2990488,-0.14834924,0.5643434,0.13155453,0.117588624,0.29704225,0.44636267,0.28098664,0.1331041,-0.19894205,0.3151879,0.28828084,0.23259068,0.16979608,0.17359972,0.17876418,-0.13585407,0.15565515,-0.2771023,-0.050633356,0.3289147,0.08422719,0.2794028,0.36246276,0.15371439,0.1329419,0.082607076,0.038050104,0.11187052,0.31283814,-0.28578356,0.16376661,0.27537736,0.16100755,-0.216657,-0.115075655,0.038042407,0.10547569,0.30927107,0.043396987,0.15461622,0.14433599,0.24583183,0.1325442,-0.095573366,0.179659,-0.3040795,0.48239902,0.20156075,-0.26291558,0.23271397,0.023239726,0.17266102,0.095414355,0.110295475,-0.028280089,0.13305712,-0.09341878,0.1694936,-0.15059684,0.2017775,0.1529402,0.13173348,0.5803948,0.117231175,0.13079053,-0.19126289,0.23706989,0.20149118,-0.014453415,-0.056436434,-0.0001396923,-0.015506247,0.03342685,-0.28169486,0.088278264,0.16337232,0.30376974,-0.17432667,-0.18799335,0.18196401,0.63435656,0.14096324,0.18450654,0.36084184,0.07404972,0.11984354,-0.21314532,-0.3259392,0.108226776,0.022091137,0.35955042,0.08845284,-0.08946542,-0.21109037,0.2399107,-0.061834354,0.24603352,0.15832108,0.10545323,0.29850212,0.03120963,0.40429917,-0.05290751,-0.014657315,-0.07255271,0.2135685,0.23813784,-0.09688362,0.1293063,-0.19080406,0.2447184,0.092344046,0.1409387,0.05419594,0.16841556,0.1629599,-0.2554393,0.28677037,0.16250709,-0.061550062,-0.04824181,-0.029221766,-0.014497737,-0.008077791,0.28904352,0.0895596,0.06581119,0.16435663,0.12814379,-0.02988446,0.16945297,0.16238557
LCP2,0.4100837,0.83781546,0.8276034,0.32193238,0.8225601,0.83264697,0.85111517,0.999999,0.84838384,0.80077153,0.03833328,0.35774577,-0.3241398,0.30217907,0.80178887,0.20231156,0.38392222,0.033898436,0.30775642,0.25635138,0.07573617,0.14816591,0.77106184,0.28920534,0.2749601,0.37038463,-0.008802653,0.3958101,0.6576522,0.14694697,0.2130198,-0.12994069,0.40439066,0.30154115,0.026460776,0.041752495,0.6968325,0.7017238,0.34131393,0.21052025,-0.030848976,-0.32567185,0.035032235,0.08406978,0.27567673,0.21072456,0.20180444,-0.045840915,-0.24648024,0.10452374,0.02883742,0.3431425,0.081447415,0.3618172,0.114078745,-0.1722281,0.68364006,0.3276918,0.37406722,0.5775669,0.2356648,0.68960625,-0.12580878,0.17399447,-0.10202475,0.22446321,0.1766798,0.30207807,0.66304165,-0.17989515,0.28031483,0.6437984,0.54293233,0.18412997,0.2631628,0.18157853,0.07068862,-0.12083254,0.29756543,0.28593218,-0.101730734,0.22630523,-0.2522309,0.09382681,-0.11763901,0.29550877,0.20064034,0.29553658,-0.11089166,0.56155694,0.12688342,0.11824807,0.29318953,0.4625295,0.29399967,0.120998874,-0.13063958,0.3005378,0.29071862,0.2429677,0.1679979,0.18720669,0.14240204,-0.14865124,0.17536786,-0.2824039,-0.06329959,0.33853287,0.08561128,0.28093323,0.37153247,0.17175551,0.12571177,0.08293246,0.045362454,0.13895147,0.32632324,-0.2697851,0.15774435,0.2556047,0.15519683,-0.23795977,-0.12386084,0.008856368,0.110681884,0.29682142,0.029504756,0.14924254,0.1282627,0.24759623,0.11320402,-0.10343377,0.1803163,-0.30354148,0.46566343,0.19543475,-0.24704576,0.22892201,0.04583951,0.18185894,0.08704213,0.11167897,-0.033319037,0.13969386,-0.088224344,0.17086434,-0.15556282,0.21245849,0.14605094,0.1439865,0.55942523,0.09166167,0.13076992,-0.16293931,0.23237777,0.20303611,-0.0054153223,-0.088161096,-0.003733615,0.006074968,0.026216103,-0.26225537,0.11693284,0.1604493,0.31041837,-0.18867356,-0.16915318,0.18389355,0.6392172,0.122259796,0.19310269,0.374722,0.098751605,0.10927034,-0.19498225,-0.30826673,0.112599775,0.038193896,0.3412722,0.08097043,-0.06435883,-0.21599743,0.24567725,-0.09217257,0.23709619,0.1663078,0.13426034,0.30349553,0.043297764,0.39070284,-0.03353914,-0.00063478487,-0.08566839,0.21196681,0.26508674,-0.090785265,0.14056207,-0.1619467,0.23801571,0.07864344,0.15010785,0.06483582,0.18648688,0.17766084,-0.26106268,0.29037353,0.1620814,-0.025232298,-0.03685302,-0.020383406,0.011950164,0.038253106,0.288997,0.11030878,0.09418458,0.15978268,0.11314982,0.0038904499,0.16682497,0.19632187
CD3G,0.40034562,0.8368372,0.8314449,0.31895167,0.8173842,0.8203553,0.83895755,0.84838384,1.0000006,0.8042125,0.07497018,0.34906888,-0.30123487,0.2914851,0.81152755,0.22678043,0.35305813,0.09255771,0.2896094,0.24786289,0.068602584,0.12698385,0.7570084,0.25585636,0.2567606,0.3500088,-0.08435246,0.36233586,0.6564001,0.11021831,0.19560938,-0.11657166,0.3917397,0.30002797,0.034608588,-0.009441914,0.6712996,0.703384,0.3519617,0.19923066,-0.04249472,-0.3233807,0.0007397098,0.036928486,0.28492275,0.22837964,0.17975952,-0.06580065,-0.23595437,0.076969735,-0.012475011,0.3306752,0.10101667,0.3467696,0.09144649,-0.192488,0.69438946,0.32192516,0.35955372,0.5581932,0.22340955,0.7142518,-0.13122423,0.14524056,-0.12625705,0.1948279,0.18125415,0.2782926,0.6437183,-0.18058717,0.29150414,0.6661241,0.5712703,0.12749498,0.23924232,0.13607475,0.03854712,-0.13091801,0.27134,0.26364273,-0.13646448,0.21185204,-0.22489677,0.102249585,-0.12121945,0.28916058,0.18791768,0.272963,-0.12320042,0.5579012,0.111132376,0.11260046,0.26557937,0.41914245,0.26745278,0.11112931,-0.11503285,0.2935014,0.2853887,0.22604793,0.15137713,0.16175841,0.15123646,-0.12533323,0.1596351,-0.27616447,-0.067577675,0.3133953,0.05510365,0.2866827,0.36275074,0.17684841,0.1012759,0.09965682,0.019528348,0.12014824,0.3270893,-0.243318,0.12822519,0.2700995,0.12079755,-0.24248385,-0.14651114,-0.006460484,0.09570915,0.2752344,0.036174323,0.089550115,0.087168165,0.2616004,0.098042056,-0.11211061,0.12853844,-0.2684373,0.44544852,0.18531689,-0.21220621,0.22619672,0.0065894383,0.16888343,0.061921462,0.09147383,-0.037444353,0.116107404,-0.078558646,0.14143306,-0.1872536,0.19891697,0.12720321,0.11385855,0.56755984,0.08487267,0.11409151,-0.17387083,0.2007624,0.22947624,-0.026565503,-0.10611371,0.0015195475,-0.008655165,0.035651486,-0.24739255,0.10269068,0.14066143,0.32649827,-0.2080876,-0.15405333,0.17176431,0.6361065,0.081130564,0.15808076,0.34191763,0.049893487,0.08792562,-0.15471214,-0.2763316,0.13024078,0.020843284,0.32688951,0.058374602,-0.041709125,-0.19529995,0.19485487,-0.09128121,0.2087114,0.15417926,0.13093843,0.3138139,0.0029782879,0.38143495,-0.044465847,-0.03429008,-0.11539273,0.1702282,0.25793734,-0.09685859,0.12158783,-0.12659371,0.21593386,0.054631688,0.15563884,0.0464697,0.18845971,0.14202775,-0.22808567,0.262411,0.13479395,-0.037077334,-0.012683675,-0.030892955,0.003743705,0.037843674,0.26628926,0.07301296,0.069611736,0.12006151,0.12138708,-0.013894018,0.15140343,0.17027321
