pc,power_rho,power_confounded
1,0.003302594487487848,False
2,-0.12113291513007866,False
3,-0.018019245982589957,False
4,-0.03364361482370523,False
5,-0.007374472912038248,False
6,0.1074440484714586,False
7,0.0062654609327912536,False
8,-0.014662054608614243,False
9,0.009572772442660275,False
10,0.055280836937968814,False
