community,gene,max_genetic_score,diseases_hit,score_SLE,score_RA,score_MS,score_Sjogren,score_T1D
5,MLKL,0.042,RA,0.0,0.042,0.0,0.0,0.0
5,CD48,0.036,MS,0.0,0.0,0.036,0.0,0.0
5,DRAP1,0.034,MS,0.0,0.0,0.034,0.0,0.0
5,EVI2A,0.034,T1D,0.0,0.0,0.0,0.0,0.034
5,NSUN2,0.032,MS,0.0,0.0,0.032,0.0,0.0
6,TXNDC11,0.683,RA,0.0,0.683,0.0,0.0,0.0
6,GTF2I,0.682,SLE;RA;Sjogren,0.682,0.196,0.0,0.576,0.0
6,NAB1,0.637,SLE;RA,0.28,0.637,0.0,0.0,0.0
6,ENG,0.547,SLE,0.547,0.0,0.0,0.0,0.0
6,IL4R,0.541,RA,0.0,0.541,0.0,0.0,0.0
6,ULK4,0.484,MS,0.0,0.0,0.484,0.0,0.0
6,IRF7,0.473,SLE;RA,0.473,0.228,0.0,0.0,0.0
6,DENND1B,0.447,RA,0.0,0.447,0.0,0.0,0.0
6,TMEM268,0.417,RA,0.0,0.417,0.0,0.0,0.0
6,RNF216,0.393,RA,0.0,0.393,0.0,0.0,0.0
6,YDJC,0.389,SLE;RA,0.389,0.376,0.0,0.0,0.0
6,CLN3,0.361,SLE;RA;T1D,0.06,0.075,0.0,0.0,0.361
6,CSK,0.354,SLE,0.354,0.0,0.0,0.0,0.0
6,RAB28,0.354,RA,0.0,0.354,0.0,0.0,0.0
6,NFKBIL1,0.353,RA,0.0,0.353,0.0,0.0,0.0
6,FKBP5,0.33,RA,0.0,0.33,0.0,0.0,0.0
6,XPA,0.316,RA,0.0,0.316,0.0,0.0,0.0
6,CCSER2,0.303,T1D,0.0,0.0,0.0,0.0,0.303
6,GLRX,0.107,Sjogren,0.0,0.0,0.0,0.107,0.0
6,IFITM2,0.104,MS,0.0,0.0,0.104,0.0,0.0
6,TBC1D10A,0.08,RA,0.0,0.08,0.0,0.0,0.0
6,DYM,0.072,MS,0.0,0.0,0.072,0.0,0.0
6,AGAP2,0.035,MS,0.0,0.0,0.035,0.0,0.0
6,SNX8,0.031,T1D,0.0,0.0,0.0,0.0,0.031
7,FBXW8,0.368,RA,0.0,0.368,0.0,0.0,0.0
7,UBE3C,0.368,T1D,0.0,0.0,0.0,0.0,0.368
7,TMEM161B,0.299,SLE,0.299,0.0,0.0,0.0,0.0
7,TSFM,0.281,MS,0.0,0.0,0.281,0.0,0.0
7,HDGFL2,0.11,MS,0.0,0.0,0.11,0.0,0.0
7,KIFC1,0.104,RA,0.0,0.104,0.0,0.0,0.0
7,ACP2,0.068,MS,0.0,0.0,0.068,0.0,0.0
7,MRM2,0.065,RA;T1D,0.0,0.065,0.0,0.0,0.04
7,GFM1,0.052,SLE,0.052,0.0,0.0,0.0,0.0
7,METTL17,0.037,T1D,0.0,0.0,0.0,0.0,0.037
7,GTPBP10,0.033,T1D,0.0,0.0,0.0,0.0,0.033
7,EOGT,0.031,SLE,0.031,0.0,0.0,0.0,0.0
