target_contrast,target_contrast_gene_name,culture_condition,single_guide_estimate,n_guides,guide_correlation_all,guide_correlation_signif,guide_n_signif_ontarget,donor_correlation_all_mean,donor_correlation_hits_mean,donor_correlation_hits_min
ENSG00000100298,APOBEC3H,Stim8hr,False,2.0,0.1013149081994092,,2.0,,,
ENSG00000184730,APOBR,Rest,False,2.0,0.019825138381277,0.9484260506909432,2.0,,,
ENSG00000184730,APOBR,Stim48hr,False,2.0,-0.008925620982765,,2.0,,,
ENSG00000184730,APOBR,Stim8hr,False,2.0,0.02741118054576,,2.0,,,
ENSG00000130208,APOC1,Rest,False,2.0,0.0299100059147825,,0.0,,,
ENSG00000130208,APOC1,Stim48hr,False,2.0,0.0904220872195682,,0.0,,,
ENSG00000130208,APOC1,Stim8hr,False,2.0,0.04012657583961,,0.0,,,
ENSG00000110245,APOC3,Rest,False,2.0,0.0795413716394371,,0.0,,,
ENSG00000110245,APOC3,Stim48hr,False,2.0,0.0904643277430568,,0.0,,,
ENSG00000110245,APOC3,Stim8hr,False,2.0,0.1201949622691702,,0.0,,,
ENSG00000189058,APOD,Rest,False,2.0,0.107822981934014,,2.0,,,
ENSG00000189058,APOD,Stim48hr,False,2.0,0.1114620869029442,,2.0,,,
ENSG00000189058,APOD,Stim8hr,False,2.0,0.1123948987562838,,2.0,,,
ENSG00000130203,APOE,Rest,False,2.0,0.1433940314620047,,0.0,,,
ENSG00000130203,APOE,Stim48hr,False,2.0,0.003181049781342,0.0089952700591016,1.0,,,
ENSG00000130203,APOE,Stim8hr,False,2.0,0.0427873731368972,,1.0,,,
ENSG00000100342,APOL1,Rest,False,2.0,,,,,,
ENSG00000100342,APOL1,Stim48hr,False,2.0,,,,,,
ENSG00000100342,APOL1,Stim8hr,False,2.0,,,,,,
ENSG00000128335,APOL2,Rest,False,2.0,0.2653498331349152,1.0,2.0,,,
ENSG00000128335,APOL2,Stim48hr,False,2.0,0.1324792870202495,1.0,2.0,,,
ENSG00000128335,APOL2,Stim8hr,False,2.0,0.1630406892243575,1.0,2.0,,,
ENSG00000128284,APOL3,Rest,False,2.0,-0.0220399879635866,1.0,2.0,,,
ENSG00000128284,APOL3,Stim48hr,False,2.0,0.0010748104007123,,2.0,,,
ENSG00000128284,APOL3,Stim8hr,False,2.0,0.0043405693614286,,2.0,,,
ENSG00000221963,APOL6,Rest,False,2.0,,,,,,
ENSG00000221963,APOL6,Stim48hr,False,2.0,0.0419474052036931,-0.5174245904108976,2.0,,,
ENSG00000221963,APOL6,Stim8hr,False,2.0,0.0299990769874534,-0.3702851540675614,2.0,,,
ENSG00000178878,APOLD1,Rest,True,1.0,0.1477050019655535,,1.0,,,
ENSG00000178878,APOLD1,Stim48hr,True,1.0,0.0468605391503218,0.9982772543701994,1.0,,,
ENSG00000178878,APOLD1,Stim8hr,True,1.0,0.0955674064557725,,1.0,,,
ENSG00000204444,APOM,Rest,True,1.0,,,,,,
ENSG00000204444,APOM,Stim48hr,True,1.0,,,,,,
ENSG00000204444,APOM,Stim8hr,True,1.0,,,,,,
ENSG00000184831,APOO,Rest,False,2.0,0.1021192166036872,,2.0,,,
ENSG00000184831,APOO,Stim48hr,False,2.0,0.1181934814708188,,2.0,,,
ENSG00000184831,APOO,Stim8hr,False,2.0,0.0814051657065002,,2.0,,,
ENSG00000155008,APOOL,Rest,False,2.0,0.0539000758571031,1.0,2.0,,,
ENSG00000155008,APOOL,Stim48hr,False,2.0,,,,,,
ENSG00000155008,APOOL,Stim8hr,False,2.0,0.0304236618394544,,2.0,,,
ENSG00000256053,COA8,Rest,False,2.0,0.0431667819375435,,2.0,,,
ENSG00000256053,COA8,Stim48hr,False,2.0,0.0619748665448138,1.0,2.0,,,
ENSG00000256053,COA8,Stim8hr,False,2.0,0.0766062267776462,1.0,2.0,,,
ENSG00000142192,APP,Rest,False,2.0,-0.0235619403376554,,2.0,,,
ENSG00000142192,APP,Stim48hr,False,2.0,0.0031779310335073,0.8456745153977161,2.0,,,
ENSG00000142192,APP,Stim8hr,False,2.0,-0.0533017574393221,0.9414832180646728,2.0,,,
ENSG00000062725,APPBP2,Rest,False,2.0,0.1301632035308233,0.3206658104497789,2.0,0.1275741326297597,0.9155085246315248,0.8739317485338759
ENSG00000062725,APPBP2,Stim48hr,False,2.0,0.1906324728304397,0.5381506030289636,2.0,,,
ENSG00000062725,APPBP2,Stim8hr,False,2.0,0.0832278846463089,0.5545168594740972,2.0,,,
ENSG00000136044,APPL2,Rest,False,2.0,0.0545271730266112,0.1738367022102192,2.0,,,
ENSG00000136044,APPL2,Stim48hr,False,2.0,,,,,,
ENSG00000136044,APPL2,Stim8hr,False,2.0,0.1218431066489399,0.1319131797526079,2.0,0.3256986709349813,0.6610485469782462,0.6302557861901107
ENSG00000198931,APRT,Rest,False,2.0,,,,,,
ENSG00000198931,APRT,Stim48hr,False,2.0,0.0260460998673475,0.2557387955162848,2.0,,,
ENSG00000198931,APRT,Stim8hr,False,2.0,,,,,,
ENSG00000137074,APTX,Rest,False,2.0,-0.0361297557328358,,2.0,,,
ENSG00000137074,APTX,Stim48hr,False,2.0,-0.0269905712700469,,2.0,,,
ENSG00000137074,APTX,Stim8hr,False,2.0,-0.0227523462738461,,2.0,,,
ENSG00000240583,AQP1,Rest,False,2.0,0.0486865589742267,,0.0,,,
ENSG00000240583,AQP1,Stim48hr,False,2.0,-0.0065773357371495,,0.0,,,
ENSG00000240583,AQP1,Stim8hr,False,2.0,0.0025414118474701,,0.0,,,
ENSG00000178301,AQP11,Rest,False,2.0,0.1411507673935454,,2.0,,,
ENSG00000178301,AQP11,Stim48hr,False,2.0,0.0596107580369211,,2.0,,,
ENSG00000178301,AQP11,Stim8hr,False,2.0,0.0437823191487181,,2.0,,,
ENSG00000165272,AQP3,Rest,False,2.0,-0.0300286210571743,1.0,2.0,,,
ENSG00000165272,AQP3,Stim48hr,False,2.0,0.0847945085297462,,2.0,,,
ENSG00000165272,AQP3,Stim8hr,False,2.0,0.0782059173452746,,2.0,,,
ENSG00000161798,AQP5,Rest,False,2.0,-0.1546250164602641,-0.9974313682867472,0.0,,,
ENSG00000161798,AQP5,Stim48hr,False,2.0,-0.065242684866125,-0.082691370595067,0.0,,,
ENSG00000161798,AQP5,Stim8hr,False,2.0,-0.0309937808541419,-1.0,0.0,,,
ENSG00000103569,AQP9,Rest,False,2.0,0.0421194254724588,,0.0,,,
ENSG00000103569,AQP9,Stim48hr,False,2.0,0.0587087891920521,,0.0,,,
ENSG00000103569,AQP9,Stim8hr,False,2.0,0.0549704409481602,,0.0,,,
ENSG00000169083,AR,Rest,False,2.0,-0.021672745773691,0.5727568951511672,0.0,,,
ENSG00000169083,AR,Stim48hr,False,2.0,0.0444898604357846,0.4050092684924145,0.0,,,
ENSG00000169083,AR,Stim8hr,False,2.0,0.0846255610552011,0.9515308958713304,0.0,,,
ENSG00000078061,ARAF,Rest,False,2.0,0.0119867768931974,1.0,2.0,,,
ENSG00000078061,ARAF,Stim48hr,False,2.0,0.0797246938854375,0.9843997750693608,2.0,,,
ENSG00000078061,ARAF,Stim8hr,False,2.0,0.0669563456583396,0.6641054607546543,2.0,,,
ENSG00000186635,ARAP1,Rest,False,2.0,0.1231795178623576,-1.0,2.0,,,
ENSG00000186635,ARAP1,Stim48hr,False,2.0,0.0564675538679172,-1.0,2.0,,,
ENSG00000186635,ARAP1,Stim8hr,False,2.0,0.0423509325784909,-0.5748010493139146,2.0,,,
ENSG00000047365,ARAP2,Rest,True,1.0,-0.0713090901603563,-0.5763241556565954,1.0,,,
ENSG00000047365,ARAP2,Stim48hr,True,1.0,0.1263623433943003,0.0395008077529044,1.0,,,
ENSG00000047365,ARAP2,Stim8hr,True,1.0,0.0799232916878384,0.4540322781987912,2.0,,,
ENSG00000120318,ARAP3,Rest,False,2.0,0.075755410110922,,2.0,,,
ENSG00000120318,ARAP3,Stim48hr,False,2.0,0.0940713384495238,,2.0,,,
ENSG00000120318,ARAP3,Stim8hr,False,2.0,0.0954876194580411,,2.0,,,
ENSG00000198576,ARC,Rest,False,2.0,0.0922312349727894,-0.6320925169699423,0.0,,,
ENSG00000198576,ARC,Stim48hr,False,2.0,-0.0356224133600206,,0.0,,,
ENSG00000198576,ARC,Stim8hr,False,2.0,,,,,,
ENSG00000109321,AREG,Rest,False,2.0,,,,,,
ENSG00000109321,AREG,Stim48hr,False,2.0,0.1255263522615702,0.3591429578214418,2.0,,,
ENSG00000109321,AREG,Stim8hr,False,2.0,,,,,,
ENSG00000119682,AREL1,Rest,False,2.0,-0.0193957805387605,0.0032134218627773,1.0,,,
ENSG00000119682,AREL1,Stim48hr,False,2.0,-0.0233579221514511,-0.566188559516837,2.0,,,
ENSG00000119682,AREL1,Stim8hr,False,2.0,0.0195936303425926,0.250540221757948,2.0,,,
ENSG00000143761,ARF1,Rest,False,2.0,0.1651336500119821,0.157734376802704,1.0,0.1627608733850886,0.7133140931841345,0.6321812048085834
ENSG00000143761,ARF1,Stim48hr,False,2.0,0.126983349442306,-0.5346145976878607,2.0,,,
ENSG00000143761,ARF1,Stim8hr,False,2.0,0.117399371932525,-0.3585056809316445,1.0,0.1023356103554713,0.7636178928592087,0.5561507720777491
ENSG00000134287,ARF3,Rest,False,2.0,0.1133402468462713,,2.0,,,
ENSG00000134287,ARF3,Stim48hr,False,2.0,0.0198385668153996,,2.0,,,
ENSG00000134287,ARF3,Stim8hr,False,2.0,0.0866769465435502,,2.0,,,
ENSG00000168374,ARF4,Rest,True,1.0,,,,,,
ENSG00000168374,ARF4,Stim48hr,False,2.0,,,,,,
ENSG00000168374,ARF4,Stim8hr,False,2.0,,,,0.10675116102406,0.8016634912354585,0.776344623851608
ENSG00000004059,ARF5,Rest,False,2.0,-0.0013435602465853,1.0,2.0,,,
ENSG00000004059,ARF5,Stim48hr,False,2.0,0.0441817995068978,0.9072214235743128,2.0,,,
ENSG00000004059,ARF5,Stim8hr,False,2.0,0.0595461868817713,1.0,2.0,,,
ENSG00000165527,ARF6,Rest,False,2.0,0.1589075266794043,-1.0,2.0,,,
ENSG00000165527,ARF6,Stim48hr,False,2.0,0.1391685576292239,-0.0852682899177354,2.0,,,
ENSG00000165527,ARF6,Stim8hr,False,2.0,0.156251076965923,-1.0,2.0,,,
ENSG00000101199,ARFGAP1,Rest,False,2.0,0.0465953159671738,0.4954564945819834,2.0,,,
ENSG00000101199,ARFGAP1,Stim48hr,False,2.0,0.0644897739659142,0.1384491657531423,2.0,,,
ENSG00000101199,ARFGAP1,Stim8hr,False,2.0,0.0302103045866291,0.009955777060537,2.0,,,
ENSG00000149182,ARFGAP2,Rest,False,2.0,0.1391380020387276,1.0,2.0,,,
ENSG00000149182,ARFGAP2,Stim48hr,False,2.0,0.1376331899069507,0.9957982600220212,2.0,,,
ENSG00000149182,ARFGAP2,Stim8hr,False,2.0,0.1698643817439939,0.8828547617387132,2.0,,,
ENSG00000242247,ARFGAP3,Rest,False,2.0,0.1650331899262443,1.0,2.0,,,
ENSG00000242247,ARFGAP3,Stim48hr,False,2.0,0.0746784376989665,,2.0,,,
ENSG00000242247,ARFGAP3,Stim8hr,False,2.0,0.1168079943859213,1.0,2.0,,,
ENSG00000066777,ARFGEF1,Rest,False,2.0,-0.0236313011932963,-0.1578625086454337,2.0,,,
ENSG00000066777,ARFGEF1,Stim48hr,False,2.0,,,,,,
ENSG00000066777,ARFGEF1,Stim8hr,False,2.0,0.0287675162876756,0.174611619925417,2.0,0.0532841994193648,0.5250140053699596,0.4609865186646881
ENSG00000124198,ARFGEF2,Rest,True,1.0,,,,,,
ENSG00000124198,ARFGEF2,Stim48hr,True,1.0,,,,,,
ENSG00000124198,ARFGEF2,Stim8hr,True,1.0,0.0555213437341162,0.6254680877068157,2.0,,,
ENSG00000164144,ARFIP1,Rest,False,2.0,0.1192454504409525,1.0,2.0,,,
ENSG00000164144,ARFIP1,Stim48hr,False,2.0,0.1421798785539927,0.9707817772792956,2.0,,,
ENSG00000164144,ARFIP1,Stim8hr,False,2.0,0.1102835161264337,0.9643532913369256,2.0,,,
ENSG00000132254,ARFIP2,Rest,False,2.0,0.1421812810806826,0.9409632054093056,2.0,,,
ENSG00000132254,ARFIP2,Stim48hr,False,2.0,0.1528064367604455,0.8951085464379753,2.0,,,
ENSG00000132254,ARFIP2,Stim8hr,False,2.0,0.1155393445711972,0.7113835388477019,2.0,,,
ENSG00000101246,ARFRP1,Rest,False,2.0,0.0861560980254532,0.1496399210874577,1.0,,,
ENSG00000101246,ARFRP1,Stim48hr,False,2.0,,,,,,
ENSG00000101246,ARFRP1,Stim8hr,False,2.0,,,,,,
ENSG00000118520,ARG1,Rest,True,1.0,,,,,,
ENSG00000118520,ARG1,Stim48hr,True,1.0,,,,,,
ENSG00000118520,ARG1,Stim8hr,True,1.0,,,,,,
ENSG00000081181,ARG2,Rest,False,2.0,0.215526884694363,,2.0,,,
ENSG00000081181,ARG2,Stim48hr,False,2.0,-0.0054019211555893,0.6996652861058937,2.0,,,
ENSG00000081181,ARG2,Stim8hr,False,2.0,0.1717038956521173,,2.0,,,
ENSG00000186103,ARGFX,Rest,False,2.0,-0.0012920001264385,,0.0,,,
ENSG00000186103,ARGFX,Stim48hr,False,2.0,0.0088738278336383,,0.0,,,
ENSG00000186103,ARGFX,Stim8hr,False,2.0,0.0531421536747345,,0.0,,,
ENSG00000134884,ARGLU1,Rest,False,2.0,0.1069355302254819,0.3520811679743456,2.0,,,
ENSG00000134884,ARGLU1,Stim48hr,False,2.0,0.0381555597491276,0.2929955136132084,2.0,,,
ENSG00000134884,ARGLU1,Stim8hr,False,2.0,0.0436662790362284,0.2377567977791171,2.0,0.0399277610116801,0.6312236152356266,0.5978246339985429
ENSG00000175220,ARHGAP1,Rest,False,2.0,-0.0653569172938159,0.9828632300580012,2.0,,,
ENSG00000175220,ARHGAP1,Stim48hr,False,2.0,0.0621242398936534,0.9122425436330084,2.0,,,
ENSG00000175220,ARHGAP1,Stim8hr,False,2.0,0.0390108052089656,0.975543071778864,2.0,,,
ENSG00000071205,ARHGAP10,Rest,False,2.0,0.1364295329000553,,2.0,,,
ENSG00000071205,ARHGAP10,Stim48hr,False,2.0,0.0766835245557568,,2.0,,,
ENSG00000071205,ARHGAP10,Stim8hr,False,2.0,0.1059561011112398,1.0,2.0,,,
ENSG00000198826,ARHGAP11A,Rest,False,2.0,-0.2033292878895678,0.1363192059456537,2.0,,,
ENSG00000198826,ARHGAP11A,Stim48hr,False,2.0,0.0692145718145465,0.431519726822419,2.0,,,
ENSG00000198826,ARHGAP11A,Stim8hr,False,2.0,-0.0357675485968803,0.4332846810106698,2.0,,,
ENSG00000285077,ARHGAP11B,Rest,False,2.0,0.0797721969770543,,2.0,,,
ENSG00000285077,ARHGAP11B,Stim48hr,False,2.0,0.03102477996859,1.0,2.0,,,
ENSG00000285077,ARHGAP11B,Stim8hr,False,2.0,0.0507845621429027,1.0,2.0,,,
ENSG00000165322,ARHGAP12,Rest,False,2.0,0.034124437154678,0.7756868938437318,2.0,,,
ENSG00000165322,ARHGAP12,Stim48hr,False,2.0,0.0673203141503691,1.0,2.0,,,
ENSG00000165322,ARHGAP12,Stim8hr,False,2.0,0.0447979197866915,1.0,2.0,,,
ENSG00000075884,ARHGAP15,Rest,False,2.0,0.2103580974662683,1.0,2.0,,,
ENSG00000075884,ARHGAP15,Stim48hr,False,2.0,0.1299450784565782,,2.0,,,
ENSG00000075884,ARHGAP15,Stim8hr,False,2.0,0.1285768752359199,0.7144396382542527,2.0,,,
ENSG00000140750,ARHGAP17,Rest,False,2.0,0.0643954257162249,,2.0,,,
ENSG00000140750,ARHGAP17,Stim48hr,False,2.0,0.1199485254266396,,2.0,,,
ENSG00000140750,ARHGAP17,Stim8hr,False,2.0,0.1592103876002634,1.0,2.0,,,
ENSG00000146376,ARHGAP18,Rest,False,2.0,-0.0118311433741887,,2.0,,,
ENSG00000146376,ARHGAP18,Stim48hr,False,2.0,0.0030442696660109,1.0,2.0,,,
ENSG00000146376,ARHGAP18,Stim8hr,False,2.0,0.0795099556914469,,2.0,,,
ENSG00000213390,ARHGAP19,Rest,False,2.0,-0.0134623838455828,1.0,1.0,,,
ENSG00000213390,ARHGAP19,Stim48hr,False,2.0,0.0079431985318837,1.0,2.0,,,
ENSG00000213390,ARHGAP19,Stim8hr,False,2.0,-0.0207624545116278,1.0,1.0,,,
ENSG00000107863,ARHGAP21,Rest,False,2.0,,,,,,
ENSG00000107863,ARHGAP21,Stim48hr,False,2.0,,,,,,
ENSG00000107863,ARHGAP21,Stim8hr,False,2.0,,,,,,
ENSG00000138639,ARHGAP24,Rest,False,2.0,,,,,,
ENSG00000138639,ARHGAP24,Stim48hr,False,2.0,,,,,,
ENSG00000138639,ARHGAP24,Stim8hr,False,2.0,,,,,,
ENSG00000163219,ARHGAP25,Rest,True,1.0,0.1519054156676504,,0.0,,,
ENSG00000163219,ARHGAP25,Stim48hr,True,1.0,0.1489684694005712,,0.0,,,
ENSG00000163219,ARHGAP25,Stim8hr,True,1.0,0.075674636766305,-0.6201101453345726,2.0,,,
ENSG00000145819,ARHGAP26,Rest,True,1.0,,,,,,
ENSG00000145819,ARHGAP26,Stim48hr,False,2.0,,,,,,
ENSG00000145819,ARHGAP26,Stim8hr,False,2.0,,,,,,
ENSG00000159314,ARHGAP27,Rest,False,2.0,0.0029815374031529,0.1312328818758557,2.0,,,
ENSG00000159314,ARHGAP27,Stim48hr,False,2.0,-0.1206325239672802,-0.4238931198398078,2.0,0.1079296076496657,0.5974272977518567,0.5321230690134768
ENSG00000159314,ARHGAP27,Stim8hr,False,2.0,0.0570687067697449,-0.0520715089475436,2.0,0.2332576817983001,0.7359825618838828,0.7320882990184542
ENSG00000186517,ARHGAP30,Rest,False,2.0,0.3448014543044125,1.0,2.0,0.206888628605428,0.7914509063257068,0.7594050527624147
ENSG00000186517,ARHGAP30,Stim48hr,False,2.0,0.2403676885398926,0.9068225887505028,2.0,0.1386767690605132,0.8073049369698699,0.7787929166766222
ENSG00000186517,ARHGAP30,Stim8hr,False,2.0,0.2583471299307641,1.0,2.0,0.1490829560749924,0.9072140631559876,0.8928170494699693
ENSG00000031081,ARHGAP31,Rest,False,2.0,,,,,,
ENSG00000031081,ARHGAP31,Stim48hr,False,2.0,,,,,,
ENSG00000031081,ARHGAP31,Stim8hr,False,2.0,,,,,,
ENSG00000134909,ARHGAP32,Rest,True,1.0,0.0582699351719009,,0.0,,,
ENSG00000134909,ARHGAP32,Stim48hr,True,1.0,0.0258456435762054,,1.0,,,
ENSG00000134909,ARHGAP32,Stim8hr,True,1.0,0.0330174084210427,1.0,1.0,,,
ENSG00000004777,ARHGAP33,Rest,False,2.0,-0.004028753653076,0.4433227383496836,2.0,,,
ENSG00000004777,ARHGAP33,Stim48hr,False,2.0,0.008885322780726,0.6070402604130309,2.0,,,
ENSG00000004777,ARHGAP33,Stim8hr,False,2.0,-0.0299355843090294,0.5173511060180602,2.0,,,
ENSG00000180448,ARHGAP45,Rest,False,2.0,,,,0.1959903285788462,0.5546045719046321,0.4553399778911604
ENSG00000180448,ARHGAP45,Stim48hr,False,2.0,-0.0487296979461703,1.0,2.0,,,
ENSG00000180448,ARHGAP45,Stim8hr,False,2.0,0.1062880868849728,0.9951592564868416,1.0,0.1309621679229546,0.908867293235774,0.8879474171852902
ENSG00000100852,ARHGAP5,Rest,False,2.0,0.0466748933642279,1.0,2.0,,,
ENSG00000100852,ARHGAP5,Stim48hr,False,2.0,0.0967200706354726,,2.0,,,
ENSG00000100852,ARHGAP5,Stim8hr,False,2.0,0.0516682373889301,0.8481710985353211,2.0,,,
ENSG00000047648,ARHGAP6,Rest,False,2.0,,,,,,
ENSG00000047648,ARHGAP6,Stim48hr,False,2.0,,,,,,
ENSG00000047648,ARHGAP6,Stim8hr,False,2.0,,,,,,
ENSG00000123329,ARHGAP9,Rest,False,2.0,0.1719702995322942,1.0,2.0,,,
ENSG00000123329,ARHGAP9,Stim48hr,False,2.0,0.023284135314349,-1.0,2.0,,,
ENSG00000123329,ARHGAP9,Stim8hr,False,2.0,0.1194899267223937,,2.0,,,
ENSG00000141522,ARHGDIA,Rest,False,2.0,0.0995318742209435,1.0,2.0,,,
ENSG00000141522,ARHGDIA,Stim48hr,False,2.0,0.0128357655252306,,2.0,,,
ENSG00000141522,ARHGDIA,Stim8hr,False,2.0,0.1213228155963426,,2.0,,,
ENSG00000111348,ARHGDIB,Rest,False,2.0,0.0245353099492684,1.0,2.0,,,
ENSG00000111348,ARHGDIB,Stim48hr,False,2.0,0.0428232578953071,0.6515558571375631,2.0,,,
ENSG00000111348,ARHGDIB,Stim8hr,False,2.0,0.0401291019413939,1.0,2.0,,,
ENSG00000076928,ARHGEF1,Rest,False,2.0,,,,,,
ENSG00000076928,ARHGEF1,Stim48hr,False,2.0,,,,,,
ENSG00000076928,ARHGEF1,Stim8hr,False,2.0,,,,,,
ENSG00000104728,ARHGEF10,Rest,True,1.0,,,,,,
ENSG00000104728,ARHGEF10,Stim48hr,True,1.0,,,,,,
ENSG00000104728,ARHGEF10,Stim8hr,True,1.0,,,,,,
ENSG00000132694,ARHGEF11,Rest,False,2.0,0.0448985302813002,-0.7166120209119956,1.0,,,
ENSG00000132694,ARHGEF11,Stim48hr,False,2.0,,,,,,
ENSG00000132694,ARHGEF11,Stim8hr,False,2.0,-0.0010157656834675,-1.0,0.0,,,
ENSG00000196914,ARHGEF12,Rest,False,2.0,0.1237594851391214,,2.0,,,
ENSG00000196914,ARHGEF12,Stim48hr,False,2.0,0.0881562475598898,0.4005590019557263,2.0,,,
ENSG00000196914,ARHGEF12,Stim8hr,False,2.0,0.0396225295101454,1.0,2.0,,,
ENSG00000104880,ARHGEF18,Rest,False,2.0,0.1012173526004029,0.4370756962833403,1.0,,,
ENSG00000104880,ARHGEF18,Stim48hr,False,2.0,0.1169325078611058,0.1418419025094839,2.0,,,
ENSG00000104880,ARHGEF18,Stim8hr,False,2.0,0.0900440887921145,0.6910090098350733,2.0,,,
ENSG00000142632,ARHGEF19,Rest,False,2.0,0.0099343995511604,,2.0,,,
ENSG00000142632,ARHGEF19,Stim48hr,False,2.0,0.0359866184571948,,2.0,,,
ENSG00000142632,ARHGEF19,Stim8hr,False,2.0,-0.0107361973647336,,2.0,,,
ENSG00000116584,ARHGEF2,Rest,False,2.0,0.0111308777347861,1.0,2.0,,,
ENSG00000116584,ARHGEF2,Stim48hr,False,2.0,0.0870006155744524,1.0,2.0,,,
ENSG00000116584,ARHGEF2,Stim8hr,False,2.0,0.0479550501492985,0.4175393159370004,2.0,,,
ENSG00000163947,ARHGEF3,Stim48hr,True,1.0,0.0348286823674739,-0.5912756146837874,0.0,,,
ENSG00000163947,ARHGEF3,Stim8hr,True,1.0,0.0462017597902127,-1.0,1.0,,,
ENSG00000137135,ARHGEF39,Rest,False,2.0,,,,,,
ENSG00000137135,ARHGEF39,Stim48hr,False,2.0,0.0553194407095003,,2.0,,,
ENSG00000137135,ARHGEF39,Stim8hr,False,2.0,,,,,,
ENSG00000165801,ARHGEF40,Rest,False,2.0,0.0397785455538828,,0.0,,,
ENSG00000165801,ARHGEF40,Stim48hr,False,2.0,0.0704734351373288,,2.0,,,
ENSG00000165801,ARHGEF40,Stim8hr,False,2.0,0.1060757612363058,,0.0,,,
ENSG00000050327,ARHGEF5,Rest,False,3.0,0.0901150358520002,0.6441222031812606,2.0,,,
ENSG00000050327,ARHGEF5,Stim48hr,False,3.0,,,,,,
ENSG00000050327,ARHGEF5,Stim8hr,False,3.0,0.096551208433749,0.1641649810231816,2.0,0.0746301245641225,0.5974663913072452,0.5418700712353285
ENSG00000129675,ARHGEF6,Rest,False,2.0,0.1005247278956156,1.0,2.0,,,
ENSG00000129675,ARHGEF6,Stim48hr,False,2.0,0.1283981360225832,0.9965539357348624,2.0,,,
ENSG00000129675,ARHGEF6,Stim8hr,False,2.0,0.1025691127111697,,2.0,,,
ENSG00000102606,ARHGEF7,Rest,True,1.0,0.0391035120597175,,0.0,,,
ENSG00000102606,ARHGEF7,Stim48hr,True,1.0,0.0284914732109563,,1.0,,,
ENSG00000102606,ARHGEF7,Stim8hr,True,1.0,0.0305863462787592,,1.0,,,
ENSG00000131089,ARHGEF9,Rest,False,2.0,,,,,,
ENSG00000131089,ARHGEF9,Stim48hr,False,2.0,-0.0128101879629734,0.7934952518029255,2.0,,,
ENSG00000131089,ARHGEF9,Stim8hr,False,2.0,-0.0292731017144313,,2.0,,,
ENSG00000117713,ARID1A,Rest,True,1.0,,,,0.162447210751794,0.7335802947843271,0.6831182626152219
ENSG00000117713,ARID1A,Stim48hr,False,2.0,,,,0.2034301357047607,0.8346378690490828,0.8157119964737632
ENSG00000117713,ARID1A,Stim8hr,False,2.0,,,,0.0535006431276057,0.5906223588938224,0.4686891751214808
ENSG00000049618,ARID1B,Rest,True,1.0,0.0850008857165537,0.9919677045625116,1.0,,,
ENSG00000049618,ARID1B,Stim48hr,True,1.0,0.086519560515621,1.0,1.0,,,
ENSG00000049618,ARID1B,Stim8hr,True,1.0,0.0113170169416535,,1.0,,,
ENSG00000189079,ARID2,Rest,False,2.0,0.142475453430752,0.6398813493324778,2.0,0.0370619211497775,0.6004112615283517,0.5419111290513955
ENSG00000189079,ARID2,Stim48hr,False,2.0,0.1207798459119771,-0.3883740371460891,2.0,0.1183426441924598,0.7101467457614645,0.6694608155851522
ENSG00000189079,ARID2,Stim8hr,False,2.0,0.1593620498988341,0.4024215196129121,2.0,0.1059728605810609,0.593609661156936,0.4855308883845461
ENSG00000116017,ARID3A,Rest,True,1.0,,,,,,
ENSG00000116017,ARID3A,Stim48hr,False,2.0,,,,,,
ENSG00000116017,ARID3A,Stim8hr,False,2.0,,,,,,
ENSG00000179361,ARID3B,Rest,False,2.0,0.0018632343184037,,2.0,,,
ENSG00000179361,ARID3B,Stim48hr,False,2.0,0.0057153492958958,0.7949619902654125,2.0,,,
ENSG00000179361,ARID3B,Stim8hr,False,2.0,0.0849232174978004,-1.0,2.0,,,
ENSG00000205143,ARID3C,Rest,False,2.0,0.0546742793134163,,0.0,,,
ENSG00000205143,ARID3C,Stim48hr,False,2.0,-0.0150438450916187,,2.0,,,
ENSG00000205143,ARID3C,Stim8hr,False,2.0,0.0135773479485706,,1.0,,,
ENSG00000032219,ARID4A,Rest,False,2.0,,,,,,
ENSG00000032219,ARID4A,Stim48hr,False,2.0,0.0112396448536323,0.2800493832243381,1.0,,,
ENSG00000032219,ARID4A,Stim8hr,False,2.0,,,,,,
ENSG00000054267,ARID4B,Rest,False,2.0,0.0291632548495606,0.8740135270690854,2.0,,,
ENSG00000054267,ARID4B,Stim48hr,False,2.0,0.1699773184221941,0.1197961552274626,1.0,,,
ENSG00000054267,ARID4B,Stim8hr,False,2.0,0.0367296323921606,0.1687820027596614,2.0,0.1361122635534167,0.8204857801406407,0.7699001327674939
ENSG00000196843,ARID5A,Rest,False,2.0,0.1986607220710719,-0.3879180456383576,2.0,,,
ENSG00000196843,ARID5A,Stim48hr,False,2.0,0.1182698347530292,-0.0597560068513029,2.0,,,
ENSG00000196843,ARID5A,Stim8hr,False,2.0,0.1376802893738118,0.2586725225338552,2.0,,,
ENSG00000150347,ARID5B,Rest,False,2.0,-0.0338293702990011,-0.2340806551143706,1.0,,,
ENSG00000150347,ARID5B,Stim48hr,False,2.0,-0.0210382862864474,-0.060408902391028,0.0,0.0664419168029452,-0.0492028076696497,-0.1219376317711244
ENSG00000150347,ARID5B,Stim8hr,False,2.0,-0.0498978456684659,-0.1635243563250142,1.0,0.0468832790177421,0.7303935377191486,0.675721862534114
ENSG00000166233,ARIH1,Rest,False,2.0,0.2066150187555783,0.6325263437100803,2.0,0.1892140836636685,0.724854434976176,0.6815089631208746
