target_contrast,target_contrast_gene_name,culture_condition,single_guide_estimate,n_guides,guide_correlation_all,guide_correlation_signif,guide_n_signif_ontarget,donor_correlation_all_mean,donor_correlation_hits_mean,donor_correlation_hits_min
ENSG00000121410,A1BG,Rest,False,2.0,-0.0167473262147931,-1.0,0.0,,,
ENSG00000121410,A1BG,Stim48hr,False,2.0,0.0402455222332865,,0.0,,,
ENSG00000121410,A1BG,Stim8hr,False,2.0,0.042464293236897,,0.0,,,
ENSG00000175899,A2M,Rest,False,2.0,0.043526023705557,-0.46676736435911,0.0,0.0509476214684187,0.8146373867286822,0.8041170727972223
ENSG00000175899,A2M,Stim48hr,False,2.0,0.113212747428592,0.3510742400783045,0.0,0.0289270373276455,0.907425548253955,0.852365332597591
ENSG00000175899,A2M,Stim8hr,False,2.0,0.0336476014615899,0.2855150132189338,0.0,0.0380600087493043,0.7679589361674785,0.7002698427669607
ENSG00000094914,AAAS,Rest,False,2.0,,,,,,
ENSG00000094914,AAAS,Stim48hr,True,1.0,,,,,,
ENSG00000094914,AAAS,Stim8hr,False,2.0,,,,,,
ENSG00000081760,AACS,Rest,False,2.0,0.0342291709568716,0.1485523471371665,2.0,,,
ENSG00000081760,AACS,Stim48hr,False,2.0,,,,,,
ENSG00000081760,AACS,Stim8hr,False,2.0,,,,,,
ENSG00000103591,AAGAB,Rest,False,2.0,0.007365559719415,0.7809181882449211,2.0,,,
ENSG00000103591,AAGAB,Stim48hr,False,2.0,,,,,,
ENSG00000103591,AAGAB,Stim8hr,False,2.0,0.0679113861090734,0.8464385508186629,2.0,0.0807216822144294,0.8235040123057779,0.7205376035241297
ENSG00000115977,AAK1,Rest,False,2.0,0.0503221168321243,0.6102763330113088,2.0,,,
ENSG00000115977,AAK1,Stim48hr,False,2.0,0.0537002892356012,0.3374332510890986,2.0,,,
ENSG00000115977,AAK1,Stim8hr,False,2.0,0.0849927223195906,0.3529527109874919,2.0,,,
ENSG00000087884,AAMDC,Rest,True,1.0,-0.0224611685460893,-0.1088093509506849,1.0,,,
ENSG00000087884,AAMDC,Stim48hr,True,1.0,,,,,,
ENSG00000087884,AAMDC,Stim8hr,True,1.0,,,,,,
ENSG00000131043,AAR2,Rest,False,2.0,,,,0.0551195120323241,0.4364195517806108,0.3877904430536062
ENSG00000131043,AAR2,Stim48hr,False,2.0,,,,,,
ENSG00000131043,AAR2,Stim8hr,True,1.0,,,,,,
ENSG00000124608,AARS2,Rest,True,1.0,0.0912809375935238,-0.3032138980301382,1.0,,,
ENSG00000266967,AARSD1,Rest,True,1.0,0.0862597983092571,-1.0,0.0,,,
ENSG00000266967,AARSD1,Stim48hr,True,1.0,0.016040660073122,-0.9996224992632412,1.0,,,
ENSG00000266967,AARSD1,Stim8hr,True,1.0,0.0671882437707289,-0.4008830908122873,0.0,,,
ENSG00000157426,AASDH,Rest,False,2.0,0.0686683480334136,,2.0,0.0684693544936987,0.758359370451123,0.6895440464785049
ENSG00000157426,AASDH,Stim48hr,False,2.0,0.1284931356938111,0.7909024821821943,2.0,0.0987444099191785,0.746629907480686,0.7070177081040877
ENSG00000157426,AASDH,Stim8hr,False,2.0,-0.0112151244653116,1.0,2.0,,,
ENSG00000149313,AASDHPPT,Rest,True,1.0,,,,,,
ENSG00000149313,AASDHPPT,Stim48hr,True,1.0,,,,,,
ENSG00000149313,AASDHPPT,Stim8hr,True,1.0,,,,,,
ENSG00000008311,AASS,Rest,False,2.0,-0.0003570805065968,,2.0,,,
ENSG00000008311,AASS,Stim48hr,False,2.0,0.1101297059182585,0.1728481543956545,1.0,,,
ENSG00000008311,AASS,Stim8hr,False,2.0,-0.0201095720144272,,2.0,,,
ENSG00000183044,ABAT,Rest,False,2.0,,,,,,
ENSG00000183044,ABAT,Stim48hr,True,1.0,,,,,,
ENSG00000183044,ABAT,Stim8hr,False,2.0,,,,,,
ENSG00000165029,ABCA1,Rest,True,1.0,,,,,,
ENSG00000165029,ABCA1,Stim48hr,True,1.0,,,,,,
ENSG00000165029,ABCA1,Stim8hr,True,1.0,,,,0.0693182685233737,0.8229787491805932,0.7498764902509213
ENSG00000107331,ABCA2,Rest,False,2.0,-0.0035401385074752,1.0,2.0,,,
ENSG00000107331,ABCA2,Stim48hr,False,2.0,,,,,,
ENSG00000107331,ABCA2,Stim8hr,False,2.0,,,,,,
ENSG00000167972,ABCA3,Rest,False,2.0,,,,,,
ENSG00000167972,ABCA3,Stim48hr,False,2.0,,,,0.0753510893417063,0.4520689728756225,0.3195883903816507
ENSG00000167972,ABCA3,Stim8hr,False,2.0,,,,,,
ENSG00000154265,ABCA5,Rest,False,2.0,0.0446104943104861,,2.0,,,
ENSG00000154265,ABCA5,Stim48hr,False,2.0,0.0594380001656907,0.6463753114065094,2.0,0.0489771381901027,0.2184919906598621,0.0480589272789212
ENSG00000154265,ABCA5,Stim8hr,False,2.0,0.0637265525179977,0.704375540298413,2.0,0.0208483336590955,-0.2165367856550637,-0.2944059892320585
ENSG00000064687,ABCA7,Rest,False,2.0,,,,,,
ENSG00000064687,ABCA7,Stim48hr,False,2.0,,,,,,
ENSG00000064687,ABCA7,Stim8hr,False,2.0,,,,,,
ENSG00000085563,ABCB1,Rest,False,2.0,-0.0426951417610593,,2.0,,,
ENSG00000085563,ABCB1,Stim48hr,False,2.0,0.0618385041963394,-1.0,1.0,,,
ENSG00000085563,ABCB1,Stim8hr,False,2.0,0.0318368458262483,1.0,1.0,,,
ENSG00000115657,ABCB6,Rest,False,2.0,,,,,,
ENSG00000115657,ABCB6,Stim48hr,True,1.0,,,,,,
ENSG00000115657,ABCB6,Stim8hr,False,2.0,,,,,,
ENSG00000131269,ABCB7,Stim8hr,True,1.0,,,,,,
ENSG00000197150,ABCB8,Rest,False,2.0,0.0037752478589555,,2.0,,,
ENSG00000197150,ABCB8,Stim48hr,False,2.0,0.0545777652525083,,2.0,,,
ENSG00000197150,ABCB8,Stim8hr,False,2.0,0.1273617302086709,,2.0,,,
ENSG00000150967,ABCB9,Rest,False,2.0,,,,,,
ENSG00000150967,ABCB9,Stim48hr,True,1.0,,,,,,
ENSG00000150967,ABCB9,Stim8hr,False,2.0,,,,,,
ENSG00000103222,ABCC1,Rest,False,2.0,0.0388566372091653,0.0831799156196227,2.0,0.0270382541190394,0.4767913115873359,0.4523072540395635
ENSG00000103222,ABCC1,Stim48hr,False,2.0,0.0452997984814889,0.2958464846173165,2.0,0.0883890923820613,0.8839728075318706,0.8238892830807352
ENSG00000103222,ABCC1,Stim8hr,False,2.0,0.0406616919588228,0.2362435942666183,2.0,0.1098642928424607,0.8285876097739943,0.7768994574585827
ENSG00000124574,ABCC10,Rest,False,2.0,0.056012917571131,,0.0,,,
ENSG00000124574,ABCC10,Stim48hr,False,2.0,0.0684839618060366,,0.0,,,
ENSG00000124574,ABCC10,Stim8hr,False,2.0,0.1247006300813622,,0.0,,,
ENSG00000023839,ABCC2,Rest,True,1.0,-0.0127438513176347,,0.0,,,
ENSG00000023839,ABCC2,Stim48hr,True,1.0,-0.0114126858971565,,1.0,,,
ENSG00000023839,ABCC2,Stim8hr,True,1.0,0.0212251964844185,,0.0,,,
ENSG00000108846,ABCC3,Rest,False,2.0,0.1187714993901603,,0.0,,,
ENSG00000108846,ABCC3,Stim48hr,False,2.0,0.0069482539250617,-0.1915883034194422,0.0,,,
ENSG00000108846,ABCC3,Stim8hr,False,2.0,0.0818826600547506,-1.0,0.0,,,
ENSG00000125257,ABCC4,Rest,False,2.0,0.040642579767924,0.6922729611453451,2.0,,,
ENSG00000125257,ABCC4,Stim48hr,False,2.0,0.0607782496777905,0.0297154386146208,2.0,0.130632420212711,0.684393452079655,0.5985425716186797
ENSG00000125257,ABCC4,Stim8hr,False,2.0,0.0525375187524475,,2.0,,,
ENSG00000114770,ABCC5,Rest,False,2.0,0.043468260292323,0.3639219577935519,1.0,,,
ENSG00000114770,ABCC5,Stim48hr,False,2.0,0.0268970132638853,,1.0,,,
ENSG00000114770,ABCC5,Stim8hr,False,2.0,0.0166374211620182,-1.0,2.0,,,
ENSG00000006071,ABCC8,Rest,False,2.0,0.0112591518470936,,0.0,,,
ENSG00000006071,ABCC8,Stim48hr,False,2.0,0.1059054899356099,1.0,0.0,,,
ENSG00000006071,ABCC8,Stim8hr,False,2.0,0.0451076278287874,,0.0,,,
ENSG00000173208,ABCD2,Rest,False,2.0,-0.0033634553783053,0.8177503783281672,2.0,,,
ENSG00000173208,ABCD2,Stim48hr,False,2.0,0.0314923525626398,0.4563437473408643,2.0,,,
ENSG00000173208,ABCD2,Stim8hr,False,2.0,-0.0316477993592368,-0.2194763765020693,2.0,,,
ENSG00000117528,ABCD3,Rest,False,2.0,-0.0984718880294359,0.0387835575666932,2.0,,,
ENSG00000117528,ABCD3,Stim48hr,False,2.0,,,,,,
ENSG00000117528,ABCD3,Stim8hr,False,2.0,-0.0094696204858531,0.2542400371914624,2.0,,,
ENSG00000119688,ABCD4,Rest,False,2.0,0.1471265371753706,,2.0,,,
ENSG00000119688,ABCD4,Stim48hr,False,2.0,-0.0858622438093782,0.2602683220828387,1.0,,,
ENSG00000119688,ABCD4,Stim8hr,False,2.0,0.015515251217366,,2.0,,,
ENSG00000164163,ABCE1,Rest,True,1.0,,,,,,
ENSG00000164163,ABCE1,Stim48hr,True,1.0,,,,,,
ENSG00000164163,ABCE1,Stim8hr,True,1.0,,,,,,
ENSG00000033050,ABCF2,Rest,False,2.0,,,,,,
ENSG00000033050,ABCF2,Stim48hr,False,2.0,0.027579124409755,,2.0,,,
ENSG00000033050,ABCF2,Stim8hr,False,2.0,,,,,,
ENSG00000161204,ABCF3,Rest,True,1.0,0.0967848409568228,,1.0,,,
ENSG00000161204,ABCF3,Stim48hr,True,1.0,0.090416372534437,,1.0,,,
ENSG00000161204,ABCF3,Stim8hr,True,1.0,0.1334163560618612,,1.0,,,
ENSG00000160179,ABCG1,Rest,False,2.0,,,,,,
ENSG00000160179,ABCG1,Stim48hr,False,2.0,-0.0746363221430569,,2.0,,,
ENSG00000160179,ABCG1,Stim8hr,False,2.0,,,,,,
ENSG00000144827,ABHD10,Rest,False,2.0,0.0043484119361765,,2.0,,,
ENSG00000144827,ABHD10,Stim48hr,False,2.0,0.072711545720864,1.0,2.0,,,
ENSG00000144827,ABHD10,Stim8hr,False,2.0,0.0230903059050302,1.0,2.0,,,
ENSG00000106077,ABHD11,Rest,True,1.0,0.1839897023380458,0.626270769598833,1.0,,,
ENSG00000106077,ABHD11,Stim48hr,True,1.0,0.131360222971031,,1.0,,,
ENSG00000106077,ABHD11,Stim8hr,True,1.0,0.0355738655572355,1.0,1.0,,,
ENSG00000100997,ABHD12,Rest,False,2.0,0.1735583560421612,0.50615417028151,2.0,0.0932153495524261,0.6089177451965021,0.4976301971983364
ENSG00000100997,ABHD12,Stim48hr,False,2.0,-0.0001442431601678,,2.0,,,
ENSG00000100997,ABHD12,Stim8hr,False,2.0,0.1323763261831686,,2.0,,,
ENSG00000139826,ABHD13,Rest,False,2.0,-0.1017600620201812,-0.3202291733848743,2.0,0.0762673759579879,0.2400646871002375,0.1755983592600439
ENSG00000139826,ABHD13,Stim48hr,False,2.0,0.0458941953514764,0.4871727847367838,2.0,0.0620584103904946,0.2001803768377965,-0.1905284414370603
ENSG00000139826,ABHD13,Stim8hr,False,2.0,0.0061618410791481,0.2402917960555213,2.0,0.0416056314075886,0.2569785247126467,0.1709485296198621
ENSG00000248487,ABHD14A,Rest,False,2.0,0.108756411321786,0.9588205401033648,2.0,0.1149434226270604,0.8841250590994277,0.8727176763255746
ENSG00000248487,ABHD14A,Stim48hr,False,2.0,0.0626786746168709,0.9757862823034684,2.0,,,
ENSG00000248487,ABHD14A,Stim8hr,False,2.0,0.0698413105235645,0.9768199879799472,2.0,,,
ENSG00000114779,ABHD14B,Rest,False,2.0,-0.0377406849381607,0.4266446500651779,2.0,,,
ENSG00000114779,ABHD14B,Stim48hr,False,2.0,0.0684933145726119,0.6807137230402256,2.0,,,
ENSG00000114779,ABHD14B,Stim8hr,False,2.0,0.011818059261425,0.693605234087463,2.0,,,
ENSG00000168792,ABHD15,Stim48hr,True,1.0,,,,,,
ENSG00000204427,ABHD16A,Rest,False,2.0,0.1427089440106317,0.9230946497738892,2.0,,,
ENSG00000204427,ABHD16A,Stim48hr,False,2.0,0.0998985037263219,0.9628413154281208,2.0,,,
ENSG00000204427,ABHD16A,Stim8hr,False,2.0,0.1737786886229178,1.0,2.0,,,
ENSG00000183260,ABHD16B,Rest,False,2.0,0.0800089180992235,-0.3770416081978022,0.0,,,
ENSG00000183260,ABHD16B,Stim48hr,False,2.0,0.1535899394688332,1.0,0.0,,,
ENSG00000183260,ABHD16B,Stim8hr,False,2.0,0.0936121924535392,,0.0,,,
ENSG00000129968,ABHD17A,Rest,False,2.0,0.0568909407484176,0.1665631000508293,0.0,,,
ENSG00000129968,ABHD17A,Stim48hr,False,2.0,0.0652755894820341,0.1556782545865796,0.0,0.1206502043998505,0.9127317219584428,0.892111871398515
ENSG00000129968,ABHD17A,Stim8hr,False,2.0,-0.0069809771647335,-0.1783892749542656,0.0,0.0525118331687901,0.5362422934284439,0.5107647732404772
ENSG00000107362,ABHD17B,Rest,False,2.0,0.0161009552486509,-1.0,2.0,,,
ENSG00000107362,ABHD17B,Stim48hr,False,2.0,0.0236280286358509,-1.0,2.0,,,
ENSG00000107362,ABHD17B,Stim8hr,False,2.0,0.0974713871117284,1.0,2.0,,,
ENSG00000164074,ABHD18,Rest,False,2.0,0.150367866882594,1.0,2.0,,,
ENSG00000164074,ABHD18,Stim48hr,False,2.0,0.0353665361837843,0.9771119125261865,2.0,,,
ENSG00000164074,ABHD18,Stim8hr,False,2.0,0.1275809331128528,0.956227337112769,2.0,,,
ENSG00000140526,ABHD2,Rest,False,2.0,0.0770741535367285,-0.0248118437453997,2.0,,,
ENSG00000140526,ABHD2,Stim48hr,False,2.0,0.1005731826197238,1.0,2.0,,,
ENSG00000140526,ABHD2,Stim8hr,False,2.0,0.0953613970645042,,2.0,,,
ENSG00000158201,ABHD3,Rest,False,2.0,0.2175110170509206,,2.0,,,
ENSG00000158201,ABHD3,Stim48hr,False,2.0,0.006698440594581,,2.0,,,
ENSG00000158201,ABHD3,Stim8hr,False,2.0,0.112838411345641,,2.0,,,
ENSG00000100439,ABHD4,Rest,False,2.0,0.0337467486860987,,2.0,,,
ENSG00000100439,ABHD4,Stim48hr,False,2.0,-0.0592821074328127,1.0,2.0,,,
ENSG00000100439,ABHD4,Stim8hr,False,2.0,0.0499986433134372,,2.0,,,
ENSG00000011198,ABHD5,Rest,False,2.0,0.0611776327609984,,2.0,,,
ENSG00000011198,ABHD5,Stim48hr,False,2.0,0.1086139762671209,1.0,2.0,,,
ENSG00000011198,ABHD5,Stim8hr,False,2.0,0.0773257413263452,,2.0,,,
ENSG00000163686,ABHD6,Rest,False,2.0,0.0961310013135925,0.1245598440930016,2.0,,,
ENSG00000163686,ABHD6,Stim48hr,False,2.0,-0.0287010415427576,0.7248397351809883,2.0,,,
ENSG00000163686,ABHD6,Stim8hr,False,2.0,0.074921249294407,0.7711115214583533,2.0,,,
ENSG00000127220,ABHD8,Rest,False,2.0,,,,,,
ENSG00000127220,ABHD8,Stim48hr,False,2.0,,,,,,
ENSG00000127220,ABHD8,Stim8hr,False,2.0,,,,,,
ENSG00000136754,ABI1,Rest,False,2.0,0.1128777690849112,0.0036215996361078,2.0,,,
ENSG00000136754,ABI1,Stim48hr,False,2.0,0.0506093461668417,0.1966104684752392,2.0,,,
ENSG00000136754,ABI1,Stim8hr,False,2.0,0.0481995971547624,-0.7937305776418672,2.0,,,
ENSG00000138443,ABI2,Rest,False,2.0,0.065575105184341,,1.0,,,
ENSG00000138443,ABI2,Stim48hr,False,2.0,0.147204713177741,0.8885061961800687,2.0,,,
ENSG00000138443,ABI2,Stim8hr,False,2.0,0.1028227188416285,,2.0,,,
ENSG00000108798,ABI3,Rest,False,2.0,,,,,,
ENSG00000108798,ABI3,Stim48hr,False,2.0,,,,,,
ENSG00000108798,ABI3,Stim8hr,False,2.0,0.1371354211709742,0.6768008771859615,2.0,0.132537077615165,0.8694719886344452,0.8484219881150022
ENSG00000097007,ABL1,Rest,False,2.0,0.1258740593033589,,2.0,,,
ENSG00000097007,ABL1,Stim48hr,False,2.0,0.1574938177894862,,2.0,,,
ENSG00000097007,ABL1,Stim8hr,False,2.0,0.1502347725575809,,0.0,,,
ENSG00000143322,ABL2,Rest,False,2.0,0.0826888676765155,,2.0,,,
ENSG00000143322,ABL2,Stim48hr,False,2.0,0.0747863706132112,0.8782249511452357,2.0,,,
ENSG00000143322,ABL2,Stim8hr,False,2.0,0.0950842134805472,0.998458272585643,2.0,,,
ENSG00000173210,ABLIM3,Rest,False,2.0,0.0032505326289117,,0.0,,,
ENSG00000173210,ABLIM3,Stim48hr,False,2.0,0.0266137304815482,,0.0,,,
ENSG00000173210,ABLIM3,Stim8hr,False,2.0,0.0643178191429834,,0.0,,,
ENSG00000146386,ABRACL,Rest,False,2.0,,,,,,
ENSG00000146386,ABRACL,Stim48hr,False,2.0,,,,,,
ENSG00000146386,ABRACL,Stim8hr,False,2.0,,,,,,
ENSG00000163322,ABRAXAS1,Rest,False,2.0,-0.0168557010814064,0.936053390416046,2.0,,,
ENSG00000163322,ABRAXAS1,Stim48hr,False,2.0,-0.0157157487912688,0.997649747219722,2.0,,,
ENSG00000163322,ABRAXAS1,Stim8hr,False,2.0,-0.0098099389486388,0.8498935264853372,2.0,,,
ENSG00000165660,ABRAXAS2,Rest,False,2.0,0.0213671902023752,,1.0,,,
ENSG00000165660,ABRAXAS2,Stim48hr,False,2.0,0.0398793795635473,,2.0,,,
ENSG00000165660,ABRAXAS2,Stim8hr,False,2.0,0.0006103559024025,,2.0,,,
ENSG00000146109,ABT1,Stim8hr,True,1.0,,,,0.3304838012149706,0.7836871345350566,0.7650129706502025
ENSG00000114626,ABTB1,Rest,False,2.0,0.0447226132635176,1.0,2.0,,,
ENSG00000114626,ABTB1,Stim48hr,False,2.0,0.126334983442984,,2.0,,,
ENSG00000114626,ABTB1,Stim8hr,False,2.0,0.0695943970630357,,2.0,,,
ENSG00000166016,ABTB2,Rest,False,2.0,-0.0080080800192659,,1.0,,,
ENSG00000166016,ABTB2,Stim48hr,False,2.0,0.0365308600146253,-1.0,2.0,,,
ENSG00000166016,ABTB2,Stim8hr,False,2.0,0.0075876204235293,0.969608322560966,2.0,,,
ENSG00000060971,ACAA1,Rest,False,2.0,0.0657625928534622,0.3141199678598088,2.0,,,
ENSG00000060971,ACAA1,Stim48hr,False,2.0,0.0585486662953277,0.1900592630367132,2.0,,,
ENSG00000060971,ACAA1,Stim8hr,False,2.0,0.1016003090142561,-0.1700350531276484,2.0,,,
ENSG00000167315,ACAA2,Rest,False,2.0,0.0937853409635101,0.0534183154983587,2.0,,,
ENSG00000167315,ACAA2,Stim48hr,False,2.0,-0.0195926379635537,0.1886156362798162,2.0,,,
ENSG00000167315,ACAA2,Stim8hr,False,2.0,0.0682976429257829,-0.0837221749979237,2.0,,,
ENSG00000278540,ACACA,Rest,False,2.0,0.041318536640003,0.8418329778028049,2.0,,,
ENSG00000278540,ACACA,Stim48hr,False,2.0,0.1186616749454145,0.9158926676378726,2.0,0.0850449657066722,0.8312625624717599,0.8135589394007617
ENSG00000278540,ACACA,Stim8hr,False,2.0,0.028363053257003,1.0,2.0,,,
ENSG00000076555,ACACB,Rest,True,1.0,0.080111979635434,,0.0,,,
ENSG00000076555,ACACB,Stim48hr,True,1.0,0.0545939231653516,,1.0,,,
ENSG00000076555,ACACB,Stim8hr,True,1.0,0.0720776636851673,,0.0,,,
ENSG00000111271,ACAD10,Rest,False,2.0,0.0119974798501461,0.4247415251109295,2.0,,,
ENSG00000111271,ACAD10,Stim48hr,False,2.0,0.0356461113438573,1.0,2.0,,,
ENSG00000111271,ACAD10,Stim8hr,False,2.0,0.0433452590368738,0.9125721540258632,2.0,,,
ENSG00000240303,ACAD11,Rest,False,2.0,0.0783319597487617,0.612671212582377,2.0,0.1045643202362187,0.7775551725830009,0.7341462074042026
ENSG00000240303,ACAD11,Stim48hr,False,2.0,0.1391066289850915,0.8877343891850555,2.0,0.0836012421839782,0.7707770064737253,0.7485097018292354
ENSG00000240303,ACAD11,Stim8hr,False,2.0,0.1588297727731177,0.5572370059258839,2.0,0.0753396165501651,0.6989445527088508,0.6062127692113359
ENSG00000151498,ACAD8,Rest,False,2.0,0.0441735064625849,1.0,2.0,,,
ENSG00000151498,ACAD8,Stim48hr,False,2.0,0.0524718513502378,-1.0,2.0,,,
ENSG00000151498,ACAD8,Stim8hr,False,2.0,0.106498357793575,1.0,2.0,,,
ENSG00000177646,ACAD9,Rest,False,2.0,0.1495802450131477,,2.0,,,
ENSG00000177646,ACAD9,Stim48hr,False,2.0,0.2198343740477962,0.7326117837146326,2.0,0.1514493126070094,0.85008794709747,0.837087929987481
ENSG00000177646,ACAD9,Stim8hr,False,2.0,0.1484235655379887,,2.0,,,
ENSG00000117054,ACADM,Rest,False,2.0,-0.0112021923668877,1.0,2.0,,,
ENSG00000117054,ACADM,Stim48hr,False,2.0,0.0188096592480357,1.0,2.0,,,
ENSG00000117054,ACADM,Stim8hr,False,2.0,0.0591304700087159,1.0,2.0,,,
ENSG00000122971,ACADS,Rest,False,2.0,,,,,,
ENSG00000122971,ACADS,Stim48hr,False,2.0,0.1106957529902778,0.0390614312726214,1.0,,,
ENSG00000122971,ACADS,Stim8hr,False,2.0,0.1803754415897395,0.4796809989543937,2.0,,,
ENSG00000196177,ACADSB,Rest,False,2.0,0.1268824816662395,0.4528405020559318,2.0,,,
ENSG00000196177,ACADSB,Stim48hr,False,2.0,0.1845002922974841,0.3430457627504766,2.0,,,
ENSG00000196177,ACADSB,Stim8hr,False,2.0,0.1588087880674693,0.6433174507700539,2.0,,,
ENSG00000072778,ACADVL,Rest,False,2.0,-0.0205089302347646,0.4720653367771859,2.0,,,
ENSG00000072778,ACADVL,Stim48hr,False,2.0,0.0370180996828166,0.4986778984642455,2.0,,,
ENSG00000072778,ACADVL,Stim8hr,False,2.0,-0.0148591744043614,0.5702996471661285,2.0,,,
ENSG00000072818,ACAP1,Rest,False,2.0,0.076089456805943,,2.0,,,
ENSG00000072818,ACAP1,Stim48hr,False,2.0,0.1212759118241534,0.9935502617631304,2.0,,,
ENSG00000072818,ACAP1,Stim8hr,False,2.0,0.0460464111226669,,2.0,,,
ENSG00000114331,ACAP2,Rest,False,2.0,,,,,,
ENSG00000114331,ACAP2,Stim48hr,False,2.0,-0.070945243741007,-1.0,2.0,,,
ENSG00000114331,ACAP2,Stim8hr,False,2.0,,,,,,
ENSG00000131584,ACAP3,Rest,False,2.0,-0.0507261564423486,0.9319614554354568,2.0,,,
ENSG00000131584,ACAP3,Stim48hr,False,2.0,,,,,,
ENSG00000131584,ACAP3,Stim8hr,False,2.0,0.0008969624186693,,2.0,,,
ENSG00000075239,ACAT1,Rest,False,2.0,0.0020242165714076,,2.0,,,
ENSG00000075239,ACAT1,Stim48hr,False,2.0,0.1030125468924411,,2.0,,,
ENSG00000075239,ACAT1,Stim8hr,False,2.0,0.0811222140792751,,2.0,,,
ENSG00000120437,ACAT2,Rest,False,2.0,0.1325878275875329,0.8314935498393643,2.0,,,
ENSG00000120437,ACAT2,Stim48hr,False,2.0,0.108179414034368,0.524629985696163,2.0,,,
ENSG00000120437,ACAT2,Stim8hr,False,2.0,0.1802602136821151,0.5824977935318366,2.0,,,
ENSG00000182827,ACBD3,Rest,False,2.0,0.1018538446758615,1.0,2.0,,,
ENSG00000182827,ACBD3,Stim48hr,False,2.0,0.0757099535537047,0.7115589659428035,2.0,,,
ENSG00000182827,ACBD3,Stim8hr,False,2.0,0.1011895025209292,1.0,2.0,,,
ENSG00000181513,ACBD4,Rest,False,2.0,,,,,,
ENSG00000181513,ACBD4,Stim48hr,False,2.0,,,,,,
ENSG00000181513,ACBD4,Stim8hr,False,2.0,,,,,,
ENSG00000107897,ACBD5,Rest,False,2.0,0.084126678364875,0.922527111379642,2.0,,,
ENSG00000107897,ACBD5,Stim48hr,False,2.0,0.0907579555949197,0.7914117661085102,2.0,,,
ENSG00000107897,ACBD5,Stim8hr,False,2.0,0.1240902975246943,0.8256429358086687,2.0,,,
ENSG00000230124,ACBD6,Rest,False,2.0,0.1089752860988548,0.9672574548164742,2.0,,,
ENSG00000230124,ACBD6,Stim48hr,False,2.0,0.0568092305081542,0.7887996249677964,2.0,,,
ENSG00000230124,ACBD6,Stim8hr,False,2.0,0.0941241199121833,0.926622632242984,2.0,,,
ENSG00000110455,ACCS,Rest,False,2.0,0.1730002569023083,,2.0,,,
ENSG00000110455,ACCS,Stim48hr,False,2.0,0.0221819536018183,,2.0,,,
ENSG00000110455,ACCS,Stim8hr,False,2.0,0.0885887674363741,,2.0,,,
ENSG00000102977,ACD,Stim48hr,False,2.0,,,,,,
ENSG00000159640,ACE,Rest,True,1.0,0.002147220351493,-1.0,1.0,,,
ENSG00000159640,ACE,Stim48hr,True,1.0,0.0047483229951223,,2.0,,,
ENSG00000159640,ACE,Stim8hr,True,1.0,0.068613920723061,,1.0,,,
ENSG00000167769,ACER1,Rest,False,2.0,,,,,,
ENSG00000167769,ACER1,Stim48hr,False,2.0,,,,,,
ENSG00000167769,ACER1,Stim8hr,False,2.0,,,,,,
ENSG00000177076,ACER2,Rest,False,2.0,-0.1622000616782804,-0.4875228202736707,0.0,,,
ENSG00000177076,ACER2,Stim48hr,False,2.0,-0.0640265361468325,-0.4853057357849717,0.0,,,
ENSG00000177076,ACER2,Stim8hr,False,2.0,-0.1245550707263916,-0.3179541969922339,0.0,,,
ENSG00000078124,ACER3,Rest,False,2.0,-0.0021018005634644,0.7544488410625932,2.0,,,
ENSG00000078124,ACER3,Stim48hr,False,2.0,0.0600275213681895,,2.0,,,
ENSG00000078124,ACER3,Stim8hr,False,2.0,0.0389666478062005,0.9318337662212928,2.0,,,
ENSG00000100813,ACIN1,Rest,True,1.0,,,,,,
ENSG00000100813,ACIN1,Stim48hr,True,1.0,,,,,,
ENSG00000100813,ACIN1,Stim8hr,True,1.0,,,,,,
ENSG00000144476,ACKR3,Rest,True,1.0,0.099612828247413,,0.0,,,
ENSG00000144476,ACKR3,Stim48hr,True,1.0,0.0088128014263429,,0.0,,,
ENSG00000144476,ACKR3,Stim8hr,True,1.0,0.1044465635295144,,0.0,,,
ENSG00000131473,ACLY,Rest,False,2.0,0.0929377992795533,0.8857441236175799,2.0,,,
ENSG00000131473,ACLY,Stim48hr,False,2.0,0.3292834513291185,0.716453561143812,2.0,0.3477412556833494,0.7842797689239841,0.7746815188486184
ENSG00000131473,ACLY,Stim8hr,False,2.0,0.2031933044073306,0.7011820157982187,2.0,0.1709957062039015,0.7377628422684716,0.7153749533598135
ENSG00000122729,ACO1,Rest,False,2.0,0.1227376132925611,,2.0,,,
ENSG00000122729,ACO1,Stim48hr,False,2.0,0.1446467930279599,,2.0,,,
ENSG00000122729,ACO1,Stim8hr,False,2.0,0.1263076425224032,,2.0,,,
ENSG00000100412,ACO2,Rest,True,1.0,,,,,,
ENSG00000100412,ACO2,Stim48hr,True,1.0,,,,,,
ENSG00000100412,ACO2,Stim8hr,True,1.0,,,,-0.0116324052408479,0.0012569116260821,-0.0551125130344928
ENSG00000112304,ACOT13,Rest,False,2.0,0.0556811101869561,0.9782130588779896,2.0,,,
ENSG00000112304,ACOT13,Stim48hr,False,2.0,0.0619466104351526,0.0971309760641202,2.0,,,
ENSG00000112304,ACOT13,Stim8hr,False,2.0,0.1017769846331487,0.9771563060262898,2.0,,,
ENSG00000119673,ACOT2,Rest,False,2.0,0.1063598443489223,,0.0,,,
