reg_class,target_gene,is_ISG
TCR (context-specific),MCUB,False
TCR (context-specific),MEAK7,False
TCR (context-specific),METTL1,False
TCR (context-specific),MFSD2A,False
TCR (context-specific),MGAT4A,False
TCR (context-specific),MGST3,False
TCR (context-specific),MICAL1,False
TCR (context-specific),MICU1,False
TCR (context-specific),MIDN,False
TCR (context-specific),MIIP,False
TCR (context-specific),MINDY2,False
TCR (context-specific),MITD1,False
TCR (context-specific),MIX23,False
TCR (context-specific),MKNK1,False
TCR (context-specific),MKNK2,False
TCR (context-specific),MKRN1,False
TCR (context-specific),MMP25,False
TCR (context-specific),MOAP1,False
TCR (context-specific),MOB3A,False
TCR (context-specific),MOB3C,False
TCR (context-specific),MOSPD3,False
TCR (context-specific),MOV10,False
TCR (context-specific),MSN,False
TCR (context-specific),MSRB1,False
TCR (context-specific),MSRB2,False
TCR (context-specific),MT1F,False
TCR (context-specific),MTHFR,False
TCR (context-specific),MUC1,False
TCR (context-specific),MVB12B,False
TCR (context-specific),MVD,False
TCR (context-specific),MVP,False
TCR (context-specific),MX1,True
TCR (context-specific),MX2,True
TCR (context-specific),MXD1,False
TCR (context-specific),MXD4,False
TCR (context-specific),MYADM,False
TCR (context-specific),MYB,False
TCR (context-specific),MYBL1,False
TCR (context-specific),MYC,False
TCR (context-specific),MYD88,False
TCR (context-specific),MYH9,False
TCR (context-specific),MYL12A,False
TCR (context-specific),MYL6,False
TCR (context-specific),MYO18A,False
TCR (context-specific),MYO1F,False
TCR (context-specific),MYOF,False
TCR (context-specific),N4BP2L2,False
TCR (context-specific),NAA80,False
TCR (context-specific),NAB2,False
TCR (context-specific),NAGA,False
TCR (context-specific),NAGK,False
TCR (context-specific),NAMPT,False
TCR (context-specific),NAPA,False
TCR (context-specific),NAPRT,False
TCR (context-specific),NARF,False
TCR (context-specific),NBEAL1,False
TCR (context-specific),NBEAL2,False
TCR (context-specific),NBR1,False
TCR (context-specific),NCF2,False
TCR (context-specific),NCF4,False
TCR (context-specific),NCKAP1L,False
TCR (context-specific),NCOA2,False
TCR (context-specific),NDRG1,False
TCR (context-specific),NDRG3,False
TCR (context-specific),NDUFB1,False
TCR (context-specific),NECAB3,False
TCR (context-specific),NECAP2,False
TCR (context-specific),NEK2,False
TCR (context-specific),NEK6,False
TCR (context-specific),NETO2,False
TCR (context-specific),NEU1,False
TCR (context-specific),NFKB2,False
TCR (context-specific),NFKBID,False
TCR (context-specific),NFKBIZ,False
TCR (context-specific),NHERF1,False
TCR (context-specific),NIBAN1,False
TCR (context-specific),NIBAN2,False
TCR (context-specific),NIPAL3,False
TCR (context-specific),NIPSNAP3A,False
TCR (context-specific),NLRC5,False
TCR (context-specific),NLRP1,False
TCR (context-specific),NME1,False
TCR (context-specific),NMRK1,False
TCR (context-specific),NMT2,False
TCR (context-specific),NOL3,False
TCR (context-specific),NOL4L,False
TCR (context-specific),NOLC1,False
TCR (context-specific),NOP53,False
TCR (context-specific),NOSIP,False
TCR (context-specific),NPC2,False
TCR (context-specific),NPM3,False
TCR (context-specific),NPTX1,False
TCR (context-specific),NR4A3,False
TCR (context-specific),NSG1,False
TCR (context-specific),NTAN1,False
TCR (context-specific),NUB1,False
TCR (context-specific),NUCB1,False
TCR (context-specific),NUDT14,False
TCR (context-specific),NXPE3,False
TCR (context-specific),OAS1,True
TCR (context-specific),OAS2,True
TCR (context-specific),OAS3,True
TCR (context-specific),OASL,True
TCR (context-specific),OCEL1,False
TCR (context-specific),OCIAD2,False
TCR (context-specific),ODC1,False
TCR (context-specific),ODF2L,False
TCR (context-specific),ODF3B,False
TCR (context-specific),OGDH,False
TCR (context-specific),OPTN,False
TCR (context-specific),ORMDL3,False
TCR (context-specific),OS9,False
TCR (context-specific),OSBPL1A,False
TCR (context-specific),OSTF1,False
TCR (context-specific),OSTM1,False
TCR (context-specific),OXNAD1,False
TCR (context-specific),P2RY10,False
TCR (context-specific),P2RY11,False
TCR (context-specific),P2RY8,False
TCR (context-specific),PABIR3,False
TCR (context-specific),PAG1,False
TCR (context-specific),PAICS,False
TCR (context-specific),PAQR8,False
TCR (context-specific),PARP10,False
TCR (context-specific),PARP11,False
TCR (context-specific),PARP12,True
TCR (context-specific),PARP14,False
TCR (context-specific),PARP15,False
TCR (context-specific),PARP8,False
TCR (context-specific),PARP9,True
TCR (context-specific),PARVG,False
TCR (context-specific),PATJ,False
TCR (context-specific),PATL2,False
TCR (context-specific),PBX4,False
TCR (context-specific),PBXIP1,False
TCR (context-specific),PCCA,False
TCR (context-specific),PCMTD1,False
TCR (context-specific),PCYT1A,False
TCR (context-specific),PCYT2,False
TCR (context-specific),PDCD1,False
TCR (context-specific),PDCD1LG2,False
TCR (context-specific),PDCD4,False
TCR (context-specific),PDE3B,False
TCR (context-specific),PDE4B,False
TCR (context-specific),PDE6D,False
TCR (context-specific),PDE6G,False
TCR (context-specific),PDE7A,False
TCR (context-specific),PDK2,False
TCR (context-specific),PDLIM2,False
TCR (context-specific),PDP1,False
TCR (context-specific),PDSS1,False
TCR (context-specific),PDXP,False
TCR (context-specific),PECR,False
TCR (context-specific),PEPD,False
TCR (context-specific),PFN1,False
TCR (context-specific),PGAP6,False
TCR (context-specific),PHF1,False
TCR (context-specific),PHF11,False
TCR (context-specific),PHF6,False
TCR (context-specific),PHKA1,False
TCR (context-specific),PHKB,False
TCR (context-specific),PHLDA3,False
TCR (context-specific),PHYKPL,False
TCR (context-specific),PI16,False
TCR (context-specific),PI4KA,False
TCR (context-specific),PIAS3,False
TCR (context-specific),PIK3IP1,False
TCR (context-specific),PIM1,False
TCR (context-specific),PINK1,False
TCR (context-specific),PIP4P2,False
TCR (context-specific),PITPNC1,False
TCR (context-specific),PJA2,False
TCR (context-specific),PLA2G4C,False
TCR (context-specific),PLAAT4,False
TCR (context-specific),PLAC8,False
TCR (context-specific),PLCB2,False
TCR (context-specific),PLCL1,False
TCR (context-specific),PLCL2,False
TCR (context-specific),PLD2,False
TCR (context-specific),PLD3,False
TCR (context-specific),PLEC,False
TCR (context-specific),PLEKHA2,False
TCR (context-specific),PLEKHG2,False
TCR (context-specific),PLEKHG3,False
TCR (context-specific),PLEKHO1,False
TCR (context-specific),PLEKHO2,False
TCR (context-specific),PLOD3,False
TCR (context-specific),PLP2,False
TCR (context-specific),PLPP1,False
TCR (context-specific),PLSCR1,True
TCR (context-specific),PLXNA4,False
TCR (context-specific),PML,False
TCR (context-specific),PMM1,False
TCR (context-specific),PNRC1,False
TCR (context-specific),POC1B,False
TCR (context-specific),POLD4,False
TCR (context-specific),POLH,False
TCR (context-specific),POLR3G,False
TCR (context-specific),POLR3H,False
TCR (context-specific),POU2AF1,False
TCR (context-specific),PPARA,False
TCR (context-specific),PPCDC,False
TCR (context-specific),PPM1K,False
TCR (context-specific),PPM1M,False
TCR (context-specific),PPP1CA,False
TCR (context-specific),PPP1R18,False
TCR (context-specific),PPP1R3B,False
TCR (context-specific),PPP2R5B,False
TCR (context-specific),PRAG1,False
TCR (context-specific),PRDX5,False
TCR (context-specific),PRKACB,False
TCR (context-specific),PRKCQ,False
TCR (context-specific),PRKD2,False
TCR (context-specific),PRKX,False
TCR (context-specific),PRMT2,False
TCR (context-specific),PRMT5,False
TCR (context-specific),PRNP,False
TCR (context-specific),PRR7,False
TCR (context-specific),PRSS23,False
TCR (context-specific),PRXL2B,False
TCR (context-specific),PSMB10,False
TCR (context-specific),PSMB9,False
TCR (context-specific),PSME1,False
TCR (context-specific),PTGER2,False
TCR (context-specific),PTGFRN,False
TCR (context-specific),PTK2B,False
TCR (context-specific),PTMS,False
TCR (context-specific),PTPN12,False
TCR (context-specific),PTPN4,False
TCR (context-specific),PTPN7,False
TCR (context-specific),PTPRC,False
TCR (context-specific),PTPRK,False
TCR (context-specific),PTTG1IP,False
TCR (context-specific),PUS7,False
TCR (context-specific),PWWP2B,False
TCR (context-specific),PXMP4,False
TCR (context-specific),PXN,False
TCR (context-specific),PYCARD,False
TCR (context-specific),PYCR1,False
TCR (context-specific),PYCR3,False
TCR (context-specific),RAB11A,False
TCR (context-specific),RAB11FIP4,False
TCR (context-specific),RAB19,False
TCR (context-specific),RAB1B,False
TCR (context-specific),RAB27B,False
TCR (context-specific),RAB29,False
TCR (context-specific),RAB37,False
TCR (context-specific),RAB5B,False
TCR (context-specific),RABAC1,False
TCR (context-specific),RABGAP1L,False
TCR (context-specific),RAC2,False
TCR (context-specific),RALB,False
TCR (context-specific),RAMP1,False
TCR (context-specific),RAP2A,False
TCR (context-specific),RASA3,False
TCR (context-specific),RASAL3,False
TCR (context-specific),RASGEF1A,False
TCR (context-specific),RASGRF2,False
TCR (context-specific),RASGRP1,False
TCR (context-specific),RASGRP2,False
TCR (context-specific),RASGRP3,False
TCR (context-specific),RASSF2,False
TCR (context-specific),RASSF7,False
TCR (context-specific),RB1,False
TCR (context-specific),RBKS,False
TCR (context-specific),RBL2,False
TCR (context-specific),RBM38,False
TCR (context-specific),RBM43,False
TCR (context-specific),RBPJ,False
TCR (context-specific),RCAN3,False
TCR (context-specific),RCBTB1,False
TCR (context-specific),RCBTB2,False
TCR (context-specific),RCC1,False
TCR (context-specific),RDH10,False
TCR (context-specific),RECK,False
TCR (context-specific),REEP5,False
TCR (context-specific),RENBP,False
TCR (context-specific),RESF1,False
TCR (context-specific),RETREG1,False
TCR (context-specific),RETREG3,False
TCR (context-specific),RFFL,False
TCR (context-specific),RGCC,False
TCR (context-specific),RGL4,False
TCR (context-specific),RGP1,False
TCR (context-specific),RGS14,False
TCR (context-specific),RGS16,False
TCR (context-specific),RGS19,False
TCR (context-specific),RGS3,False
TCR (context-specific),RHOF,False
TCR (context-specific),RHOU,False
TCR (context-specific),RIGI,True
TCR (context-specific),RILP,False
TCR (context-specific),RILPL2,False
TCR (context-specific),RIPK1,False
TCR (context-specific),RIPK3,False
TCR (context-specific),RIPOR1,False
TCR (context-specific),RIT1,False
TCR (context-specific),RNASEK,False
TCR (context-specific),RNF125,False
TCR (context-specific),RNF144A,False
TCR (context-specific),RNF157,False
TCR (context-specific),RNF166,False
TCR (context-specific),RNF19A,False
TCR (context-specific),RNF19B,False
TCR (context-specific),RNF213,False
TCR (context-specific),RNF44,False
TCR (context-specific),RNPEPL1,False
TCR (context-specific),ROPN1L,False
TCR (context-specific),RPP25,False
TCR (context-specific),RRAGC,False
TCR (context-specific),RRAGD,False
TCR (context-specific),RRAS,False
TCR (context-specific),RRP9,False
TCR (context-specific),RSAD2,True
TCR (context-specific),RSRP1,False
TCR (context-specific),RSU1,False
TCR (context-specific),RTP4,False
TCR (context-specific),S100A10,False
TCR (context-specific),S100A11,False
TCR (context-specific),S100A4,False
TCR (context-specific),S100A6,False
TCR (context-specific),S100P,False
TCR (context-specific),S1PR1,False
TCR (context-specific),S1PR4,False
TCR (context-specific),SAMD3,False
TCR (context-specific),SAMD9,True
TCR (context-specific),SAMD9L,True
TCR (context-specific),SAMHD1,False
TCR (context-specific),SANBR,False
TCR (context-specific),SARAF,False
TCR (context-specific),SASH3,False
TCR (context-specific),SAT1,False
TCR (context-specific),SAT2,False
TCR (context-specific),SATB1,False
TCR (context-specific),SBK1,False
TCR (context-specific),SCARB2,False
TCR (context-specific),SCARF1,False
TCR (context-specific),SCLY,False
TCR (context-specific),SCN9A,False
TCR (context-specific),SCP2,False
TCR (context-specific),SDC4,False
TCR (context-specific),SDCBP,False
TCR (context-specific),SEC31B,False
TCR (context-specific),SELPLG,False
TCR (context-specific),SEMA4C,False
TCR (context-specific),SENP7,False
TCR (context-specific),SEPTIN1,False
TCR (context-specific),SEPTIN6,False
TCR (context-specific),SEPTIN9,False
TCR (context-specific),SERINC1,False
TCR (context-specific),SERINC3,False
TCR (context-specific),SERINC5,False
TCR (context-specific),SERPINB1,False
TCR (context-specific),SERPINE2,False
TCR (context-specific),SFXN2,False
TCR (context-specific),SFXN3,False
TCR (context-specific),SGK3,False
TCR (context-specific),SGSH,False
TCR (context-specific),SGTB,False
TCR (context-specific),SH2D3A,False
TCR (context-specific),SH2D3C,False
TCR (context-specific),SH3BGRL,False
TCR (context-specific),SH3BGRL3,False
TCR (context-specific),SH3BP1,False
TCR (context-specific),SH3BP5,False
TCR (context-specific),SH3KBP1,False
TCR (context-specific),SH3TC1,False
TCR (context-specific),SHC1,False
TCR (context-specific),SHFL,False
TCR (context-specific),SHISA5,False
TCR (context-specific),SIAH2,False
TCR (context-specific),SIDT1,False
TCR (context-specific),SIGIRR,False
TCR (context-specific),SIPA1,False
TCR (context-specific),SIRT2,False
TCR (context-specific),SIT1,False
TCR (context-specific),SKAP1,False
TCR (context-specific),SLC12A7,False
TCR (context-specific),SLC16A3,False
TCR (context-specific),SLC19A2,False
TCR (context-specific),SLC1A4,False
TCR (context-specific),SLC1A5,False
TCR (context-specific),SLC22A18,False
TCR (context-specific),SLC25A19,False
TCR (context-specific),SLC25A20,False
TCR (context-specific),SLC25A23,False
TCR (context-specific),SLC25A24,False
TCR (context-specific),SLC25A32,False
TCR (context-specific),SLC25A35,False
TCR (context-specific),SLC25A42,False
TCR (context-specific),SLC26A11,False
TCR (context-specific),SLC26A4,False
TCR (context-specific),SLC27A2,False
TCR (context-specific),SLC29A1,False
TCR (context-specific),SLC2A3,False
TCR (context-specific),SLC2A4RG,False
TCR (context-specific),SLC30A4,False
TCR (context-specific),SLC35D2,False
TCR (context-specific),SLC35F2,False
TCR (context-specific),SLC37A3,False
TCR (context-specific),SLC38A9,False
TCR (context-specific),SLC39A14,False
TCR (context-specific),SLC39A8,False
TCR (context-specific),SLC43A3,False
TCR (context-specific),SLC44A2,False
TCR (context-specific),SLC46A3,False
TCR (context-specific),SLC5A3,False
TCR (context-specific),SLC5A6,False
TCR (context-specific),SLC7A5,False
TCR (context-specific),SLC9A7,False
TCR (context-specific),SLC9A9,False
TCR (context-specific),SLCO3A1,False
TCR (context-specific),SLFN12L,False
TCR (context-specific),SLFN5,False
TCR (context-specific),SMAD3,False
TCR (context-specific),SMAP2,False
TCR (context-specific),SMARCA2,False
TCR (context-specific),SMDT1,False
TCR (context-specific),SMIM14,False
TCR (context-specific),SMIM29,False
TCR (context-specific),SMKR1,False
TCR (context-specific),SMOX,False
TCR (context-specific),SMPD1,False
TCR (context-specific),SMPD3,False
TCR (context-specific),SMS,False
TCR (context-specific),SNAI3,False
TCR (context-specific),SNPH,False
TCR (context-specific),SNRK,False
TCR (context-specific),SNRPN,False
TCR (context-specific),SNTA1,False
TCR (context-specific),SNTB1,False
TCR (context-specific),SNX20,False
TCR (context-specific),SNX30,False
TCR (context-specific),SNX9,False
TCR (context-specific),SOCS1,False
TCR (context-specific),SOCS3,False
TCR (context-specific),SORL1,False
TCR (context-specific),SORT1,False
TCR (context-specific),SOS1,False
TCR (context-specific),SP100,True
TCR (context-specific),SP4,False
TCR (context-specific),SPATS2L,False
TCR (context-specific),SPHK1,False
TCR (context-specific),SPINT2,False
TCR (context-specific),SPN,False
TCR (context-specific),SPOCK2,False
TCR (context-specific),SPR,False
TCR (context-specific),SPRY1,False
TCR (context-specific),SPSB2,False
TCR (context-specific),SPTBN1,False
TCR (context-specific),SPTLC2,False
TCR (context-specific),SQSTM1,False
TCR (context-specific),SRD5A3,False
TCR (context-specific),SREBF1,False
TCR (context-specific),SRGN,False
TCR (context-specific),SRM,False
TCR (context-specific),SSBP2,False
TCR (context-specific),ST3GAL1,False
TCR (context-specific),ST3GAL5,False
TCR (context-specific),ST8SIA6,False
TCR (context-specific),STARD10,False
TCR (context-specific),STAT1,True
TCR (context-specific),STAT2,True
TCR (context-specific),STAT4,False
TCR (context-specific),STAT5A,False
TCR (context-specific),STK10,False
TCR (context-specific),STK17A,False
TCR (context-specific),STK17B,False
TCR (context-specific),STK38,False
TCR (context-specific),STK40,False
TCR (context-specific),STN1,False
TCR (context-specific),STOM,False
TCR (context-specific),STRIP2,False
TCR (context-specific),STX17,False
TCR (context-specific),STX3,False
TCR (context-specific),STX5,False
TCR (context-specific),STXBP2,False
TCR (context-specific),STXBP3,False
TCR (context-specific),STYX,False
TCR (context-specific),SULT1B1,False
TCR (context-specific),SUN2,False
TCR (context-specific),SUSD1,False
TCR (context-specific),SUSD3,False
TCR (context-specific),SUV39H2,False
TCR (context-specific),SWAP70,False
TCR (context-specific),SWT1,False
TCR (context-specific),SYNE1,False
TCR (context-specific),SYNE2,False
TCR (context-specific),SYNJ1,False
TCR (context-specific),SYNJ2BP,False
TCR (context-specific),SYNRG,False
TCR (context-specific),SYTL1,False
TCR (context-specific),SYTL2,False
TCR (context-specific),TAF9B,False
TCR (context-specific),TAGAP,False
TCR (context-specific),TANK,False
TCR (context-specific),TAPBP,False
TCR (context-specific),TAPBPL,False
TCR (context-specific),TBC1D1,False
TCR (context-specific),TBC1D10A,False
TCR (context-specific),TBC1D10C,False
TCR (context-specific),TBC1D17,False
TCR (context-specific),TBC1D2,False
TCR (context-specific),TBC1D2B,False
TCR (context-specific),TBC1D4,False
TCR (context-specific),TBC1D5,False
TCR (context-specific),TBCB,False
TCR (context-specific),TBKBP1,False
TCR (context-specific),TBX21,False
TCR (context-specific),TC2N,False
TCR (context-specific),TCEA2,False
TCR (context-specific),TCEAL8,False
TCR (context-specific),TCIRG1,False
TCR (context-specific),TCP11L2,False
TCR (context-specific),TDRD7,False
TCR (context-specific),TECPR1,False
TCR (context-specific),TENT5C,False
TCR (context-specific),TES,False
TCR (context-specific),TFAP4,False
TCR (context-specific),TFE3,False
TCR (context-specific),TGFBR1,False
TCR (context-specific),TGIF1,False
TCR (context-specific),THBS3,False
TCR (context-specific),THEMIS,False
TCR (context-specific),THEMIS2,False
TCR (context-specific),TIAM1,False
TCR (context-specific),TIAM2,False
TCR (context-specific),TIFA,False
TCR (context-specific),TIMM8A,False
TCR (context-specific),TIPARP,False
TCR (context-specific),TK2,False
TCR (context-specific),TLCD3A,False
TCR (context-specific),TLE5,False
TCR (context-specific),TLN1,False
TCR (context-specific),TLR1,False
TCR (context-specific),TM6SF1,False
TCR (context-specific),TMC6,False
TCR (context-specific),TMEM107,False
TCR (context-specific),TMEM120A,False
TCR (context-specific),TMEM120B,False
TCR (context-specific),TMEM140,False
TCR (context-specific),TMEM154,False
TCR (context-specific),TMEM156,False
TCR (context-specific),TMEM200A,False
TCR (context-specific),TMEM201,False
TCR (context-specific),TMEM219,False
TCR (context-specific),TMEM229B,False
TCR (context-specific),TMEM41B,False
TCR (context-specific),TMEM50A,False
TCR (context-specific),TMEM50B,False
TCR (context-specific),TMEM59,False
TCR (context-specific),TMEM63A,False
TCR (context-specific),TMEM65,False
TCR (context-specific),TMEM71,False
TCR (context-specific),TMOD2,False
TCR (context-specific),TMSB10,False
TCR (context-specific),TNFAIP3,False
TCR (context-specific),TNFAIP8,False
TCR (context-specific),TNFAIP8L1,False
TCR (context-specific),TNFRSF14,False
TCR (context-specific),TNFRSF9,False
TCR (context-specific),TNFSF14,False
TCR (context-specific),TNIK,False
TCR (context-specific),TNIP3,False
TCR (context-specific),TNRC6B,False
TCR (context-specific),TOB1,False
TCR (context-specific),TOM1L2,False
TCR (context-specific),TOMM40,False
TCR (context-specific),TP53INP1,False
TCR (context-specific),TPK1,False
TCR (context-specific),TPM4,False
TCR (context-specific),TPP1,False
TCR (context-specific),TPRG1L,False
TCR (context-specific),TRADD,False
TCR (context-specific),TRAFD1,False
TCR (context-specific),TRAM2,False
TCR (context-specific),TRANK1,False
TCR (context-specific),TRAP1,False
TCR (context-specific),TRAPPC6B,False
TCR (context-specific),TRDMT1,False
TCR (context-specific),TREML2,False
TCR (context-specific),TRIM14,False
TCR (context-specific),TRIM21,False
TCR (context-specific),TRIM22,True
TCR (context-specific),TRIM3,False
TCR (context-specific),TRIM38,False
TCR (context-specific),TRIM46,False
TCR (context-specific),TRIM5,False
TCR (context-specific),TRIM8,False
TCR (context-specific),TRIT1,False
TCR (context-specific),TRMT1,False
TCR (context-specific),TRMT61A,False
TCR (context-specific),TRPV2,False
TCR (context-specific),TSC22D1,False
TCR (context-specific),TSPAN14,False
TCR (context-specific),TSPAN15,False
TCR (context-specific),TSPAN18,False
TCR (context-specific),TSPAN3,False
TCR (context-specific),TSPAN32,False
TCR (context-specific),TTC22,False
TCR (context-specific),TTC39B,False
TCR (context-specific),TTC7A,False
TCR (context-specific),TTC9,False
TCR (context-specific),TTLL12,False
TCR (context-specific),TTLL3,False
TCR (context-specific),TUBA1A,False
TCR (context-specific),TUBA4A,False
TCR (context-specific),TWF2,False
TCR (context-specific),TWNK,False
TCR (context-specific),TXK,False
TCR (context-specific),TXNDC16,False
TCR (context-specific),TXNIP,False
TCR (context-specific),TYMP,False
TCR (context-specific),UBA7,False
TCR (context-specific),UBASH3B,False
TCR (context-specific),UBC,False
TCR (context-specific),UBE2F,False
TCR (context-specific),UBE2H,False
TCR (context-specific),UBL3,False
TCR (context-specific),UBQLN2,False
TCR (context-specific),UCK2,False
TCR (context-specific),UGP2,False
TCR (context-specific),UNC119,False
TCR (context-specific),UPP1,False
TCR (context-specific),UQCRB,False
TCR (context-specific),USP18,True
TCR (context-specific),USP20,False
TCR (context-specific),USP28,False
TCR (context-specific),USP32,False
TCR (context-specific),USP35,False
TCR (context-specific),VAMP3,False
TCR (context-specific),VAMP4,False
TCR (context-specific),VAMP5,False
TCR (context-specific),VAMP8,False
TCR (context-specific),VAV1,False
TCR (context-specific),VCPIP1,False
TCR (context-specific),VIM,False
TCR (context-specific),VMAC,False
TCR (context-specific),VPS13C,False
TCR (context-specific),VPS8,False
TCR (context-specific),WAS,False
TCR (context-specific),WASF2,False
TCR (context-specific),WASHC3,False
TCR (context-specific),WASHC4,False
TCR (context-specific),WBP1,False
TCR (context-specific),WBP2,False
TCR (context-specific),WDR81,False
TCR (context-specific),WHAMM,False
TCR (context-specific),WIPF1,False
TCR (context-specific),WIPI1,False
TCR (context-specific),WWC3,False
TCR (context-specific),XAF1,True
TCR (context-specific),XBP1,False
TCR (context-specific),XIRP1,False
TCR (context-specific),XRN1,False
TCR (context-specific),XYLT2,False
TCR (context-specific),YBX3,False
TCR (context-specific),YPEL3,False
TCR (context-specific),YPEL5,False
TCR (context-specific),YRDC,False
TCR (context-specific),YWHAZ,False
TCR (context-specific),ZBED2,False
TCR (context-specific),ZBP1,False
TCR (context-specific),ZBTB1,False
TCR (context-specific),ZBTB32,False
TCR (context-specific),ZC3H12A,False
TCR (context-specific),ZC3H12C,False
TCR (context-specific),ZC3H3,False
TCR (context-specific),ZC3HAV1,False
TCR (context-specific),ZDHHC12,False
TCR (context-specific),ZDHHC2,False
TCR (context-specific),ZEB2,False
TCR (context-specific),ZFAND2B,False
TCR (context-specific),ZFAND4,False
TCR (context-specific),ZFP14,False
TCR (context-specific),ZFP3,False
TCR (context-specific),ZFP36,False
TCR (context-specific),ZFP36L1,False
TCR (context-specific),ZFP90,False
TCR (context-specific),ZFYVE1,False
TCR (context-specific),ZFYVE28,False
TCR (context-specific),ZHX2,False
TCR (context-specific),ZMAT3,False
TCR (context-specific),ZMIZ2,False
TCR (context-specific),ZMYM1,False
TCR (context-specific),ZMYND19,False
TCR (context-specific),ZNF101,False
TCR (context-specific),ZNF217,False
TCR (context-specific),ZNF224,False
TCR (context-specific),ZNF33A,False
TCR (context-specific),ZNF33B,False
TCR (context-specific),ZNF44,False
TCR (context-specific),ZNF449,False
TCR (context-specific),ZNF480,False
TCR (context-specific),ZNF548,False
TCR (context-specific),ZNF593,False
TCR (context-specific),ZNF613,False
TCR (context-specific),ZNF641,False
TCR (context-specific),ZNF652,False
TCR (context-specific),ZNF704,False
TCR (context-specific),ZNF792,False
TCR (context-specific),ZNF83,False
TCR (context-specific),ZNF836,False
TCR (context-specific),ZSWIM8,False
TCR (context-specific),ZYG11B,False
TCR (context-specific),ZYX,False
