ensembl,symbol,pearson_z,empirical_p,n_co_measured,class,kd_cd4_abs,kd_rpe1_ontarget_abs,min_kd_rank,well_powered,rpe1_cells,donor_robust,program
ENSG00000163807,KIAA1143,-0.0342,0.93,7036,T-specific,13.85,0.486,0.3345,False,141,False,
ENSG00000213523,SRA1,-0.0345,0.5533,7036,T-specific,8.131,0.963,0.553,True,172,False,
ENSG00000066654,THUMPD1,-0.0351,0.9767,7036,T-specific,18.198,0.645,0.5243,True,19,False,
ENSG00000244038,DDOST,-0.0356,0.4967,7036,T-specific,3.323,1.016,0.0593,False,58,False,
ENSG00000132153,DHX30,-0.0359,1.0,7035,T-specific,9.893,0.236,0.0203,False,161,True,
ENSG00000136997,MYC,-0.0361,0.44,7036,T-specific,5.113,0.337,0.1085,False,86,True,
ENSG00000075415,SLC25A3,-0.0368,0.33,7036,T-specific,17.335,2.599,0.9002,True,45,False,
ENSG00000105700,KXD1,-0.0368,0.9333,7036,T-specific,17.748,1.015,0.774,True,82,False,
ENSG00000010072,SPRTN,-0.0374,0.4467,7036,T-specific,4.508,0.236,0.0192,False,93,False,
ENSG00000136492,BRIP1,-0.0374,0.42,7036,T-specific,1.71,0.502,0.0177,False,110,True,
ENSG00000273749,CYFIP1,-0.0389,0.88,7036,T-specific,6.976,0.839,0.4428,False,27,False,
ENSG00000101181,MTG2,-0.0397,0.36,7036,T-specific,2.591,0.442,0.0322,False,215,True,
ENSG00000125449,ARMC7,-0.0402,0.55,7036,T-specific,2.133,,0.0208,False,74,False,
ENSG00000082701,GSK3B,-0.0407,0.97,7036,T-specific,20.676,0.518,0.3785,False,95,False,
ENSG00000107290,SETX,-0.0434,0.3033,7036,T-specific,10.315,0.736,0.6102,True,123,False,
ENSG00000119787,ATL2,-0.0438,0.5367,7036,T-specific,9.627,0.299,0.0655,False,71,False,
ENSG00000132394,EEFSEC,-0.044,0.6167,7036,T-specific,5.609,0.348,0.1198,False,35,False,
ENSG00000198856,OSTC,-0.045,0.7933,7036,T-specific,18.029,1.248,0.8633,True,35,False,
ENSG00000078142,PIK3C3,-0.0455,0.7433,7036,T-specific,8.299,0.552,0.4282,False,72,False,
ENSG00000138095,LRPPRC,-0.0465,0.9467,7036,T-specific,20.348,0.956,0.7424,True,89,True,
ENSG00000141279,NPEPPS,-0.0466,0.3467,7036,T-specific,5.828,0.419,0.2407,False,161,True,
ENSG00000198793,MTOR,-0.0467,0.76,7036,T-specific,1.07,0.427,0.0083,False,102,False,
ENSG00000104835,SARS2,-0.049,0.9867,7036,T-specific,3.809,0.362,0.0925,False,109,True,
ENSG00000126749,EMG1,-0.0496,0.55,7036,T-specific,4.746,1.222,0.1944,False,7,True,
ENSG00000182872,RBM10,-0.0499,0.4,7036,T-specific,18.187,0.466,0.3062,False,136,True,
ENSG00000103187,COTL1,-0.05,0.5633,7036,T-specific,16.187,1.958,0.8784,True,117,False,
ENSG00000086827,ZW10,-0.0501,0.4367,7035,T-specific,6.05,0.516,0.3462,False,63,False,
ENSG00000124641,MED20,-0.0511,0.7433,7036,T-specific,6.556,,0.4033,False,29,False,
ENSG00000204220,PFDN6,-0.0515,0.6667,7036,T-specific,6.685,0.745,0.421,False,31,False,
ENSG00000138363,ATIC,-0.0523,0.8033,7036,T-specific,7.479,0.923,0.4948,False,86,True,
ENSG00000058063,ATP11B,-0.0535,0.8767,7036,T-specific,3.856,0.44,0.1019,False,128,False,
ENSG00000178966,RMI1,-0.0543,0.4567,7036,T-specific,6.281,0.472,0.3175,False,69,False,
ENSG00000153113,CAST,-0.0544,0.67,7036,T-specific,7.265,0.974,0.4771,False,56,False,
ENSG00000137955,RABGGTB,-0.0547,0.7133,7036,T-specific,7.749,0.731,0.5229,True,110,False,
ENSG00000154229,PRKCA,-0.0547,0.57,7036,T-specific,5.644,0.61,0.3004,False,116,False,
ENSG00000159210,SNF8,-0.055,0.7167,7036,T-specific,7.831,1.223,0.5301,True,155,False,
ENSG00000038358,EDC4,-0.0556,0.5767,7036,T-specific,7.606,0.36,0.1367,False,96,False,
ENSG00000158106,RHPN1,-0.0565,0.38,7036,T-specific,4.821,,0.2048,False,217,False,
ENSG00000099800,TIMM13,-0.0574,0.6533,7036,T-specific,6.126,1.487,0.3576,False,123,False,
ENSG00000064703,DDX20,-0.0591,0.8367,7036,T-specific,6.811,0.468,0.3107,False,44,False,
ENSG00000126561,STAT5A,-0.0592,0.86,7036,T-specific,11.269,,0.7495,False,95,True,
ENSG00000166965,RCCD1,-0.0594,0.65,7036,T-specific,9.352,0.365,0.148,False,100,False,
ENSG00000165644,COMTD1,-0.0598,0.9933,7036,T-specific,4.236,0.535,0.1331,False,142,False,
ENSG00000101544,ADNP2,-0.0612,0.5733,7036,T-specific,21.154,0.444,0.2723,False,25,True,
ENSG00000146282,RARS2,-0.0614,0.7,7036,T-specific,5.63,0.697,0.2994,False,135,False,
ENSG00000197912,SPG7,-0.0619,0.6,7036,T-specific,6.073,0.755,0.3503,False,126,False,
ENSG00000011523,CEP68,-0.0621,0.3833,7036,T-specific,8.407,,0.578,False,84,False,
ENSG00000179134,SAMD4B,-0.0638,0.3067,7036,T-specific,4.724,0.567,0.1892,False,88,True,
ENSG00000171862,PTEN,-0.0638,0.98,7036,T-specific,24.519,0.95,0.7367,True,206,True,
ENSG00000100883,SRP54,-0.0648,0.6633,7036,T-specific,9.125,0.993,0.6279,True,27,False,
ENSG00000167615,LENG8,-0.0662,0.4333,7036,T-specific,3.605,0.441,0.08,False,49,True,
ENSG00000089053,ANAPC5,-0.0663,0.8233,7036,T-specific,5.765,1.125,0.3108,False,40,False,
ENSG00000108561,C1QBP,-0.0678,0.7733,7036,T-specific,10.792,1.839,0.7256,True,22,False,
ENSG00000213066,CEP43,-0.068,0.64,7036,T-specific,6.724,0.429,0.2531,False,22,True,
ENSG00000091640,SPAG7,-0.07,0.8067,7036,T-specific,24.689,0.848,0.696,True,13,False,
ENSG00000135940,COX5B,-0.0723,0.42,7036,T-specific,7.025,1.602,0.4491,False,84,True,
ENSG00000006634,DBF4,-0.0757,0.98,7036,T-specific,8.295,0.624,0.4983,False,87,True,
ENSG00000103512,NOMO1,-0.0788,0.7233,7036,T-specific,7.512,,0.4979,False,69,False,
ENSG00000215712,TMEM242,-0.0792,0.6467,7036,T-specific,5.708,0.643,0.3035,False,610,False,
ENSG00000166197,NOLC1,-0.0796,0.89,7036,T-specific,8.408,0.997,0.579,True,39,False,
ENSG00000187531,SIRT7,-0.0817,0.9267,7036,T-specific,7.054,0.34,0.113,False,255,False,
ENSG00000182220,ATP6AP2,-0.084,0.6367,7036,T-specific,3.845,0.773,0.0988,False,283,False,
ENSG00000100445,SDR39U1,-0.0842,0.77,7036,T-specific,12.87,0.368,0.1559,False,13,False,
ENSG00000176087,SLC35A4,-0.0849,0.6933,7036,T-specific,32.479,0.412,0.2226,False,25,False,
ENSG00000117614,SYF2,-0.0866,0.8567,7036,T-specific,7.479,0.721,0.4938,False,66,False,
ENSG00000164754,RAD21,-0.089,0.74,7036,T-specific,7.937,0.989,0.5385,True,42,False,
ENSG00000145337,PYURF,-0.0916,0.6367,7036,T-specific,18.488,0.785,0.6531,True,15,False,
ENSG00000025770,NCAPH2,-0.0944,0.94,7036,T-specific,3.988,0.43,0.1123,False,64,False,
ENSG00000118263,KLF7,-0.1048,0.81,7036,T-specific,12.01,0.527,0.3887,False,48,False,
ENSG00000168827,GFM1,-0.1061,0.62,7035,T-specific,4.72,0.542,0.1881,False,1699,False,
ENSG00000131165,CHMP1A,-0.1074,0.5667,7036,T-specific,5.308,0.457,0.2557,False,20,True,
ENSG00000115216,NRBP1,-0.108,0.62,7036,T-specific,7.377,0.769,0.4834,False,158,True,
ENSG00000103152,MPG,-0.1137,0.7667,7036,T-specific,11.732,1.125,0.7651,True,39,True,
ENSG00000165526,RPUSD4,-0.1142,0.8333,7036,T-specific,5.9,0.384,0.174,False,66,False,
ENSG00000104866,PPP1R37,-0.1149,0.8833,7036,T-specific,6.173,0.336,0.1051,False,359,False,
ENSG00000167881,SRP68,-0.1179,0.9733,7036,T-specific,4.531,0.689,0.158,False,55,False,
ENSG00000162923,WDR26,-0.1186,0.8133,7036,T-specific,7.438,0.446,0.2757,False,51,False,
ENSG00000069248,NUP133,-0.1219,0.9967,7036,T-specific,2.136,0.415,0.0218,False,110,False,
ENSG00000147679,UTP23,-0.149,0.9433,7036,T-specific,3.857,0.492,0.1029,False,49,True,
ENSG00000100418,DESI1,-0.1592,0.7567,7036,T-specific,6.33,0.805,0.3805,False,32,True,
ENSG00000084693,AGBL5,-0.1608,0.8367,7036,T-specific,5.144,0.423,0.238,False,41,False,
ENSG00000141401,IMPA2,-0.1758,0.8,7036,T-specific,8.234,0.399,0.1944,False,41,False,
ENSG00000100564,PIGH,-0.1775,0.8533,7036,T-specific,4.894,0.261,0.026,False,41,True,
ENSG00000112658,SRF,-0.225,0.87,7036,T-specific,3.612,0.301,0.0678,False,95,False,
ENSG00000211456,SACM1L,-0.2666,0.9567,7036,T-specific,3.984,0.456,0.1112,False,71,True,
