ensembl,symbol,pearson_z,empirical_p,n_co_measured,class,kd_cd4_abs,kd_rpe1_ontarget_abs,min_kd_rank,well_powered,rpe1_cells,donor_robust,program
ENSG00000180228,PRKRA,0.0192,0.69,7036,intermediate,14.468,0.608,0.4847,False,54,True,
ENSG00000158615,PPP1R15B,0.0192,0.19,7036,intermediate,12.309,0.399,0.1966,False,61,True,
ENSG00000110801,PSMD9,0.0192,0.0567,7036,intermediate,23.854,1.132,0.8237,True,64,False,
ENSG00000013561,RNF14,0.0192,0.1,7036,intermediate,14.137,0.424,0.2463,False,184,False,
ENSG00000112473,SLC39A7,0.0192,0.03,7036,intermediate,5.336,1.121,0.262,False,24,False,
ENSG00000172115,CYCS,0.0191,0.0533,7036,intermediate,5.325,1.631,0.2588,False,120,False,
ENSG00000100714,MTHFD1,0.0191,0.5767,7036,intermediate,10.46,0.907,0.7058,True,98,True,
ENSG00000197111,PCBP2,0.019,0.1367,7036,intermediate,3.398,0.787,0.0655,False,344,False,
ENSG00000186716,BCR,0.0189,0.6633,7036,intermediate,5.629,0.429,0.252,False,98,False,
ENSG00000182512,GLRX5,0.0187,0.72,7036,intermediate,6.773,1.232,0.4272,False,257,False,
ENSG00000138035,PNPT1,0.0186,0.77,7036,intermediate,5.227,0.724,0.2484,False,150,True,
ENSG00000185379,RAD51D,0.0185,0.3733,7036,intermediate,3.825,0.409,0.0946,False,125,False,
ENSG00000164180,TMEM161B,0.0185,0.0933,7036,intermediate,10.766,0.298,0.0644,False,59,False,
ENSG00000136270,TBRG4,0.0184,0.11,7036,intermediate,4.7,0.645,0.1819,False,9,False,
ENSG00000213619,NDUFS3,0.0184,0.0867,7036,intermediate,13.757,0.947,0.7345,True,120,False,
ENSG00000084090,STARD7,0.0181,0.2467,7036,intermediate,8.148,0.8,0.5551,True,78,True,
ENSG00000166169,POLL,0.0181,0.1233,7036,intermediate,9.433,0.406,0.2079,False,47,False,
ENSG00000160256,SLX9,0.0181,0.6967,7036,intermediate,7.183,0.701,0.4647,False,208,False,
ENSG00000100522,GNPNAT1,0.018,0.6167,7036,intermediate,3.638,0.853,0.0842,False,189,True,
ENSG00000196712,NF1,0.018,0.56,7036,intermediate,4.564,0.766,0.1642,False,64,False,
ENSG00000133398,MED10,0.0178,0.0767,7036,intermediate,5.527,0.488,0.2796,False,17,False,
ENSG00000184162,NR2C2AP,0.0176,0.17,7036,intermediate,17.407,0.36,0.139,False,23,True,
ENSG00000159202,UBE2Z,0.0175,0.0533,7036,intermediate,24.443,0.853,0.6983,True,71,False,
ENSG00000011376,LARS2,0.017,0.1533,7036,intermediate,7.01,0.356,0.1345,False,128,True,
ENSG00000112592,TBP,0.0169,0.5067,7036,intermediate,4.891,0.281,0.0497,False,85,False,
ENSG00000173436,MICOS10,0.0167,0.7633,7036,intermediate,11.063,1.905,0.738,True,184,True,
ENSG00000188486,H2AX,0.0166,0.4167,7036,intermediate,10.38,0.908,0.7006,True,109,False,
ENSG00000173120,KDM2A,0.0166,0.7367,7036,intermediate,10.543,0.481,0.3266,False,74,True,
ENSG00000147601,TERF1,0.0165,0.1267,7036,intermediate,11.148,0.589,0.4655,False,36,False,
ENSG00000196455,PIK3R4,0.0161,0.1267,7036,intermediate,9.428,0.337,0.1062,False,68,False,
ENSG00000119041,GTF3C3,0.0159,0.06,7036,intermediate,3.972,0.472,0.1102,False,71,False,
ENSG00000160691,SHC1,0.0158,0.54,7036,intermediate,9.732,0.805,0.6632,True,143,True,
ENSG00000172586,CHCHD1,0.0157,0.0867,7036,intermediate,13.612,1.301,0.8202,True,74,False,
ENSG00000131100,ATP6V1E1,0.0156,0.25,7036,intermediate,4.769,0.816,0.1985,False,58,False,
ENSG00000154813,DPH3,0.0156,0.09,7036,intermediate,7.993,0.619,0.4949,False,63,False,
ENSG00000175756,AURKAIP1,0.0151,0.5067,7036,intermediate,12.851,1.828,0.7963,True,29,False,
ENSG00000073584,SMARCE1,0.015,0.4867,7036,intermediate,9.43,1.297,0.6466,True,51,True,
ENSG00000125484,GTF3C4,0.0146,0.48,7036,intermediate,5.804,0.391,0.1831,False,942,True,
ENSG00000005448,WDR54,0.0146,0.6833,7036,intermediate,17.981,0.915,0.7209,True,246,False,
ENSG00000102125,TAFAZZIN,0.0146,0.2133,7036,intermediate,9.109,0.331,0.0983,False,98,False,
ENSG00000136856,SLC2A8,0.0143,0.2233,7036,intermediate,5.29,0.321,0.0859,False,53,False,
ENSG00000119335,SET,0.0143,0.58,7036,intermediate,9.67,1.87,0.6601,True,43,True,
ENSG00000147050,KDM6A,0.0139,0.7433,7036,intermediate,17.709,0.347,0.1164,False,213,True,
ENSG00000247626,MARS2,0.0139,0.41,7036,intermediate,0.854,,0.0052,False,91,False,
ENSG00000136807,CDK9,0.0138,0.15,7036,intermediate,6.407,0.401,0.2,False,32,False,
ENSG00000166908,PIP4K2C,0.0136,0.0933,7036,intermediate,10.532,0.11,0.0056,False,7,False,
ENSG00000149313,AASDHPPT,0.0135,0.4367,7036,intermediate,9.66,0.793,0.658,True,62,False,
ENSG00000105810,CDK6,0.0129,0.0933,7036,intermediate,7.711,0.117,0.0068,False,198,False,
ENSG00000029639,TFB1M,0.0127,0.6333,7036,intermediate,8.115,0.49,0.3412,False,111,True,
ENSG00000149809,TM7SF2,0.0127,0.17,7036,intermediate,9.426,0.277,0.0418,False,160,False,
ENSG00000171552,BCL2L1,0.0127,0.34,7036,intermediate,11.168,0.543,0.4113,False,414,False,
ENSG00000138778,CENPE,0.0123,0.2433,7036,intermediate,5.538,0.717,0.2838,False,34,False,
ENSG00000130429,ARPC1B,0.0123,0.5533,7036,intermediate,22.903,1.582,0.9209,True,35,True,
ENSG00000138107,ACTR1A,0.0121,0.7233,7036,intermediate,18.847,0.524,0.3876,False,139,False,
ENSG00000126821,SGPP1,0.0117,0.1067,7036,intermediate,16.351,0.234,0.0181,False,105,False,
ENSG00000229676,ZNF492,0.0114,0.08,7036,intermediate,4.343,,0.1414,False,101,False,
ENSG00000010322,NISCH,0.0114,0.58,7036,intermediate,15.932,0.328,0.0927,False,167,False,
ENSG00000145604,SKP2,0.0112,0.54,7036,intermediate,9.404,0.35,0.1209,False,38,False,
ENSG00000172171,TEFM,0.011,0.5933,7036,intermediate,6.141,0.361,0.1412,False,100,True,
ENSG00000105676,ARMC6,0.0109,0.67,7036,intermediate,9.836,0.371,0.1582,False,91,False,
ENSG00000203485,INF2,0.0109,0.54,7036,intermediate,13.375,0.64,0.5186,True,117,False,
ENSG00000133606,MKRN1,0.0108,0.5033,7036,intermediate,5.43,0.439,0.2644,False,187,False,
ENSG00000169016,E2F6,0.0107,0.4867,7036,intermediate,5.75,0.322,0.087,False,156,False,
ENSG00000142657,PGD,0.0107,0.2367,7036,intermediate,3.769,0.938,0.0904,False,102,False,
ENSG00000160679,CHTOP,0.0105,0.6867,7036,intermediate,9.819,0.683,0.5627,True,147,False,
ENSG00000125037,EMC3,0.0102,0.6133,7036,intermediate,16.65,0.266,0.0305,False,153,False,
ENSG00000163002,NUP35,0.0101,0.29,7036,intermediate,10.178,0.376,0.1661,False,65,True,
ENSG00000099942,CRKL,0.0101,0.4,7036,intermediate,23.886,0.32,0.0825,False,37,False,
ENSG00000142507,PSMB6,0.0098,0.59,7036,intermediate,6.36,1.485,0.3815,False,68,False,
ENSG00000214114,MYCBP,0.0096,0.64,7036,intermediate,10.597,0.386,0.1751,False,23,False,
ENSG00000183513,COA5,0.0095,0.11,7036,intermediate,6.415,0.544,0.3888,False,135,True,
ENSG00000156928,MALSU1,0.0092,0.12,7036,intermediate,8.955,1.056,0.6112,True,170,False,
ENSG00000269858,EGLN2,0.0088,0.7967,7036,intermediate,13.953,0.618,0.4938,False,162,False,
ENSG00000174886,NDUFA11,0.0084,0.12,7036,intermediate,16.463,1.716,0.8825,True,120,False,
ENSG00000042753,AP2S1,0.0079,0.1133,7036,intermediate,3.845,2.536,0.0998,False,67,False,
ENSG00000143442,POGZ,0.0078,0.2433,7035,intermediate,5.6,0.486,0.2942,False,127,False,
ENSG00000275023,MLLT6,0.0073,0.53,7035,T-specific,10.058,0.46,0.2972,False,105,False,
ENSG00000187801,ZFP69B,0.0071,0.2067,7036,T-specific,6.9,,0.4366,False,283,False,
ENSG00000108091,CCDC6,0.007,0.7933,7036,T-specific,8.2,0.703,0.5593,True,1086,True,
ENSG00000135069,PSAT1,0.007,0.8133,7036,T-specific,6.271,0.654,0.3732,False,160,False,
ENSG00000146457,WTAP,0.0069,0.1567,7036,T-specific,4.197,0.774,0.1289,False,384,True,
ENSG00000107951,MTPAP,0.0068,0.1567,7036,T-specific,8.485,0.264,0.0271,False,84,True,
ENSG00000134900,TPP2,0.0066,0.7933,7036,T-specific,9.142,0.524,0.3864,False,17,False,
ENSG00000170190,SLC16A5,0.0065,0.57,7036,T-specific,2.59,,0.0312,False,22,True,
ENSG00000119801,YPEL5,0.0065,0.16,7036,T-specific,11.529,0.405,0.2034,False,75,True,
ENSG00000112576,CCND3,0.0064,0.3033,7036,T-specific,13.063,0.552,0.4271,False,83,True,
ENSG00000137692,DCUN1D5,0.0059,0.4233,7036,T-specific,11.891,0.989,0.7638,True,87,False,
ENSG00000117481,NSUN4,0.0059,0.33,7036,T-specific,8.151,0.287,0.0576,False,124,True,
ENSG00000204482,LST1,0.0059,0.35,7036,T-specific,7.995,,0.5457,False,157,False,
ENSG00000172531,PPP1CA,0.0058,0.1767,7036,T-specific,22.568,0.682,0.5616,True,177,False,
ENSG00000169062,UPF3A,0.0058,0.6267,7036,T-specific,8.399,0.931,0.5769,True,33,False,
ENSG00000105176,URI1,0.0057,0.16,7036,T-specific,6.815,0.955,0.4324,False,86,False,
ENSG00000175376,EIF1AD,0.0056,0.3133,7036,T-specific,4.251,0.375,0.1351,False,20,False,
ENSG00000092148,HECTD1,0.0055,0.1867,7036,T-specific,8.867,1.021,0.6102,True,86,True,
ENSG00000102786,INTS6,0.0054,0.15,7036,T-specific,13.93,0.521,0.3808,False,31,True,
ENSG00000163902,RPN1,0.0053,0.2,7036,T-specific,6.631,1.102,0.4158,False,70,True,
ENSG00000069329,VPS35,0.0052,0.3167,7035,T-specific,8.21,1.137,0.5603,True,136,True,
ENSG00000104695,PPP2CB,0.0051,0.1933,7036,T-specific,4.587,0.684,0.1715,False,95,False,
ENSG00000132591,ERAL1,0.005,0.18,7036,T-specific,10.752,0.469,0.313,False,129,False,
ENSG00000185201,IFITM2,0.005,0.3733,7036,T-specific,11.094,0.696,0.5684,True,43,False,
ENSG00000140694,PARN,0.005,0.1333,7036,T-specific,11.572,0.544,0.4147,False,156,False,
ENSG00000162396,PARS2,0.0049,0.43,7036,T-specific,3.434,,0.0696,False,292,True,
ENSG00000099795,NDUFB7,0.0047,0.5933,7036,T-specific,7.184,1.55,0.4657,False,106,True,
ENSG00000186026,ZNF284,0.0046,0.8067,7036,T-specific,5.349,,0.263,False,127,False,
ENSG00000108312,UBTF,0.0044,0.14,7036,T-specific,4.258,0.306,0.0701,False,297,False,
ENSG00000108061,SHOC2,0.0043,0.2233,7036,T-specific,20.864,0.63,0.5028,True,59,True,
ENSG00000153814,JAZF1,0.0042,0.41,7036,T-specific,4.857,0.205,0.0124,False,237,False,
ENSG00000131725,WDR44,0.0041,0.76,7036,T-specific,6.551,0.361,0.1435,False,92,True,
ENSG00000099246,RAB18,0.0038,0.6733,7036,T-specific,14.013,0.816,0.6757,True,48,False,
ENSG00000108064,TFAM,0.0037,0.8367,7035,T-specific,16.085,0.823,0.6814,True,3580,True,
ENSG00000106153,CHCHD2,0.0032,0.2567,7036,T-specific,7.925,2.747,0.5374,True,94,False,
ENSG00000027001,MIPEP,0.0032,0.8033,7036,T-specific,7.56,0.382,0.1695,False,82,True,
ENSG00000181751,MACIR,0.0032,0.6267,7036,T-specific,5.773,0.522,0.3139,False,45,False,
ENSG00000250571,GLI4,0.0029,0.19,7036,T-specific,7.758,0.28,0.0475,False,62,False,
ENSG00000001084,GCLC,0.0028,0.3833,7036,T-specific,4.19,0.312,0.0757,False,198,False,
ENSG00000249915,PDCD6,0.0026,0.49,7036,T-specific,19.28,1.184,0.8452,True,119,False,
ENSG00000119729,RHOQ,0.0026,0.8067,7036,T-specific,4.884,0.64,0.211,False,347,False,
ENSG00000111358,GTF2H3,0.0025,0.3,7036,T-specific,7.413,0.672,0.4865,False,67,False,
ENSG00000108784,NAGLU,0.0024,0.7767,7036,T-specific,4.916,0.431,0.2162,False,259,False,
ENSG00000105229,PIAS4,0.0024,0.39,7036,T-specific,9.773,0.274,0.0373,False,86,False,
ENSG00000163754,GYG1,0.0023,0.78,7036,T-specific,6.978,0.676,0.4439,False,294,False,
ENSG00000163781,TOPBP1,0.0022,0.2133,7036,T-specific,1.094,0.672,0.0094,False,19,True,
ENSG00000089195,TRMT6,0.0019,0.1567,7036,T-specific,2.82,0.541,0.0364,False,117,False,
ENSG00000136159,NUDT15,0.0018,0.63,7036,T-specific,7.976,0.536,0.3966,False,74,False,
ENSG00000244045,TMEM199,0.0017,0.5667,7036,T-specific,5.558,0.504,0.2859,False,78,False,
ENSG00000166272,WBP1L,0.0016,0.38,7036,T-specific,6.514,0.17,0.009,False,121,False,
ENSG00000168264,IRF2BP2,0.0012,0.73,7036,T-specific,8.574,0.27,0.035,False,105,False,
ENSG00000105397,TYK2,0.001,0.3767,7036,T-specific,17.87,0.22,0.0147,False,60,True,
ENSG00000111364,DDX55,0.0009,0.4933,7036,T-specific,7.13,0.466,0.3051,False,78,False,
ENSG00000162735,PEX19,0.0008,0.26,7036,T-specific,21.309,0.457,0.2949,False,69,False,
ENSG00000134057,CCNB1,0.0007,0.1933,7036,T-specific,4.523,0.753,0.1559,False,108,False,
ENSG00000162851,TFB2M,0.0007,0.17,7036,T-specific,7.233,0.407,0.2102,False,108,False,
ENSG00000099949,LZTR1,0.0006,0.7733,7036,T-specific,5.313,,0.2568,False,207,False,
ENSG00000157216,SSBP3,0.0003,0.2533,7036,T-specific,25.93,0.311,0.0746,False,447,False,
ENSG00000111011,RSRC2,0.0003,0.1533,7036,T-specific,5.239,0.666,0.2516,False,70,False,
ENSG00000256525,POLG2,-0.0001,0.81,7036,T-specific,5.538,,0.2827,False,92,True,
ENSG00000134809,TIMM10,-0.0003,0.4667,7036,T-specific,7.736,0.952,0.5208,True,110,False,
ENSG00000157349,DDX19B,-0.0006,0.4433,7036,T-specific,9.614,0.354,0.1266,False,369,False,
ENSG00000176953,NFATC2IP,-0.0013,0.36,7036,T-specific,12.067,0.571,0.4463,False,150,False,
ENSG00000141867,BRD4,-0.0013,0.3267,7036,T-specific,7.675,0.394,0.1864,False,77,False,
ENSG00000239779,WBP1,-0.0013,0.8167,7036,T-specific,11.738,0.54,0.4034,False,56,False,
ENSG00000033800,PIAS1,-0.0013,0.1833,7036,T-specific,4.178,0.373,0.1247,False,67,True,
ENSG00000144741,SLC25A26,-0.0014,0.4167,7036,T-specific,6.169,0.209,0.0136,False,50,False,
ENSG00000061273,HDAC7,-0.0014,0.3733,7036,T-specific,10.89,0.448,0.2802,False,95,True,
ENSG00000121858,TNFSF10,-0.0015,0.48,7036,T-specific,14.056,,0.8378,False,12,False,
ENSG00000172046,USP19,-0.0017,0.1833,7036,T-specific,12.101,,0.7755,False,122,False,
ENSG00000064666,CNN2,-0.0018,0.1767,7036,T-specific,34.599,1.056,0.7977,True,236,False,
ENSG00000091157,WDR7,-0.0022,0.7167,7036,T-specific,2.054,,0.0187,False,86,True,
ENSG00000071859,FAM50A,-0.0023,0.2233,7036,T-specific,28.179,1.032,0.7831,True,123,False,
ENSG00000107815,TWNK,-0.0023,0.85,7036,T-specific,5.567,0.33,0.096,False,95,True,
ENSG00000147669,POLR2K,-0.0024,0.4033,7036,T-specific,3.322,0.934,0.0582,False,25,False,
ENSG00000155858,LSM11,-0.0027,0.3767,7036,T-specific,3.162,,0.0478,False,15,False,
ENSG00000186665,C17orf58,-0.0027,0.3267,7036,T-specific,8.144,0.388,0.1774,False,189,False,
ENSG00000135956,TMEM127,-0.0028,0.2567,7036,T-specific,7.063,0.411,0.2203,False,98,False,
ENSG00000125995,ROMO1,-0.0029,0.4167,7036,T-specific,4.557,0.904,0.1622,False,12,False,
ENSG00000177885,GRB2,-0.0032,0.5267,7035,T-specific,10.278,0.494,0.3492,False,186,False,
ENSG00000162517,PEF1,-0.0033,0.83,7036,T-specific,32.287,0.725,0.6045,True,46,False,
ENSG00000177917,ARL6IP6,-0.0038,0.5067,7036,T-specific,7.749,0.373,0.1616,False,17,False,
ENSG00000262919,CCNQ,-0.0039,0.7567,7036,T-specific,6.625,0.511,0.3706,False,42,True,
ENSG00000110200,ANAPC15,-0.0042,0.6733,7036,T-specific,12.686,0.256,0.0226,False,532,False,
ENSG00000100027,YPEL1,-0.0048,0.36,7036,T-specific,5.237,,0.2495,False,77,False,
ENSG00000175283,DOLK,-0.0048,0.86,7036,T-specific,4.236,0.416,0.132,False,121,False,
ENSG00000167535,CACNB3,-0.0048,0.82,7036,T-specific,6.162,0.237,0.0215,False,244,False,
ENSG00000140043,PTGR2,-0.005,0.4833,7036,T-specific,5.574,,0.289,False,98,False,
ENSG00000183011,NAA38,-0.0059,0.5933,7035,T-specific,6.292,0.268,0.0328,False,90,False,
ENSG00000110536,PTPMT1,-0.0059,0.8,7036,T-specific,2.191,0.558,0.0229,False,103,False,
ENSG00000101246,ARFRP1,-0.006,0.4967,7036,T-specific,3.641,0.434,0.0852,False,116,False,
ENSG00000009335,UBE3C,-0.0064,0.3933,7036,T-specific,24.619,0.635,0.5085,True,86,False,
ENSG00000065882,TBC1D1,-0.0065,0.3167,7036,T-specific,8.565,0.274,0.0395,False,17,False,
ENSG00000136448,NMT1,-0.0065,0.3233,7036,T-specific,4.965,0.66,0.2256,False,72,False,
ENSG00000154727,GABPA,-0.0066,0.3,7036,T-specific,7.737,0.372,0.1605,False,67,True,
ENSG00000198836,OPA1,-0.0068,0.2433,7036,T-specific,7.128,0.775,0.4605,False,61,False,
ENSG00000110871,COQ5,-0.0072,0.6233,7036,T-specific,7.941,0.511,0.3718,False,78,True,
ENSG00000139641,ESYT1,-0.0076,0.55,7036,T-specific,13.552,0.32,0.0814,False,76,False,
ENSG00000167863,ATP5PD,-0.0079,0.2533,7036,T-specific,8.844,1.315,0.6071,True,207,True,
ENSG00000204435,CSNK2B,-0.008,0.41,7036,T-specific,5.835,1.29,0.3233,False,78,False,
ENSG00000099194,SCD,-0.0083,0.6733,7036,T-specific,9.066,0.418,0.2395,False,138,True,
ENSG00000168807,SNTB2,-0.0085,0.7867,7036,T-specific,13.56,0.658,0.5367,True,57,False,
ENSG00000137497,NUMA1,-0.009,0.3967,7036,T-specific,9.702,0.389,0.1797,False,17,False,
ENSG00000116017,ARID3A,-0.0091,0.84,7036,T-specific,8.282,,0.5634,False,119,False,
ENSG00000008128,CDK11A,-0.0096,0.5333,7036,T-specific,4.948,0.279,0.0452,False,82,False,
ENSG00000180104,EXOC3,-0.0096,0.47,7036,T-specific,5.387,0.471,0.2651,False,54,False,
ENSG00000155846,PPARGC1B,-0.0096,0.4267,7036,T-specific,6.255,,0.3721,False,77,False,
ENSG00000213516,RBMXL1,-0.0097,0.3467,7036,T-specific,6.596,0.28,0.0463,False,89,False,
ENSG00000166136,NDUFB8,-0.0097,0.82,7036,T-specific,17.259,1.904,0.896,True,154,False,
ENSG00000166598,HSP90B1,-0.0098,0.8,7036,T-specific,6.602,2.274,0.4096,False,144,False,
ENSG00000025800,KPNA6,-0.0101,0.69,7035,T-specific,5.981,0.759,0.3326,False,37,False,
ENSG00000256771,ZNF253,-0.0109,0.3967,7036,T-specific,6.24,,0.3701,False,158,False,
ENSG00000089159,PXN,-0.011,0.2433,7036,T-specific,24.827,0.492,0.3446,False,150,False,
ENSG00000152795,HNRNPDL,-0.0111,0.46,7036,T-specific,4.352,1.477,0.1424,False,14,True,
ENSG00000058272,PPP1R12A,-0.0112,0.3133,7036,T-specific,23.544,1.128,0.8226,True,52,False,
ENSG00000198231,DDX42,-0.0115,0.81,7036,T-specific,5.775,0.523,0.315,False,118,True,
ENSG00000103356,EARS2,-0.0116,0.8833,7036,T-specific,5.081,,0.2328,False,129,True,
ENSG00000116455,WDR77,-0.012,0.6367,7036,T-specific,6.96,0.451,0.2825,False,111,False,
ENSG00000010810,FYN,-0.012,0.6867,7036,T-specific,4.805,0.662,0.2027,False,152,False,
ENSG00000006695,COX10,-0.0123,0.8767,7036,T-specific,3.893,0.321,0.0836,False,167,True,
ENSG00000034510,TMSB10,-0.0129,0.31,7036,T-specific,37.614,4.432,0.999,True,81,False,
ENSG00000033327,GAB2,-0.0129,0.8633,7036,T-specific,8.806,,0.6019,False,782,True,
ENSG00000174842,GLMN,-0.0133,0.28,7036,T-specific,4.36,0.434,0.1435,False,13,False,
ENSG00000276410,H2BC3,-0.0134,0.3133,7036,T-specific,7.61,,0.5114,False,109,False,
ENSG00000169750,RAC3,-0.0143,0.87,7036,T-specific,6.621,0.651,0.4116,False,130,False,
ENSG00000115685,PPP1R7,-0.0146,0.6767,7036,T-specific,21.047,0.816,0.6746,True,54,True,
ENSG00000144034,TPRKB,-0.0147,0.4767,7036,T-specific,5.822,0.872,0.3202,False,134,False,
ENSG00000131828,PDHA1,-0.0152,0.3733,7036,T-specific,8.703,0.885,0.5936,True,27,True,
ENSG00000121621,KIF18A,-0.0153,0.5,7036,T-specific,7.9,0.504,0.3593,False,26,False,
ENSG00000100911,PSME2,-0.0158,0.8767,7036,T-specific,12.693,1.193,0.7879,True,106,False,
ENSG00000162337,LRP5,-0.0161,0.4267,7036,T-specific,10.658,0.317,0.0791,False,107,True,
ENSG00000100664,EIF5,-0.0162,0.3433,7036,T-specific,9.086,1.035,0.6227,True,33,False,
ENSG00000163156,SCNM1,-0.0163,0.88,7036,T-specific,9.646,0.501,0.3559,False,85,False,
ENSG00000138756,BMP2K,-0.0164,0.35,7036,T-specific,10.866,0.4,0.1977,False,23,False,
ENSG00000132522,GPS2,-0.0164,0.9067,7036,T-specific,14.776,0.729,0.6056,True,127,True,
ENSG00000130695,CEP85,-0.0165,0.91,7036,T-specific,2.774,,0.0343,False,67,False,
ENSG00000146540,C7orf50,-0.0166,0.8667,7036,T-specific,5.057,0.483,0.2297,False,93,False,
ENSG00000166233,ARIH1,-0.0168,0.8867,7036,T-specific,13.394,0.585,0.461,False,57,True,
ENSG00000215251,FASTKD5,-0.0169,0.35,7036,T-specific,12.35,0.277,0.0429,False,119,True,
ENSG00000167987,VPS37C,-0.017,0.3,7036,T-specific,0.913,,0.0062,False,116,False,
ENSG00000136720,HS6ST1,-0.0173,0.98,7036,T-specific,6.581,,0.4064,False,142,False,
ENSG00000129347,KRI1,-0.0178,0.7233,7036,T-specific,5.199,0.412,0.2215,False,43,False,
ENSG00000035141,FAM136A,-0.018,0.4467,7035,T-specific,9.331,1.046,0.6393,True,528,True,
ENSG00000126461,SCAF1,-0.0182,0.3033,7036,T-specific,8.794,0.369,0.1571,False,73,False,
ENSG00000156502,SUPV3L1,-0.0183,0.9133,7036,T-specific,7.266,0.421,0.2441,False,101,False,
ENSG00000140521,POLG,-0.0184,0.8933,7036,T-specific,10.143,0.41,0.2169,False,77,True,
ENSG00000167965,MLST8,-0.0185,0.7667,7036,T-specific,11.695,0.595,0.4701,False,94,True,
ENSG00000111237,VPS29,-0.0185,0.67,7036,T-specific,3.432,1.237,0.0686,False,98,True,
ENSG00000130348,QRSL1,-0.0186,0.9233,7036,T-specific,9.595,0.405,0.2045,False,199,True,
ENSG00000162129,CLPB,-0.0192,0.88,7036,T-specific,4.74,0.442,0.1913,False,82,True,
ENSG00000132768,DPH2,-0.0193,0.58,7036,T-specific,5.533,0.368,0.1548,False,57,True,
ENSG00000198736,MSRB1,-0.0195,0.8967,7036,T-specific,9.881,0.383,0.1718,False,125,False,
ENSG00000099956,SMARCB1,-0.0198,0.46,7036,T-specific,9.378,0.558,0.4373,False,141,True,
ENSG00000054116,TRAPPC3,-0.0198,0.32,7036,T-specific,3.34,0.966,0.0603,False,77,False,
ENSG00000110851,PRDM4,-0.0201,0.3267,7036,T-specific,9.003,0.396,0.1898,False,108,False,
ENSG00000128789,PSMG2,-0.0202,0.5433,7036,T-specific,8.973,0.845,0.6123,True,57,False,
ENSG00000165775,FUNDC2,-0.0203,0.4867,7036,T-specific,5.727,0.643,0.3056,False,44,True,
ENSG00000169217,CD2BP2,-0.0209,0.2667,7036,T-specific,8.03,0.681,0.5489,True,62,True,
ENSG00000129933,MAU2,-0.0209,0.3267,7036,T-specific,4.771,0.258,0.0237,False,29,True,
ENSG00000111711,GOLT1B,-0.0224,0.4233,7036,T-specific,5.489,0.801,0.2755,False,148,True,
ENSG00000094914,AAAS,-0.0224,0.4267,7036,T-specific,4.832,0.485,0.2058,False,86,False,
ENSG00000120656,TAF12,-0.023,0.7467,7036,T-specific,8.377,0.603,0.4791,False,13,False,
ENSG00000161960,EIF4A1,-0.023,0.29,7036,T-specific,13.078,2.677,0.8046,True,51,True,
ENSG00000072506,HSD17B10,-0.0232,0.8333,7035,T-specific,13.687,0.876,0.704,True,848,True,
ENSG00000134324,LPIN1,-0.0232,0.5567,7036,T-specific,8.831,0.331,0.0972,False,46,False,
ENSG00000234545,FAM133B,-0.0236,0.45,7036,T-specific,7.446,0.443,0.2712,False,33,False,
ENSG00000090889,KIF4A,-0.0241,0.3433,7036,T-specific,5.108,0.59,0.236,False,80,False,
ENSG00000278619,MRM1,-0.0241,0.8533,7036,T-specific,8.741,,0.5977,False,29,False,
ENSG00000137288,UQCC2,-0.0241,0.66,7036,T-specific,4.773,1.395,0.2006,False,8,False,
ENSG00000239305,RNF103,-0.0246,0.5567,7036,T-specific,9.138,0.171,0.0102,False,75,False,
ENSG00000169249,ZRSR2,-0.0247,0.92,7036,T-specific,5.211,0.321,0.0847,False,217,True,
ENSG00000188321,ZNF559,-0.025,0.85,7036,T-specific,2.712,,0.0333,False,57,False,
ENSG00000273559,CWC25,-0.0254,0.42,7036,T-specific,4.41,0.444,0.1486,False,31,False,
ENSG00000014919,COX15,-0.0257,0.8767,7036,T-specific,14.366,0.555,0.4328,False,48,True,
ENSG00000109618,SEPSECS,-0.0261,0.9433,7036,T-specific,3.634,,0.0832,False,168,True,
ENSG00000112195,TREML2,-0.027,0.9433,7036,T-specific,7.505,,0.4969,False,74,False,
ENSG00000131153,GINS2,-0.0273,0.7233,7036,T-specific,4.924,0.775,0.2183,False,59,False,
ENSG00000100150,DEPDC5,-0.0274,0.9433,7036,T-specific,14.857,,0.8576,False,91,True,
ENSG00000125846,ZNF133,-0.0288,0.9567,7036,T-specific,6.683,,0.42,False,200,False,
ENSG00000140854,KATNB1,-0.0288,0.9767,7036,T-specific,5.194,0.337,0.1073,False,70,False,
ENSG00000124571,XPO5,-0.029,0.38,7036,T-specific,10.454,0.429,0.2542,False,164,False,
ENSG00000124193,SRSF6,-0.0293,0.44,7036,T-specific,3.907,0.392,0.106,False,175,True,
ENSG00000115073,ACTR1B,-0.0293,0.9333,7036,T-specific,15.028,0.517,0.3763,False,175,False,
ENSG00000144021,CIAO1,-0.0304,0.71,7036,T-specific,7.53,0.703,0.5,True,102,False,
ENSG00000132294,EFR3A,-0.031,0.9333,7036,T-specific,8.835,0.613,0.4904,False,219,True,
ENSG00000254772,EEF1G,-0.031,0.51,7036,T-specific,7.61,3.207,0.5104,True,61,False,
ENSG00000099821,POLRMT,-0.031,0.6,7036,T-specific,0.949,0.409,0.0073,False,212,True,
ENSG00000168137,SETD5,-0.0316,0.6833,7036,T-specific,5.625,0.717,0.2973,False,89,False,
ENSG00000029993,HMGB3,-0.0342,0.4033,7036,T-specific,2.865,0.914,0.0385,False,93,True,
