source,target,condition,subsumption_frac
BCOR,TADA2B,Rest,0.08604651162790698
BCOR,ELAVL1,Rest,0.07435508345978756
BCOR,ARNT,Rest,0.09584295612009237
BCOR,NSD1,Rest,0.0943952802359882
BCOR,USP22,Rest,0.08827404479578392
BCOR,AACS,Rest,0.0975609756097561
BCOR,ABCA5,Rest,0.11971830985915492
BCOR,ABCC1,Rest,0.059322033898305086
BCOR,ACACA,Rest,0.0425531914893617
BCOR,ADNP,Rest,0.0945273631840796
BCOR,ADNP2,Rest,0.05172413793103448
BCOR,AHR,Rest,0.09287925696594428
BCOR,AHSA1,Rest,0.08064516129032258
BCOR,AK3,Rest,0.09180327868852459
BCOR,AKAP17A,Rest,0.05555555555555555
BCOR,ANKRD11,Rest,0.14720812182741116
BCOR,ANKRD27,Rest,0.041025641025641026
BCOR,ANTKMT,Rest,0.0962962962962963
BCOR,APEX1,Rest,0.06818181818181818
BCOR,APMAP,Rest,0.06293706293706294
BCOR,APOBEC3B,Rest,0.1339712918660287
BCOR,ARHGAP15,Rest,0.10062893081761007
BCOR,ARHGAP30,Rest,0.06324110671936758
BCOR,ARID5A,Rest,0.09767441860465116
BCOR,ARIH2,Rest,0.07272727272727272
BCOR,ARL8B,Rest,0.049107142857142856
BCOR,ARMC8,Rest,0.09813084112149532
BCOR,ARRB1,Rest,0.08450704225352113
BCOR,ASXL1,Rest,0.05945945945945946
BCOR,ATAD5,Rest,0.09943181818181818
BCOR,ATF7IP,Rest,0.1016949152542373
BCOR,ATG12,Rest,0.10432569974554708
BCOR,ATM,Rest,0.10687022900763359
BCOR,B4GALT5,Rest,0.1323529411764706
BCOR,BCL9L,Rest,0.07434944237918216
BCOR,BHLHE40,Rest,0.1211453744493392
BCOR,BRD7,Rest,0.06756756756756757
BCOR,BRMS1,Rest,0.091324200913242
BCOR,BTAF1,Rest,0.09408194233687406
BCOR,BZW2,Rest,0.11702127659574468
BCOR,C16orf87,Rest,0.11764705882352941
BCOR,C6orf120,Rest,0.06282722513089005
BCOR,C8orf33,Rest,0.052486187845303865
BCOR,CAB39,Rest,0.1044776119402985
BCOR,CALM1,Rest,0.07142857142857142
BCOR,CAND1,Rest,0.07627118644067797
BCOR,CARM1,Rest,0.07407407407407407
BCOR,CARNMT1,Rest,0.09740259740259741
BCOR,CASP3,Rest,0.15730337078651685
BHLHE40,TADA2B,Rest,0.2441860465116279
BHLHE40,ELAVL1,Rest,0.22610015174506828
BHLHE40,ARNT,Rest,0.24480369515011546
BHLHE40,NSD1,Rest,0.24778761061946902
BHLHE40,USP22,Rest,0.23583662714097497
BHLHE40,AACS,Rest,0.22764227642276422
BHLHE40,ABCA5,Rest,0.2676056338028169
BHLHE40,ABCC1,Rest,0.2627118644067797
BHLHE40,ACACA,Rest,0.10638297872340426
BHLHE40,ADNP,Rest,0.2885572139303483
BHLHE40,ADNP2,Rest,0.3103448275862069
BHLHE40,AHR,Rest,0.2260061919504644
BHLHE40,AHSA1,Rest,0.27419354838709675
BHLHE40,AK3,Rest,0.2360655737704918
BHLHE40,AKAP17A,Rest,0.2152777777777778
BHLHE40,ANKRD11,Rest,0.3350253807106599
BHLHE40,ANKRD27,Rest,0.2512820512820513
BHLHE40,ANTKMT,Rest,0.28888888888888886
BHLHE40,APEX1,Rest,0.20454545454545456
BHLHE40,APMAP,Rest,0.2517482517482518
BHLHE40,APOBEC3B,Rest,0.21052631578947367
BHLHE40,ARHGAP15,Rest,0.24528301886792453
BHLHE40,ARHGAP30,Rest,0.1831357048748353
BHLHE40,ARID5A,Rest,0.25116279069767444
BHLHE40,ARIH2,Rest,0.26666666666666666
BHLHE40,ARL8B,Rest,0.17857142857142858
BHLHE40,ARMC8,Rest,0.2570093457943925
BHLHE40,ARRB1,Rest,0.22535211267605634
BHLHE40,ASXL1,Rest,0.21351351351351353
BHLHE40,ATAD5,Rest,0.22821969696969696
BHLHE40,ATF7IP,Rest,0.23728813559322035
BHLHE40,ATG12,Rest,0.2366412213740458
BHLHE40,ATM,Rest,0.2595419847328244
BHLHE40,B4GALT5,Rest,0.27205882352941174
BHLHE40,BCL9L,Rest,0.1821561338289963
BHLHE40,BCOR,Rest,0.3313253012048193
BHLHE40,BRD7,Rest,0.20945945945945946
BHLHE40,BRMS1,Rest,0.24429223744292236
BHLHE40,BTAF1,Rest,0.251896813353566
BHLHE40,BZW2,Rest,0.3191489361702128
BHLHE40,C16orf87,Rest,0.2857142857142857
BHLHE40,C6orf120,Rest,0.20418848167539266
BHLHE40,C8orf33,Rest,0.20994475138121546
BHLHE40,CAB39,Rest,0.2537313432835821
BHLHE40,CALM1,Rest,0.26785714285714285
BHLHE40,CAND1,Rest,0.2576271186440678
BHLHE40,CARM1,Rest,0.27983539094650206
BHLHE40,CARNMT1,Rest,0.21428571428571427
BHLHE40,CASP3,Rest,0.2696629213483146
BRD7,TADA2B,Rest,0.15658914728682172
BRD7,ELAVL1,Rest,0.18361153262518967
BRD7,ARNT,Rest,0.14780600461893764
BRD7,NSD1,Rest,0.1415929203539823
BRD7,USP22,Rest,0.152832674571805
BRD7,AACS,Rest,0.16260162601626016
BRD7,ABCA5,Rest,0.13380281690140844
BRD7,ABCC1,Rest,0.15254237288135594
BRD7,ACACA,Rest,0.19148936170212766
BRD7,ADNP,Rest,0.20398009950248755
BRD7,ADNP2,Rest,0.1839080459770115
BRD7,AHR,Rest,0.15479876160990713
BRD7,AHSA1,Rest,0.12258064516129032
BRD7,AK3,Rest,0.14426229508196722
BRD7,AKAP17A,Rest,0.1527777777777778
BRD7,ANKRD11,Rest,0.16243654822335024
BRD7,ANKRD27,Rest,0.20512820512820512
BRD7,ANTKMT,Rest,0.17037037037037037
BRD7,APEX1,Rest,0.14393939393939395
BRD7,APMAP,Rest,0.08391608391608392
BRD7,APOBEC3B,Rest,0.15311004784688995
BRD7,ARHGAP15,Rest,0.1069182389937107
BRD7,ARHGAP30,Rest,0.16600790513833993
BRD7,ARID5A,Rest,0.12558139534883722
BRD7,ARIH2,Rest,0.16363636363636364
BRD7,ARL8B,Rest,0.14285714285714285
BRD7,ARMC8,Rest,0.1542056074766355
BRD7,ARRB1,Rest,0.14788732394366197
BRD7,ASXL1,Rest,0.15405405405405406
BRD7,ATAD5,Rest,0.15246212121212122
BRD7,ATF7IP,Rest,0.11864406779661017
BRD7,ATG12,Rest,0.11195928753180662
BRD7,ATM,Rest,0.18702290076335878
BRD7,B4GALT5,Rest,0.13970588235294118
BRD7,BCL9L,Rest,0.17843866171003717
BRD7,BCOR,Rest,0.12048192771084337
BRD7,BHLHE40,Rest,0.13656387665198239
BRD7,BRMS1,Rest,0.15753424657534246
BRD7,BTAF1,Rest,0.18209408194233687
BRD7,BZW2,Rest,0.0851063829787234
BRD7,C16orf87,Rest,0.15546218487394958
BRD7,C6orf120,Rest,0.2198952879581152
BRD7,C8orf33,Rest,0.16298342541436464
BRD7,CAB39,Rest,0.12437810945273632
BRD7,CALM1,Rest,0.16071428571428573
BRD7,CAND1,Rest,0.13728813559322034
BRD7,CARM1,Rest,0.13168724279835392
BRD7,CARNMT1,Rest,0.1038961038961039
BRD7,CASP3,Rest,0.11235955056179775
BRMS1,TADA2B,Rest,0.23488372093023255
BRMS1,ELAVL1,Rest,0.2488619119878604
BRMS1,ARNT,Rest,0.22170900692840648
BRMS1,NSD1,Rest,0.25073746312684364
BRMS1,USP22,Rest,0.233201581027668
BRMS1,AACS,Rest,0.24390243902439024
BRMS1,ABCA5,Rest,0.2112676056338028
BRMS1,ABCC1,Rest,0.19491525423728814
BRMS1,ACACA,Rest,0.2553191489361702
BRMS1,ADNP,Rest,0.23383084577114427
BRMS1,ADNP2,Rest,0.2413793103448276
BRMS1,AHR,Rest,0.20536635706914344
BRMS1,AHSA1,Rest,0.22903225806451613
BRMS1,AK3,Rest,0.21967213114754097
BRMS1,AKAP17A,Rest,0.3263888888888889
BRMS1,ANKRD11,Rest,0.22842639593908629
BRMS1,ANKRD27,Rest,0.23076923076923078
BRMS1,ANTKMT,Rest,0.25925925925925924
BRMS1,APEX1,Rest,0.23484848484848486
BRMS1,APMAP,Rest,0.17482517482517482
BRMS1,APOBEC3B,Rest,0.18660287081339713
BRMS1,ARHGAP15,Rest,0.1509433962264151
BRMS1,ARHGAP30,Rest,0.2028985507246377
BRMS1,ARID5A,Rest,0.17674418604651163
BRMS1,ARIH2,Rest,0.23030303030303031
BRMS1,ARL8B,Rest,0.19196428571428573
BRMS1,ARMC8,Rest,0.2523364485981308
BRMS1,ARRB1,Rest,0.18309859154929578
BRMS1,ASXL1,Rest,0.1945945945945946
BRMS1,ATAD5,Rest,0.21496212121212122
BRMS1,ATF7IP,Rest,0.2457627118644068
BRMS1,ATG12,Rest,0.2340966921119593
BRMS1,ATM,Rest,0.25572519083969464
BRMS1,B4GALT5,Rest,0.17647058823529413
BRMS1,BCL9L,Rest,0.20817843866171004
BRMS1,BCOR,Rest,0.24096385542168675
BRMS1,BHLHE40,Rest,0.2356828193832599
BRMS1,BRD7,Rest,0.23310810810810811
BRMS1,BTAF1,Rest,0.21699544764795145
BRMS1,BZW2,Rest,0.1276595744680851
BRMS1,C16orf87,Rest,0.226890756302521
BRMS1,C6orf120,Rest,0.18848167539267016
BRMS1,C8orf33,Rest,0.21823204419889503
BRMS1,CAB39,Rest,0.1890547263681592
BRMS1,CALM1,Rest,0.26785714285714285
BRMS1,CAND1,Rest,0.2576271186440678
BRMS1,CARM1,Rest,0.20164609053497942
BRMS1,CARNMT1,Rest,0.2662337662337662
BRMS1,CASP3,Rest,0.24719101123595505
BTAF1,TADA2B,Rest,0.34108527131782945
BTAF1,ELAVL1,Rest,0.34294385432473445
BTAF1,ARNT,Rest,0.35912240184757505
BTAF1,NSD1,Rest,0.36430678466076694
BTAF1,USP22,Rest,0.33992094861660077
BTAF1,AACS,Rest,0.34959349593495936
BTAF1,ABCA5,Rest,0.3380281690140845
BTAF1,ABCC1,Rest,0.326271186440678
BTAF1,ACACA,Rest,0.19148936170212766
BTAF1,ADNP,Rest,0.32338308457711445
BTAF1,ADNP2,Rest,0.3563218390804598
BTAF1,AHR,Rest,0.3323013415892673
BTAF1,AHSA1,Rest,0.3741935483870968
BTAF1,AK3,Rest,0.32131147540983607
BTAF1,AKAP17A,Rest,0.3958333333333333
BTAF1,ANKRD11,Rest,0.38071065989847713
BTAF1,ANKRD27,Rest,0.3435897435897436
BTAF1,ANTKMT,Rest,0.3111111111111111
BTAF1,APEX1,Rest,0.3371212121212121
BTAF1,APMAP,Rest,0.3146853146853147
BTAF1,APOBEC3B,Rest,0.3157894736842105
BTAF1,ARHGAP15,Rest,0.3081761006289308
BTAF1,ARHGAP30,Rest,0.3359683794466403
BTAF1,ARID5A,Rest,0.29767441860465116
BTAF1,ARIH2,Rest,0.3090909090909091
BTAF1,ARL8B,Rest,0.3125
BTAF1,ARMC8,Rest,0.3317757009345794
BTAF1,ARRB1,Rest,0.4154929577464789
BTAF1,ASXL1,Rest,0.3324324324324324
BTAF1,ATAD5,Rest,0.3560606060606061
BTAF1,ATF7IP,Rest,0.3305084745762712
BTAF1,ATG12,Rest,0.3282442748091603
BTAF1,ATM,Rest,0.3435114503816794
BTAF1,B4GALT5,Rest,0.34558823529411764
BTAF1,BCL9L,Rest,0.3048327137546468
BTAF1,BCOR,Rest,0.37349397590361444
BTAF1,BHLHE40,Rest,0.3656387665198238
BTAF1,BRD7,Rest,0.40540540540540543
BTAF1,BRMS1,Rest,0.3264840182648402
BTAF1,BZW2,Rest,0.3191489361702128
BTAF1,C16orf87,Rest,0.38235294117647056
BTAF1,C6orf120,Rest,0.2879581151832461
BTAF1,C8orf33,Rest,0.3370165745856354
BTAF1,CAB39,Rest,0.3383084577114428
BTAF1,CALM1,Rest,0.3392857142857143
BTAF1,CAND1,Rest,0.32033898305084746
BTAF1,CARM1,Rest,0.32510288065843623
BTAF1,CARNMT1,Rest,0.37012987012987014
BTAF1,CASP3,Rest,0.33707865168539325
BZW2,TADA2B,Rest,0.04573643410852713
BZW2,ELAVL1,Rest,0.042488619119878605
BZW2,ARNT,Rest,0.050808314087759814
BZW2,NSD1,Rest,0.05309734513274336
BZW2,USP22,Rest,0.05401844532279315
BZW2,AACS,Rest,0.06504065040650407
BZW2,ABCA5,Rest,0.06338028169014084
BZW2,ABCC1,Rest,0.05508474576271186
BZW2,ACACA,Rest,0.0851063829787234
BZW2,ADNP,Rest,0.05970149253731343
BZW2,ADNP2,Rest,0.05747126436781609
BZW2,AHR,Rest,0.04437564499484004
BZW2,AHSA1,Rest,0.02258064516129032
BZW2,AK3,Rest,0.05901639344262295
BZW2,AKAP17A,Rest,0.027777777777777776
BZW2,ANKRD11,Rest,0.06598984771573604
BZW2,ANKRD27,Rest,0.046153846153846156
BZW2,ANTKMT,Rest,0.044444444444444446
BZW2,APEX1,Rest,0.045454545454545456
BZW2,APMAP,Rest,0.04195804195804196
BZW2,APOBEC3B,Rest,0.07177033492822966
BZW2,ARHGAP15,Rest,0.0440251572327044
BZW2,ARHGAP30,Rest,0.03820816864295125
BZW2,ARID5A,Rest,0.05581395348837209
BZW2,ARIH2,Rest,0.06060606060606061
BZW2,ARL8B,Rest,0.03571428571428571
BZW2,ARMC8,Rest,0.04672897196261682
BZW2,ARRB1,Rest,0.056338028169014086
BZW2,ASXL1,Rest,0.051351351351351354
BZW2,ATAD5,Rest,0.052083333333333336
BZW2,ATF7IP,Rest,0.05084745762711865
BZW2,ATG12,Rest,0.04580152671755725
BZW2,ATM,Rest,0.03816793893129771
BZW2,B4GALT5,Rest,0.03676470588235294
BZW2,BCL9L,Rest,0.02973977695167286
BZW2,BCOR,Rest,0.06626506024096386
BZW2,BHLHE40,Rest,0.06607929515418502
BZW2,BRD7,Rest,0.02702702702702703
BZW2,BRMS1,Rest,0.0273972602739726
BZW2,BTAF1,Rest,0.04552352048558422
BZW2,C16orf87,Rest,0.08403361344537816
BZW2,C6orf120,Rest,0.031413612565445025
BZW2,C8orf33,Rest,0.03591160220994475
BZW2,CAB39,Rest,0.05970149253731343
BZW2,CALM1,Rest,0.03571428571428571
BZW2,CAND1,Rest,0.05084745762711865
BZW2,CARM1,Rest,0.04938271604938271
BZW2,CARNMT1,Rest,0.032467532467532464
BZW2,CASP3,Rest,0.056179775280898875
C16orf87,TADA2B,Rest,0.1124031007751938
C16orf87,ELAVL1,Rest,0.11077389984825493
C16orf87,ARNT,Rest,0.12933025404157045
C16orf87,NSD1,Rest,0.12536873156342182
C16orf87,USP22,Rest,0.1251646903820817
C16orf87,AACS,Rest,0.10569105691056911
C16orf87,ABCA5,Rest,0.11971830985915492
C16orf87,ABCC1,Rest,0.1440677966101695
C16orf87,ACACA,Rest,0.14893617021276595
C16orf87,ADNP,Rest,0.0945273631840796
C16orf87,ADNP2,Rest,0.10344827586206896
C16orf87,AHR,Rest,0.1042311661506708
C16orf87,AHSA1,Rest,0.10967741935483871
C16orf87,AK3,Rest,0.11475409836065574
C16orf87,AKAP17A,Rest,0.09027777777777778
C16orf87,ANKRD11,Rest,0.17766497461928935
C16orf87,ANKRD27,Rest,0.11794871794871795
C16orf87,ANTKMT,Rest,0.21481481481481482
C16orf87,APEX1,Rest,0.13636363636363635
C16orf87,APMAP,Rest,0.1048951048951049
C16orf87,APOBEC3B,Rest,0.11004784688995216
C16orf87,ARHGAP15,Rest,0.12578616352201258
C16orf87,ARHGAP30,Rest,0.09486166007905138
C16orf87,ARID5A,Rest,0.10697674418604651
C16orf87,ARIH2,Rest,0.15151515151515152
C16orf87,ARL8B,Rest,0.11607142857142858
C16orf87,ARMC8,Rest,0.12149532710280374
C16orf87,ARRB1,Rest,0.08450704225352113
C16orf87,ASXL1,Rest,0.11621621621621622
C16orf87,ATAD5,Rest,0.12215909090909091
C16orf87,ATF7IP,Rest,0.1016949152542373
C16orf87,ATG12,Rest,0.16539440203562342
C16orf87,ATM,Rest,0.11068702290076336
C16orf87,B4GALT5,Rest,0.19117647058823528
C16orf87,BCL9L,Rest,0.12267657992565056
C16orf87,BCOR,Rest,0.1686746987951807
C16orf87,BHLHE40,Rest,0.14977973568281938
C16orf87,BRD7,Rest,0.125
C16orf87,BRMS1,Rest,0.1232876712328767
C16orf87,BTAF1,Rest,0.13808801213960548
C16orf87,BZW2,Rest,0.2127659574468085
C16orf87,C6orf120,Rest,0.1256544502617801
C16orf87,C8orf33,Rest,0.10497237569060773
C16orf87,CAB39,Rest,0.0845771144278607
C16orf87,CALM1,Rest,0.14285714285714285
C16orf87,CAND1,Rest,0.12542372881355932
C16orf87,CARM1,Rest,0.102880658436214
C16orf87,CARNMT1,Rest,0.11688311688311688
C16orf87,CASP3,Rest,0.19101123595505617
C6orf120,TADA2B,Rest,0.08837209302325581
C6orf120,ELAVL1,Rest,0.11380880121396054
C6orf120,ARNT,Rest,0.12240184757505773
C6orf120,NSD1,Rest,0.09292035398230089
C6orf120,USP22,Rest,0.077733860342556
C6orf120,AACS,Rest,0.12195121951219512
C6orf120,ABCA5,Rest,0.09859154929577464
C6orf120,ABCC1,Rest,0.08898305084745763
C6orf120,ACACA,Rest,0.0851063829787234
C6orf120,ADNP,Rest,0.0845771144278607
C6orf120,ADNP2,Rest,0.028735632183908046
C6orf120,AHR,Rest,0.12487100103199174
C6orf120,AHSA1,Rest,0.0967741935483871
C6orf120,AK3,Rest,0.09180327868852459
C6orf120,AKAP17A,Rest,0.06944444444444445
C6orf120,ANKRD11,Rest,0.1116751269035533
C6orf120,ANKRD27,Rest,0.09743589743589744
C6orf120,ANTKMT,Rest,0.0962962962962963
C6orf120,APEX1,Rest,0.08712121212121213
C6orf120,APMAP,Rest,0.09090909090909091
C6orf120,APOBEC3B,Rest,0.09569377990430622
C6orf120,ARHGAP15,Rest,0.10062893081761007
C6orf120,ARHGAP30,Rest,0.12779973649538867
C6orf120,ARID5A,Rest,0.09302325581395349
C6orf120,ARIH2,Rest,0.08484848484848485
C6orf120,ARL8B,Rest,0.15625
C6orf120,ARMC8,Rest,0.056074766355140186
C6orf120,ARRB1,Rest,0.15492957746478872
C6orf120,ASXL1,Rest,0.11081081081081082
C6orf120,ATAD5,Rest,0.09943181818181818
C6orf120,ATF7IP,Rest,0.05084745762711865
C6orf120,ATG12,Rest,0.08142493638676845
C6orf120,ATM,Rest,0.0916030534351145
C6orf120,B4GALT5,Rest,0.125
C6orf120,BCL9L,Rest,0.15613382899628253
C6orf120,BCOR,Rest,0.07228915662650602
C6orf120,BHLHE40,Rest,0.08590308370044053
C6orf120,BRD7,Rest,0.14189189189189189
C6orf120,BRMS1,Rest,0.0821917808219178
C6orf120,BTAF1,Rest,0.0834597875569044
C6orf120,BZW2,Rest,0.06382978723404255
C6orf120,C16orf87,Rest,0.10084033613445378
C6orf120,C8orf33,Rest,0.07734806629834254
C6orf120,CAB39,Rest,0.08955223880597014
C6orf120,CALM1,Rest,0.07142857142857142
C6orf120,CAND1,Rest,0.10677966101694915
C6orf120,CARM1,Rest,0.09465020576131687
C6orf120,CARNMT1,Rest,0.06493506493506493
C6orf120,CASP3,Rest,0.10112359550561797
C8orf33,TADA2B,Rest,0.17984496124031008
C8orf33,ELAVL1,Rest,0.17450682852807284
C8orf33,ARNT,Rest,0.1605080831408776
C8orf33,NSD1,Rest,0.1592920353982301
C8orf33,USP22,Rest,0.155467720685112
C8orf33,AACS,Rest,0.17073170731707318
C8orf33,ABCA5,Rest,0.14788732394366197
C8orf33,ABCC1,Rest,0.15254237288135594
C8orf33,ACACA,Rest,0.1702127659574468
C8orf33,ADNP,Rest,0.1791044776119403
C8orf33,ADNP2,Rest,0.25862068965517243
C8orf33,AHR,Rest,0.1692466460268318
C8orf33,AHSA1,Rest,0.18387096774193548
C8orf33,AK3,Rest,0.24262295081967214
C8orf33,AKAP17A,Rest,0.2013888888888889
C8orf33,ANKRD11,Rest,0.16243654822335024
C8orf33,ANKRD27,Rest,0.2923076923076923
C8orf33,ANTKMT,Rest,0.15555555555555556
C8orf33,APEX1,Rest,0.22348484848484848
C8orf33,APMAP,Rest,0.11888111888111888
C8orf33,APOBEC3B,Rest,0.18181818181818182
C8orf33,ARHGAP15,Rest,0.16981132075471697
C8orf33,ARHGAP30,Rest,0.2503293807641634
C8orf33,ARID5A,Rest,0.13488372093023257
C8orf33,ARIH2,Rest,0.1393939393939394
C8orf33,ARL8B,Rest,0.17857142857142858
C8orf33,ARMC8,Rest,0.2383177570093458
C8orf33,ARRB1,Rest,0.176056338028169
C8orf33,ASXL1,Rest,0.26756756756756755
C8orf33,ATAD5,Rest,0.19128787878787878
C8orf33,ATF7IP,Rest,0.2457627118644068
C8orf33,ATG12,Rest,0.17557251908396945
C8orf33,ATM,Rest,0.16412213740458015
C8orf33,B4GALT5,Rest,0.16176470588235295
C8orf33,BCL9L,Rest,0.16356877323420074
C8orf33,BCOR,Rest,0.1144578313253012
C8orf33,BHLHE40,Rest,0.16740088105726872
C8orf33,BRD7,Rest,0.19932432432432431
C8orf33,BRMS1,Rest,0.18036529680365296
C8orf33,BTAF1,Rest,0.18512898330804248
C8orf33,BZW2,Rest,0.13829787234042554
C8orf33,C16orf87,Rest,0.15966386554621848
C8orf33,C6orf120,Rest,0.14659685863874344
C8orf33,CAB39,Rest,0.16417910447761194
C8orf33,CALM1,Rest,0.17857142857142858
C8orf33,CAND1,Rest,0.16271186440677965
C8orf33,CARM1,Rest,0.1728395061728395
C8orf33,CARNMT1,Rest,0.14285714285714285
C8orf33,CASP3,Rest,0.1348314606741573
CAB39,TADA2B,Rest,0.09534883720930233
CAB39,ELAVL1,Rest,0.09711684370257967
CAB39,ARNT,Rest,0.10854503464203233
CAB39,NSD1,Rest,0.11651917404129794
CAB39,USP22,Rest,0.10935441370223979
CAB39,AACS,Rest,0.0975609756097561
CAB39,ABCA5,Rest,0.07746478873239436
CAB39,ABCC1,Rest,0.06779661016949153
CAB39,ACACA,Rest,0.06382978723404255
CAB39,ADNP,Rest,0.13930348258706468
CAB39,ADNP2,Rest,0.07471264367816093
CAB39,AHR,Rest,0.11042311661506708
CAB39,AHSA1,Rest,0.16129032258064516
CAB39,AK3,Rest,0.11147540983606558
CAB39,AKAP17A,Rest,0.05555555555555555
CAB39,ANKRD11,Rest,0.09137055837563451
CAB39,ANKRD27,Rest,0.11794871794871795
CAB39,ANTKMT,Rest,0.13333333333333333
CAB39,APEX1,Rest,0.10984848484848485
CAB39,APMAP,Rest,0.08391608391608392
CAB39,APOBEC3B,Rest,0.1339712918660287
CAB39,ARHGAP15,Rest,0.18867924528301888
CAB39,ARHGAP30,Rest,0.11594202898550725
CAB39,ARID5A,Rest,0.07906976744186046
CAB39,ARIH2,Rest,0.12727272727272726
CAB39,ARL8B,Rest,0.11607142857142858
CAB39,ARMC8,Rest,0.11214953271028037
CAB39,ARRB1,Rest,0.08450704225352113
CAB39,ASXL1,Rest,0.10810810810810811
CAB39,ATAD5,Rest,0.09375
CAB39,ATF7IP,Rest,0.07627118644067797
CAB39,ATG12,Rest,0.10432569974554708
CAB39,ATM,Rest,0.11450381679389313
CAB39,B4GALT5,Rest,0.11029411764705882
CAB39,BCL9L,Rest,0.16356877323420074
CAB39,BCOR,Rest,0.12650602409638553
CAB39,BHLHE40,Rest,0.11233480176211454
CAB39,BRD7,Rest,0.08445945945945946
CAB39,BRMS1,Rest,0.0867579908675799
CAB39,BTAF1,Rest,0.10318664643399089
CAB39,BZW2,Rest,0.1276595744680851
CAB39,C16orf87,Rest,0.07142857142857142
CAB39,C6orf120,Rest,0.09424083769633508
CAB39,C8orf33,Rest,0.09116022099447514
CAB39,CALM1,Rest,0.14285714285714285
CAB39,CAND1,Rest,0.1
CAB39,CARM1,Rest,0.12757201646090535
CAB39,CARNMT1,Rest,0.1038961038961039
CAB39,CASP3,Rest,0.20224719101123595
CALM1,TADA2B,Rest,0.023255813953488372
CALM1,ELAVL1,Rest,0.028831562974203338
CALM1,ARNT,Rest,0.026558891454965358
CALM1,NSD1,Rest,0.029498525073746312
CALM1,USP22,Rest,0.01844532279314888
CALM1,AACS,Rest,0.032520325203252036
CALM1,ABCA5,Rest,0.035211267605633804
CALM1,ABCC1,Rest,0.0211864406779661
CALM1,ACACA,Rest,0.02127659574468085
CALM1,ADNP,Rest,0.014925373134328358
CALM1,ADNP2,Rest,0.028735632183908046
CALM1,AHR,Rest,0.026831785345717233
CALM1,AHSA1,Rest,0.025806451612903226
CALM1,AK3,Rest,0.022950819672131147
CALM1,AKAP17A,Rest,0.041666666666666664
CALM1,ANKRD11,Rest,0.030456852791878174
CALM1,ANKRD27,Rest,0.020512820512820513
CALM1,ANTKMT,Rest,0.02962962962962963
CALM1,APEX1,Rest,0.03409090909090909
CALM1,APMAP,Rest,0.04895104895104895
CALM1,APOBEC3B,Rest,0.023923444976076555
CALM1,ARHGAP15,Rest,0.025157232704402517
CALM1,ARHGAP30,Rest,0.021080368906455864
CALM1,ARID5A,Rest,0.046511627906976744
CALM1,ARIH2,Rest,0.024242424242424242
CALM1,ARL8B,Rest,0.026785714285714284
CALM1,ARMC8,Rest,0.037383177570093455
CALM1,ARRB1,Rest,0.014084507042253521
CALM1,ASXL1,Rest,0.01891891891891892
CALM1,ATAD5,Rest,0.026515151515151516
CALM1,ATF7IP,Rest,0.025423728813559324
CALM1,ATG12,Rest,0.027989821882951654
CALM1,ATM,Rest,0.019083969465648856
CALM1,B4GALT5,Rest,0.051470588235294115
CALM1,BCL9L,Rest,0.026022304832713755
CALM1,BCOR,Rest,0.024096385542168676
CALM1,BHLHE40,Rest,0.03303964757709251
CALM1,BRD7,Rest,0.030405405405405407
CALM1,BRMS1,Rest,0.03424657534246575
CALM1,BTAF1,Rest,0.028831562974203338
CALM1,BZW2,Rest,0.02127659574468085
CALM1,C16orf87,Rest,0.03361344537815126
CALM1,C6orf120,Rest,0.020942408376963352
CALM1,C8orf33,Rest,0.027624309392265192
CALM1,CAB39,Rest,0.03980099502487562
CALM1,CAND1,Rest,0.01864406779661017
CALM1,CARM1,Rest,0.037037037037037035
CALM1,CARNMT1,Rest,0.03896103896103896
CALM1,CASP3,Rest,0.033707865168539325
CAND1,TADA2B,Rest,0.3015503875968992
CAND1,ELAVL1,Rest,0.2746585735963581
CAND1,ARNT,Rest,0.312933025404157
CAND1,NSD1,Rest,0.31268436578171094
CAND1,USP22,Rest,0.31752305665349145
CAND1,AACS,Rest,0.34146341463414637
CAND1,ABCA5,Rest,0.22535211267605634
CAND1,ABCC1,Rest,0.2627118644067797
CAND1,ACACA,Rest,0.3191489361702128
CAND1,ADNP,Rest,0.31343283582089554
CAND1,ADNP2,Rest,0.26436781609195403
CAND1,AHR,Rest,0.2889576883384933
CAND1,AHSA1,Rest,0.2967741935483871
CAND1,AK3,Rest,0.3770491803278688
CAND1,AKAP17A,Rest,0.3055555555555556
CAND1,ANKRD11,Rest,0.3197969543147208
CAND1,ANKRD27,Rest,0.24615384615384617
CAND1,ANTKMT,Rest,0.31851851851851853
CAND1,APEX1,Rest,0.3522727272727273
CAND1,APMAP,Rest,0.3356643356643357
CAND1,APOBEC3B,Rest,0.3397129186602871
CAND1,ARHGAP15,Rest,0.3018867924528302
CAND1,ARHGAP30,Rest,0.2872200263504611
CAND1,ARID5A,Rest,0.34418604651162793
CAND1,ARIH2,Rest,0.3575757575757576
CAND1,ARL8B,Rest,0.28125
CAND1,ARMC8,Rest,0.3317757009345794
CAND1,ARRB1,Rest,0.23943661971830985
CAND1,ASXL1,Rest,0.2810810810810811
CAND1,ATAD5,Rest,0.2878787878787879
CAND1,ATF7IP,Rest,0.3220338983050847
CAND1,ATG12,Rest,0.29770992366412213
CAND1,ATM,Rest,0.32061068702290074
CAND1,B4GALT5,Rest,0.29411764705882354
CAND1,BCL9L,Rest,0.3048327137546468
