index,eigenvalue,is_global,is_signal,lam_plus,sigma2
519,1.215115,False,False,1.490873,0.504244
520,1.213201,False,False,1.490873,0.504244
521,1.212265,False,False,1.490873,0.504244
522,1.211612,False,False,1.490873,0.504244
523,1.210934,False,False,1.490873,0.504244
524,1.20927,False,False,1.490873,0.504244
525,1.208392,False,False,1.490873,0.504244
526,1.206598,False,False,1.490873,0.504244
527,1.206544,False,False,1.490873,0.504244
528,1.204778,False,False,1.490873,0.504244
529,1.20366,False,False,1.490873,0.504244
530,1.202302,False,False,1.490873,0.504244
531,1.201354,False,False,1.490873,0.504244
532,1.2,False,False,1.490873,0.504244
533,1.199147,False,False,1.490873,0.504244
534,1.198438,False,False,1.490873,0.504244
535,1.197618,False,False,1.490873,0.504244
536,1.195199,False,False,1.490873,0.504244
537,1.194104,False,False,1.490873,0.504244
538,1.19259,False,False,1.490873,0.504244
539,1.190892,False,False,1.490873,0.504244
540,1.189497,False,False,1.490873,0.504244
541,1.189134,False,False,1.490873,0.504244
542,1.187134,False,False,1.490873,0.504244
543,1.1863,False,False,1.490873,0.504244
544,1.184761,False,False,1.490873,0.504244
545,1.184305,False,False,1.490873,0.504244
546,1.182728,False,False,1.490873,0.504244
547,1.181316,False,False,1.490873,0.504244
548,1.180392,False,False,1.490873,0.504244
549,1.179443,False,False,1.490873,0.504244
550,1.178125,False,False,1.490873,0.504244
551,1.176642,False,False,1.490873,0.504244
552,1.175063,False,False,1.490873,0.504244
553,1.173875,False,False,1.490873,0.504244
554,1.172045,False,False,1.490873,0.504244
555,1.171771,False,False,1.490873,0.504244
556,1.170416,False,False,1.490873,0.504244
557,1.169139,False,False,1.490873,0.504244
558,1.168592,False,False,1.490873,0.504244
559,1.167701,False,False,1.490873,0.504244
560,1.166346,False,False,1.490873,0.504244
561,1.164906,False,False,1.490873,0.504244
562,1.164512,False,False,1.490873,0.504244
563,1.163523,False,False,1.490873,0.504244
564,1.163427,False,False,1.490873,0.504244
565,1.161596,False,False,1.490873,0.504244
566,1.160149,False,False,1.490873,0.504244
567,1.159233,False,False,1.490873,0.504244
568,1.157506,False,False,1.490873,0.504244
569,1.156711,False,False,1.490873,0.504244
570,1.156081,False,False,1.490873,0.504244
571,1.155469,False,False,1.490873,0.504244
572,1.154146,False,False,1.490873,0.504244
573,1.153197,False,False,1.490873,0.504244
574,1.152113,False,False,1.490873,0.504244
575,1.151045,False,False,1.490873,0.504244
576,1.150161,False,False,1.490873,0.504244
577,1.147129,False,False,1.490873,0.504244
578,1.145493,False,False,1.490873,0.504244
579,1.145,False,False,1.490873,0.504244
580,1.144482,False,False,1.490873,0.504244
581,1.143257,False,False,1.490873,0.504244
582,1.141744,False,False,1.490873,0.504244
583,1.141133,False,False,1.490873,0.504244
584,1.140742,False,False,1.490873,0.504244
585,1.13827,False,False,1.490873,0.504244
586,1.136989,False,False,1.490873,0.504244
587,1.135277,False,False,1.490873,0.504244
588,1.134284,False,False,1.490873,0.504244
589,1.133884,False,False,1.490873,0.504244
590,1.132866,False,False,1.490873,0.504244
591,1.132189,False,False,1.490873,0.504244
592,1.129914,False,False,1.490873,0.504244
593,1.129319,False,False,1.490873,0.504244
594,1.128184,False,False,1.490873,0.504244
595,1.127009,False,False,1.490873,0.504244
596,1.125451,False,False,1.490873,0.504244
597,1.123521,False,False,1.490873,0.504244
598,1.123386,False,False,1.490873,0.504244
599,1.12253,False,False,1.490873,0.504244
600,1.121332,False,False,1.490873,0.504244
601,1.120131,False,False,1.490873,0.504244
602,1.119451,False,False,1.490873,0.504244
603,1.118045,False,False,1.490873,0.504244
604,1.116571,False,False,1.490873,0.504244
605,1.115721,False,False,1.490873,0.504244
606,1.115429,False,False,1.490873,0.504244
607,1.11433,False,False,1.490873,0.504244
608,1.112649,False,False,1.490873,0.504244
609,1.111335,False,False,1.490873,0.504244
610,1.110428,False,False,1.490873,0.504244
611,1.110023,False,False,1.490873,0.504244
612,1.108732,False,False,1.490873,0.504244
613,1.106716,False,False,1.490873,0.504244
614,1.106209,False,False,1.490873,0.504244
615,1.105883,False,False,1.490873,0.504244
616,1.104705,False,False,1.490873,0.504244
617,1.103024,False,False,1.490873,0.504244
618,1.102556,False,False,1.490873,0.504244
619,1.101166,False,False,1.490873,0.504244
620,1.10003,False,False,1.490873,0.504244
621,1.099537,False,False,1.490873,0.504244
622,1.097858,False,False,1.490873,0.504244
623,1.096695,False,False,1.490873,0.504244
624,1.096103,False,False,1.490873,0.504244
625,1.093957,False,False,1.490873,0.504244
626,1.092112,False,False,1.490873,0.504244
627,1.091914,False,False,1.490873,0.504244
628,1.091609,False,False,1.490873,0.504244
629,1.090503,False,False,1.490873,0.504244
630,1.090041,False,False,1.490873,0.504244
631,1.087921,False,False,1.490873,0.504244
632,1.087416,False,False,1.490873,0.504244
633,1.086518,False,False,1.490873,0.504244
634,1.086403,False,False,1.490873,0.504244
635,1.083937,False,False,1.490873,0.504244
636,1.083239,False,False,1.490873,0.504244
637,1.082084,False,False,1.490873,0.504244
638,1.081581,False,False,1.490873,0.504244
639,1.079787,False,False,1.490873,0.504244
640,1.078502,False,False,1.490873,0.504244
641,1.077637,False,False,1.490873,0.504244
642,1.076676,False,False,1.490873,0.504244
643,1.075927,False,False,1.490873,0.504244
644,1.075196,False,False,1.490873,0.504244
645,1.07318,False,False,1.490873,0.504244
646,1.072604,False,False,1.490873,0.504244
647,1.071848,False,False,1.490873,0.504244
648,1.070847,False,False,1.490873,0.504244
649,1.068972,False,False,1.490873,0.504244
650,1.067934,False,False,1.490873,0.504244
651,1.067247,False,False,1.490873,0.504244
652,1.065694,False,False,1.490873,0.504244
653,1.065007,False,False,1.490873,0.504244
654,1.064689,False,False,1.490873,0.504244
655,1.063108,False,False,1.490873,0.504244
656,1.062574,False,False,1.490873,0.504244
657,1.061323,False,False,1.490873,0.504244
