gene,raw_score,kd_gated_score,eb_score,raw_rank,kd_gated_rank,eb_rank,dropped_by_kd_gate,rank_shift_raw_to_eb
MYCBP2,1,1.0,-2.4705,8324,6019,5515,False,2809.0
SEC24B,1,1.0,-2.931,8324,6019,6927,False,1397.0
SIM2,1,,,8324,,,True,
MYCBP,1,1.0,-2.7008,8324,6019,6311,False,2013.0
MYBL1,1,1.0,-1.3898,8324,6019,2582,False,5742.0
SKOR2,1,,,8324,,,True,
MXD4,1,1.0,-2.931,8324,6019,6927,False,1397.0
MTMR7,1,,,8324,,,True,
MTR,1,1.0,-2.931,8324,6019,6927,False,1397.0
MUC5B,1,,,8324,,,True,
MTRF1,1,1.0,-2.7008,8324,6019,6311,False,2013.0
MUC2,1,,,8324,,,True,
SKIL,1,1.0,-2.931,8324,6019,6927,False,1397.0
SIX6,1,,,8324,,,True,
SKAP1,1,1.0,-2.7008,8324,6019,6311,False,2013.0
MTMR1,1,1.0,-2.931,8324,6019,6927,False,1397.0
SLC25A4,1,1.0,-2.931,8324,6019,6927,False,1397.0
MYL11,1,,,8324,,,True,
MYLK,1,,,8324,,,True,
MRPL48,1,,,8324,,,True,
NAP1L5,1,1.0,-2.931,8324,6019,6927,False,1397.0
SHISAL2A,1,0.0,-1.7862,8324,7153,3389,False,4935.0
MS4A6A,1,,,8324,,,True,
SHOX,1,,,8324,,,True,
SLC1A2,1,,,8324,,,True,
MSANTD2,1,1.0,-2.931,8324,6019,6927,False,1397.0
NANS,1,1.0,-2.7008,8324,6019,6311,False,2013.0
NANOG,1,,,8324,,,True,
NAGPA,1,1.0,-2.7008,8324,6019,6311,False,2013.0
MSC,1,0.0,-1.8443,8324,7153,3654,False,4670.0
SIM1,1,,,8324,,,True,
NAA60,1,1.0,-2.931,8324,6019,6927,False,1397.0
MSS51,1,,,8324,,,True,
SIAE,1,1.0,-2.7008,8324,6019,6311,False,2013.0
SIDT1,1,1.0,-2.7008,8324,6019,6311,False,2013.0
SLC16A10,1,,,8324,,,True,
MSTO1,1,1.0,-1.448,8324,6019,2741,False,5583.0
MYOM1,1,,,8324,,,True,
MSX1,1,,,8324,,,True,
SIGMAR1,1,1.0,-2.931,8324,6019,6927,False,1397.0
MYO1E,1,1.0,-2.7008,8324,6019,6311,False,2013.0
MT1H,1,,,8324,,,True,
SIL1,1,1.0,-2.931,8324,6019,6927,False,1397.0
MSRB2,1,1.0,-2.3527,8324,6019,5116,False,3208.0
SETBP1,1,1.0,-2.3954,8324,6019,5340,False,2984.0
MUC13,1,,,8324,,,True,
MIXL1,1,,,8324,,,True,
NIBAN3,1,,,8324,,,True,
NETO2,1,1.0,-2.931,8324,6019,6927,False,1397.0
SEMA3E,1,,,8324,,,True,
SLC27A2,1,1.0,-2.931,8324,6019,6927,False,1397.0
NIBAN2,1,1.0,-2.931,8324,6019,6927,False,1397.0
SERPINA1,1,,,8324,,,True,
MMP17,1,,,8324,,,True,
MINDY3,1,1.0,-2.931,8324,6019,6927,False,1397.0
SLC30A4,1,0.0,-1.7862,8324,7153,3389,False,4935.0
MMP1,1,,,8324,,,True,
SERPINB6,1,0.0,-2.6867,8324,7153,6257,False,2067.0
SLC25A46,1,1.0,-2.931,8324,6019,6927,False,1397.0
SLC26A11,1,,,8324,,,True,
NFIB,1,,,8324,,,True,
SLC2A4RG,1,1.0,-2.931,8324,6019,6927,False,1397.0
SELENOW,1,1.0,-2.931,8324,6019,6927,False,1397.0
MLLT11,1,0.0,-2.644,8324,7153,6142,False,2182.0
NHLH1,1,,,8324,,,True,
SLC2A13,1,1.0,-2.3954,8324,6019,5340,False,2984.0
NFX1,1,1.0,-2.931,8324,6019,6927,False,1397.0
NEUROD6,1,,,8324,,,True,
MLN,1,,,8324,,,True,
SERPINB8,1,1.0,-2.916,8324,6019,6921,False,1403.0
SERPINE2,1,1.0,-2.1042,8324,6019,4387,False,3937.0
NFIA,1,,,8324,,,True,
SERINC3,1,1.0,-2.931,8324,6019,6927,False,1397.0
MINK1,1,1.0,-2.931,8324,6019,6927,False,1397.0
SEPTIN1,1,1.0,-2.7008,8324,6019,6311,False,2013.0
NFE2,1,,,8324,,,True,
MMUT,1,1.0,-2.7934,8324,6019,6673,False,1651.0
NFATC3,1,1.0,-2.931,8324,6019,6927,False,1397.0
NINJ2,1,0.0,-1.7862,8324,7153,3389,False,4935.0
SEPTIN8,1,1.0,-2.931,8324,6019,6927,False,1397.0
NINJ1,1,1.0,-2.931,8324,6019,6927,False,1397.0
MIGA1,1,1.0,-2.7008,8324,6019,6311,False,2013.0
MOB3A,1,1.0,-2.0854,8324,6019,4342,False,3982.0
MKLN1,1,1.0,-2.931,8324,6019,6927,False,1397.0
MNX1,1,,,8324,,,True,
ZNF841,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ABCF3,0,,,10200,,,True,
SLC29A3,0,0.0,-1.8443,10200,7153,3654,False,6546.0
ZFP30,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC18B1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ADISSP,0,0.0,-2.6867,10200,7153,6257,False,3943.0
CERS5,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CERKL,0,,,10200,,,True,
CHRNA1,0,,,10200,,,True,
RASD1,0,,,10200,,,True,
SPATC1L,0,,,10200,,,True,
CYP2E1,0,,,10200,,,True,
RASD2,0,,,10200,,,True,
AGAP5,0,,,10200,,,True,
CEP57L1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZFTA,0,,,10200,,,True,
CETN3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CHIT1,0,,,10200,,,True,
SRP54,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CYBA,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RALY,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ABCC5,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC16A7,0,0.0,-3.1612,10200,7153,7432,False,2768.0
PSEN1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CHD9,0,,,10200,,,True,
AFF2,0,,,10200,,,True,
CHCHD10,0,,,10200,,,True,
SLC39A4,0,,,10200,,,True,
AFF3,0,,,10200,,,True,
ZNF85,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZSWIM6,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RAP2C,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZFP91,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CFAP410,0,0.0,-1.7862,10200,7153,3389,False,6811.0
SLC17A1,0,,,10200,,,True,
ZNF852,0,,,10200,,,True,
RAPGEFL1,0,,,10200,,,True,
RARS2,0,0.0,-1.8117,10200,7153,3482,False,6718.0
SLC17A9,0,,,10200,,,True,
CHPF,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ABCC8,0,,,10200,,,True,
SPEF2,0,0.0,-2.644,10200,7153,6142,False,4058.0
ZFPM2,0,,,10200,,,True,
CFAP44,0,,,10200,,,True,
CHAC1,0,0.0,-1.8117,10200,7153,3482,False,6718.0
CRK,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC15A3,0,,,10200,,,True,
CDK5RAP2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZKSCAN7,0,,,10200,,,True,
DARS2,0,0.0,-2.6867,10200,7153,6257,False,3943.0
SLAIN1,0,,,10200,,,True,
DAZAP2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF80,0,,,10200,,,True,
CDK5,0,,,10200,,,True,
DBH,0,,,10200,,,True,
DCAF12,0,0.0,-3.1612,10200,7153,7432,False,2768.0
AHSP,0,,,10200,,,True,
CDK2AP1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZMAT4,0,,,10200,,,True,
AIF1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF793,0,,,10200,,,True,
RBP2,0,,,10200,,,True,
CDH3,0,,,10200,,,True,
AIFM2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RCAN1,0,0.0,-1.8117,10200,7153,3482,False,6718.0
PRR5,0,0.0,-2.6867,10200,7153,6257,False,3943.0
SPACDR,0,,,10200,,,True,
AIG1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CDH1,0,,,10200,,,True,
AARS2,0,,,10200,,,True,
SPACA9,0,,,10200,,,True,
CDC42EP5,0,,,10200,,,True,
AAAS,0,0.0,-2.6867,10200,7153,6257,False,3943.0
CDC42BPB,0,,,10200,,,True,
DCST2,0,,,10200,,,True,
SPACA6,0,,,10200,,,True,
AHCYL2,0,,,10200,,,True,
ZFYVE28,0,0.0,-2.644,10200,7153,6142,False,4058.0
ZNF805,0,0.0,-2.6867,10200,7153,6257,False,3943.0
YBX3,0,,,10200,,,True,
CEP250,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC2A14,0,,,10200,,,True,
CEP20,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CYRIA,0,,,10200,,,True,
PRX,0,0.0,-1.8117,10200,7153,3482,False,6718.0
ZNF836,0,0.0,-2.644,10200,7153,6142,False,4058.0
SLC19A1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC12A7,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CYTH1,0,0.0,-1.8443,10200,7153,3654,False,6546.0
ZNF83,0,,,10200,,,True,
SPATA2L,0,0.0,-1.8443,10200,7153,3654,False,6546.0
CENPO,0,,,10200,,,True,
AGL,0,0.0,-3.1612,10200,7153,7432,False,2768.0
PRTFDC1,0,,,10200,,,True,
CEMIP,0,,,10200,,,True,
CELSR2,0,,,10200,,,True,
RAX,0,,,10200,,,True,
DACH2,0,,,10200,,,True,
RAX2,0,,,10200,,,True,
SLC40A1,0,0.0,-1.7862,10200,7153,3389,False,6811.0
PRRX2,0,,,10200,,,True,
CDRT4,0,,,10200,,,True,
RBBP9,0,,,10200,,,True,
ZNF814,0,,,10200,,,True,
ZNF813,0,,,10200,,,True,
DAPK3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC41A2,0,0.0,-2.6867,10200,7153,6257,False,3943.0
PRRC1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC41A3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC30A5,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RASGRP3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CXCL5,0,,,10200,,,True,
ABCG1,0,,,10200,,,True,
ZC3H11A,0,,,10200,,,True,
SPRTN,0,0.0,-1.8443,10200,7153,3654,False,6546.0
SLC25A34,0,,,10200,,,True,
COTL1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC25A33,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC35F6,0,0.0,-3.1612,10200,7153,7432,False,2768.0
PZP,0,,,10200,,,True,
ZSCAN30,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZSCAN31,0,,,10200,,,True,
COQ9,0,0.0,-3.1612,10200,7153,7432,False,2768.0
COQ10A,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CSRNP3,0,,,10200,,,True,
SRCAP,0,,,10200,,,True,
ZSCAN1,0,,,10200,,,True,
SLC25A30,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CST3,0,,,10200,,,True,
COPS4,0,,,10200,,,True,
CSTA,0,,,10200,,,True,
COPG1,0,,,10200,,,True,
COL9A2,0,,,10200,,,True,
QPRT,0,,,10200,,,True,
PTGR3,0,0.0,-2.644,10200,7153,6142,False,4058.0
COL6A3,0,,,10200,,,True,
COL6A2,0,,,10200,,,True,
ACVR1B,0,0.0,-1.8443,10200,7153,3654,False,6546.0
SLC36A4,0,0.0,-3.1612,10200,7153,7432,False,2768.0
QRICH2,0,,,10200,,,True,
ACY1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
COPS5,0,,,10200,,,True,
CPA5,0,,,10200,,,True,
PTGS2,0,,,10200,,,True,
SLC26A1,0,,,10200,,,True,
PTPRK,0,,,10200,,,True,
CRIP3,0,,,10200,,,True,
CRTC1,0,0.0,-1.8443,10200,7153,3654,False,6546.0
ZBTB38,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CRELD1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ACER1,0,,,10200,,,True,
ACO1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
PTPN18,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CRX,0,,,10200,,,True,
CREBRF,0,0.0,-3.1612,10200,7153,7432,False,2768.0
PTPN13,0,,,10200,,,True,
SLC25A39,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CREB3L1,0,,,10200,,,True,
ACOT4,0,0.0,-1.8443,10200,7153,3654,False,6546.0
ZSCAN16,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC35E2A,0,,,10200,,,True,
ACSF2,0,0.0,-2.644,10200,7153,6142,False,4058.0
CSF1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CSF2RA,0,,,10200,,,True,
CSMD1,0,,,10200,,,True,
SPZ1,0,,,10200,,,True,
SLC25A43,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CPVL,0,,,10200,,,True,
CPT1B,0,,,10200,,,True,
CPPED1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CPM,0,0.0,-2.6867,10200,7153,6257,False,3943.0
PTK2,0,,,10200,,,True,
ZBTB8A,0,,,10200,,,True,
PXYLP1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
QTRT2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RALA,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SPP1,0,,,10200,,,True,
COL18A1,0,,,10200,,,True,
ZNF91,0,,,10200,,,True,
RAB37,0,0.0,-2.644,10200,7153,6142,False,4058.0
CLIC3,0,0.0,-1.7862,10200,7153,3389,False,6811.0
SLC25A14,0,0.0,-3.1612,10200,7153,7432,False,2768.0
YWHAG,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RAB43,0,,,10200,,,True,
SRGAP1,0,,,10200,,,True,
ZDHHC8,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SPIN2B,0,,,10200,,,True,
PTAFR,0,,,10200,,,True,
ZER1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC35B3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC29A2,0,0.0,-2.6867,10200,7153,6257,False,3943.0
CUX2,0,,,10200,,,True,
RABL2A,0,,,10200,,,True,
SPI1,0,,,10200,,,True,
CKB,0,0.0,-1.8117,10200,7153,3482,False,6718.0
CXCL11,0,,,10200,,,True,
ZFAND5,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CIPC,0,0.0,-1.8443,10200,7153,3654,False,6546.0
RAD52,0,0.0,-2.6867,10200,7153,6257,False,3943.0
SRGAP3,0,,,10200,,,True,
ADH1B,0,,,10200,,,True,
CXCL8,0,0.0,-1.8117,10200,7153,3482,False,6718.0
RAG1,0,,,10200,,,True,
SLC22A17,0,,,10200,,,True,
SPG21,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CHRNA6,0,,,10200,,,True,
SPIB,0,,,10200,,,True,
RAB32,0,,,10200,,,True,
PTAR1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
PTER,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ADA,0,0.0,-3.1612,10200,7153,7432,False,2768.0
PTGES3,0,,,10200,,,True,
ZCCHC2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RAB11B,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CTNND1,0,,,10200,,,True,
ADAM12,0,,,10200,,,True,
CNTF,0,,,10200,,,True,
CNPY4,0,0.0,-1.7862,10200,7153,3389,False,6811.0
ZSCAN4,0,,,10200,,,True,
ZNG1E,0,,,10200,,,True,
SP9,0,,,10200,,,True,
CNIH2,0,,,10200,,,True,
ABRACL,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SPOCK2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ADAM28,0,,,10200,,,True,
CMTM2,0,,,10200,,,True,
ZDHHC11B,0,,,10200,,,True,
CMC1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNG1A,0,,,10200,,,True,
ADAP1,0,0.0,-2.6867,10200,7153,6257,False,3943.0
ZACN,0,,,10200,,,True,
CTSH,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SPIRE1,0,0.0,-2.6867,10200,7153,6257,False,3943.0
CLNK,0,,,10200,,,True,
CLMP,0,,,10200,,,True,
CTSL,0,,,10200,,,True,
PTGDR2,0,,,10200,,,True,
ZDHHC2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC26A3,0,,,10200,,,True,
PTGIR,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CNN3,0,,,10200,,,True,
SEC11C,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CD79A,0,,,10200,,,True,
BLVRB,0,0.0,-2.644,10200,7153,6142,False,4058.0
ZNF461,0,,,10200,,,True,
SMTN,0,0.0,-3.1612,10200,7153,7432,False,2768.0
BMP1,0,,,10200,,,True,
BMP2K,0,0.0,-3.1612,10200,7153,7432,False,2768.0
BMP8B,0,,,10200,,,True,
RXYLT1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ARGFX,0,,,10200,,,True,
SFTPB,0,,,10200,,,True,
BNC2,0,,,10200,,,True,
ZNF667,0,,,10200,,,True,
SFXN5,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF670,0,,,10200,,,True,
BRD3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF440,0,,,10200,,,True,
ZNF467,0,,,10200,,,True,
ZNF468,0,,,10200,,,True,
SFMBT2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SFMBT1,0,0.0,-1.8443,10200,7153,3654,False,6546.0
ZNF493,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ARHGAP9,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF491,0,,,10200,,,True,
SESN3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
BHLHE22,0,,,10200,,,True,
S1PR2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
BHLHE41,0,,,10200,,,True,
RUNX1,0,,,10200,,,True,
ZNF484,0,0.0,-3.1612,10200,7153,7432,False,2768.0
BICD2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
BID,0,0.0,-3.1612,10200,7153,7432,False,2768.0
S100Z,0,,,10200,,,True,
BLK,0,,,10200,,,True,
SETD9,0,,,10200,,,True,
SMPD3,0,,,10200,,,True,
ARHGAP25,0,0.0,-1.8443,10200,7153,3654,False,6546.0
ZNF483,0,0.0,-2.644,10200,7153,6142,False,4058.0
BEX1,0,,,10200,,,True,
ZNF439,0,,,10200,,,True,
ARAP3,0,0.0,-1.8117,10200,7153,3482,False,6718.0
SNED1,0,,,10200,,,True,
C19orf18,0,,,10200,,,True,
APOC3,0,,,10200,,,True,
SH2B1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RPS6KC1,0,,,10200,,,True,
APOBEC3F,0,0.0,-3.1612,10200,7153,7432,False,2768.0
APOA1,0,,,10200,,,True,
RPS6KA2,0,,,10200,,,True,
APH1B,0,0.0,-2.644,10200,7153,6142,False,4058.0
ZNF385D,0,,,10200,,,True,
RPS18,0,,,10200,,,True,
C20orf202,0,,,10200,,,True,
C21orf91,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC7A8,0,,,10200,,,True,
AP5Z1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
APOL1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
APOL3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RRAS,0,0.0,-2.644,10200,7153,6142,False,4058.0
RRAS2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
AQP9,0,,,10200,,,True,
SGK1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RTN4,0,,,10200,,,True,
RTCA,0,0.0,-3.1612,10200,7153,7432,False,2768.0
BSDC1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RSU1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF429,0,,,10200,,,True,
ZNF438,0,0.0,-2.644,10200,7153,6142,False,4058.0
APTX,0,0.0,-3.1612,10200,7153,7432,False,2768.0
BST1,0,,,10200,,,True,
ZNF423,0,,,10200,,,True,
BTN2A2,0,0.0,-1.8117,10200,7153,3482,False,6718.0
ZNF419,0,,,10200,,,True,
SGSM3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
APOO,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF415,0,,,10200,,,True,
ZNF678,0,0.0,-2.6867,10200,7153,6257,False,3943.0
ARHGDIA,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF497,0,,,10200,,,True,
SALL1,0,,,10200,,,True,
ATP5MC2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SELL,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SMAD2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ARMH1,0,,,10200,,,True,
SCX,0,,,10200,,,True,
ATXN2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SCRN1,0,,,10200,,,True,
SEMA5A,0,,,10200,,,True,
ZNF610,0,,,10200,,,True,
SCNN1D,0,,,10200,,,True,
SEMA7A,0,0.0,-2.6867,10200,7153,6257,False,3943.0
ZNF563,0,,,10200,,,True,
ARL6IP4,0,0.0,-3.1612,10200,7153,7432,False,2768.0
B2M,0,,,10200,,,True,
SCML4,0,,,10200,,,True,
ATP5IF1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ASAP3,0,,,10200,,,True,
ATP11A,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SDHAF3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ASPH,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF587,0,,,10200,,,True,
ASPRV1,0,,,10200,,,True,
ASPSCR1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ASIC1,0,0.0,-1.8117,10200,7153,3482,False,6718.0
ATAD2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SELENOM,0,0.0,-1.8117,10200,7153,3482,False,6718.0
B3GALT4,0,0.0,-2.644,10200,7153,6142,False,4058.0
ATAD3B,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SELENOO,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF580,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ATG7,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SDR42E2,0,,,10200,,,True,
SDK2,0,,,10200,,,True,
SELENOT,0,,,10200,,,True,
ATOSB,0,0.0,-2.644,10200,7153,6142,False,4058.0
ATE1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SEPTIN10,0,,,10200,,,True,
SERINC1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
B3GAT3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF524,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SMIM14,0,0.0,-1.8117,10200,7153,3482,False,6718.0
SERTAD3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SATB2,0,,,10200,,,True,
BBS4,0,0.0,-2.6867,10200,7153,6257,False,3943.0
ARHGEF12,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF516,0,,,10200,,,True,
ARHGEF3,0,,,10200,,,True,
SLFN14,0,,,10200,,,True,
SAP30L,0,,,10200,,,True,
ARHGEF1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SAMD3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
BCL7B,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF503,0,,,10200,,,True,
SALL2,0,,,10200,,,True,
ZNF501,0,,,10200,,,True,
SAR1B,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF382,0,0.0,-2.6867,10200,7153,6257,False,3943.0
SERTAD1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
BARHL2,0,,,10200,,,True,
SCMH1,0,0.0,-1.8117,10200,7153,3482,False,6718.0
B3GNT5,0,0.0,-1.8443,10200,7153,3654,False,6546.0
SCFD2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ARL14,0,,,10200,,,True,
SCAMP2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF548,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SCAMP1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ARHGEF40,0,,,10200,,,True,
BACE1,0,,,10200,,,True,
ZNF543,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF540,0,,,10200,,,True,
ZNF536,0,,,10200,,,True,
ARID1B,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SC5D,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SMIM11,0,,,10200,,,True,
ZNF529,0,0.0,-3.1612,10200,7153,7432,False,2768.0
BAG2,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RCAN2,0,0.0,-1.8117,10200,7153,3482,False,6718.0
C2orf68,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF367,0,,,10200,,,True,
ALPL,0,,,10200,,,True,
ALOX5AP,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SOX17,0,,,10200,,,True,
CCDC97,0,0.0,-3.1612,10200,7153,7432,False,2768.0
CCL25,0,,,10200,,,True,
CCL4,0,0.0,-2.6867,10200,7153,6257,False,3943.0
SIPA1L3,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ALKAL2,0,,,10200,,,True,
ZNF195,0,0.0,-1.8443,10200,7153,3654,False,6546.0
ZNF19,0,,,10200,,,True,
RGS17,0,,,10200,,,True,
ZNF185,0,,,10200,,,True,
RGS16,0,0.0,-2.6867,10200,7153,6257,False,3943.0
CCNDBP1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF181,0,0.0,-2.668,10200,7153,6189,False,4011.0
ALX1,0,,,10200,,,True,
CCDC34,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF214,0,,,10200,,,True,
CCDC28A,0,0.0,-1.8117,10200,7153,3482,False,6718.0
ANGPT2,0,,,10200,,,True,
ZNF23,0,0.0,-1.8117,10200,7153,3482,False,6718.0
SLC4A8,0,,,10200,,,True,
ZNF229,0,,,10200,,,True,
SIGLEC10,0,,,10200,,,True,
CCDC141,0,,,10200,,,True,
RIBC2,0,,,10200,,,True,
CCNL2,0,0.0,-1.8443,10200,7153,3654,False,6546.0
CCDC15,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RHOXF1,0,,,10200,,,True,
ZNF749,0,,,10200,,,True,
SOWAHC,0,,,10200,,,True,
SIK1,0,,,10200,,,True,
CCDC184,0,,,10200,,,True,
AMN1,0,0.0,-3.1612,10200,7153,7432,False,2768.0
AMN,0,,,10200,,,True,
AMT,0,,,10200,,,True,
SORD,0,0.0,-2.6867,10200,7153,6257,False,3943.0
ALDOC,0,0.0,-3.1612,10200,7153,7432,False,2768.0
SLC46A3,0,0.0,-1.7862,10200,7153,3389,False,6811.0
CD300LF,0,,,10200,,,True,
AKR1E2,0,,,10200,,,True,
ZNF134,0,0.0,-3.1612,10200,7153,7432,False,2768.0
RETREG1,0,,,10200,,,True,
AKNA,0,0.0,-2.668,10200,7153,6189,False,4011.0
ZNF783,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF784,0,0.0,-3.1612,10200,7153,7432,False,2768.0
AKAP8,0,0.0,-1.8443,10200,7153,3654,False,6546.0
CD4,0,0.0,-3.1612,10200,7153,7432,False,2768.0
ZNF124,0,,,10200,,,True,
SIRT4,0,0.0,-1.8117,10200,7153,3482,False,6718.0
