gene,raw_score,kd_gated_score,eb_score,raw_rank,kd_gated_rank,eb_rank,dropped_by_kd_gate,rank_shift_raw_to_eb
MAPRE3,150,150.0,0.1886,1428,1175,757,False,671.0
PDIA6,150,150.0,0.3443,1428,1175,650,False,778.0
DDX42,150,150.0,0.1864,1428,1175,761,False,667.0
AASDH,150,150.0,-0.8538,1428,1175,1785,False,-357.0
OAF,149,149.0,0.2704,1435,1181,706,False,729.0
IPMK,149,,,1435,,,True,
PPA1,149,,,1435,,,True,
LMO4,149,149.0,0.2449,1435,1181,721,False,714.0
NELFA,149,,,1435,,,True,
AK9,149,7.0,-1.7252,1435,3319,3252,False,-1817.0
WDR7,149,149.0,0.0585,1435,1181,862,False,573.0
SPOP,148,148.0,-0.1819,1442,1184,1074,False,368.0
ISG15,148,148.0,-1.4926,1442,1184,2868,False,-1426.0
USP24,148,148.0,-1.1703,1442,1184,2235,False,-793.0
STARD7,148,148.0,-1.33,1442,1184,2496,False,-1054.0
ITM2B,147,147.0,-1.7392,1446,1188,3282,False,-1836.0
SLC4A7,147,147.0,-0.3185,1446,1188,1204,False,242.0
SIK2,146,146.0,-0.428,1448,1191,1306,False,142.0
PAK2,146,146.0,0.1357,1448,1191,803,False,645.0
TPR,146,146.0,-0.3574,1448,1191,1246,False,202.0
PACS2,146,146.0,-0.3167,1448,1191,1203,False,245.0
HIRIP3,146,146.0,-0.5026,1448,1191,1386,False,62.0
KRR1,145,145.0,-0.1471,1453,1196,1041,False,412.0
ZNF280D,145,145.0,0.2139,1453,1196,742,False,711.0
DBF4,144,144.0,-0.6022,1455,1199,1507,False,-52.0
DNAJB11,144,144.0,-0.6912,1455,1199,1596,False,-141.0
EIF2B1,144,,,1455,,,True,
MOCS3,144,144.0,-0.0293,1455,1199,931,False,524.0
PRKCQ,144,144.0,-1.0108,1455,1199,1989,False,-534.0
DNAAF5,144,144.0,-1.3417,1455,1199,2515,False,-1060.0
LPCAT3,143,143.0,0.1083,1461,1204,818,False,643.0
ZMYND19,143,143.0,-0.3285,1461,1204,1217,False,244.0
DMAC1,142,142.0,-1.271,1463,1206,2406,False,-943.0
ATM,142,142.0,0.1633,1463,1206,779,False,684.0
JUNB,142,142.0,0.0955,1463,1206,827,False,636.0
BRD9,142,142.0,-0.081,1463,1206,991,False,472.0
PARD6A,142,142.0,-1.1019,1463,1206,2128,False,-665.0
TMEM123,141,141.0,-0.0508,1468,1211,949,False,519.0
PPP1R10,141,,,1468,,,True,
PPP1R12C,141,141.0,-1.0152,1468,1211,1995,False,-527.0
SLC25A28,141,141.0,-0.7079,1468,1211,1608,False,-140.0
PUDP,141,68.0,-0.3669,1468,1648,1253,False,215.0
DIPK1A,141,141.0,-1.9781,1468,1211,4060,False,-2592.0
KIF5C,141,141.0,-0.5647,1468,1211,1456,False,12.0
SEC62,141,141.0,-1.1033,1468,1211,2130,False,-662.0
SLC25A27,140,,,1476,,,True,
EDRF1,140,140.0,0.1194,1476,1217,810,False,666.0
METTL23,140,140.0,-0.4446,1476,1217,1321,False,155.0
SMARCD3,139,,,1479,,,True,
HNRNPM,139,139.0,-0.1126,1479,1219,1019,False,460.0
KDM3B,139,139.0,-0.0467,1479,1219,943,False,536.0
HRAS,139,139.0,-1.7509,1479,1219,3315,False,-1836.0
DCAF16,139,139.0,-0.68,1479,1219,1578,False,-99.0
HSD17B12,139,93.0,0.0756,1479,1461,843,False,636.0
FAM204A,139,139.0,-0.284,1479,1219,1165,False,314.0
HSD17B13,138,,,1486,,,True,
LRIG1,138,138.0,-1.9826,1486,1224,4066,False,-2580.0
PIK3R4,138,138.0,-0.2581,1486,1224,1140,False,346.0
MED10,138,138.0,-0.5156,1486,1224,1400,False,86.0
EIF4A2,138,138.0,0.0857,1486,1224,834,False,652.0
NCAM1,138,,,1486,,,True,
TRIM14,138,138.0,-0.5473,1486,1224,1431,False,55.0
SH3D21,137,137.0,-0.8636,1493,1229,1797,False,-304.0
MAF,137,137.0,-0.6925,1493,1229,1598,False,-105.0
ZDHHC12,137,137.0,-0.4609,1493,1229,1337,False,156.0
ARL1,136,136.0,-1.3686,1496,1232,2548,False,-1052.0
LSM14A,136,136.0,-0.3101,1496,1232,1197,False,299.0
DCAF11,136,136.0,-0.6504,1496,1232,1550,False,-54.0
MRPL58,136,,,1496,,,True,
C8orf82,136,,,1496,,,True,
KDM6A,136,136.0,-0.0229,1496,1232,924,False,572.0
DZIP1,136,136.0,0.1794,1496,1232,767,False,729.0
SCD,135,135.0,-1.757,1503,1237,3327,False,-1824.0
CDCA2,135,135.0,-0.7198,1503,1237,1626,False,-123.0
ZNF608,135,,,1503,,,True,
POLR1E,134,,,1506,,,True,
HDAC7,134,134.0,0.077,1506,1239,840,False,666.0
AP4M1,134,16.0,-0.5829,1506,2601,1477,False,29.0
NKX6-3,134,,,1506,,,True,
PRPF38B,133,133.0,0.1873,1510,1240,760,False,750.0
MICOS13,133,133.0,-1.7601,1510,1240,3335,False,-1825.0
HTT,133,133.0,-0.8498,1510,1240,1781,False,-271.0
ZWINT,133,133.0,-0.1161,1510,1240,1021,False,489.0
ITGB2,133,133.0,0.1936,1510,1240,754,False,756.0
DNAJC21,132,132.0,-0.7432,1515,1245,1655,False,-140.0
GSTCD,132,132.0,-0.1773,1515,1245,1070,False,445.0
UROS,132,132.0,-1.3674,1515,1245,2546,False,-1031.0
TBL1X,132,132.0,0.0641,1515,1245,852,False,663.0
SMIM7,131,131.0,-0.0135,1519,1249,918,False,601.0
LRRC25,131,,,1519,,,True,
PRRT2,131,,,1519,,,True,
METTL3,131,131.0,-0.2194,1519,1249,1111,False,408.0
NEB,131,131.0,0.2241,1519,1249,736,False,783.0
CFD,131,,,1519,,,True,
TEDC2,131,131.0,-0.0922,1519,1249,1006,False,513.0
CBX3,131,131.0,-0.0841,1519,1249,996,False,523.0
GALK2,130,130.0,-1.5729,1527,1254,2997,False,-1470.0
COX6B1,130,130.0,-0.3658,1527,1254,1250,False,277.0
MPHOSPH9,130,130.0,0.1632,1527,1254,780,False,747.0
MGA,130,130.0,0.1447,1527,1254,798,False,729.0
NMT2,129,129.0,-0.2993,1531,1258,1180,False,351.0
RNF31,129,,,1531,,,True,
TMEM234,129,129.0,0.1604,1531,1258,784,False,747.0
ZDHHC3,129,129.0,-0.7727,1531,1258,1686,False,-155.0
TNPO3,128,,,1535,,,True,
WDR24,128,128.0,-0.0504,1535,1261,948,False,587.0
NDUFA10,128,128.0,-1.9983,1535,1261,4107,False,-2572.0
HIF1A,128,128.0,-1.4308,1535,1261,2713,False,-1178.0
CAB39,128,128.0,-0.5835,1535,1261,1483,False,52.0
FN3K,127,127.0,0.1875,1540,1265,759,False,781.0
ZNF18,127,127.0,-1.2549,1540,1265,2362,False,-822.0
DNAJC3,127,127.0,0.0291,1540,1265,889,False,651.0
RAB21,127,127.0,-0.7317,1540,1265,1643,False,-103.0
RABGEF1,127,127.0,-0.3994,1540,1265,1283,False,257.0
DGKZ,127,127.0,-0.0639,1540,1265,970,False,570.0
ZCCHC8,127,127.0,0.072,1540,1265,847,False,693.0
DESI1,127,127.0,-1.3619,1540,1265,2538,False,-998.0
GSTA4,126,,,1548,,,True,
ZHX3,126,126.0,-0.5167,1548,1273,1402,False,146.0
CDCA3,126,126.0,0.0783,1548,1273,837,False,711.0
GPR63,125,,,1551,,,True,
YPEL2,125,125.0,-0.3536,1551,1275,1243,False,308.0
TRAPPC13,125,125.0,-1.1635,1551,1275,2227,False,-676.0
ZCRB1,125,125.0,-0.15,1551,1275,1044,False,507.0
INPP5F,125,125.0,-0.1721,1551,1275,1063,False,488.0
DCAF4,125,125.0,-2.0033,1551,1275,4119,False,-2568.0
RDH13,124,124.0,-0.5068,1557,1280,1394,False,163.0
ZNF330,124,124.0,-1.3669,1557,1280,2544,False,-987.0
IDH3A,124,124.0,-0.5829,1557,1280,1477,False,80.0
DVL1,124,124.0,-1.4374,1557,1280,2726,False,-1169.0
TBC1D10A,124,124.0,-1.1652,1557,1280,2231,False,-674.0
CEP135,124,124.0,-0.8699,1557,1280,1805,False,-248.0
TET2,124,124.0,-0.0236,1557,1280,925,False,632.0
PSMB9,124,124.0,0.0184,1557,1280,899,False,658.0
ATP5F1B,123,123.0,-0.715,1565,1289,1623,False,-58.0
PPP6R2,123,123.0,-1.7764,1565,1289,3364,False,-1799.0
FBXW2,123,123.0,-1.287,1565,1289,2428,False,-863.0
ABHD17A,123,,,1565,,,True,
KMT2B,123,123.0,-0.1286,1565,1289,1031,False,534.0
MRPL17,122,,,1570,,,True,
NFE2L1,122,122.0,0.0151,1570,1294,901,False,669.0
SKIC3,122,122.0,-1.2112,1570,1294,2276,False,-706.0
ZFR,122,122.0,-0.5165,1570,1294,1401,False,169.0
NEUROD2,122,,,1570,,,True,
EIF2AK1,122,122.0,-2.0083,1570,1294,4123,False,-2553.0
POMGNT1,122,122.0,-1.4408,1570,1294,2732,False,-1162.0
UFC1,122,122.0,-0.5088,1570,1294,1395,False,175.0
GPR82,121,,,1578,,,True,
FBXO38,121,121.0,-1.0471,1578,1300,2033,False,-455.0
ALG3,121,121.0,-0.8255,1578,1300,1754,False,-176.0
HSPH1,121,121.0,-0.0189,1578,1300,922,False,656.0
PSMC1,121,,,1578,,,True,
NR2C2AP,121,104.0,-0.1023,1578,1396,1012,False,566.0
PRRC2A,121,121.0,-0.0668,1578,1300,977,False,601.0
RXRG,120,,,1585,,,True,
ZNF653,120,120.0,-1.3211,1585,1304,2479,False,-894.0
KLF4,119,,,1587,,,True,
RBPJ,119,119.0,-0.0178,1587,1306,921,False,666.0
CDKN2AIP,119,119.0,0.2349,1587,1306,728,False,859.0
ATXN2L,119,119.0,0.2081,1587,1306,745,False,842.0
ANXA6,119,119.0,-1.511,1587,1306,2889,False,-1302.0
SIRT7,119,119.0,-0.1495,1587,1306,1043,False,544.0
CTDSP2,119,119.0,-1.446,1587,1306,2735,False,-1148.0
PHIP,119,119.0,-0.896,1587,1306,1838,False,-251.0
TMEM87B,119,119.0,-1.1324,1587,1306,2184,False,-597.0
TIMMDC1,119,119.0,-1.2158,1587,1306,2284,False,-697.0
TMEM86A,119,69.0,-0.0641,1587,1642,973,False,614.0
EI24,118,118.0,-0.1562,1598,1316,1049,False,549.0
TMX2,118,118.0,-0.0666,1598,1316,976,False,622.0
TSPAN9,118,,,1598,,,True,
ING3,118,118.0,-0.4503,1598,1316,1326,False,272.0
PLEKHA5,118,,,1598,,,True,
SCAF8,118,118.0,0.0501,1598,1316,869,False,729.0
USP10,118,118.0,0.1637,1598,1316,778,False,820.0
MYH9,118,118.0,-0.5221,1598,1316,1407,False,191.0
BRD10,118,118.0,-1.1943,1598,1316,2252,False,-654.0
PAIP1,117,117.0,-0.0255,1607,1323,927,False,680.0
HDHD3,117,117.0,-0.1082,1607,1323,1017,False,590.0
NUDT5,117,117.0,-0.8003,1607,1323,1719,False,-112.0
EXOC1,117,117.0,-0.1111,1607,1323,1018,False,589.0
L2HGDH,117,117.0,0.2473,1607,1323,719,False,888.0
ARL6IP1,117,117.0,-2.0171,1607,1323,4161,False,-2554.0
PTP4A2,117,,,1607,,,True,
MRPS22,117,,,1607,,,True,
SPHK1,116,4.0,-1.0516,1615,4017,2038,False,-423.0
RASL11A,116,,,1615,,,True,
ERCC6L,116,116.0,0.1354,1615,1329,804,False,811.0
TXNDC9,116,116.0,-0.7746,1615,1329,1690,False,-75.0
GEMIN7,116,116.0,-0.5615,1615,1329,1448,False,167.0
PRELID1,116,116.0,-0.5411,1615,1329,1424,False,191.0
PCSK5,115,,,1621,,,True,
ME3,115,115.0,0.1518,1621,1333,792,False,829.0
FMR1,115,115.0,-1.1104,1621,1333,2159,False,-538.0
ZNF781,115,,,1621,,,True,
ZNF829,115,115.0,-0.2932,1621,1333,1176,False,445.0
ARMH3,115,115.0,-0.8086,1621,1333,1728,False,-107.0
C1S,115,,,1621,,,True,
DNAJA3,115,,,1621,,,True,
KDM5C,114,114.0,0.0731,1629,1337,846,False,783.0
GFER,114,,,1629,,,True,
SRM,114,114.0,-0.6727,1629,1337,1574,False,55.0
BCLAF1,114,114.0,0.0321,1629,1337,884,False,745.0
COX7C,114,114.0,-0.7979,1629,1337,1717,False,-88.0
PRORP,114,114.0,-1.0595,1629,1337,2056,False,-427.0
OST4,114,114.0,-0.3004,1629,1337,1182,False,447.0
PWP1,114,,,1629,,,True,
DNAAF10,114,114.0,0.1742,1629,1337,771,False,858.0
ATP5MF-PTCD1,114,,,1629,,,True,
BSG,113,113.0,-2.0243,1639,1344,4175,False,-2536.0
SMAD4,113,113.0,-0.1629,1639,1344,1057,False,582.0
LSM10,113,61.0,-0.5181,1639,1704,1403,False,236.0
FBXO11,112,112.0,0.0472,1642,1347,874,False,768.0
SP3,112,112.0,-0.6159,1642,1347,1518,False,124.0
CD99L2,112,112.0,-0.0325,1642,1347,935,False,707.0
COMMD7,112,112.0,-1.4587,1642,1347,2801,False,-1159.0
ZBED1,112,112.0,-0.2312,1642,1347,1122,False,520.0
SLF1,112,112.0,-0.6874,1642,1347,1590,False,52.0
CKLF-CMTM1,112,,,1642,,,True,
CCDC134,111,111.0,-0.5661,1649,1353,1459,False,190.0
ZBTB32,111,111.0,-0.9586,1649,1353,1926,False,-277.0
CCN1,111,,,1649,,,True,
COMMD4,110,110.0,-0.5691,1652,1355,1460,False,192.0
RNASEH2B,110,23.0,-0.4226,1652,2332,1302,False,350.0
COX20,110,110.0,-0.577,1652,1355,1467,False,185.0
TMEM205,109,109.0,-0.5434,1655,1357,1429,False,226.0
SUCLG1,109,109.0,-0.7706,1655,1357,1682,False,-27.0
CSNK2A2,109,109.0,-0.577,1655,1357,1467,False,188.0
NOL7,109,109.0,0.0999,1655,1357,825,False,830.0
TTC7A,109,109.0,-1.3938,1655,1357,2598,False,-943.0
PAQR8,109,109.0,0.1326,1655,1357,808,False,847.0
SKA3,109,109.0,-0.5783,1655,1357,1470,False,185.0
ORC4,109,46.0,-0.2091,1655,1875,1101,False,554.0
IFNGR1,109,109.0,-1.6946,1655,1357,3196,False,-1541.0
VPS45,109,109.0,-0.1483,1655,1357,1042,False,613.0
ACSL1,109,109.0,-0.8097,1655,1357,1734,False,-79.0
TP73,109,109.0,0.1843,1655,1357,762,False,893.0
ZNF35,109,109.0,0.1581,1655,1357,787,False,868.0
MDM4,108,108.0,-0.1185,1668,1370,1023,False,645.0
CNOT6L,108,108.0,-0.684,1668,1370,1584,False,84.0
HSPA14,108,108.0,-0.8092,1668,1370,1731,False,-63.0
RTTN,108,108.0,0.0209,1668,1370,895,False,773.0
TRUB1,108,108.0,-1.8036,1668,1370,3471,False,-1803.0
FPGS,108,108.0,-0.5652,1668,1370,1458,False,210.0
KTN1,107,107.0,-1.5753,1674,1376,3007,False,-1333.0
TRIB2,107,107.0,-0.5871,1674,1376,1486,False,188.0
LOXL4,107,,,1674,,,True,
SLAMF7,107,107.0,-0.8648,1674,1376,1798,False,-124.0
EGLN1,107,107.0,-1.3612,1674,1376,2536,False,-862.0
IL21R,106,106.0,-0.5812,1679,1381,1472,False,207.0
PRCP,106,106.0,-1.235,1679,1381,2336,False,-657.0
SUGP1,106,106.0,0.1432,1679,1381,800,False,879.0
ALG2,106,106.0,-0.5708,1679,1381,1462,False,217.0
TRMT6,106,106.0,-0.5605,1679,1381,1446,False,233.0
TENT5C,106,106.0,-0.0617,1679,1381,964,False,715.0
FANCD2,106,106.0,-0.2084,1679,1381,1098,False,581.0
MTRR,106,106.0,-0.4787,1679,1381,1359,False,320.0
RELA,105,105.0,-0.7271,1687,1389,1637,False,50.0
MAPK14,105,105.0,-0.6148,1687,1389,1516,False,171.0
LIG4,105,105.0,-1.3069,1687,1389,2453,False,-766.0
NAE1,105,,,1687,,,True,
CCDC90B,105,105.0,-2.0397,1687,1389,4220,False,-2533.0
KRT72,105,,,1687,,,True,
DLD,105,105.0,-1.1187,1687,1389,2168,False,-481.0
COA6,105,105.0,-0.9621,1687,1389,1929,False,-242.0
TGIF2,105,105.0,-1.4016,1687,1389,2610,False,-923.0
MRPS14,105,,,1687,,,True,
BCAP29,104,104.0,-1.336,1697,1396,2507,False,-810.0
ZNF236,104,,,1697,,,True,
ATPSCKMT,103,,,1699,,,True,
RNPC3,103,,,1699,,,True,
JOSD2,103,103.0,-0.1863,1699,1398,1078,False,621.0
APOBEC3G,103,103.0,-1.8134,1699,1398,3575,False,-1876.0
DNAJC4,103,103.0,-0.9389,1699,1398,1898,False,-199.0
GRK6,103,103.0,-1.7064,1699,1398,3220,False,-1521.0
ZBTB17,102,102.0,0.0761,1705,1402,842,False,863.0
E2F4,102,102.0,-2.0457,1705,1402,4226,False,-2521.0
TBC1D14,102,102.0,-0.9414,1705,1402,1900,False,-195.0
RP9,102,102.0,-1.2754,1705,1402,2411,False,-706.0
RPS19,102,,,1705,,,True,
CLUH,102,102.0,-0.3454,1705,1402,1234,False,471.0
RPS25,102,,,1705,,,True,
CUL4A,102,102.0,-0.8336,1705,1402,1761,False,-56.0
NDOR1,102,,,1705,,,True,
SPRING1,102,17.0,-0.9344,1705,2547,1892,False,-187.0
EIF4B,102,102.0,0.0206,1705,1402,897,False,808.0
OCIAD2,102,102.0,-0.4958,1705,1402,1378,False,327.0
NUP37,101,101.0,-1.696,1717,1410,3201,False,-1484.0
PRKAR1B,101,,,1717,,,True,
NXT1,101,101.0,-1.0848,1717,1410,2102,False,-385.0
RNF115,101,101.0,-0.7475,1717,1410,1665,False,52.0
HOXB13,101,,,1717,,,True,
RNASEH2A,101,101.0,0.1052,1717,1410,820,False,897.0
EGR3,101,101.0,-0.9868,1717,1410,1957,False,-240.0
PKN1,101,101.0,-2.0478,1717,1410,4230,False,-2513.0
UBE2F,101,101.0,-0.6482,1717,1410,1547,False,170.0
ALS2,101,101.0,-1.5452,1717,1410,2945,False,-1228.0
ABHD14A,100,100.0,-1.21,1727,1418,2275,False,-548.0
TIMP1,100,100.0,-0.654,1727,1418,1555,False,172.0
PTDSS2,100,100.0,-0.0491,1727,1418,945,False,782.0
ZC3HC1,100,100.0,-0.2363,1727,1418,1125,False,602.0
SMARCD1,100,100.0,0.002,1727,1418,908,False,819.0
ZNF154,100,,,1727,,,True,
ARID1A,100,100.0,0.0746,1727,1418,845,False,882.0
PTGER3,99,99.0,0.1235,1734,1424,809,False,925.0
CHMP4A,99,99.0,-0.3633,1734,1424,1247,False,487.0
DPF1,99,,,1734,,,True,
CYTH3,98,98.0,-0.1371,1737,1426,1035,False,702.0
SRSF6,98,98.0,-0.4217,1737,1426,1300,False,437.0
GLRX3,98,98.0,-0.5236,1737,1426,1410,False,327.0
TOP2B,98,98.0,-1.2385,1737,1426,2343,False,-606.0
PLA2G4A,98,98.0,-0.606,1737,1426,1508,False,229.0
USF2,98,98.0,-0.3026,1737,1426,1184,False,553.0
GOLGA8N,98,,,1737,,,True,
GPT2,98,98.0,-0.7035,1737,1426,1603,False,134.0
USP36,97,97.0,-0.1172,1745,1433,1022,False,723.0
CTSO,97,97.0,-0.9547,1745,1433,1924,False,-179.0
MIEN1,97,97.0,-1.4887,1745,1433,2853,False,-1108.0
SP5,97,,,1745,,,True,
COX17,97,97.0,-0.9691,1745,1433,1942,False,-197.0
CCL5,97,97.0,-0.9512,1745,1433,1922,False,-177.0
ATXN1L,97,97.0,-0.7301,1745,1433,1641,False,104.0
ULK4,97,97.0,-0.8086,1745,1433,1728,False,17.0
PCNX3,97,97.0,-0.0097,1745,1433,916,False,829.0
ATP23,96,96.0,-0.0542,1754,1441,956,False,798.0
ADNP2,96,96.0,0.0277,1754,1441,891,False,863.0
NCOA6,96,96.0,-0.4117,1754,1441,1288,False,466.0
KRI1,96,42.0,-0.5515,1754,1931,1439,False,315.0
NPEPPS,96,96.0,-1.3677,1754,1441,2547,False,-793.0
ADAM9,96,96.0,-1.4054,1754,1441,2612,False,-858.0
CRIPT,96,96.0,-0.7944,1754,1441,1713,False,41.0
PRXL2B,96,96.0,-1.2606,1754,1441,2366,False,-612.0
TM9SF3,95,95.0,-0.0749,1762,1448,987,False,775.0
TSPAN4,95,,,1762,,,True,
POGZ,95,95.0,-1.7232,1762,1448,3251,False,-1489.0
CMAS,95,95.0,-0.414,1762,1448,1295,False,467.0
EID2,95,95.0,0.1342,1762,1448,806,False,956.0
BRIP1,95,57.0,-0.2792,1762,1754,1162,False,600.0
MATR3,95,,,1762,,,True,
CYLD,95,95.0,-0.885,1762,1448,1819,False,-57.0
CPNE7,95,,,1762,,,True,
MYO18A,94,71.0,-0.4439,1771,1622,1320,False,451.0
TMED4,94,94.0,-0.0501,1771,1453,946,False,825.0
FEM1A,94,94.0,-0.6149,1771,1453,1517,False,254.0
ZCWPW1,94,94.0,-0.5749,1771,1453,1465,False,306.0
MRPL10,94,,,1771,,,True,
PARK7,94,94.0,-0.9877,1771,1453,1960,False,-189.0
COQ4,94,94.0,-0.4477,1771,1453,1323,False,448.0
ACTMAP,94,94.0,0.1049,1771,1453,821,False,950.0
STK35,94,94.0,-0.2825,1771,1453,1164,False,607.0
CAV1,94,94.0,0.1049,1771,1453,821,False,950.0
OGT,93,93.0,-0.4073,1781,1461,1287,False,494.0
STOM,93,93.0,-0.5295,1781,1461,1417,False,364.0
BTBD2,93,29.0,-0.3151,1781,2191,1200,False,581.0
GPR137,93,93.0,-0.3498,1781,1461,1241,False,540.0
MAP4K1,93,93.0,-0.9138,1781,1461,1863,False,-82.0
ZFAT,93,93.0,-0.2628,1781,1461,1144,False,637.0
DEK,93,93.0,-0.0522,1781,1461,951,False,830.0
NDUFS2,92,92.0,-1.1799,1788,1468,2246,False,-458.0
CTNNAL1,92,,,1788,,,True,
SREBF2,92,92.0,-0.8726,1788,1468,1809,False,-21.0
HNRNPH1,92,,,1788,,,True,
DDX39B,92,92.0,-0.7141,1788,1468,1622,False,166.0
ZFP36L2,92,92.0,-1.3105,1788,1468,2457,False,-669.0
PPP1R12A,92,92.0,-0.2367,1788,1468,1126,False,662.0
SET,91,91.0,-0.9082,1795,1473,1855,False,-60.0
PIAS1,91,91.0,0.0933,1795,1473,831,False,964.0
EXT1,91,91.0,-1.8393,1795,1473,3646,False,-1851.0
PGD,91,91.0,0.0351,1795,1473,881,False,914.0
YIPF1,91,91.0,-0.5591,1795,1473,1445,False,350.0
BMI1,91,91.0,-0.4977,1795,1473,1380,False,415.0
CMTM7,91,91.0,-0.0522,1795,1473,951,False,844.0
PCM1,91,91.0,0.0764,1795,1473,841,False,954.0
MAGEH1,91,91.0,-1.3128,1795,1473,2463,False,-668.0
ENY2,90,90.0,-0.1542,1804,1482,1047,False,757.0
DARS1,90,39.0,-0.7211,1804,1984,1628,False,176.0
FANCM,90,90.0,-0.6134,1804,1482,1515,False,289.0
CNOT10,90,90.0,-0.0759,1804,1482,988,False,816.0
NADK2,90,90.0,0.0638,1804,1482,853,False,951.0
CPNE1,90,90.0,0.0312,1804,1482,885,False,919.0
TMEM131,90,90.0,-0.5399,1804,1482,1423,False,381.0
NUP42,89,89.0,-0.691,1811,1488,1595,False,216.0
MAP3K1,89,89.0,-1.8439,1811,1488,3653,False,-1842.0
THAP5,89,89.0,-0.592,1811,1488,1494,False,317.0
NEIL1,89,89.0,0.0223,1811,1488,894,False,917.0
SERGEF,89,89.0,-1.1532,1811,1488,2215,False,-404.0
CISD1,89,89.0,-1.0581,1811,1488,2055,False,-244.0
ILKAP,89,89.0,-1.0988,1811,1488,2126,False,-315.0
APAF1,89,89.0,-1.8295,1811,1488,3611,False,-1800.0
ITPK1,89,89.0,-0.1397,1811,1488,1037,False,774.0
HDAC1,89,89.0,-0.0451,1811,1488,942,False,869.0
PLOD3,89,12.0,-0.6504,1811,2825,1550,False,261.0
RFWD3,88,88.0,-0.6992,1822,1498,1602,False,220.0
COPS9,88,88.0,-0.5188,1822,1498,1404,False,418.0
SLC35D2,88,88.0,-1.8462,1822,1498,3706,False,-1884.0
BAZ1A,88,88.0,-0.949,1822,1498,1918,False,-96.0
BMP8A,88,,,1822,,,True,
MRPS27,87,,,1827,,,True,
BZW2,87,87.0,-1.6561,1827,1502,3140,False,-1313.0
SEPSECS,87,35.0,-0.2738,1827,2060,1155,False,672.0
GNAZ,87,87.0,-0.0309,1827,1502,933,False,894.0
KIF14,87,87.0,-1.3111,1827,1502,2458,False,-631.0
IRF8,87,87.0,-0.6374,1827,1502,1540,False,287.0
TMEM186,87,87.0,-1.5861,1827,1502,3025,False,-1198.0
ABCC1,87,87.0,-0.2005,1827,1502,1092,False,735.0
ZNF165,87,,,1827,,,True,
TEFM,87,87.0,-0.1933,1827,1502,1083,False,744.0
GPR146,87,87.0,-0.0886,1827,1502,1002,False,825.0
HMGXB3,87,87.0,0.0363,1827,1502,880,False,947.0
RRP9,87,,,1827,,,True,
NOA1,87,87.0,-1.9412,1827,1502,3939,False,-2112.0
PAICS,87,87.0,-1.7787,1827,1502,3376,False,-1549.0
CLDN5,86,,,1842,,,True,
SRA1,86,86.0,-0.2137,1842,1513,1106,False,736.0
MFSD6,85,85.0,-0.3819,1844,1514,1264,False,580.0
ARSK,85,9.0,-1.3549,1844,3055,2531,False,-687.0
TMEM33,85,85.0,-0.8077,1844,1514,1726,False,118.0
AKAP17A,85,85.0,-0.1993,1844,1514,1090,False,754.0
ELF4,85,85.0,-0.4018,1844,1514,1284,False,560.0
PPRC1,85,85.0,-0.1339,1844,1514,1033,False,811.0
ISCA1,85,85.0,-0.4791,1844,1514,1360,False,484.0
RAB27B,85,56.0,-0.1062,1844,1764,1015,False,829.0
PTRH2,85,85.0,-0.7736,1844,1514,1688,False,156.0
PKN3,85,85.0,-1.8535,1844,1514,3720,False,-1876.0
IFNLR1,85,85.0,0.0688,1844,1514,850,False,994.0
MRPL32,85,,,1844,,,True,
PQBP1,84,84.0,-0.4286,1856,1523,1308,False,548.0
ARMC8,84,84.0,-0.1752,1856,1523,1066,False,790.0
NGLY1,84,84.0,-1.7489,1856,1523,3308,False,-1452.0
DEGS1,84,84.0,-0.9091,1856,1523,1857,False,-1.0
URB1,84,,,1856,,,True,
HNRNPDL,84,84.0,-0.9926,1856,1523,1966,False,-110.0
HSPE1,84,,,1856,,,True,
GOLT1B,84,84.0,-0.2499,1856,1523,1135,False,721.0
RIC8A,84,84.0,-1.7183,1856,1523,3245,False,-1389.0
ICE2,84,84.0,-1.7489,1856,1523,3308,False,-1452.0
GUCA1B,83,26.0,-0.4119,1866,2258,1289,False,577.0
FANCI,83,83.0,-0.0028,1866,1531,911,False,955.0
CYB5D1,83,,,1866,,,True,
RMDN3,83,11.0,-1.8177,1866,2889,3585,False,-1719.0
KBTBD2,83,83.0,-1.398,1866,1531,2601,False,-735.0
IGHMBP2,83,,,1866,,,True,
MAN2A1,83,83.0,-0.7114,1866,1531,1613,False,253.0
POP7,83,,,1866,,,True,
VPS13A,83,83.0,-2.0887,1866,1531,4353,False,-2487.0
ETFDH,82,82.0,0.0559,1875,1535,866,False,1009.0
TRAF6,82,82.0,-0.2263,1875,1535,1116,False,759.0
JAKMIP2,82,,,1875,,,True,
GP9,82,,,1875,,,True,
SAXO4,82,,,1875,,,True,
NMT1,82,0.0,-1.8443,1875,7153,3654,False,-1779.0
CERT1,82,82.0,-0.7053,1875,1535,1605,False,270.0
INTS6,82,82.0,-0.1273,1875,1535,1030,False,845.0
HIVEP3,82,,,1875,,,True,
RALGAPB,82,82.0,-0.7818,1875,1535,1697,False,178.0
BLOC1S4,81,81.0,-1.6709,1885,1540,3159,False,-1274.0
NCR3,81,81.0,-1.5639,1885,1540,2982,False,-1097.0
SSR2,81,81.0,-0.0907,1885,1540,1004,False,881.0
YME1L1,80,80.0,-0.685,1888,1543,1585,False,303.0
ETV2,80,80.0,0.0471,1888,1543,875,False,1013.0
EXOC4,80,,,1888,,,True,
