target_contrast_gene_name,rank,regpower_eb_mean,regpower_eb_sd,p_top_1pct,n_conditions,expected_downstream,shrinkage,n_signif_conditions,xcond_reproducibility,any_offtarget
MOB1B,2183,-1.1321,0.8956,0.0009,3,24.1,0.629,3,0.4,False
TMEM87B,2184,-1.1323,0.8956,0.0009,3,24.1,0.629,3,0.0,False
HTRA2,2185,-1.1324,0.8956,0.0009,3,40.6,0.629,3,0.417,True
BORCS8,2186,-1.1361,0.8956,0.0009,3,24.0,0.629,3,0.444,False
ANKMY2,2187,-1.1402,0.8956,0.0009,3,33.9,0.629,3,0.636,True
LMNA,2188,-1.1419,0.8956,0.0008,3,23.9,0.629,3,0.053,False
RCCD1,2189,-1.1421,0.8956,0.0008,3,23.9,0.629,3,0.533,False
MICALL1,2190,-1.1421,1.175,0.0084,1,26.0,0.361,1,0.3,False
SLC37A1,2191,-1.1421,1.175,0.0084,1,26.0,0.361,1,0.0,False
ABCE1,2192,-1.1421,1.175,0.0084,1,26.0,0.361,1,0.0,False
TMEM220,2193,-1.1421,1.175,0.0084,1,26.0,0.361,1,0.143,False
SNF8,2194,-1.1421,1.175,0.0084,1,26.0,0.361,1,0.333,False
HSF1,2195,-1.1421,1.175,0.0084,1,26.0,0.361,1,0.0,False
EIF4EBP3,2196,-1.1421,1.175,0.0084,1,26.0,0.361,1,0.0,False
IDUA,2197,-1.1421,1.175,0.0084,1,26.0,0.361,1,0.333,False
RABGGTB,2198,-1.1421,1.175,0.0084,1,26.0,0.361,1,0.333,False
PET100,2199,-1.1421,1.175,0.0084,1,26.0,0.361,1,1.0,False
TMEM170B,2200,-1.1421,1.175,0.0084,1,26.0,0.361,1,0.0,False
HGSNAT,2201,-1.1427,1.0073,0.0026,2,23.9,0.53,2,0.0,False
PGLS,2202,-1.1427,1.0073,0.0026,2,23.9,0.53,2,0.019,False
S100PBP,2203,-1.1444,0.8956,0.0008,3,40.1,0.629,3,0.267,True
CAAP1,2204,-1.1447,0.8956,0.0008,3,23.8,0.629,3,0.062,False
ZC3H15,2205,-1.1461,0.8956,0.0008,3,23.8,0.629,3,0.217,False
HMGN4,2206,-1.1461,0.8956,0.0008,3,23.8,0.629,3,0.217,False
RBM7,2207,-1.1485,0.8956,0.0008,3,23.7,0.629,3,0.083,False
ZNF512B,2208,-1.1492,0.8956,0.0008,3,23.7,0.629,3,0.002,False
POFUT1,2209,-1.1493,0.8956,0.0008,3,23.7,0.629,3,0.5,False
CASP3,2210,-1.1512,0.8956,0.0008,3,39.8,0.629,3,0.002,True
DHX34,2211,-1.1513,0.8956,0.0008,3,23.6,0.629,3,0.368,False
HPF1,2212,-1.1513,0.8956,0.0008,3,23.6,0.629,3,0.034,False
UBQLN4,2213,-1.1513,0.8956,0.0008,3,23.6,0.629,3,0.273,False
TRMT10A,2214,-1.1523,0.8956,0.0008,3,23.6,0.629,3,0.625,False
SERGEF,2215,-1.1531,0.8956,0.0008,3,23.6,0.629,3,0.011,False
TNFRSF10D,2216,-1.1547,1.0073,0.0025,2,22.6,0.53,2,0.083,False
USP13,2217,-1.1555,0.8956,0.0008,3,23.5,0.629,3,0.001,False
AKR1C3,2218,-1.1566,1.0073,0.0025,2,22.5,0.53,2,0.0,False
METTL17,2219,-1.1578,0.8956,0.0008,3,23.5,0.629,3,0.077,False
UBXN11,2220,-1.1583,0.8956,0.0008,3,23.5,0.629,3,0.35,False
FAM210B,2221,-1.1583,0.8956,0.0008,3,23.5,0.629,3,0.35,False
NTHL1,2222,-1.1597,1.0073,0.0025,2,39.6,0.53,2,0.259,True
LY96,2223,-1.1601,0.8956,0.0008,3,23.4,0.629,3,0.5,False
TTC39C,2224,-1.161,0.8956,0.0008,3,23.4,0.629,3,0.003,False
MMD,2225,-1.1614,1.0073,0.0025,2,24.3,0.53,2,0.1,False
GINM1,2226,-1.1619,0.8956,0.0008,3,23.4,0.629,3,0.006,False
TRAPPC13,2227,-1.1634,0.8956,0.0008,3,23.3,0.629,3,0.016,False
ZGPAT,2228,-1.1644,1.175,0.0079,1,42.8,0.361,1,0.714,True
BLTP2,2229,-1.1646,0.8956,0.0008,3,23.3,0.629,3,0.115,False
EXOC6,2230,-1.1647,0.8956,0.0008,3,23.3,0.629,3,0.238,False
TBC1D10A,2231,-1.1651,0.8956,0.0008,3,23.3,0.629,3,0.016,False
ITGAL,2232,-1.1652,0.8956,0.0008,3,23.3,0.629,3,0.071,False
STT3A,2233,-1.17,0.8956,0.0008,3,23.2,0.629,3,0.022,False
NFE2L2,2234,-1.17,0.8956,0.0008,3,23.2,0.629,3,0.25,False
USP24,2235,-1.1702,0.8956,0.0008,3,23.2,0.629,3,0.014,False
RBM15,2236,-1.1706,0.8956,0.0008,3,23.2,0.629,3,0.016,False
SEC22A,2237,-1.1722,0.8956,0.0008,3,23.1,0.629,3,0.1,False
HIPK3,2238,-1.1729,0.8956,0.0008,3,23.1,0.629,3,0.353,False
NCOA1,2239,-1.174,0.8956,0.0007,3,23.1,0.629,3,0.412,False
CYP2U1,2240,-1.1747,1.0073,0.0024,2,22.1,0.53,2,0.5,False
GDPD5,2241,-1.1747,1.0073,0.0024,2,22.1,0.53,2,0.7,False
PRKCH,2242,-1.1749,0.8956,0.0007,3,23.1,0.629,3,0.182,False
NELFE,2243,-1.1753,0.8956,0.0007,3,27.5,0.629,3,0.286,True
E2F3,2244,-1.1783,0.8956,0.0007,3,23.0,0.629,3,0.286,False
MYSM1,2245,-1.1788,0.8956,0.0007,3,23.0,0.629,3,0.027,False
NDUFS2,2246,-1.1798,0.8956,0.0007,3,23.0,0.629,3,0.011,False
ZNF280C,2247,-1.1826,0.8956,0.0007,3,22.9,0.629,3,0.421,False
TMEM254,2248,-1.1832,0.8956,0.0007,3,22.9,0.629,3,0.026,False
PTPN11,2249,-1.1843,0.8956,0.0007,3,22.9,0.629,3,0.051,False
TGIF1,2250,-1.192,0.8956,0.0007,3,22.7,0.629,3,0.139,False
ZNF160,2251,-1.1928,0.8956,0.0007,3,22.7,0.629,3,0.171,False
BRD10,2252,-1.1941,1.0073,0.0022,2,21.7,0.53,2,0.0,False
HS3ST3B1,2253,-1.1944,0.8956,0.0007,3,22.6,0.629,3,0.005,False
TTYH2,2254,-1.1946,1.0073,0.0022,2,22.7,0.53,2,0.167,False
FOXO4,2255,-1.1963,0.8956,0.0007,3,22.6,0.629,3,0.692,False
TPP2,2256,-1.1964,1.0073,0.0022,2,21.6,0.53,2,0.087,False
HELZ,2257,-1.1966,0.8956,0.0007,3,22.6,0.629,3,0.068,False
FEN1,2258,-1.1978,0.8956,0.0007,3,38.0,0.629,3,0.438,True
ZNFX1,2259,-1.1983,0.8956,0.0007,3,22.5,0.629,3,0.071,False
C1RL,2260,-1.1983,0.8956,0.0007,3,22.5,0.629,3,0.35,False
DCTPP1,2261,-1.199,0.8956,0.0007,3,22.5,0.629,3,0.006,False
TAF1B,2262,-1.2008,1.0073,0.0022,2,22.5,0.53,2,0.385,False
SORL1,2263,-1.2017,0.8956,0.0007,3,22.5,0.629,3,0.115,False
EPHA4,2264,-1.2054,1.175,0.0072,1,20.7,0.361,1,0.25,False
MT1F,2265,-1.2054,1.175,0.0072,1,20.7,0.361,1,0.0,False
TRIM62,2266,-1.2054,1.175,0.0072,1,20.7,0.361,1,0.0,False
TSPOAP1,2267,-1.2054,1.175,0.0072,1,20.7,0.361,1,0.0,False
IL27RA,2268,-1.2054,1.175,0.0072,1,20.7,0.361,1,1.0,False
LPAR3,2269,-1.2054,1.175,0.0072,1,20.7,0.361,1,0.4,False
CA6,2270,-1.2054,1.175,0.0072,1,20.7,0.361,1,0.0,False
TMEM81,2271,-1.2054,1.175,0.0072,1,20.7,0.361,1,0.5,False
ZCCHC17,2272,-1.2056,1.0073,0.0022,2,39.2,0.53,2,0.027,True
PHF20L1,2273,-1.2061,0.8956,0.0007,3,22.4,0.629,3,0.058,False
DLAT,2274,-1.2081,0.8956,0.0007,3,22.3,0.629,3,0.0,False
ABHD14A,2275,-1.2099,0.8956,0.0007,3,22.3,0.629,3,0.02,False
SKIC3,2276,-1.2111,0.8956,0.0006,3,26.5,0.629,3,0.008,True
HDHD2,2277,-1.2115,1.0073,0.0021,2,22.3,0.53,2,0.0,False
OTUD5,2278,-1.2117,0.8956,0.0006,3,22.2,0.629,3,0.333,False
CLIP4,2279,-1.2123,0.8956,0.0006,3,22.2,0.629,3,0.429,False
ACAD9,2280,-1.2126,0.8956,0.0006,3,22.2,0.629,3,0.0,False
GARRE1,2281,-1.2127,1.0073,0.0021,2,21.3,0.53,2,0.667,False
RCAN3,2282,-1.2134,0.8956,0.0006,3,22.2,0.629,3,0.5,False
LTBP4,2283,-1.2136,0.8956,0.0006,3,22.2,0.629,3,0.114,False
TIMMDC1,2284,-1.2157,0.8956,0.0006,3,22.1,0.629,3,0.017,False
C3orf18,2285,-1.2172,1.0073,0.0021,2,27.5,0.53,2,0.062,True
IFT25,2286,-1.2172,0.8956,0.0006,3,37.3,0.629,3,0.3,True
CRIM1,2287,-1.2175,1.0073,0.0021,2,23.0,0.53,2,0.75,False
CASP9,2288,-1.2198,0.8956,0.0006,3,22.0,0.629,3,0.0,False
NDUFB9,2289,-1.221,0.8956,0.0006,3,37.1,0.629,3,0.018,True
MITD1,2290,-1.2212,0.8956,0.0006,3,22.0,0.629,3,0.0,False
SERINC5,2291,-1.2214,0.8956,0.0006,3,22.0,0.629,3,0.353,False
AKIRIN1,2292,-1.2228,0.8956,0.0006,3,22.0,0.629,3,0.294,False
HYLS1,2293,-1.2228,0.8956,0.0006,3,22.0,0.629,3,0.161,False
HECTD1,2294,-1.223,0.8956,0.0006,3,22.0,0.629,3,0.061,False
CLSTN1,2295,-1.2249,1.0073,0.002,2,22.0,0.53,2,0.188,False
UGCG,2296,-1.2272,0.8956,0.0006,3,21.9,0.629,3,0.429,False
PARP8,2297,-1.2272,0.8956,0.0006,3,21.9,0.629,3,0.211,False
STMN1,2298,-1.2283,0.8956,0.0006,3,21.8,0.629,3,0.3,False
UNC93B1,2299,-1.2284,0.8956,0.0006,3,21.8,0.629,3,0.538,False
ZNRF2,2300,-1.2301,0.8956,0.0006,3,21.8,0.629,3,0.122,False
PFKFB4,2301,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.2,False
LDOC1,2302,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
OBSCN,2303,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.667,False
FES,2304,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.5,False
GTF2H1,2305,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
SIDT2,2306,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
CCR8,2307,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.5,False
FOS,2308,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.087,False
PLA2G4C,2309,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
DERL3,2310,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
PFN2,2311,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.143,False
CCNE2,2312,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.067,False
HAGHL,2313,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
ZNF329,2314,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
PANX2,2315,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.4,False
GSR,2316,-1.2309,1.175,0.0068,1,21.6,0.361,1,1.0,False
ADD2,2317,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
ZNF215,2318,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
VSIG10,2319,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
RRAGD,2320,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.5,False
RAB13,2321,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.667,False
MATCAP1,2322,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
CCDC77,2323,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
VLDLR,2324,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.25,False
SUOX,2325,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
RAC3,2326,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
DPP7,2327,-1.2309,1.175,0.0068,1,21.6,0.361,1,1.0,False
RNF208,2328,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
MAP3K6,2329,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.667,False
PER1,2330,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.5,False
IL4,2331,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.1,False
BEX5,2332,-1.2309,1.175,0.0068,1,21.6,0.361,1,0.0,False
LEPR,2333,-1.2315,0.8956,0.0006,3,21.8,0.629,3,0.75,False
DDX39A,2334,-1.2319,1.0073,0.002,2,21.8,0.53,2,0.091,False
SEC24C,2335,-1.2333,0.8956,0.0006,3,21.7,0.629,3,0.038,False
PRCP,2336,-1.2349,0.8956,0.0006,3,25.8,0.629,3,0.028,True
UNK,2337,-1.235,0.8956,0.0006,3,25.8,0.629,3,0.733,True
EPB41L2,2338,-1.2357,0.8956,0.0006,3,21.7,0.629,3,0.667,False
SPTY2D1,2339,-1.2357,0.8956,0.0006,3,21.7,0.629,3,0.667,False
NFAT5,2340,-1.2365,0.8956,0.0006,3,21.7,0.629,3,0.0,False
SARM1,2341,-1.2368,1.175,0.0067,1,39.8,0.361,1,0.25,True
CIMAP1B,2342,-1.2368,1.175,0.0067,1,39.8,0.361,1,0.25,True
TOP2B,2343,-1.2384,0.8956,0.0006,3,21.6,0.629,3,0.031,False
SEC23A,2344,-1.2387,0.8956,0.0006,3,21.6,0.629,3,0.615,False
UBE2D1,2345,-1.2391,1.0073,0.0019,2,22.5,0.53,2,0.087,False
DOLK,2346,-1.2393,1.0073,0.0019,2,36.6,0.53,2,0.261,True
STAT1,2347,-1.2405,0.8956,0.0006,3,21.6,0.629,3,0.022,False
JRK,2348,-1.2415,1.0073,0.0019,2,21.6,0.53,2,0.2,False
CENPW,2349,-1.2415,1.0073,0.0019,2,21.6,0.53,2,0.2,False
ANKRD27,2350,-1.2416,0.8956,0.0006,3,21.6,0.629,3,0.286,False
CNTROB,2351,-1.2437,1.0073,0.0019,2,22.4,0.53,2,0.2,False
EIF1B,2352,-1.2442,0.8956,0.0006,3,21.5,0.629,3,0.041,False
CERS2,2353,-1.2455,0.8956,0.0006,3,21.5,0.629,3,0.143,False
MAP2K5,2354,-1.2479,0.8956,0.0006,3,21.4,0.629,3,0.35,False
NDUFA5,2355,-1.2481,0.8956,0.0006,3,21.4,0.629,3,0.0,False
CCDC69,2356,-1.2483,0.8956,0.0006,3,21.4,0.629,3,0.25,False
SRSF8,2357,-1.249,0.8956,0.0006,3,21.4,0.629,3,0.818,False
CYREN,2358,-1.2499,0.8956,0.0006,3,21.4,0.629,3,0.5,False
CIART,2359,-1.2506,1.0073,0.0019,2,22.2,0.53,2,0.0,False
PGBD2,2360,-1.254,1.0073,0.0019,2,21.4,0.53,2,0.029,False
NAALADL1,2361,-1.2541,1.0073,0.0019,2,20.4,0.53,2,0.2,False
ZNF18,2362,-1.2548,0.8956,0.0005,3,21.3,0.629,3,0.016,False
TBC1D19,2363,-1.2554,1.0073,0.0018,2,22.1,0.53,2,0.667,False
SP4,2364,-1.2554,0.8956,0.0005,3,21.3,0.629,3,0.19,False
WDR83,2365,-1.2581,1.0073,0.0018,2,37.2,0.53,2,0.217,True
PRXL2B,2366,-1.2605,0.8956,0.0005,3,21.1,0.629,3,0.021,False
TBCEL,2367,-1.2615,0.8956,0.0005,3,21.1,0.629,3,0.353,False
CENPV,2368,-1.2633,0.8956,0.0005,3,21.1,0.629,3,0.25,False
FBXL20,2369,-1.2633,0.8956,0.0005,3,21.1,0.629,3,0.25,False
HSPD1,2370,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
HYAL2,2371,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
KIF3B,2372,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.042,False
ENC1,2373,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
SLC43A2,2374,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.5,False
RHOH,2375,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.5,False
GLB1L2,2376,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
NEDD4,2377,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
XYLT1,2378,-1.2635,1.175,0.0063,1,23.0,0.361,1,1.0,False
ITGA1,2379,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
ZNF8,2380,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
CDK6,2381,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
ZNF584,2382,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
SGMS1,2383,-1.2635,1.175,0.0063,1,23.0,0.361,1,1.0,False
PPARGC1B,2384,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.182,False
CDK11A,2385,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
TIGD5,2386,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
SHF,2387,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.333,False
TAF4B,2388,-1.2635,1.175,0.0063,1,23.0,0.361,1,0.0,False
UBE2J1,2389,-1.2649,0.8956,0.0005,3,21.0,0.629,3,0.019,False
SKI,2390,-1.2649,0.8956,0.0005,3,21.0,0.629,3,0.182,False
MAPK12,2391,-1.2652,1.0073,0.0018,2,21.9,0.53,2,0.029,False
HPS4,2392,-1.2655,0.8956,0.0005,3,25.1,0.629,3,0.769,True
PPARA,2393,-1.2659,0.8956,0.0005,3,21.0,0.629,3,0.4,False
NDUFV1,2394,-1.2661,0.8956,0.0005,3,21.0,0.629,3,0.045,False
VRK2,2395,-1.2666,0.8956,0.0005,3,21.0,0.629,3,0.172,False
ATF6B,2396,-1.2666,0.8956,0.0005,3,21.0,0.629,3,0.172,False
NLRC5,2397,-1.2671,0.8956,0.0005,3,21.0,0.629,3,0.438,False
PAN2,2398,-1.2677,1.0073,0.0018,2,35.5,0.53,2,0.098,True
CRLF3,2399,-1.268,0.8956,0.0005,3,21.0,0.629,3,0.571,False
MORC3,2400,-1.268,0.8956,0.0005,3,21.0,0.629,3,0.167,False
SWT1,2401,-1.2692,1.175,0.0062,1,32.7,0.361,1,0.5,True
CHML,2402,-1.2692,1.175,0.0062,1,32.7,0.361,1,0.333,True
PEX3,2403,-1.27,0.8956,0.0005,3,35.3,0.629,3,0.455,True
MKRN2,2404,-1.2701,0.8956,0.0005,3,20.9,0.629,3,0.077,False
LRRC8D,2405,-1.2705,0.8956,0.0005,3,20.9,0.629,3,0.067,False
DMAC1,2406,-1.2709,0.8956,0.0005,3,20.9,0.629,3,0.0,False
WASHC4,2407,-1.2711,0.8956,0.0005,3,20.9,0.629,3,0.032,False
SH3YL1,2408,-1.2714,0.8956,0.0005,3,35.3,0.629,3,0.409,True
C4orf33,2409,-1.2722,1.0073,0.0017,2,33.8,0.53,2,0.214,True
ZBTB25,2410,-1.2744,0.8956,0.0005,3,35.2,0.629,3,0.6,True
RP9,2411,-1.2753,1.0073,0.0017,2,21.7,0.53,2,0.0,False
BICRA,2412,-1.2755,0.8956,0.0005,3,20.8,0.629,3,0.176,False
TMEM268,2413,-1.2758,0.8956,0.0005,3,20.8,0.629,3,0.211,False
APEX2,2414,-1.2758,0.8956,0.0005,3,20.8,0.629,3,0.211,False
HMGB2,2415,-1.2766,0.8956,0.0005,3,20.8,0.629,3,0.238,False
TNFRSF10B,2416,-1.2778,0.8956,0.0005,3,20.8,0.629,3,0.0,False
BACH2,2417,-1.2779,1.0073,0.0017,2,21.6,0.53,2,0.0,False
MTHFD2,2418,-1.2784,0.8956,0.0005,3,20.8,0.629,3,0.0,False
ALMS1,2419,-1.2799,0.8956,0.0005,3,20.7,0.629,3,0.429,False
MT1E,2420,-1.281,0.8956,0.0005,3,20.7,0.629,3,0.583,False
SCRN3,2421,-1.2838,0.8956,0.0005,3,34.8,0.629,3,0.064,True
POGK,2422,-1.2842,0.8956,0.0005,3,20.6,0.629,3,0.0,False
TUBE1,2423,-1.2842,0.8956,0.0005,3,20.6,0.629,3,0.087,False
MFSD11,2424,-1.2842,0.8956,0.0005,3,20.6,0.629,3,0.217,False
TRIT1,2425,-1.2848,0.8956,0.0005,3,20.6,0.629,3,0.071,False
NPC1,2426,-1.2848,0.8956,0.0005,3,20.6,0.629,3,0.071,False
BICDL1,2427,-1.2859,0.8956,0.0005,3,20.6,0.629,3,0.038,False
FBXW2,2428,-1.2869,0.8956,0.0005,3,20.6,0.629,3,0.0,False
MCM9,2429,-1.2886,1.0073,0.0017,2,21.4,0.53,2,0.286,False
DCAF7,2430,-1.2886,1.0073,0.0017,2,21.4,0.53,2,0.031,False
FAM241A,2431,-1.289,0.8956,0.0005,3,20.5,0.629,3,0.9,False
CCAR2,2432,-1.2897,0.8956,0.0005,3,24.4,0.629,3,0.133,True
ITGAM,2433,-1.2901,1.0073,0.0017,2,19.6,0.53,2,0.037,False
OXSM,2434,-1.2916,0.8956,0.0005,3,34.6,0.629,3,0.458,True
AKT2,2435,-1.2933,0.8956,0.0005,3,20.4,0.629,3,0.227,False
OS9,2436,-1.2946,0.8956,0.0005,3,20.4,0.629,3,0.167,False
SCARF1,2437,-1.2947,1.175,0.0058,1,34.2,0.361,1,0.333,True
NUDT22,2438,-1.2947,0.8956,0.0005,3,34.4,0.629,3,0.216,True
CREB3L4,2439,-1.2947,1.175,0.0058,1,34.2,0.361,1,0.0,True
STPG1,2440,-1.2947,1.175,0.0058,1,34.2,0.361,1,0.333,True
FGF11,2441,-1.2947,1.175,0.0058,1,34.2,0.361,1,0.167,True
SRD5A1,2442,-1.2947,1.175,0.0058,1,34.2,0.361,1,0.016,True
S100A5,2443,-1.2947,1.175,0.0058,1,34.2,0.361,1,0.667,True
SLC37A3,2444,-1.2949,0.8956,0.0005,3,20.4,0.629,3,0.462,False
CYB5D2,2445,-1.2965,0.8956,0.0005,3,20.4,0.629,3,0.294,False
FAM120A,2446,-1.2976,0.8956,0.0005,3,34.3,0.629,3,0.161,True
LIN7C,2447,-1.2985,0.8956,0.0005,3,20.3,0.629,3,0.136,False
QDPR,2448,-1.2994,0.8956,0.0005,3,20.3,0.629,3,0.333,False
PM20D2,2449,-1.3009,0.8956,0.0005,3,20.3,0.629,3,0.333,False
LACTB,2450,-1.302,0.8956,0.0005,3,20.3,0.629,3,0.583,False
KRIT1,2451,-1.3025,1.0073,0.0016,2,21.1,0.53,2,0.067,False
TM2D2,2452,-1.306,0.8956,0.0004,3,34.1,0.629,3,0.163,True
LIG4,2453,-1.3068,0.8956,0.0004,3,20.2,0.629,3,0.01,False
SLC16A1,2454,-1.307,0.8956,0.0004,3,20.2,0.629,3,0.0,False
COMMD1,2455,-1.308,0.8956,0.0004,3,20.1,0.629,3,0.143,False
CNNM2,2456,-1.3088,0.8956,0.0004,3,20.1,0.629,3,0.312,False
ZFP36L2,2457,-1.3104,0.8956,0.0004,3,20.1,0.629,3,0.0,False
PIK3CD,2458,-1.311,0.8956,0.0004,3,20.1,0.629,3,0.094,False
KIF14,2459,-1.311,0.8956,0.0004,3,20.1,0.629,3,0.011,False
ANKRD17,2460,-1.311,0.8956,0.0004,3,20.1,0.629,3,0.044,False
KIF4A,2461,-1.3118,0.8956,0.0004,3,33.9,0.629,3,0.522,True
ZC3H14,2462,-1.3123,0.8956,0.0004,3,20.0,0.629,3,0.0,False
MAGEH1,2463,-1.3127,0.8956,0.0004,3,20.0,0.629,3,0.0,False
RBM34,2464,-1.3141,1.0073,0.0015,2,20.1,0.53,2,0.143,False
ANKRD16,2465,-1.315,1.0073,0.0015,2,35.1,0.53,2,0.071,True
SH3BP1,2466,-1.3158,0.8956,0.0004,3,20.0,0.629,3,0.462,False
AP2B1,2467,-1.3165,0.8956,0.0004,3,20.0,0.629,3,0.727,False
CDC123,2468,-1.3169,0.8956,0.0004,3,33.7,0.629,3,0.073,True
ARHGAP45,2469,-1.317,0.8956,0.0004,3,20.0,0.629,3,0.0,False
MEX3D,2470,-1.3173,1.0073,0.0015,2,20.8,0.53,2,0.083,False
HK1,2471,-1.3176,0.8956,0.0004,3,19.9,0.629,3,0.235,False
OPA1,2472,-1.3176,0.8956,0.0004,3,19.9,0.629,3,0.083,False
BRAP,2473,-1.3176,0.8956,0.0004,3,19.9,0.629,3,0.176,False
CDKAL1,2474,-1.3195,0.8956,0.0004,3,19.9,0.629,3,0.636,False
NUMB,2475,-1.3195,0.8956,0.0004,3,19.9,0.629,3,0.636,False
C20orf96,2476,-1.3204,0.8956,0.0004,3,28.2,0.629,3,0.318,True
NUMA1,2477,-1.3207,0.8956,0.0004,3,19.9,0.629,3,0.125,False
STAP1,2478,-1.3208,1.0073,0.0015,2,19.0,0.53,2,0.0,False
ZNF653,2479,-1.321,0.8956,0.0004,3,19.9,0.629,3,0.008,False
NOL3,2480,-1.3215,1.0073,0.0015,2,24.7,0.53,2,0.059,True
ZSCAN25,2481,-1.3216,0.8956,0.0004,3,19.9,0.629,3,0.006,False
SLC5A3,2482,-1.3231,0.8956,0.0004,3,19.8,0.629,3,0.0,False
E2F6,2483,-1.3233,0.8956,0.0004,3,19.8,0.629,3,0.263,False
ZNF652,2484,-1.3233,0.8956,0.0004,3,19.8,0.629,3,0.148,False
GMPR2,2485,-1.3241,0.8956,0.0004,3,33.4,0.629,3,0.357,True
PIGV,2486,-1.3242,0.8956,0.0004,3,19.8,0.629,3,0.429,False
SLC9A1,2487,-1.3242,0.8956,0.0004,3,19.8,0.629,3,0.429,False
TIMM17B,2488,-1.3243,1.0073,0.0015,2,32.0,0.53,2,0.163,True
CIB1,2489,-1.3245,0.8956,0.0004,3,23.6,0.629,3,0.467,True
FBXO21,2490,-1.3253,0.8956,0.0004,3,19.8,0.629,3,0.583,False
GRAP,2491,-1.3263,0.8956,0.0004,3,19.8,0.629,3,0.014,False
GRPEL2,2492,-1.3263,0.8956,0.0004,3,19.8,0.629,3,0.087,False
C1orf74,2493,-1.3265,1.0073,0.0015,2,20.6,0.53,2,0.333,False
MBLAC2,2494,-1.3274,1.175,0.0054,1,36.3,0.361,1,0.333,True
ZNF202,2495,-1.3285,0.8956,0.0004,3,19.7,0.629,3,0.545,False
SCAF11,2496,-1.3299,0.8956,0.0004,3,19.7,0.629,3,0.129,False
C15orf61,2497,-1.3299,0.8956,0.0004,3,19.7,0.629,3,0.385,False
STARD7,2498,-1.3299,0.8956,0.0004,3,19.7,0.629,3,0.007,False
ZNF549,2499,-1.3303,0.8956,0.0004,3,19.7,0.629,3,0.049,False
ANTKMT,2500,-1.332,0.8956,0.0004,3,33.2,0.629,3,0.083,True
FAAP100,2501,-1.3329,1.0073,0.0014,2,20.4,0.53,2,0.0,False
CPNE8,2502,-1.3329,1.0073,0.0014,2,20.4,0.53,2,0.0,False
TRERF1,2503,-1.3341,1.0073,0.0014,2,19.7,0.53,2,0.0,False
ATP5MC1,2504,-1.3342,0.8956,0.0004,3,19.6,0.629,3,0.021,False
PLEC,2505,-1.3342,0.8956,0.0004,3,19.6,0.629,3,0.062,False
PRKCSH,2506,-1.3354,0.8956,0.0004,3,19.6,0.629,3,0.027,False
ARID5A,2507,-1.3359,0.8956,0.0004,3,19.6,0.629,3,0.357,False
BCAP29,2508,-1.3359,0.8956,0.0004,3,19.6,0.629,3,0.0,False
